tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid,parent_candid,oid
ztf,59290.54025459988,1536540252615015004,2,1536540252615,19.1828,1,1536,1.5897,16.4997,16.3191,0.170527,0.0331,323.9673336,17.6394851,0.284286,t17_f5_c3,16.3521,0.041,False,False,False,correction_0.0.1,0.0,,,,,,,ZTF21aaqmvlg
ztf,59291.5384837999,1537538482615015001,2,1537538482615,19.2487,1,1537,0.628683,15.9166,15.9124,0.083548,0.022,323.9670787,17.6396672,0.637143,t17_f5_c3,15.9121,0.0259,False,True,True,correction_0.0.1,0.0,13.2130375,100.0,0.006926453,,,,ZTF21aaqmvlg
ztf,59292.53744209977,1538537442615015001,2,1538537442615,19.342,1,1538,1.01858,15.901,15.8712,0.099613,0.0218,323.967325,17.6397168,0.698571,t17_f5_c3,15.892,0.0262,False,True,False,correction_0.0.1,0.0,13.211736,100.0,0.008367779,,,,ZTF21aaqmvlg
ztf,59295.52809030004,1541528092615015000,2,1541528092615,19.38,1,1541,0.515612,15.401,15.3917,0.039259,0.0122,323.9670524,17.6397025,0.88,t17_f5_c3,15.3746,0.0134,False,True,True,correction_0.0.1,0.0,13.159659,100.0,0.0049819914,,,,ZTF21aaqmvlg
ztf,59295.530497699976,1541530492615015000,2,1541530492615,19.179476,1,1541,1.5992472,15.518387,15.5613,0.04022765,0.0143,323.9675258,17.6398783,0.65,t17_f5_c3,15.5326,0.0158,True,False,True,correction_0.0.1,0.0,,,,0.9497141,595120226.0,,ZTF21aaqmvlg
ztf,59295.53290509991,1541532902615015003,2,1541532902615,19.063984,1,1541,1.2043684,15.145955,15.4217,0.07476561,0.0133,323.9674068,17.6397962,0.65,t17_f5_c3,15.4005,0.015,True,True,True,correction_0.0.1,0.0,13.1237755,100.0,0.01160994,0.77022123,595120226.0,,ZTF21aaqmvlg
ztf,59295.53531249985,1541535312615015004,2,1541535312615,18.9849,1,1541,0.770977,15.552,15.445,0.08109,0.0149,323.9672724,17.6397817,0.698571,t17_f5_c3,15.4409,0.0173,False,True,True,correction_0.0.1,0.0,13.177697,100.0,0.009104295,,,,ZTF21aaqmvlg
ztf,59295.537708300166,1541537702615015001,2,1541537702615,18.7867,1,1541,0.961951,15.4665,15.5009,0.053203,0.0177,323.9672912,17.6396963,0.792857,t17_f5_c3,15.4806,0.0208,False,True,True,correction_0.0.1,0.0,13.167756,100.0,0.006403808,,,,ZTF21aaqmvlg
ztf,59297.53584490018,1543535842615015001,2,1543535842615,18.9579,1,1543,0.011086,15.3502,15.3145,0.04484,0.0133,323.9670514,17.6398436,0.88,t17_f5_c3,15.2918,0.0153,False,True,True,correction_0.0.1,0.0,13.15308,100.0,0.0059267627,,,,ZTF21aaqmvlg
ztf,59304.51097219996,1550510972615015002,2,1550510972615,18.363,1,1550,1.27977,15.4864,15.6978,0.042591,0.0168,323.967292,17.6395648,0.452857,t17_f5_c3,15.5232,0.0171,False,True,True,correction_0.0.1,0.0,13.170132,100.0,0.0050444137,,,,ZTF21aaqmvlg
ztf,59304.51349540008,1550513492615015004,2,1550513492615,18.4091,1,1550,2.89896,15.7687,15.7013,0.047362,0.0166,323.9679108,17.6398726,0.364286,t17_f5_c3,15.4939,0.0163,False,False,False,correction_0.0.1,0.0,,,,,,,ZTF21aaqmvlg
ztf,59304.5160069,1550516002615015001,2,1550516002615,18.54965,1,1550,1.7179652,15.512001,15.6216,0.058620736,0.0161,323.9675481,17.6397324,0.51285714,t17_f5_c3,15.4665,0.0165,True,False,False,correction_0.0.1,0.0,,,,0.45553488,595120226.0,,ZTF21aaqmvlg
ztf,59304.51853010012,1550518532615015005,2,1550518532615,18.3721,1,1550,0.486841,15.6301,15.768,0.031771,0.0178,323.9670871,17.6399786,0.642857,t17_f5_c3,15.5904,0.018,False,True,True,correction_0.0.1,0.0,13.186192,100.0,0.0033455486,,,,ZTF21aaqmvlg
ztf,59304.52105320012,1550521052615015002,2,1550521052615,18.385063,1,1550,0.9732988,15.497732,15.5862,0.039678972,0.0153,323.9673368,17.6397923,0.6142857,t17_f5_c3,15.4534,0.0161,True,True,True,correction_0.0.1,0.0,13.171467,100.0,0.0046564434,0.34614313,595120226.0,,ZTF21aaqmvlg
ztf,59305.51008100016,1551510082615015000,2,1551510082615,19.4017,1,1551,0.580108,15.6352,15.6697,0.040719,0.0154,323.9671803,17.6397335,0.837143,t17_f5_c3,15.6568,0.0173,False,True,True,correction_0.0.1,0.0,13.186728,100.0,0.004269806,,,,ZTF21aaqmvlg
