tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,oid
ztf,60929.32232639985,3175322322915015003,1,3175322322915,19.6753,1,3175,7.64377,19.8868,19.7892,0.331347,0.4643,358.8110406,39.7635765,0.291429,t17_f5_c3,19.8201,0.6134,False,False,True,27.5.6,0.0,3.203279731615015e+18,,,,,,ZTF25abqkwce
ztf,60932.24164350005,3178241641615015017,2,3178241641615,20.691916,1,3178,20.4672,18.574562,18.5642,0.07260958,0.0623,358.8111699,39.7637349,0.93,t17_f5_c3,18.5029,0.0746,True,False,True,27.5.6,0.0,,0.999892,735120216.0,,,,ZTF25abqkwce
ztf,60932.309502299875,3178309501615015020,1,3178309501615,20.276114,1,3178,9.080889,18.580923,18.6647,0.10554041,0.0896,358.8111672,39.7637329,0.9342857,t17_f5_c3,18.6308,0.1108,True,False,True,27.5.6,0.0,,0.9999989,735120116.0,,,,ZTF25abqkwce
ztf,60932.34673610004,3178346732915015018,1,3178346732915,20.388186,1,3178,8.2497225,18.608406,18.5498,0.083929725,0.0736,358.81118,39.7637157,0.93142855,t17_f5_c3,18.5704,0.0955,True,False,True,27.5.6,0.0,,0.9999991,694120129.0,,,,ZTF25abqkwce
ztf,60932.4847916998,3178484792915015010,2,3178484792915,20.44171,1,3178,0.5351487,18.552305,18.5446,0.05903644,0.0763,358.8111812,39.7637278,0.94857144,t17_f5_c3,18.4562,0.0896,True,True,False,27.5.6,0.0,,0.99999297,694120229.0,18.531898,0.057645265,0.057937235,ZTF25abqkwce
ztf,60934.28589119995,3180285891615015023,2,3180285891615,20.579382,1,3180,20.402748,18.093422,18.0523,0.04903562,0.0426,358.8111523,39.7637198,0.9242857,t17_f5_c3,18.0781,0.0549,True,False,True,27.5.6,0.0,,0.9999989,735120216.0,,,,ZTF25abqkwce
ztf,60934.286365699954,3180286362915015015,2,3180286362915,20.502254,1,3180,0.60878086,18.167652,18.0675,0.061249804,0.0426,358.8111869,39.7637058,0.9085714,t17_f5_c3,18.0618,0.0534,True,True,False,27.5.6,0.0,,0.99999976,694120229.0,18.153294,0.060305987,0.060445126,ZTF25abqkwce
ztf,60934.34289349988,3180342891615015014,1,3180342891615,20.286602,1,3180,9.262041,18.089767,18.0632,0.06877664,0.0432,358.8111078,39.7637061,0.91714287,t17_f5_c3,18.0324,0.053,True,False,True,27.5.6,0.0,,0.99999905,735120116.0,,,,ZTF25abqkwce
ztf,60934.3439468001,3180343942915015029,1,3180343942915,20.413054,1,3180,8.17449,18.03164,18.1048,0.06262151,0.0418,358.8111731,39.7636836,0.9,t17_f5_c3,18.029,0.0491,True,False,True,27.5.6,0.0,,0.99999917,694120129.0,,,,ZTF25abqkwce
ztf,60938.30398150021,3184303981615015028,1,3184303981615,20.812109,1,3184,9.125714,17.515694,17.4945,0.04089537,0.0217,358.8111542,39.7637187,0.92,t17_f5_c3,17.4858,0.0264,True,False,True,27.5.6,0.0,,0.99999666,735120116.0,,,,ZTF25abqkwce
ztf,60938.35708330013,3184357081615015015,2,3184357081615,20.62142,1,3184,20.426935,17.547228,17.5404,0.04547121,0.0265,358.8111637,39.7637193,0.9142857,t17_f5_c3,17.517,0.0323,True,False,True,27.5.6,0.0,,0.9999982,735120216.0,,,,ZTF25abqkwce
ztf,60941.24944439996,3187249441615015024,2,3187249441615,20.405691,1,3187,20.405828,17.310078,17.3451,0.047940403,0.0265,358.8111674,39.7637182,0.9114286,t17_f5_c3,17.3348,0.0328,True,False,True,27.5.6,0.0,,0.9999925,735120216.0,,,,ZTF25abqkwce
ztf,60941.3050694,3187305061615015029,1,3187305061615,20.715078,1,3187,9.086873,17.28351,17.3082,0.047273807,0.0199,358.8111679,39.7637259,0.8357143,t17_f5_c3,17.3097,0.0243,True,False,True,27.5.6,0.0,,0.99990034,735120116.0,,,,ZTF25abqkwce
ztf,60943.26151619991,3189261511615015016,2,3189261511615,20.458063,1,3189,20.421776,17.22043,17.2487,0.042603876,0.0221,358.8111585,39.7637256,0.87714285,t17_f5_c3,17.2371,0.0271,True,False,True,27.5.6,0.0,,0.9987123,735120216.0,,,,ZTF25abqkwce
ztf,60943.32873839978,3189328731615015021,1,3189328731615,20.536291,1,3189,9.111535,17.17436,17.164,0.0502176,0.0192,358.8111625,39.7637113,0.9014286,t17_f5_c3,17.1448,0.0232,True,False,True,27.5.6,0.0,,0.99998343,735120116.0,,,,ZTF25abqkwce
ztf,60949.301840300206,3195301842915015009,2,3195301842915,20.584515,1,3195,0.5325168,17.134321,17.1285,0.033721037,0.0196,358.811186,39.7637273,0.88857144,t17_f5_c3,17.1069,0.0237,True,True,False,27.5.6,0.0,,0.99997413,694120229.0,17.128756,0.03351066,0.033548612,ZTF25abqkwce
ztf,60949.304918999784,3195304911615015023,2,3195304911615,20.616644,1,3195,20.421728,17.099146,17.0964,0.040470283,0.0192,358.8111525,39.7637324,0.86285716,t17_f5_c3,17.0843,0.0234,True,False,True,27.5.6,0.0,,0.99400395,735120216.0,,,,ZTF25abqkwce
