tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid,parent_candid,oid
ztf,59251.57055559987,1497570556315015010,2,1497570556315,18.3764,1,1497,1.64925,16.8567,16.8159,0.104789,0.0536,289.3567343,14.3260828,0.49,t17_f5_c3,16.7331,0.0618,False,False,False,correction_0.0.1,0.0,,,,,,,ZTF21aaiugow
ztf,59253.56332179997,1499563326315015014,2,1499563326315,19.89893,1,1499,0.83640087,17.16887,16.9843,0.07032277,0.0367,289.3568741,14.3254107,0.5971429,t17_f5_c3,16.9677,0.0419,True,True,False,correction_0.0.1,0.0,14.090328,100.0,0.004127421,0.9882645,540120263.0,,ZTF21aaiugow
ztf,59254.562604200095,1500562606315015200,2,1500562606315,17.955824,1,1500,0.21451768,16.141844,15.8673,0.1102824,0.0383,289.356818,14.3256413,0.51857144,t17_f5_c3,15.8504,0.0463,True,True,False,correction_0.0.1,0.0,13.994322,100.0,0.01525799,0.8291738,540120263.0,,ZTF21aaiugow
ztf,59254.56988430023,1500569886315015190,2,1500569886315,17.879873,1,1500,0.3821293,16.076975,16.0686,0.05123727,0.0502,289.3567978,14.3255185,0.50714284,t17_f5_c3,16.0395,0.0616,True,True,False,correction_0.0.1,0.0,13.985112,100.0,0.007461755,0.8649483,540120263.0,,ZTF21aaiugow
ztf,59255.56473380001,1501564736315015019,2,1501564736315,19.771893,1,1501,0.28395438,16.748487,16.4972,0.12994853,0.0244,289.356691,14.3255776,0.6528571,t17_f5_c3,16.4714,0.0277,True,True,False,correction_0.0.1,0.0,14.060607,100.0,0.010929979,0.97995543,540120263.0,,ZTF21aaiugow
ztf,59255.56715280004,1501567156315015011,2,1501567156315,19.41642,1,1501,0.4411662,16.862614,16.5736,0.06700741,0.0288,289.3568555,14.3255354,0.69857144,t17_f5_c3,16.5382,0.0332,True,True,False,correction_0.0.1,0.0,14.069757,100.0,0.005116588,0.99881196,540120263.0,,ZTF21aaiugow
ztf,59255.569583300035,1501569586315015010,2,1501569586315,19.30614,1,1501,0.52781427,16.664621,16.5629,0.045606058,0.0328,289.3568904,14.3255434,0.7342857,t17_f5_c3,16.5474,0.0391,True,True,False,correction_0.0.1,0.0,14.053299,100.0,0.0041161706,0.9889441,540120263.0,,ZTF21aaiugow
ztf,59256.56195600005,1502561956315015032,2,1502561956315,19.9159,1,1502,0.16602564,16.886875,16.744,0.13015322,0.0296,289.3567259,14.3256546,0.61142856,t17_f5_c3,16.6977,0.0329,True,True,False,correction_0.0.1,0.0,14.071591,100.0,0.009735121,0.08126909,540120263.0,,ZTF21aaiugow
ztf,59266.54611109989,1512546116315015093,2,1512546116315,19.0568,1,1512,1.22578,16.3189,16.2504,0.063921,0.017,289.3564783,14.3258308,0.371429,t17_f5_c3,16.1269,0.0175,False,True,False,correction_0.0.1,0.0,14.017164,100.0,0.0076727243,,,,ZTF21aaiugow
ztf,59266.549085599836,1512549086315015022,2,1512549086315,19.12877,1,1512,0.120138794,16.399036,16.2732,0.06972957,0.0174,289.3567565,14.3256532,0.57714283,t17_f5_c3,16.1642,0.0182,True,True,False,correction_0.0.1,0.0,14.026476,100.0,0.007841386,0.06414071,540120263.0,,ZTF21aaiugow
ztf,59266.55207179999,1512552076315015019,2,1512552076315,19.095306,1,1512,0.51727605,16.251738,16.2583,0.056212284,0.018,289.3569101,14.3256153,0.55,t17_f5_c3,16.1671,0.0192,True,True,False,correction_0.0.1,0.0,14.008879,100.0,0.0071234065,0.11252567,540120263.0,,ZTF21aaiugow
ztf,59267.54090279993,1513540906315015020,2,1513540906315,19.7585,1,1513,0.704078,16.4883,16.5594,0.088209,0.0228,289.3567842,14.3258163,0.672857,t17_f5_c3,16.5352,0.0255,False,True,False,correction_0.0.1,0.0,14.036157,100.0,0.009218397,,,,ZTF21aaiugow
ztf,59267.543877299875,1513543876315015014,2,1513543876315,19.809721,1,1513,0.26210615,16.44191,16.4899,0.10510713,0.0214,289.356824,14.3256593,0.63285714,t17_f5_c3,16.4696,0.024,True,True,False,correction_0.0.1,0.0,14.031214,100.0,0.011411789,0.91756314,540120263.0,,ZTF21aaiugow
ztf,59267.54685189994,1513546856315015028,2,1513546856315,19.81717,1,1513,0.3483702,16.448017,16.4863,0.09060866,0.0212,289.3567099,14.3255344,0.72,t17_f5_c3,16.4368,0.0232,True,True,False,correction_0.0.1,0.0,14.031876,100.0,0.009788427,0.98239523,540120263.0,,ZTF21aaiugow
ztf,59267.54982639989,1513549826315015022,2,1513549826315,19.880543,1,1513,0.5095166,16.705097,16.5624,0.080890544,0.0232,289.356612,14.3256249,0.6942857,t17_f5_c3,16.55,0.0263,True,True,False,correction_0.0.1,0.0,14.0568905,100.0,0.0070569166,0.9849847,540120263.0,,ZTF21aaiugow
ztf,59267.552812499925,1513552816315015013,2,1513552816315,19.827522,1,1513,0.42729443,16.445433,16.5228,0.10186873,0.024,289.3568137,14.3255115,0.72,t17_f5_c3,16.5045,0.0274,True,True,False,correction_0.0.1,0.0,14.031595,100.0,0.011028237,0.82332826,540120263.0,,ZTF21aaiugow
ztf,59268.538888900075,1514538886315015013,2,1514538886315,20.230204,1,1514,0.5315836,16.64613,16.6549,0.18343027,0.0228,289.3568368,14.3257486,0.63285714,t17_f5_c3,16.6433,0.0253,True,True,True,correction_0.0.1,0.0,14.051617,100.0,0.016813796,0.75348663,540120263.0,,ZTF21aaiugow
ztf,59268.541805599816,1514541806315015019,2,1514541806315,20.180859,1,1514,0.20658082,16.699894,16.6683,0.09360488,0.0241,289.3568055,14.3255854,0.76714283,t17_f5_c3,16.6689,0.0271,True,True,True,correction_0.0.1,0.0,14.056436,100.0,0.008201911,0.9619857,540120263.0,,ZTF21aaiugow
ztf,59268.544733799994,1514544736315015022,2,1514544736315,20.157534,1,1514,0.72389245,16.74163,16.6772,0.08860383,0.0244,289.3568735,14.3254495,0.5914286,t17_f5_c3,16.6805,0.0275,True,True,True,correction_0.0.1,0.0,14.060029,100.0,0.0074956943,0.9936083,540120263.0,,ZTF21aaiugow
