tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,rbversion,oid
ztf,58282.40707179997,528407073715015009,1,528407073715,20.53829,1,528,0.59506154,17.061222,14.789066,17.0971,0.023567231,100.0,0.0029070082,0.0272,327.0323588,63.6608828,0.68333334,0.0,17.0859,0.0298,830120137.0,False,True,False,bulk_1.0.0,0.0,5.39322983715015e+17,,ZTF18abajmel
ztf,58283.38938659988,529389383715015009,2,529389383715,20.7033,1,529,0.419171,14.7637,12.851324,14.8076,0.005688,100.0,0.0009772583,0.0062,327.0324541,63.6609334,0.45,,14.7862,0.0063,,False,True,False,bulk_1.0.0,0.0,5.39322983715015e+17,,ZTF18abajmel
ztf,58283.428310200106,529428313715015003,1,529428313715,20.751614,1,529,0.3734147,17.342316,14.820052,17.7705,0.026709279,100.0,0.0026167172,0.0375,327.0323881,63.6609438,0.5733333,0.0,17.7397,0.0412,830120137.0,False,True,False,bulk_1.0.0,0.0,5.39322983715015e+17,,ZTF18abajmel
ztf,58283.428310200106,529428313715015004,1,529428313715,20.751614,1,529,0.15501776,17.342316,14.820052,17.3858,0.026709279,100.0,0.0026167172,0.0304,327.0323802,63.6610052,0.75,0.0,17.3793,0.033,830120137.0,False,True,False,bulk_1.0.0,0.0,5.39322983715015e+17,,ZTF18abajmel
ztf,58285.42585649993,531425853715015004,1,531425853715,20.786007,1,531,0.76945835,17.58453,14.841533,17.5639,0.0324347,100.0,0.0025930502,0.0349,327.0319228,63.6609868,0.70666665,0.0,17.5484,0.0375,830120137.0,False,True,False,bulk_1.0.0,0.0,5.39322983715015e+17,,ZTF18abajmel
ztf,58285.42585649993,531425853715015005,1,531425853715,20.786007,1,531,0.7128927,17.58453,14.841533,17.7047,0.0324347,100.0,0.0025930502,0.0377,327.0321155,63.6608897,0.62666667,0.0,17.6281,0.0389,830120137.0,False,True,False,bulk_1.0.0,0.0,5.39322983715015e+17,,ZTF18abajmel
ztf,58286.428669000044,532428663715015006,1,532428663715,20.573944,1,532,0.45074078,17.61337,14.84381,17.4539,0.033505972,100.0,0.0026139542,0.0318,327.0322459,63.6611607,0.78,0.0,17.4465,0.0345,830120137.0,False,True,False,bulk_1.0.0,0.0,5.39322983715015e+17,,ZTF18abajmel
ztf,58286.479409699794,532479403715015002,2,532479403715,20.1317,1,532,0.142009,14.9599,12.882609,14.9763,0.006862,100.0,0.0010128253,0.0075,327.032394,63.6610069,0.476667,,14.9316,0.0077,,False,True,False,bulk_1.0.0,0.0,5.39322983715015e+17,,ZTF18abajmel
ztf,58287.43489579996,533434893715015008,1,533434893715,20.699896,1,533,0.24401721,17.557627,14.839357,17.5519,0.032402918,100.0,0.0026501853,0.0351,327.0322342,63.6610615,0.8066667,0.0,17.5393,0.038,830120137.0,False,True,False,bulk_1.0.0,0.0,5.39322983715015e+17,,ZTF18abajmel
ztf,58288.409293999895,534409293715015022,1,534409293715,20.415585,1,534,0.2565599,17.556229,14.839243,17.5137,0.089125715,100.0,0.00729808,0.0347,327.0322749,63.6611026,0.74666667,0.0,17.4974,0.0378,830120137.0,False,True,False,bulk_1.0.0,0.0,5.39322983715015e+17,,ZTF18abajmel
