tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,parent_candid,oid
ztf,59496.38494209992,1742384945015015005,1,1742384945015,20.5273,1,1742,2.1894085,19.13337,19.0852,0.11193363,0.1039,95.5348503,50.4290744,0.92714286,t17_f5_c3,0.9996154,19.1142,0.1338,745120150.0,True,False,False,correction_1.0.6,0.0,,,,,ZTF21acgrrnl
ztf,59496.38589120004,1742385896215015001,1,1742385896215,20.552217,1,1742,2.3959413,19.082113,19.1546,0.10107371,0.1159,95.5346663,50.4290935,0.9614286,t17_f5_c3,0.9999997,19.2802,0.163,746120162.0,True,False,False,correction_1.0.6,0.0,,,,,ZTF21acgrrnl
ztf,59496.446620400064,1742446625015015000,2,1742446625015,20.347422,1,1742,2.515224,19.194643,19.0047,0.12374448,0.1178,95.5347365,50.4291264,0.8742857,t17_f5_c3,0.9936752,18.9195,0.1373,745120250.0,True,False,False,correction_1.0.6,0.0,,,,,ZTF21acgrrnl
ztf,59496.465428200085,1742465426215015001,2,1742465426215,20.473671,1,1742,0.41231346,19.120056,19.0815,0.104449265,0.1157,95.5347557,50.4291408,0.95,t17_f5_c3,0.9999933,19.1242,0.1506,746120262.0,True,True,True,correction_1.0.6,0.0,18.172596,0.018376026,0.043643665,,ZTF21acgrrnl
ztf,59500.44824070018,1746448245015015002,1,1746448245015,20.228182,1,1746,1.9613315,19.165873,19.1108,0.13624372,0.1151,95.5347866,50.4291219,0.84,t17_f5_c3,0.9999285,19.1609,0.1518,745120150.0,True,False,False,correction_1.0.6,0.0,,,,,ZTF21acgrrnl
ztf,59501.42864579987,1747428646215015002,1,1747428646215,20.726719,1,1747,2.4234385,19.034288,18.9955,0.09861504,0.0941,95.5346923,50.4291017,0.95714283,t17_f5_c3,0.99932534,19.0547,0.124,746120162.0,True,False,False,correction_1.0.6,0.0,,,,,ZTF21acgrrnl
ztf,59501.494328700006,1747494326215015002,2,1747494326215,20.44718,1,1747,0.31826535,18.89051,18.9058,0.08733187,0.1048,95.5347235,50.4290822,0.9442857,t17_f5_c3,0.9999993,18.8492,0.125,746120262.0,True,True,True,correction_1.0.6,0.0,18.07072,0.019639494,0.04104467,,ZTF21acgrrnl
ztf,59503.40641199984,1749406416215015000,2,1749406416215,20.047321,1,1749,0.34895045,18.81009,18.836,0.08847838,0.1231,95.5347638,50.4291193,0.95714283,t17_f5_c3,0.99999976,18.6828,0.1352,746120262.0,True,True,True,correction_1.0.6,0.0,18.03218,0.025650315,0.043218914,,ZTF21acgrrnl
ztf,59503.42760419985,1749427605015015000,2,1749427605015,20.309605,1,1749,2.549781,18.847305,18.7809,0.07939076,0.098,95.534713,50.4290956,0.95285714,t17_f5_c3,0.9999995,18.7498,0.1197,745120250.0,True,False,False,correction_1.0.6,0.0,,,,,ZTF21acgrrnl
ztf,59503.470104199834,1749470106215015000,1,1749470106215,20.456268,1,1749,2.4466956,19.090963,19.0522,0.09649505,0.1056,95.5346664,50.4290693,0.9457143,t17_f5_c3,0.99999875,18.9979,0.126,746120162.0,True,False,False,correction_1.0.6,0.0,,,,,ZTF21acgrrnl
ztf,59503.47057869984,1749470575015015003,1,1749470575015,20.11354,1,1749,2.0939698,19.10193,18.9963,0.15492478,0.1076,95.5348108,50.4290922,0.5742857,t17_f5_c3,0.9994769,18.8536,0.1187,745120150.0,True,False,False,correction_1.0.6,0.0,,,,,ZTF21acgrrnl
ztf,59509.34944440005,1755349445015015001,2,1755349445015,19.701014,1,1755,2.516154,18.848001,18.749,0.11486885,0.1742,95.534704,50.4291022,0.8385714,t17_f5_c3,0.99999803,18.6764,0.2082,745120250.0,True,False,False,correction_1.0.6,0.0,,,,,ZTF21acgrrnl
ztf,59509.40306709986,1755403066215015001,1,1755403066215,19.602562,1,1755,2.6607404,19.081018,19.1549,0.11860679,0.2562,95.5347499,50.4290425,0.92714286,t17_f5_c3,0.9999963,19.0611,0.301,746120162.0,True,False,False,correction_1.0.6,0.0,,,,,ZTF21acgrrnl
ztf,59509.40401619999,1755404015015015001,1,1755404015015,19.717678,1,1755,1.9931129,19.044594,19.3441,0.14977339,0.3085,95.5347429,50.429085,0.9557143,t17_f5_c3,0.9999962,19.2842,0.3739,745120150.0,True,False,False,correction_1.0.6,0.0,,,,,ZTF21acgrrnl
ztf,59511.386157399975,1757386156215015000,2,1757386156215,19.519218,1,1757,0.29447448,18.779148,18.8448,0.116290934,0.1913,95.5347845,50.4291083,0.80285716,t17_f5_c3,0.99998736,18.9083,0.2588,746120262.0,True,True,True,correction_1.0.6,0.0,18.016956,0.046314776,0.05763276,,ZTF21acgrrnl
ztf,59512.42733799992,1758427335015015002,1,1758427335015,19.8187,1,1758,1.99836,19.2192,18.9789,0.153538,0.2034,95.534675,50.4290422,0.9,t17_f5_c3,,19.0679,0.2823,,False,False,False,correction_1.0.6,0.0,,,,1.763461426215015e+18,ZTF21acgrrnl
ztf,59517.46142360009,1763461426215015000,1,1763461426215,20.684027,1,1763,2.462,19.212687,19.3178,0.10362707,0.1268,95.5346961,50.4290867,0.96,t17_f5_c3,0.9999859,19.1704,0.1391,746120162.0,True,False,False,correction_1.0.6,0.0,,,,,ZTF21acgrrnl
ztf,59517.50782410009,1763507826215015003,2,1763507826215,20.551178,1,1763,0.42855746,18.858337,18.832,0.07032918,0.0909,95.5346732,50.4290865,0.96,t17_f5_c3,0.99999803,18.7895,0.1092,746120262.0,True,True,True,correction_1.0.6,0.0,18.055481,100.0,0.033573218,,ZTF21acgrrnl
ztf,59518.49655089993,1764496555015015009,2,1764496555015,20.582113,1,1764,2.5825686,18.844078,18.8028,0.08599032,0.0841,95.534735,50.4290975,0.89428574,t17_f5_c3,0.999344,18.749,0.1,745120250.0,True,False,False,correction_1.0.6,0.0,,,,,ZTF21acgrrnl
ztf,59521.34641199978,1767346416215015000,1,1767346416215,20.830318,1,1767,2.393518,19.312414,19.4007,0.10405469,0.1263,95.5346971,50.4291186,0.95714283,t17_f5_c3,0.9999996,19.5016,0.1727,746120162.0,True,False,False,correction_1.0.6,0.0,,,,,ZTF21acgrrnl
ztf,59522.34310190007,1768343105015015003,2,1768343105015,20.510632,1,1768,2.6122556,18.83928,18.7991,0.08084258,0.0894,95.534742,50.4290876,0.8642857,t17_f5_c3,0.99998856,18.8363,0.1159,745120250.0,True,False,False,correction_1.0.6,0.0,,,,,ZTF21acgrrnl
ztf,59522.362372700125,1768362375015015014,1,1768362375015,20.803017,1,1768,2.3938103,19.414825,19.1728,0.13478164,0.0958,95.534975,50.4290815,0.4642857,t17_f5_c3,0.9974868,19.1428,0.1165,745120150.0,True,False,False,correction_1.0.6,0.0,,,,,ZTF21acgrrnl
ztf,59523.36523150001,1769365236215015000,1,1769365236215,20.726662,1,1769,2.5666752,19.315693,19.2665,0.08965829,0.113,95.5347598,50.4290896,0.95857143,t17_f5_c3,0.9999967,19.3052,0.1461,746120162.0,True,False,False,correction_1.0.6,0.0,,,,,ZTF21acgrrnl
ztf,59523.48986109998,1769489866215015003,2,1769489866215,20.54832,1,1769,0.39748013,18.815376,18.7873,0.08763653,0.0861,95.5346907,50.4290899,0.9628571,t17_f5_c3,0.9999926,18.7217,0.1012,746120262.0,True,True,True,correction_1.0.6,0.0,18.03476,0.024651226,0.04270107,,ZTF21acgrrnl
ztf,59524.34142359998,1770341425015015003,1,1770341425015,20.844383,1,1770,2.094708,19.418583,19.2091,0.13148911,0.1,95.5348239,50.4290961,0.85571426,t17_f5_c3,0.99936354,19.2082,0.1246,745120150.0,True,False,False,correction_1.0.6,0.0,,,,,ZTF21acgrrnl
ztf,59524.363645799924,1770363645015015003,2,1770363645015,20.390446,1,1770,2.5487587,18.749474,18.7113,0.09536298,0.0921,95.5347235,50.429102,0.86142856,t17_f5_c3,0.9992368,18.8121,0.1271,745120250.0,True,False,False,correction_1.0.6,0.0,,,,,ZTF21acgrrnl
ztf,59525.45284719998,1771452846215015002,2,1771452846215,20.542282,1,1771,0.5085829,18.761429,18.855,0.08402173,0.0919,95.5346477,50.4291005,0.96428573,t17_f5_c3,0.9999678,18.8945,0.1188,746120262.0,True,True,True,correction_1.0.6,0.0,18.008139,0.024598164,0.04198323,,ZTF21acgrrnl
ztf,59525.470057900064,1771470056215015001,1,1771470056215,20.889614,1,1771,2.4477272,19.358753,19.5297,0.101301834,0.1292,95.5347093,50.429104,0.94714284,t17_f5_c3,0.99999857,19.4976,0.156,746120162.0,True,False,False,correction_1.0.6,0.0,,,,,ZTF21acgrrnl
ztf,59526.33881939994,1772338815015015004,2,1772338815015,20.504007,1,1772,2.6220644,18.827658,18.7828,0.07232901,0.0889,95.5347466,50.4290898,0.8757143,t17_f5_c3,0.99993837,18.7453,0.1078,745120250.0,True,False,False,correction_1.0.6,0.0,,,,,ZTF21acgrrnl
ztf,59527.372303199954,1773372306215015002,2,1773372306215,18.962296,1,1773,0.4949874,18.608833,19.0366,0.1798019,0.4116,95.5346415,50.4290873,0.87285715,t17_f5_c3,0.9999876,18.818,0.4306,746120262.0,True,True,True,correction_1.0.6,0.0,17.929213,0.090795346,0.0961493,,ZTF21acgrrnl
ztf,59529.373680599965,1775373685015015001,2,1775373685015,20.375536,1,1775,2.7520592,18.812721,18.6953,0.07451585,0.0849,95.5347797,50.4290546,0.9457143,t17_f5_c3,0.9999297,18.6423,0.1015,745120250.0,True,False,False,correction_1.0.6,0.0,,,,,ZTF21acgrrnl
ztf,59529.384340300225,1775384345015015001,1,1775384345015,20.583912,1,1775,2.1794724,19.421091,19.3148,0.13259669,0.1178,95.5348776,50.4291064,0.9057143,t17_f5_c3,0.96244264,19.359,0.154,745120150.0,True,False,False,correction_1.0.6,0.0,,,,,ZTF21acgrrnl
ztf,59530.38570600003,1776385706215015000,2,1776385706215,20.247992,1,1776,0.3530967,18.80838,18.8394,0.07901537,0.0984,95.5347339,50.4291044,0.96,t17_f5_c3,0.99999964,18.903,0.1308,746120262.0,True,True,True,correction_1.0.6,0.0,18.031345,0.016852774,0.038627606,,ZTF21acgrrnl
ztf,59530.41038190015,1776410386215015001,1,1776410386215,20.142666,1,1776,2.721461,19.39589,19.3356,0.13727431,0.127,95.534805,50.4290559,0.44428572,t17_f5_c3,0.9959061,19.3021,0.1544,746120162.0,True,False,False,correction_1.0.6,0.0,,,,,ZTF21acgrrnl
ztf,59531.367303200066,1777367305015015001,1,1777367305015,20.51133,1,1777,2.0892143,19.43017,19.5658,0.16983919,0.1774,95.5347495,50.4290491,0.92714286,t17_f5_c3,0.9998231,19.6567,0.244,745120150.0,True,False,False,correction_1.0.6,0.0,,,,,ZTF21acgrrnl
ztf,59531.40394680016,1777403945015015006,2,1777403945015,20.458654,1,1777,2.5763028,18.803684,18.6898,0.06990254,0.0853,95.5347375,50.4291007,0.93,t17_f5_c3,0.999987,18.7196,0.11,745120250.0,True,False,False,correction_1.0.6,0.0,,,,,ZTF21acgrrnl
ztf,59532.408113399986,1778408116215015001,1,1778408116215,20.612942,1,1778,2.3313267,19.369656,19.5884,0.10556522,0.1647,95.5346617,50.4291162,0.9557143,t17_f5_c3,0.9999473,19.472,0.1862,746120162.0,True,False,False,correction_1.0.6,0.0,,,,,ZTF21acgrrnl
ztf,59532.4271644,1778427166215015002,2,1778427166215,20.477657,1,1778,0.35039228,18.846277,19.013,0.07760614,0.1081,95.5347148,50.4290859,0.96428573,t17_f5_c3,0.999998,19.0307,0.1376,746120262.0,True,True,True,correction_1.0.6,0.0,18.049707,0.011782744,0.037262157,,ZTF21acgrrnl
ztf,59536.38131939992,1782381315015015001,2,1782381315015,19.750069,1,1782,2.5112057,18.7778,18.5514,0.11831463,0.1346,95.5346833,50.4290937,0.74,t17_f5_c3,0.99999785,18.4871,0.1619,745120250.0,True,False,False,correction_1.0.6,0.0,,,,,ZTF21acgrrnl
ztf,59538.28158560023,1784281586215015000,2,1784281586215,19.154617,1,1784,0.4122572,18.65878,18.7355,0.12695357,0.2708,95.5347248,50.4291212,0.7057143,t17_f5_c3,0.99999946,18.5518,0.2933,746120262.0,True,True,True,correction_1.0.6,0.0,17.955635,0.05798795,0.06643356,,ZTF21acgrrnl
ztf,59538.28253469989,1784282535015015001,2,1784282535015,19.146214,1,1784,2.6148946,18.728811,18.6592,0.13884038,0.2693,95.534799,50.4291305,0.76714283,t17_f5_c3,0.9999954,18.7573,0.378,745120250.0,True,False,False,correction_1.0.6,0.0,,,,,ZTF21acgrrnl
ztf,59542.20462960005,1788204625015015001,2,1788204625015,19.626583,1,1788,2.8347428,18.78169,18.5863,0.12201758,0.1461,95.5348239,50.4290523,0.8442857,t17_f5_c3,0.9999384,18.6495,0.1978,745120250.0,True,False,False,correction_1.0.6,0.0,,,,,ZTF21acgrrnl
ztf,59550.28138889978,1796281386215015000,1,1796281386215,20.436562,1,1796,2.4231436,19.428999,19.4859,0.13179235,0.1771,95.5347165,50.4291193,0.9442857,t17_f5_c3,0.99997973,19.3208,0.1919,746120162.0,True,False,False,correction_1.0.6,0.0,,,,,ZTF21acgrrnl
ztf,59550.34953700006,1796349536215015001,2,1796349536215,20.605413,1,1796,0.35029718,18.73018,18.7409,0.067045234,0.079,95.5347083,50.4290799,0.9657143,t17_f5_c3,0.99998885,18.6762,0.0925,746120262.0,True,True,True,correction_1.0.6,0.0,17.992413,0.0055108033,0.033982933,,ZTF21acgrrnl
ztf,59600.30581020005,1846305815015015005,2,1846305815015,20.010826,1,1846,2.6608346,19.162624,19.2558,0.13329215,0.2056,95.5347374,50.4290624,0.89285713,t17_f5_c3,0.9999778,19.3497,0.2856,745120250.0,True,False,False,correction_1.0.6,0.0,,,,,ZTF21acgrrnl
