tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,rbversion,oid
ztf,60474.39436340006,2720394364115015004,2,2720394364115,20.4265,1,2720,5.94655,19.4344,18.9729,0.129634,0.1161,323.3195431,63.7885488,0.492857,,19.5744,0.2502,,False,False,False,24.5.1,0.0,2.720444004115015e+18,t17_f5_c3,ZTF18abfkxrz
ztf,60474.444004599936,2720444004115015003,1,2720444004115,20.35946,1,2720,5.8698616,20.016628,19.7738,0.18437126,0.2012,323.3195352,63.7884865,0.62714285,0.9945331,19.8796,0.2805,830120141.0,True,False,False,24.5.1,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60516.31167820003,2762311674115015001,1,2762311674115,19.7167,1,2762,5.84977,19.9731,20.8523,0.271237,1.2383,323.3194974,63.7885437,0.417143,,20.4998,1.144,,False,False,False,24.5.1,0.0,2.770404584115015e+18,t17_f5_c3,ZTF18abfkxrz
ztf,60516.41178240022,2762411784115015001,2,2762411784115,20.0226,1,2762,6.06276,19.5,19.078,0.142436,0.1904,323.3196127,63.7885686,0.5,,19.1062,0.2467,,False,False,False,24.5.1,0.0,2.770404584115015e+18,t17_f5_c3,ZTF18abfkxrz
ztf,60519.33053239994,2765330534115015007,2,2765330534115,20.460924,1,2765,5.8708873,19.064898,18.9945,0.10149536,0.1218,323.319508,63.7885302,0.83,0.27359444,19.1815,0.178,830120241.0,True,False,False,24.5.1,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60519.433553200215,2765433554115015003,1,2765433554115,20.37907,1,2765,6.0897346,19.916239,20.3005,0.16947412,0.3794,323.3196581,63.7885366,0.7128571,0.99658066,20.1985,0.4385,830120141.0,True,False,False,24.5.1,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60521.30636569997,2767306364115015008,2,2767306364115,20.598087,1,2767,5.9698334,19.38571,19.7863,0.13227527,0.2398,323.3195697,63.7885178,0.52,0.04795408,20.4041,0.5147,830120241.0,True,False,False,24.5.1,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60524.34738430008,2770347384115015012,1,2770347384115,20.6655,1,2770,6.37187,20.5582,20.4867,0.232473,0.3757,323.3198098,63.7886211,0.31,,20.6028,0.531,,False,False,False,24.5.1,0.0,2.770404584115015e+18,t17_f5_c3,ZTF18abfkxrz
ztf,60524.4045833,2770404584115015003,2,2770404584115,20.579882,1,2770,5.931562,20.082663,20.1547,0.15118682,0.3319,323.319539,63.7885482,0.54,0.5154916,20.3312,0.4774,830120241.0,True,False,False,24.5.1,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60592.18030089978,2838180304115015002,1,2838180304115,20.607906,1,2838,5.8829474,19.740843,19.8934,0.15114745,0.2333,323.3195485,63.78847,0.4457143,0.97616327,19.6419,0.2324,830120141.0,True,False,False,24.5.1,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60594.15373839997,2840153734115015001,1,2840153734115,20.246159,1,2840,5.888972,19.942347,20.0559,0.18348102,0.3486,323.3195257,63.7885383,0.7014286,0.9985722,19.5565,0.28,830120141.0,True,False,False,24.5.1,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60594.19968750002,2840199684115015001,2,2840199684115,20.111374,1,2840,5.8928585,19.16722,19.0623,0.10572723,0.158,323.3195304,63.788501,0.7828571,0.9497441,19.3895,0.2694,830120241.0,True,False,False,24.5.1,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60596.16006939998,2842160064115015001,2,2842160064115,20.412287,1,2842,5.7063603,19.276764,19.6351,0.14097698,0.2392,323.3193761,63.7885844,0.36714286,0.30697823,19.6816,0.3062,830120241.0,True,False,False,24.5.1,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60596.19806709979,2842198064115015002,1,2842198064115,20.2299,1,2842,5.9599,19.8773,19.6236,0.22689,0.2524,323.3195658,63.7885573,0.41,,19.5389,0.2962,,False,False,False,24.5.1,0.0,2.844139784115015e+18,t17_f5_c3,ZTF18abfkxrz
ztf,60598.13978009997,2844139784115015003,2,2844139784115,20.14195,1,2844,6.0258727,19.514544,19.2812,0.14230591,0.2079,323.3196046,63.7885287,0.58,0.09878469,19.4956,0.3164,830120241.0,True,False,False,24.5.1,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60665.20241900021,2911202414115015001,1,2911202414115,19.9248,1,2911,5.90699,19.9588,19.6086,0.259763,0.2868,323.3195474,63.788507,0.352857,,19.5328,0.3399,,False,False,True,26.0.1,0.0,2.913116894115015e+18,t17_f5_c3,ZTF18abfkxrz
ztf,60667.11689809989,2913116894115015001,1,2913116894115,19.909275,1,2913,5.671441,19.703758,19.7093,0.1774589,0.2602,323.3193879,63.7885334,0.6142857,0.9994236,19.2537,0.2182,830120141.0,True,False,True,26.0.1,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60846.3760532001,3092376054115015002,2,3092376054115,20.451077,1,3092,5.8900275,19.97516,19.7742,0.16775918,0.2442,323.319532,63.788469,0.33,0.02075195,19.9153,0.3444,830120241.0,True,False,True,27.5.6,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60884.328599500004,3130328594115015002,1,3130328594115,20.583754,1,3130,5.7105026,19.449293,19.3263,0.11307801,0.1282,323.3194313,63.7885022,0.8157143,0.99831045,19.49,0.1859,830120141.0,True,False,True,27.5.6,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60884.37097219983,3130370974115015006,2,3130370974115,20.691648,1,3130,5.960466,19.081606,18.9297,0.086229615,0.1004,323.3195635,63.7885248,0.79,0.53417903,18.876,0.1169,830120241.0,True,False,True,27.5.6,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60886.316620400175,3132316624115015003,2,3132316624115,20.75517,1,3132,5.925946,19.207811,19.5328,0.09710195,0.1742,323.3195528,63.7884918,0.6028572,0.84293485,19.4827,0.1995,830120241.0,True,False,True,27.5.6,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60888.30094909994,3134300944115015009,2,3134300944115,20.832548,1,3134,5.927773,19.502802,19.5034,0.106594674,0.1634,323.3195415,63.7885229,0.7171429,0.537881,19.636,0.2196,830120241.0,True,False,True,27.5.6,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60888.37437500013,3134374374115015000,1,3134374374115,20.614195,1,3134,5.8323946,19.853119,19.5822,0.1746311,0.1647,323.3195023,63.7885109,0.43142858,0.9998489,19.6377,0.2177,830120141.0,True,False,True,27.5.6,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60890.31776619982,3136317764115015006,1,3136317764115,20.393084,1,3136,5.58884,20.312658,19.9894,0.1972498,0.2586,323.3193582,63.7884709,0.32285714,0.7516235,19.9892,0.3255,830120141.0,True,False,True,27.5.6,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60890.37163189985,3136371634115015003,2,3136371634115,20.692137,1,3136,5.540368,19.7433,19.3918,0.20143104,0.1529,323.3193185,63.7884527,0.22857143,0.02310356,19.3324,0.1759,830120241.0,True,False,True,27.5.6,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60968.12978010019,3214129784115015002,2,3214129784115,20.527386,1,3214,5.8790803,19.156483,19.2578,0.09988544,0.1546,323.3195164,63.7885124,0.8371429,0.8463635,19.3517,0.2049,830120241.0,True,False,True,27.5.6,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60968.15344909998,3214153444115015001,1,3214153444115,20.482365,1,3214,5.966354,19.669453,19.6933,0.12000697,0.2037,323.3195761,63.7885457,0.7985714,0.99973595,19.7537,0.2718,830120141.0,True,False,True,27.5.6,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60970.21684029978,3216216844115015002,1,3216216844115,20.139305,1,3216,6.2248693,19.841105,19.7916,0.18206264,0.2514,323.3197593,63.7884766,0.7128571,0.99830383,19.8657,0.3426,830120141.0,True,False,True,27.5.7a32.dev1,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60972.215706000105,3218215704115015001,2,3218215704115,20.092438,1,3218,5.7477756,19.232563,19.0052,0.16701646,0.1433,323.3194463,63.7884608,0.6357143,0.19867474,19.4987,0.284,830120241.0,True,False,True,27.5.7a32.dev1,0.0,,t17_f5_c3,ZTF18abfkxrz
ztf,60972.29026619997,3218290264115015004,1,3218290264115,19.908733,1,3218,5.664847,19.878984,20.3125,0.21202569,0.4513,323.3194081,63.7884585,0.4942857,0.994956,20.1468,0.4938,830120141.0,True,False,True,27.5.7a32.dev1,0.0,,t17_f5_c3,ZTF18abfkxrz
