tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,oid
ztf,61072.570543999784,3318570542015010012,2,3318570542015,18.39186,-1,3318,0.6162759,16.220066,14.983592,16.4655,0.075448535,100.0,0.024158008,0.0591,276.6061052,-13.9379108,0.75,t17_f5_c3,0.9978546,16.4831,0.0767,1376120220,True,True,False,27.5.7a32.dev1,0.0,ZTF25aaykxej
ztf,61072.571006900165,3318571002015010011,2,3318571002015,18.387352,-1,3318,0.4077518,16.203615,14.988913,16.4517,0.058796484,100.0,0.019207474,0.0573,276.606157,-13.9379608,0.75142854,t17_f5_c3,0.9988694,16.4269,0.0715,1376120220,True,True,False,27.5.7a32.dev1,0.0,ZTF25aaykxej
ztf,61072.57584490022,3318575842015010065,2,3318575842015,18.129272,-1,3318,0.3457278,16.047253,15.045293,16.2688,0.04701327,100.0,0.018682564,0.0645,276.6061789,-13.9379374,0.76,t17_f5_c3,0.9809829,16.2981,0.085,1376120220,True,True,False,27.5.7a32.dev1,0.0,ZTF25aaykxej
ztf,61074.56542820018,3320565422015010006,2,3320565422015,18.406277,-1,3320,0.830483,16.232843,14.979532,16.7113,0.09962717,100.0,0.031408943,0.0587,276.6060436,-13.9379001,0.54142857,t17_f5_c3,0.97113025,16.8244,0.0829,1376120220,True,True,False,27.5.7a32.dev1,0.0,ZTF25aaykxej
ztf,61074.57040510001,3320570402015010010,2,3320570402015,18.219946,-1,3320,0.59756994,16.286566,14.963132,16.5277,0.053238764,100.0,0.015734557,0.0566,276.606115,-13.9380288,0.62142855,t17_f5_c3,0.9998773,16.4823,0.0693,1376120220,True,True,False,27.5.7a32.dev1,0.0,ZTF25aaykxej
ztf,61074.5758795999,3320575872015010024,2,3320575872015,17.76373,-1,3320,0.79534924,16.494783,14.908531,16.7021,0.062286302,100.0,0.014450793,0.0962,276.6060676,-13.9378668,0.5271429,t17_f5_c3,0.99947375,16.672,0.1199,1376120220,True,True,False,27.5.7a32.dev1,0.0,ZTF25aaykxej
ztf,61075.56406249991,3321564062015010009,2,3321564062015,18.719444,-1,3321,0.37226087,16.598179,14.885887,16.7511,0.053845458,100.0,0.011123271,0.0478,276.606168,-13.9379512,0.69714284,t17_f5_c3,0.9997618,16.7596,0.0611,1376120220,True,True,False,27.5.7a32.dev1,0.0,ZTF25aaykxej
ztf,61075.56853009993,3321568532015010009,2,3321568532015,18.494307,-1,3321,0.9016613,16.311817,14.95578,16.5983,0.067650214,100.0,0.019402353,0.049,276.6060572,-13.9378241,0.6085714,t17_f5_c3,0.99722016,16.6519,0.0654,1376120220,True,True,False,27.5.7a32.dev1,0.0,ZTF25aaykxej
ztf,61075.57346059987,3321573462015010010,2,3321573462015,18.288097,-1,3321,0.59270924,16.285,14.963595,16.5812,0.043998294,100.0,0.013027889,0.0635,276.6061114,-13.9379139,0.61285716,t17_f5_c3,0.99987054,16.6959,0.0901,1376120220,True,True,False,27.5.7a32.dev1,0.0,ZTF25aaykxej
ztf,61099.544976899866,3345544972015010042,2,3345544972015,19.92522,-1,3345,0.6609135,16.891329,14.834072,17.2426,0.07381055,100.0,0.011097261,0.0381,276.606083,-13.9379625,0.6585714,t17_f5_c3,0.75753164,17.288,0.0484,1376120220,True,True,False,27.5.7a32.dev1,0.0,ZTF25aaykxej
ztf,61099.544976899866,3345544972015010043,2,3345544972015,19.92522,-1,3345,0.5777658,16.997005,14.819037,17.139,0.037328348,100.0,0.0050217086,0.0353,276.6061072,-13.9379569,0.75714284,t17_f5_c3,0.75753164,17.1204,0.0419,1376120220,True,True,False,27.5.7a32.dev1,0.0,ZTF25aaykxej
ztf,61100.543750000186,3346543742015010026,2,3346543742015,19.744335,-1,3346,0.42003444,16.767925,14.853901,17.0079,0.10306978,100.0,0.017681606,0.0348,276.6061517,-13.9379598,0.6514286,t17_f5_c3,0.95578444,17.0235,0.0433,1376120220,True,True,False,27.5.7a32.dev1,0.0,ZTF25aaykxej
ztf,61101.543032399844,3347543032015010011,2,3347543032015,18.55654,-1,3347,0.71167195,17.015432,14.816582,17.4901,0.10506511,100.0,0.013864952,0.1238,276.606085,-13.9378943,0.52,t17_f5_c3,0.99963254,17.4949,0.158,1376120220,True,True,False,27.5.7a32.dev1,0.0,ZTF25aaykxej
ztf,61105.538344900124,3351538342015010030,2,3351538342015,19.586922,-1,3351,0.17885496,16.854956,14.839647,17.2433,0.117399774,100.0,0.018346114,0.0479,276.6062477,-13.9379251,0.58428574,t17_f5_c3,0.9867022,17.2277,0.0583,1376120220,True,True,False,27.5.7a32.dev1,0.0,ZTF25aaykxej
ztf,61108.53954860009,3354539542015010096,2,3354539542015,19.560621,-1,3354,0.38141203,16.969366,14.82281,17.4422,0.094859414,100.0,0.013135842,0.0584,276.6061672,-13.9379417,0.44714287,t17_f5_c3,0.99432546,17.4338,0.0719,1376120220,True,True,False,27.5.7a32.dev1,0.0,ZTF25aaykxej
