tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,oid
ztf,60016.500115700066,2262500110815015000,1,2262500110815,19.672407,1,2262,2.7971175,17.411518,17.4463,0.04179513,0.0393,295.0373631,38.5140484,0.9142857,t17_f5_c3,0.9999998,17.495,0.052,728120108,True,False,False,1.1.6,0.0,ZTF23aadcgak
ztf,60016.51107640006,2262511070815015000,2,2262511070815,19.72203,1,2262,2.6862357,17.170261,17.1386,0.045473948,0.0313,295.0373537,38.5140302,0.89857143,t17_f5_c3,1.0,17.1641,0.0406,728120208,True,False,False,1.1.6,0.0,ZTF23aadcgak
ztf,60021.48746530013,2267487460815015000,2,2267487460815,19.991518,1,2267,2.7591276,17.221418,17.2371,0.036800902,0.0284,295.0373314,38.5140409,0.91571426,t17_f5_c3,1.0,17.2125,0.0349,728120208,True,False,False,1.1.6,0.0,ZTF23aadcgak
ztf,60021.51599540003,2267515990815015001,1,2267515990815,19.86403,1,2267,2.8369417,17.551373,17.571,0.05079889,0.0365,295.0373471,38.5140522,0.76714283,t17_f5_c3,0.99999976,17.5571,0.0455,728120108,True,False,False,1.1.6,0.0,ZTF23aadcgak
ztf,60032.45418980019,2278454180815015000,2,2278454180815,19.781,1,2278,2.6646872,17.327414,17.3482,0.06719373,0.0298,295.0373651,38.5140328,0.75,t17_f5_c3,0.9999962,17.3456,0.0375,728120208,True,False,False,1.1.6,0.0,ZTF23aadcgak
ztf,60042.44432870019,2288444320815015001,2,2288444320815,19.701714,1,2288,2.7470458,17.567783,17.5849,0.051960554,0.053,295.0373474,38.5140565,0.9242857,t17_f5_c3,0.99999976,17.5751,0.067,728120208,True,False,False,1.1.6,0.0,ZTF23aadcgak
ztf,60042.48927079979,2288489270815015000,1,2288489270815,19.546919,1,2288,2.7806828,18.456549,18.3959,0.07908298,0.1088,295.0373566,38.5140348,0.88,t17_f5_c3,0.9999976,18.3697,0.1361,728120108,True,False,False,1.1.6,0.0,ZTF23aadcgak
ztf,60044.43172449991,2290431720815015000,2,2290431720815,20.387384,1,2290,2.7598624,17.5918,17.6123,0.049042452,0.0319,295.0373447,38.5140561,0.93857145,t17_f5_c3,0.9999999,17.5984,0.0395,728120208,True,False,False,1.1.6,0.0,ZTF23aadcgak
ztf,60044.47609949997,2290476090815015000,1,2290476090815,20.088858,1,2290,2.769241,18.542168,18.6256,0.07763189,0.0972,295.0373683,38.5140385,0.9042857,t17_f5_c3,0.9999981,18.6823,0.1309,728120108,True,False,False,1.1.6,0.0,ZTF23aadcgak
ztf,60046.47339119995,2292473390815015002,1,2292473390815,19.06372,1,2292,2.8681672,18.58342,18.4779,0.13930123,0.2233,295.0373069,38.5140224,0.8428571,t17_f5_c3,0.99997634,18.3114,0.246,728120108,True,False,False,1.1.6,0.0,ZTF23aadcgak
ztf,60046.4912268999,2292491220815015003,2,2292491220815,20.135128,1,2292,2.759963,17.644985,17.7009,0.06020127,0.0418,295.0373436,38.5140582,0.9342857,t17_f5_c3,0.9999998,17.6671,0.0513,728120208,True,False,False,1.1.6,0.0,ZTF23aadcgak
ztf,60051.45041669998,2297450410815015000,2,2297450410815,20.846405,1,2297,2.7334034,17.722673,17.7616,0.058256365,0.0253,295.037354,38.5140557,0.9342857,t17_f5_c3,0.9999943,17.7589,0.0311,728120208,True,False,False,1.1.6,0.0,ZTF23aadcgak
ztf,60051.4839583002,2297483950815015000,1,2297483950815,20.67197,1,2297,2.8661249,18.72693,18.8143,0.06294661,0.0654,295.0373484,38.5140652,0.93285716,t17_f5_c3,0.9999999,18.7858,0.0808,728120108,True,False,False,1.1.6,0.0,ZTF23aadcgak
ztf,60054.454652800225,2300454650815015001,1,2300454650815,20.328133,1,2300,2.7181125,18.767172,18.788,0.07268186,0.0792,295.0373844,38.5140355,0.89857143,t17_f5_c3,0.99999964,18.7588,0.0982,728120108,True,False,False,1.1.6,0.0,ZTF23aadcgak
ztf,60057.47355319979,2303473550815015003,1,2303473550815,20.687317,1,2303,2.8329666,18.884596,18.9487,0.09564806,0.0764,295.0373499,38.5140512,0.91714287,t17_f5_c3,0.9999997,18.9266,0.095,728120108,True,False,False,1.2.0,0.0,ZTF23aadcgak
ztf,60059.44959490001,2305449590815015001,2,2305449590815,20.746325,1,2305,2.741406,17.801706,17.7871,0.048426103,0.028,295.0373435,38.5140494,0.92285717,t17_f5_c3,0.99964523,17.7821,0.0345,728120208,True,False,False,1.2.0,0.0,ZTF23aadcgak
ztf,60059.46988430014,2305469880815015000,1,2305469880815,20.290155,1,2305,2.8205283,18.799269,18.7986,0.08972288,0.0777,295.0373426,38.514039,0.8442857,t17_f5_c3,0.9999997,18.8497,0.1035,728120108,True,False,False,1.2.0,0.0,ZTF23aadcgak
ztf,60061.42371529993,2307423710815015000,1,2307423710815,20.59395,1,2307,2.8053322,18.90744,18.8967,0.089257695,0.0778,295.0373579,38.5140488,0.9185714,t17_f5_c3,0.9999999,18.8815,0.0976,728120108,True,False,False,1.2.0,0.0,ZTF23aadcgak
ztf,60061.47001159983,2307470010815015001,2,2307470010815,20.845392,1,2307,2.757369,17.805704,17.831,0.05250438,0.0272,295.0373476,38.5140571,0.9357143,t17_f5_c3,0.9999998,17.8328,0.0336,728120208,True,False,False,1.2.0,0.0,ZTF23aadcgak
ztf,60063.44614579994,2309446140815015000,1,2309446140815,20.803364,1,2309,2.8213677,18.879736,18.8905,0.07217566,0.0662,295.0373565,38.5140578,0.93142855,t17_f5_c3,0.9999999,18.9175,0.0858,728120108,True,False,False,1.2.0,0.0,ZTF23aadcgak
ztf,60067.42997690011,2313429970815015001,2,2313429970815,19.489883,1,2313,2.7474673,17.924156,17.936,0.064513914,0.0775,295.0373385,38.5140491,0.8657143,t17_f5_c3,1.0,17.9532,0.1006,728120208,True,False,False,1.2.0,0.0,ZTF23aadcgak
ztf,60076.40512729995,2322405120815015002,1,2322405120815,20.379248,1,2322,2.7217872,19.151112,19.1714,0.08215497,0.1174,295.0373745,38.5140293,0.9114286,t17_f5_c3,0.99999976,19.118,0.143,728120108,True,False,False,1.2.0,0.0,ZTF23aadcgak
ztf,60078.3938310002,2324393830815015000,1,2324393830815,21.11102,1,2324,2.892398,19.139305,19.2998,0.11687277,0.076,295.0373376,38.5140682,0.9028571,t17_f5_c3,0.9999851,19.4059,0.1057,728120108,True,False,False,1.2.0,0.0,ZTF23aadcgak
ztf,60081.36296299985,2327362960815015000,1,2327362960815,20.513685,1,2327,2.860119,19.310583,19.3324,0.09483204,0.1219,295.0373407,38.514056,0.89,t17_f5_c3,1.0,19.2234,0.1408,728120108,True,False,False,1.2.0,0.0,ZTF23aadcgak
ztf,60083.43541669985,2329435410815015001,1,2329435410815,20.890024,1,2329,2.8146412,19.375452,19.358,0.09495496,0.0934,295.0373537,38.5140496,0.87857145,t17_f5_c3,0.9999994,19.414,0.1247,728120108,True,False,False,1.2.0,0.0,ZTF23aadcgak
ztf,60085.365393499844,2331365390815015002,1,2331365390815,20.560823,1,2331,2.7421758,19.397417,19.5703,0.094261535,0.1436,295.0373984,38.5140581,0.87714285,t17_f5_c3,0.9999994,19.5571,0.1812,728120108,True,False,False,1.2.0,0.0,ZTF23aadcgak
ztf,60089.43179399986,2335431790815015000,1,2335431790815,20.653507,1,2335,2.8584464,19.62177,19.5343,0.12822285,0.1235,295.0373347,38.514048,0.7057143,t17_f5_c3,0.9999989,19.7393,0.19,728120108,True,False,False,1.2.0,0.0,ZTF23aadcgak
ztf,60092.340185199864,2338340180815015001,1,2338340180815,20.07787,1,2338,3.023791,19.846926,19.7749,0.17827585,0.2286,295.0373002,38.5140902,0.57857144,t17_f5_c3,0.9981191,19.8077,0.3019,728120108,True,False,False,1.2.0,0.0,ZTF23aadcgak
ztf,60092.384455999825,2338384450815015000,2,2338384450815,20.699352,1,2338,2.7746556,18.342543,18.4249,0.06504498,0.0496,295.0373374,38.5140595,0.93857145,t17_f5_c3,0.99999976,18.4503,0.0639,728120208,True,False,False,1.2.0,0.0,ZTF23aadcgak
ztf,60098.389895800035,2344389890815015000,2,2344389890815,20.235611,1,2344,2.7319477,18.765244,18.6466,0.105659075,0.092,295.0373577,38.5140551,0.8971428,t17_f5_c3,0.9991498,18.781,0.1328,728120208,True,False,False,1.2.0,0.0,ZTF23aadcgak
ztf,60108.42421300011,2354424210815015000,2,2354424210815,20.364037,1,2354,2.7750473,19.657394,19.9239,0.13587588,0.2376,295.0373511,38.5140678,0.5714286,t17_f5_c3,0.9999995,19.8284,0.2792,728120208,True,False,False,1.2.0,0.0,ZTF23aadcgak
ztf,60115.34340280015,2361343400815015002,2,2361343400815,20.898848,1,2361,2.9009798,19.73644,19.9436,0.14228334,0.1629,295.0372944,38.5140697,0.5642857,t17_f5_c3,0.9999979,19.9319,0.2058,728120208,True,False,False,1.2.0,0.0,ZTF23aadcgak
ztf,60118.3698148001,2364369810815015001,2,2364369810815,20.367846,1,2364,2.69995,19.754026,19.6192,0.15392692,0.18,295.0373303,38.5140123,0.51857144,t17_f5_c3,0.99999785,19.6882,0.2457,728120208,True,False,False,1.2.0,0.0,ZTF23aadcgak
ztf,60124.441388899926,2370441380815015002,2,2370441380815,20.873468,1,2370,2.746237,19.843554,20.068,0.12915754,0.1866,295.0373489,38.5140547,0.55,t17_f5_c3,0.9999999,19.9791,0.2203,728120208,True,False,False,1.2.0,0.0,ZTF23aadcgak
ztf,60136.40695599979,2382406950815015000,2,2382406950815,20.797928,1,2382,2.79705,19.79589,19.8376,0.15668596,0.1617,295.0373257,38.5140539,0.5371429,t17_f5_c3,0.99997735,19.9221,0.2234,728120208,True,False,False,1.2.0,0.0,ZTF23aadcgak
ztf,60153.26047449978,2399260470815015002,2,2399260470815,20.502995,1,2399,2.8661983,20.00635,20.0755,0.17835261,0.2602,295.037278,38.514037,0.42857143,t17_f5_c3,0.99925315,20.1303,0.3511,728120208,True,False,False,1.2.0,0.0,ZTF23aadcgak
