tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,oid
ztf,61073.403229199816,3319403222715015004,1,3319403222715,18.620935,1,3319,2.9958084,18.024721,18.1685,0.1264231,0.2259,195.2794585,-11.4213225,0.74142855,t17_f5_c3,0.99960583,18.3398,0.3397,372120127,True,False,False,27.5.7a32.dev1,0.0,,,,ZTF26aaervms
ztf,61073.476458299905,3319476452715015009,2,3319476452715,19.17003,1,3319,0.78827494,18.231697,17.9652,0.07864589,0.1419,195.2794264,-11.4213256,0.81285715,t17_f5_c3,0.9999987,17.7953,0.1558,372120227,True,True,False,27.5.7a32.dev1,0.0,18.17167,0.07385197,0.074415855,ZTF26aaervms
ztf,61075.4068287001,3321406822715015008,2,3321406822715,18.87856,1,3321,0.7528837,17.827816,17.9057,0.08270401,0.1044,195.2794679,-11.4212747,0.72,t17_f5_c3,0.99995863,18.0361,0.1508,372120227,True,True,False,27.5.7a32.dev1,0.0,17.786083,0.079326816,0.0795854,ZTF26aaervms
ztf,61075.47192130005,3321471922715015008,1,3321471922715,19.055859,1,3321,3.0353758,17.570305,17.6147,0.06055369,0.0798,195.2794524,-11.4213045,0.85714287,t17_f5_c3,0.99999905,17.5936,0.1002,372120127,True,False,False,27.5.7a32.dev1,0.0,,,,ZTF26aaervms
ztf,61080.460416700225,3326460412715015007,1,3326460412715,19.853775,1,3326,3.0764477,17.440716,17.4154,0.046533786,0.0371,195.2794389,-11.4213081,0.91,t17_f5_c3,0.99999905,17.4569,0.0488,372120127,True,False,False,27.5.7a32.dev1,0.0,,,,ZTF26aaervms
ztf,61080.50091439998,3326500912715015015,2,3326500912715,19.924088,1,3326,0.7425804,17.473429,17.5089,0.045998845,0.0401,195.2794474,-11.4213114,0.93285716,t17_f5_c3,0.9999969,17.5242,0.0515,372120227,True,True,False,27.5.7a32.dev1,0.0,17.443157,0.0444892,0.04473408,ZTF26aaervms
ztf,61081.45738429995,3327457382715015013,1,3327457382715,19.24803,1,3327,3.0951562,17.486986,17.4792,0.069046855,0.0761,195.2794407,-11.4212855,0.93,t17_f5_c3,1.0,17.4956,0.0985,372120127,True,False,False,27.5.7a32.dev1,0.0,,,,ZTF26aaervms
ztf,61081.50143520022,3327501432715015010,2,3327501432715,19.390932,1,3327,0.8106597,17.441195,17.4552,0.044474386,0.0732,195.2794273,-11.4213078,0.9442857,t17_f5_c3,0.9999975,17.515,0.0989,372120227,True,True,False,27.5.7a32.dev1,0.0,17.411797,0.043047484,0.04328635,ZTF26aaervms
ztf,61083.54048610013,3329540482715015024,2,3329540482715,20.000937,1,3329,0.7702877,17.487637,17.5073,0.04612138,0.0375,195.2794378,-11.4213128,0.91571426,t17_f5_c3,0.99999994,17.4795,0.0462,372120227,True,True,False,27.5.7a32.dev1,0.0,17.456972,0.044586383,0.044837005,ZTF26aaervms
ztf,61094.39504629979,3340395042715015010,3,3340395042715,19.819593,1,3340,1.4451844,17.76855,17.9426,0.08557662,0.0696,195.2794481,-11.4213075,0.86,t17_f5_c3,0.9999823,17.9056,0.0855,372120327,True,False,False,27.5.7a32.dev1,0.0,,,,ZTF26aaervms
ztf,61094.438877299894,3340438872715015013,1,3340438872715,20.141998,1,3340,3.064121,17.833176,17.8055,0.049599115,0.0399,195.2794408,-11.4213139,0.88285714,t17_f5_c3,0.9999986,17.8519,0.0524,372120127,True,False,False,27.5.7a32.dev1,0.0,,,,ZTF26aaervms
ztf,61094.48129629996,3340481292715015019,2,3340481292715,20.189228,1,3340,0.7721883,17.608795,17.6447,0.052935626,0.0401,195.279438,-11.4213112,0.9042857,t17_f5_c3,0.9999479,17.5917,0.0483,372120227,True,True,False,27.5.7a32.dev1,0.0,17.574568,0.05102083,0.051292863,ZTF26aaervms
ztf,61095.35038190009,3341350382715015015,1,3341350382715,20.071005,1,3341,3.0823767,17.819332,17.7888,0.059540715,0.0459,195.2794369,-11.4213082,0.9342857,t17_f5_c3,0.9999924,17.8343,0.0606,372120127,True,False,False,27.5.7a32.dev1,0.0,,,,ZTF26aaervms
ztf,61095.41552079981,3341415522715015015,3,3341415522715,19.899971,1,3341,1.488841,17.776411,17.807,0.06505253,0.0636,195.2794264,-11.4213131,0.9242857,t17_f5_c3,0.9999985,17.8453,0.0836,372120327,True,False,False,27.5.7a32.dev1,0.0,,,,ZTF26aaervms
ztf,61096.37969909981,3342379692715015015,1,3342379692715,19.880466,1,3342,3.1208098,17.860508,17.8498,0.064736925,0.0532,195.2794208,-11.4213242,0.91714287,t17_f5_c3,0.99999964,17.8443,0.0673,372120127,True,False,False,27.5.7a32.dev1,0.0,,,,ZTF26aaervms
ztf,61096.44821760012,3342448212715015014,3,3342448212715,19.49221,1,3342,1.4461838,17.759865,17.8468,0.056388088,0.0812,195.2794515,-11.4213034,0.94142854,t17_f5_c3,0.9999999,17.9132,0.1099,372120327,True,False,False,27.5.7a32.dev1,0.0,,,,ZTF26aaervms
ztf,61097.44409719994,3343444092715015014,2,3343444092715,20.08909,1,3343,0.80075866,17.573063,17.6177,0.051304244,0.0412,195.2794309,-11.4213071,0.94,t17_f5_c3,0.99999595,17.587,0.0508,372120227,True,True,False,27.5.7a32.dev1,0.0,17.539927,0.04949904,0.049762104,ZTF26aaervms
ztf,61097.46125000017,3343461252715015014,3,3343461252715,19.65591,1,3343,1.4929421,17.780777,17.7596,0.060905706,0.0677,195.2794434,-11.4212927,0.93142855,t17_f5_c3,1.0,17.7535,0.0857,372120327,True,False,False,27.5.7a32.dev1,0.0,,,,ZTF26aaervms
ztf,61099.39555560006,3345395552715015018,3,3345395552715,19.403992,1,3345,1.4154084,17.804798,17.8788,0.06647504,0.1018,195.279444,-11.4213247,0.93714285,t17_f5_c3,0.9999989,17.9804,0.1428,372120327,True,False,False,27.5.7a32.dev1,0.0,,,,ZTF26aaervms
ztf,61099.44057870004,3345440572715015022,2,3345440572715,19.888195,1,3345,0.7921524,17.57986,17.569,0.055376045,0.047,195.2794323,-11.42131,0.94,t17_f5_c3,0.99998534,17.516,0.057,372120227,True,True,False,27.5.7a32.dev1,0.0,17.54652,0.053454712,0.05370137,ZTF26aaervms
ztf,61099.499201400205,3345499202715015077,1,3345499202715,19.630302,1,3345,3.0913336,17.962336,18.0646,0.060336594,0.0872,195.2794374,-11.4212989,0.94,t17_f5_c3,0.99999994,18.0431,0.1094,372120127,True,False,False,27.5.7a32.dev1,0.0,,,,ZTF26aaervms
ztf,61100.39822919993,3346398222715015008,1,3346398222715,19.31617,1,3346,3.100388,17.941238,17.8434,0.073684715,0.092,195.2794245,-11.4213331,0.87142855,t17_f5_c3,0.9999255,17.809,0.1141,372120127,True,False,False,27.5.7a32.dev1,0.0,,,,ZTF26aaervms
ztf,61100.44008099986,3346440082715015009,2,3346440082715,19.51747,1,3346,0.77498406,17.62383,17.6189,0.04872974,0.0617,195.2794395,-11.4213067,0.93,t17_f5_c3,0.9999999,17.5925,0.0769,372120227,True,True,False,27.5.7a32.dev1,0.0,17.589132,0.046893224,0.047197074,ZTF26aaervms
ztf,61100.5049883998,3346504982715015008,3,3346504982715,19.267431,1,3346,1.4298551,17.85081,17.8396,0.07034933,0.1037,195.2794465,-11.4213157,0.93857145,t17_f5_c3,0.9999999,17.8882,0.1386,372120327,True,False,False,27.5.7a32.dev1,0.0,,,,ZTF26aaervms
ztf,61101.31550930021,3347315502715015006,1,3347315502715,18.858818,1,3347,3.1862214,18.086235,18.0569,0.084206,0.1498,195.2794002,-11.4213275,0.7985714,t17_f5_c3,0.9999985,18.0892,0.198,372120127,True,False,False,27.5.7a32.dev1,0.0,,,,ZTF26aaervms
ztf,61101.369641200174,3347369642715015012,3,3347369642715,19.386406,1,3347,1.4953521,17.812178,17.9451,0.08246272,0.1136,195.2794262,-11.4213105,0.92714286,t17_f5_c3,0.99999833,18.0945,0.1668,372120327,True,False,False,27.5.7a32.dev1,0.0,,,,ZTF26aaervms
ztf,61107.45269680023,3353452692715015007,1,3353452692715,19.120832,1,3353,2.8981552,18.185417,18.2558,0.10252775,0.1176,195.2794975,-11.4212939,0.5957143,t17_f5_c3,0.9998332,18.3926,0.1709,372120127,True,False,False,27.5.7a32.dev1,0.0,,,,ZTF26aaervms
ztf,61107.49516199995,3353495162715015007,2,3353495162715,18.746033,1,3353,0.7606571,17.596357,17.5839,0.09573897,0.0691,195.2794423,-11.4213102,0.38142857,t17_f5_c3,0.9991613,17.5416,0.0851,372120227,True,True,False,27.5.7a32.dev1,0.0,17.562513,0.0926539,0.092800684,ZTF26aaervms
