tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid,oid
ztf,58864.19439810002,1110194393415015019,1,1110194393415,20.7512,1,1110,1.62254,20.3605,20.3268,0.241178,0.2629,100.8189647,40.991765,0.631429,t17_f5_c3,20.2795,0.3165,False,False,False,bulk_1.0.0,0.0,1.124159913415015e+18,,,,,,ZTF20aakjcxn
ztf,58876.18145829998,1122181453415025012,1,1122181453415,20.7442,1,1122,1.39487,20.2823,20.4484,0.239158,0.2967,100.8189237,40.9918965,0.605714,t17_f5_c3,20.483,0.3852,False,True,True,bulk_1.0.0,0.0,1.124159913415015e+18,17.903292,0.022645066,0.026735045,,,ZTF20aakjcxn
ztf,58878.15991900023,1124159913415015006,2,1124159913415,19.425743,1,1124,1.8776791,19.282167,19.2889,0.21244852,0.1648,100.8190025,40.9916775,0.38714287,t17_f5_c3,19.0434,0.1675,False,False,False,bulk_1.0.0,0.0,1.144188623415015e+18,,,,0.9931549,705120234.0,ZTF20aakjcxn
ztf,58895.15991900023,1141159913415015019,1,1141159913415,20.748472,1,1141,1.8146824,20.158443,20.2436,0.2114475,0.2436,100.8190532,40.9917844,0.55,t17_f5_c3,20.1321,0.2764,False,False,False,bulk_1.0.0,0.0,1.144188623415015e+18,,,,0.9064087,705120134.0,ZTF20aakjcxn
ztf,58898.18862270005,1144188623415015016,1,1144188623415,20.815088,1,1144,1.7850856,20.235537,20.3068,0.21272534,0.2445,100.8190526,40.991807,0.5442857,t17_f5_c3,20.4037,0.3349,True,False,False,bulk_1.0.0,0.0,0.0,,,,0.9041562,705120134.0,ZTF20aakjcxn
ztf,59145.43103010021,1391431033415015037,1,1391431033415,20.801107,1,1391,2.7029946,20.32101,20.7106,0.1986921,0.3363,100.8194027,40.9918193,0.39571428,t17_f5_c3,20.5136,0.3517,True,False,False,bulk_1.0.0,0.0,0.0,,,,0.9923088,705120134.0,ZTF20aakjcxn
ztf,59176.39041669993,1422390413415015023,1,1422390413415,20.796902,1,1422,1.8575209,20.524324,20.5614,0.2105478,0.3168,100.8190434,40.9917315,0.63857144,t17_f5_c3,20.4616,0.3635,True,False,False,bulk_1.0.0,0.0,0.0,,,,0.9859712,705120134.0,ZTF20aakjcxn
ztf,60191.4933449002,2437493343415015006,2,2437493343415,19.9609,1,2437,0.113187,19.3803,19.4042,0.134305,0.2209,100.8183536,40.9919215,0.93,t17_f5_c3,19.5844,0.3328,False,True,False,1.2.1,0.0,2.451456063415015e+18,17.7495,0.027540436,0.029906968,,,ZTF20aakjcxn
ztf,60205.42249999987,2451422503415015007,2,2451422503415,20.5648,1,2451,0.179198,19.4763,19.9042,0.10792,0.2135,100.8184548,40.9919589,0.887143,t17_f5_c3,19.9114,0.2713,False,True,False,1.2.1,0.0,2.451456063415015e+18,17.770155,0.01901193,0.022420453,,,ZTF20aakjcxn
ztf,60205.4560647998,2451456063415015022,1,2451456063415,20.726,1,2451,0.595635,19.8085,20.0095,0.178509,0.1991,100.8185565,40.9918175,0.817143,t17_f5_c3,19.9316,0.2328,False,True,False,1.2.1,0.0,2.457501513415015e+18,17.838839,0.025827808,0.029093467,,,ZTF20aakjcxn
ztf,60205.4560647998,2451456063415015023,1,2451456063415,20.726034,1,2451,1.1837461,20.052092,20.2229,0.17584418,0.2401,100.8188009,40.9917926,0.49,t17_f5_c3,20.1258,0.2769,True,True,False,1.2.1,0.0,,17.874996,0.01920413,0.023674995,0.9528307,705120134.0,ZTF20aakjcxn
ztf,60207.44657409983,2453446573415015027,1,2453446573415,20.7095,1,2453,0.843596,20.0445,19.8956,0.173408,0.1825,100.818656,40.9917948,0.791429,t17_f5_c3,20.0046,0.2533,False,True,False,1.2.1,0.0,2.457501513415015e+18,17.873972,0.018983418,0.023488618,,,ZTF20aakjcxn
ztf,60207.52716440009,2453527163415015005,2,2453527163415,20.1151,1,2453,0.220559,19.48,19.185,0.156728,0.1743,100.818443,40.9919851,0.835714,t17_f5_c3,19.0618,0.1986,False,True,False,1.2.1,0.0,2.457501513415015e+18,17.770924,0.030216577,0.03247252,,,ZTF20aakjcxn
ztf,60211.50151620014,2457501513415015016,1,2457501513415,20.672762,1,2457,1.0677731,20.359617,20.3266,0.19339491,0.2731,100.8187828,40.9918391,0.79714286,t17_f5_c3,20.3232,0.343,True,True,False,1.2.1,0.0,,17.911665,0.014371753,0.020289175,0.9947473,705120134.0,ZTF20aakjcxn
ztf,60948.442870399915,3194442873415015024,1,3194442873415,20.6672,1,3194,0.455632,19.7893,19.868,0.15903,0.1862,100.8184775,40.9918235,0.911429,t17_f5_c3,20.0348,0.2729,False,True,False,27.5.7a32.dev1,0.0,3.221436343415015e+18,17.835686,0.022663213,0.026304692,,,ZTF20aakjcxn
ztf,60948.487951400224,3194487953415015012,2,3194487953415,20.4868,1,3194,0.281337,19.172,19.2437,0.093354,0.1209,100.8184463,40.992003,0.961429,t17_f5_c3,19.2035,0.1471,False,True,False,27.5.7a32.dev1,0.0,3.221436343415015e+18,17.699537,0.021318793,0.024051774,,,ZTF20aakjcxn
ztf,60950.427210600115,3196427213415015009,2,3196427213415,20.5266,1,3196,0.143991,19.1822,19.2266,0.086573,0.1206,100.8183895,40.9918962,0.955714,t17_f5_c3,19.1748,0.1451,False,True,False,27.5.7a32.dev1,0.0,3.221436343415015e+18,17.702154,0.019131266,0.022149533,,,ZTF20aakjcxn
ztf,60950.51060190005,3196510603415015016,1,3196510603415,20.6885,1,3196,0.360305,19.8116,19.86,0.154683,0.191,100.8184974,40.991865,0.892857,t17_f5_c3,19.7831,0.2244,False,True,False,27.5.7a32.dev1,0.0,3.221436343415015e+18,17.839344,0.021283971,0.025150115,,,ZTF20aakjcxn
ztf,60952.424351899885,3198424353415015008,2,3198424353415,19.7472,1,3198,0.150019,19.2052,19.0743,0.10078,0.1858,100.81834,40.9919399,0.93,t17_f5_c3,19.1272,0.2494,False,True,False,27.5.7a32.dev1,0.0,3.221436343415015e+18,17.707993,0.02276402,0.025379999,,,ZTF20aakjcxn
ztf,60952.46405090019,3198464053415015010,1,3198464053415,20.2922,1,3198,0.379915,19.8632,19.9967,0.169081,0.2551,100.8184643,40.9918423,0.935714,t17_f5_c3,20.2549,0.41,False,True,False,27.5.7a32.dev1,0.0,3.221436343415015e+18,17.847569,0.022703828,0.026414488,,,ZTF20aakjcxn
ztf,60954.427476900164,3200427473415015005,2,3200427473415,20.0258,1,3200,0.152086,19.2982,19.4408,0.153354,0.2404,100.8183593,40.991971,0.841429,t17_f5_c3,19.2669,0.2617,False,True,False,27.5.7a32.dev1,0.0,3.221436343415015e+18,17.730675,0.03433625,0.036198,,,ZTF20aakjcxn
ztf,60956.32593750022,3202325933415015002,2,3202325933415,19.2326,1,3202,0.372104,19.2415,19.3976,0.193025,0.4255,100.8183391,40.99184,0.832857,t17_f5_c3,19.1591,0.4384,False,True,False,27.5.7a32.dev1,0.0,3.221436343415015e+18,17.717022,0.04603426,0.047404736,,,ZTF20aakjcxn
ztf,60956.44369209977,3202443693415015007,1,3202443693415,19.6439,1,3202,0.623548,19.851,19.8319,0.295568,0.4761,100.8183724,40.9917678,0.72,t17_f5_c3,19.5817,0.4848,False,True,False,27.5.7a32.dev1,0.0,3.221436343415015e+18,17.845654,0.04462362,0.046614237,,,ZTF20aakjcxn
ztf,60959.44872689992,3205448723415015003,1,3205448723415,19.7788,1,3205,0.397866,19.6782,19.4925,0.227243,0.307,100.8183329,40.9918434,0.871429,t17_f5_c3,19.6263,0.4446,False,True,False,27.5.7a32.dev1,0.0,3.221436343415015e+18,17.816507,0.038747612,0.040908474,,,ZTF20aakjcxn
ztf,60964.44057870004,3210440573415015019,1,3210440573415,20.3105,1,3210,0.309714,19.7298,19.6434,0.16365,0.1861,100.8184608,40.9918632,0.845714,t17_f5_c3,19.5784,0.2223,False,True,False,27.5.7a32.dev1,0.0,3.221436343415015e+18,17.825617,0.025050687,0.02832976,,,ZTF20aakjcxn
ztf,60964.48668979993,3210486683415015017,2,3210486683415,20.4316,1,3210,0.129308,19.1911,19.2175,0.079237,0.1315,100.8184447,40.9919364,0.96,t17_f5_c3,19.1866,0.162,False,True,False,27.5.7a32.dev1,0.0,3.221436343415015e+18,17.704424,0.016759254,0.020149222,,,ZTF20aakjcxn
ztf,60966.36054399982,3212360543415015011,1,3212360543415,20.0499,1,3212,0.817574,19.7764,19.6697,0.219611,0.2171,100.8186555,40.9918063,0.821429,t17_f5_c3,19.6774,0.2778,False,True,False,27.5.7a32.dev1,0.0,3.221436343415015e+18,17.833542,0.03418063,0.036686894,,,ZTF20aakjcxn
ztf,60966.45637729997,3212456373415015011,2,3212456373415,20.3766,1,3212,0.036239,19.2377,19.221,0.093556,0.1338,100.8184043,40.9919419,0.938571,t17_f5_c3,19.2992,0.1821,False,True,False,27.5.7a32.dev1,0.0,3.221436343415015e+18,17.716087,0.020071603,0.02303703,,,ZTF20aakjcxn
ztf,60968.39327549981,3214393273415015011,1,3214393273415,20.4886,1,3214,0.097496,19.7735,19.6472,0.15239,0.1746,100.8184282,40.9919179,0.93,t17_f5_c3,19.6203,0.2153,False,True,False,27.5.7a32.dev1,0.0,3.221436343415015e+18,17.833057,0.021760324,0.025514029,,,ZTF20aakjcxn
