tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,oid
ztf,60086.214282399975,2332214283315015031,1,2332214283315,20.760466,1,2332,4.2238207,17.031881,17.0059,0.04076126,0.0201,175.6032604,20.1187029,0.9142857,t17_f5_c3,0.9999975,16.9767,0.0231,574120133,True,False,False,1.2.0,0.0,,,,ZTF23aalcvlh
ztf,60086.306006900035,2332306003315015011,1,2332306003315,20.511015,1,2332,4.1764417,17.051914,17.0307,0.0423767,0.0231,175.6032526,20.118717,0.9242857,t17_f5_c3,0.9999999,17.0185,0.0272,574120133,True,False,False,1.2.0,0.0,,,,ZTF23aalcvlh
ztf,60088.277326399926,2334277323315015011,1,2334277323315,20.509235,1,2334,4.176595,17.065334,17.0768,0.04348772,0.0222,175.6032516,20.1187154,0.9128571,t17_f5_c3,0.9999988,17.0616,0.026,574120133,True,False,False,1.2.0,0.0,,,,ZTF23aalcvlh
ztf,60090.18178239977,2336181783315015006,2,2336181783315,20.01572,1,2336,1.0694207,16.992521,16.9357,0.03930187,0.0279,175.6032471,20.1187023,0.93,t17_f5_c3,0.9999712,16.9121,0.0331,574120233,True,True,False,1.2.0,0.0,16.239185,100.0,0.01963716,ZTF23aalcvlh
ztf,60097.2433449002,2343243343315015002,2,2343243343315,19.726593,1,2343,1.0487813,17.002546,17.0095,0.031686492,0.0425,175.6032333,20.1187188,0.92142856,t17_f5_c3,0.9999994,17.0642,0.0557,574120233,True,True,False,1.2.0,0.0,16.244183,100.0,0.015758999,ZTF23aalcvlh
ztf,60102.28752310015,2348287523315015004,1,2348287523315,19.010054,1,2348,4.2103577,17.71072,17.8268,0.08422321,0.09,175.603258,20.1187061,0.6742857,t17_f5_c3,0.99971277,17.7,0.1014,574120133,True,False,False,1.2.0,0.0,,,,ZTF23aalcvlh
ztf,60104.254166699946,2350254163315015010,1,2350254163315,20.393393,1,2350,4.1786757,17.7197,17.7092,0.057922866,0.0435,175.6032516,20.118714,0.95,t17_f5_c3,1.0,17.7116,0.0528,574120133,True,False,False,1.2.0,0.0,,,,ZTF23aalcvlh
ztf,60111.24560189992,2357245603315015008,1,2357245603315,20.310364,1,2357,4.289674,18.059334,18.0092,0.06732441,0.0581,175.6032845,20.1187054,0.9657143,t17_f5_c3,0.9999995,18.0311,0.0724,574120133,True,False,False,1.2.0,0.0,,,,ZTF23aalcvlh
ztf,60113.26565970015,2359265653315015011,1,2359265653315,20.091791,1,2359,4.1644773,18.118172,18.0813,0.074274845,0.0709,175.6032545,20.1187275,0.95,t17_f5_c3,0.9999998,18.1292,0.0913,574120133,True,False,False,1.2.0,0.0,,,,ZTF23aalcvlh
ztf,60115.239409700036,2361239403315015017,1,2361239403315,20.114439,1,2361,4.159543,18.162642,18.1257,0.07809851,0.0686,175.6032508,20.1187246,0.93142855,t17_f5_c3,1.0,18.2099,0.0913,574120133,True,False,False,1.2.0,0.0,,,,ZTF23aalcvlh
ztf,60117.20361110009,2363203613315015014,2,2363203613315,19.743801,1,2363,0.998785,17.576408,17.6484,0.04583549,0.0741,175.6032434,20.1187316,0.95285714,t17_f5_c3,0.9999987,17.7431,0.1002,574120233,True,True,False,1.2.0,0.0,16.492142,100.0,0.016884783,ZTF23aalcvlh
ztf,60117.26739579998,2363267393315015007,1,2363267393315,19.610323,1,2363,4.0698643,18.194386,18.2257,0.106635295,0.1017,175.6032214,20.1187253,0.91,t17_f5_c3,0.9999999,18.1716,0.1212,574120133,True,False,False,1.2.0,0.0,,,,ZTF23aalcvlh
