tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,rbversion,oid
ztf,58276.42343749991,522423434615015002,2,522423434615,20.585644,1,522,0.027936183,17.874523,16.53522,17.9131,0.026735893,100.0,0.0077870577,0.0377,289.5564164,26.7171997,0.61333334,0.0,17.8864,0.0451,639120246.0,False,True,False,bulk_1.0.0,0.0,5.34445924615015e+17,,ZTF18aayphfs
ztf,58277.39412039984,523394124615015011,2,523394124615,20.941404,1,523,0.16820379,17.698736,16.481018,17.7615,0.019600462,100.0,0.006385269,0.0274,289.5564379,26.7171481,0.66333336,0.0,17.7637,0.0326,639120246.0,False,True,False,bulk_1.0.0,0.0,5.34445924615015e+17,,ZTF18aayphfs
ztf,58278.4581133998,524458114615015007,2,524458114615,20.618176,1,524,0.14096943,17.553417,16.431509,17.594,0.019632103,100.0,0.0069856,0.0284,289.556426,26.7171541,0.70666665,0.0,17.5763,0.0339,639120246.0,False,True,False,bulk_1.0.0,0.0,5.34445924615015e+17,,ZTF18aayphfs
ztf,58279.403229199816,525403224615015008,2,525403224615,20.567553,1,525,0.17055035,17.443558,16.391132,17.4884,0.018675733,100.0,0.007084475,0.0266,289.5564446,26.7171506,0.73,0.0,17.454,0.0313,639120246.0,False,True,False,bulk_1.0.0,0.0,5.34445924615015e+17,,ZTF18aayphfs
ztf,58280.36137730023,526361374615015009,2,526361374615,20.969799,1,526,0.16164947,17.4267,16.384706,17.4814,0.015560939,100.0,0.005959893,0.0214,289.556447,26.7171555,0.6166667,0.0,17.4703,0.0249,639120246.0,False,True,False,bulk_1.0.0,0.0,5.34445924615015e+17,,ZTF18aayphfs
ztf,58281.35872690007,527358724615015007,2,527358724615,20.835999,1,527,0.13984902,17.257603,16.316795,17.2942,0.014253283,100.0,0.005992278,0.0197,289.5564281,26.7171539,0.67,0.0,17.2731,0.0229,639120246.0,False,True,False,bulk_1.0.0,0.0,5.34445924615015e+17,,ZTF18aayphfs
ztf,58282.35188659979,528351884615015008,2,528351884615,20.689247,1,528,0.08382246,17.131573,16.262018,17.1907,0.01379967,100.0,0.0061950795,0.0196,289.556426,26.7171679,0.7033333,0.0,17.1624,0.0228,639120246.0,False,True,False,bulk_1.0.0,0.0,5.34445924615015e+17,,ZTF18aayphfs
ztf,58283.35763890017,529357634615015012,2,529357634615,20.629503,1,529,0.14085661,17.060936,16.229738,17.0718,0.012979819,100.0,0.0060365573,0.018,289.5564473,26.7171603,0.6566667,0.0,17.0444,0.021,639120246.0,False,True,False,bulk_1.0.0,0.0,5.34445924615015e+17,,ZTF18aayphfs
ztf,58283.40337960003,529403374615015021,1,529403374615,21.174578,1,529,0.10657481,20.224815,19.590143,20.5898,0.104017,0.050581235,0.057974257,0.2224,289.5564621,26.7171565,0.5833333,0.0,20.6231,0.2921,639120146.0,False,True,False,bulk_1.0.0,0.0,5.34445924615015e+17,,ZTF18aayphfs
ztf,58284.33975689998,530339754615015009,2,530339754615,20.771675,1,530,0.2028198,16.954699,16.179033,16.9676,0.01166283,100.0,0.005708712,0.0159,289.5564564,26.7171459,0.7366667,0.0,16.9592,0.0185,639120246.0,False,True,False,bulk_1.0.0,0.0,5.34445924615015e+17,,ZTF18aayphfs
ztf,58285.38070600014,531380704615015003,2,531380704615,21.10546,1,531,0.116479814,16.854454,16.128809,16.9042,0.00946497,100.0,0.0048513375,0.0127,289.5564419,26.7171655,0.62,0.0,16.8903,0.0142,639120246.0,False,True,False,bulk_1.0.0,0.0,5.34445924615015e+17,,ZTF18aayphfs
ztf,58285.42103009997,531421033515015010,1,531421033515,21.21778,1,531,0.3430491,19.98071,19.400473,20.1275,0.08233008,0.04377448,0.0482463,0.1445,289.5563748,26.7171303,0.6666667,0.0,19.9844,0.1609,638120135.0,False,True,False,bulk_1.0.0,0.0,5.34445924615015e+17,,ZTF18aayphfs
ztf,58286.33952549985,532339524615015007,2,532339524615,21.004871,1,532,0.14470667,16.777708,16.088797,16.8091,0.009243622,100.0,0.004900917,0.0124,289.5564546,26.7171661,0.6066667,0.0,16.7898,0.0139,639120246.0,False,True,False,bulk_1.0.0,0.0,5.34445924615015e+17,,ZTF18aayphfs
ztf,58286.40246530017,532402464615015008,1,532402464615,20.691187,1,532,0.11874616,19.96382,19.437025,20.377,0.116861045,0.06759889,0.07193693,0.2562,289.5564305,26.7172112,0.62333333,0.0,20.4168,0.3398,639120146.0,False,True,False,bulk_1.0.0,0.0,5.6237361461501504e+17,,ZTF18aayphfs
ztf,58288.3982406999,534398244615015015,1,534398244615,20.628748,1,534,0.047012065,19.737738,19.292381,19.7029,0.17093697,0.11135796,0.11342101,0.1489,289.556462,26.7171918,0.56333333,0.0,19.8221,0.212,639120146.0,False,True,False,bulk_1.0.0,0.0,5.6237361461501504e+17,,ZTF18aayphfs
ztf,58288.399155099876,534399153515015004,1,534399153515,20.485455,1,534,0.22014976,19.698425,19.226303,19.6772,0.17809795,0.11399281,0.11529494,0.1547,289.5564137,26.7171451,0.55333334,0.0,19.6516,0.1931,638120135.0,False,True,False,bulk_1.0.0,0.0,5.6237361461501504e+17,,ZTF18aayphfs
ztf,58288.44592589978,534445924615015002,2,534445924615,19.849691,1,534,0.17346054,16.47464,15.917667,16.5892,0.06568001,0.03756123,0.03932277,0.0148,289.5564115,26.7171457,0.66,0.0,16.5616,0.0175,639120246.0,False,True,False,bulk_1.0.0,0.0,5.6237361461501504e+17,,ZTF18aayphfs
ztf,58289.39412039984,535394124615015015,1,535394124615,20.371721,1,535,0.03254283,19.567562,19.17654,19.7123,0.18644361,0.12861033,0.13005859,0.1581,289.5564604,26.717179,0.50666666,0.0,19.7376,0.2065,639120146.0,False,True,False,bulk_1.0.0,0.0,5.6237361461501504e+17,,ZTF18aayphfs
ztf,58290.37716440018,536377164615015005,2,536377164615,20.818663,1,536,0.10968308,16.390776,15.866683,16.4264,0.04319154,0.024230964,0.026653962,0.01,289.5564277,26.7171638,0.67,0.0,16.4102,0.0113,639120246.0,False,True,False,bulk_1.0.0,0.0,5.6237361461501504e+17,,ZTF18aayphfs
ztf,58291.31776619982,537317764615015003,2,537317764615,20.31291,1,537,0.14096683,16.29033,15.803608,16.3629,0.031822186,0.017417112,0.020325487,0.0124,289.5564553,26.717165,0.73333335,0.0,16.3505,0.0147,639120246.0,False,True,False,bulk_1.0.0,0.0,5.6237361461501504e+17,,ZTF18aayphfs
ztf,58291.437349500135,537437344615015034,1,537437344615,21.18941,1,537,0.05563078,19.428963,19.078024,19.5413,0.1100982,0.07770497,0.0796901,0.0866,289.5564372,26.7171747,0.66333336,0.0,19.598,0.1147,639120146.0,False,True,False,bulk_1.0.0,0.0,5.6237361461501504e+17,,ZTF18aayphfs
ztf,58292.32807870023,538328074615015003,2,538328074615,20.464226,1,538,0.1379883,16.202478,15.746681,16.2503,0.040212687,0.024485359,0.026426777,0.0106,289.5564357,26.7171561,0.7366667,0.0,16.2447,0.0124,639120246.0,False,True,False,bulk_1.0.0,0.0,5.6237361461501504e+17,,ZTF18aayphfs
ztf,58292.437650499865,538437654615015021,1,538437654615,21.139366,1,538,0.12763451,19.347673,19.018583,19.3634,0.12294495,0.089242235,0.090797685,0.0762,289.5564157,26.7171681,0.63666666,0.0,19.325,0.0926,639120146.0,False,True,False,bulk_1.0.0,0.0,5.6237361461501504e+17,,ZTF18aayphfs
