tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,parent_candid,oid
ztf,60180.27400460001,2426274002015015046,1,2426274002015,19.484156,1,2426,1.9275223,15.794835,16.1631,0.109848365,0.0264,312.0001861,18.3120898,0.4157143,t17_f5_c3,0.13548756,16.088,0.0292,593120120.0,True,False,False,1.2.0,0.0,,,,,ZTF23aazotdc
ztf,60428.44412040012,2674444122015010027,1,2674444122015,19.6277,-1,2674,0.179224,16.5824,16.7451,0.070975,0.0287,311.9995868,18.3120729,0.928571,t17_f5_c3,,16.7469,0.0351,,False,True,True,24.4.1,0.0,14.788314,100.0,0.01359788,2.693446552015015e+18,ZTF23aazotdc
ztf,60428.466319399886,2674466312015010027,2,2674466312015,20.0033,-1,2674,0.273815,15.7518,15.9411,0.137149,0.0181,311.999551,18.312163,0.442857,t17_f5_c3,,15.9256,0.0194,,False,True,False,24.4.1,0.0,12.912675,100.0,0.010035585,2.693446552015015e+18,ZTF23aazotdc
ztf,60444.46495370008,2690464952015015032,1,2690464952015,20.7908,1,2690,1.06973,17.0986,17.115,0.104574,0.0259,311.9999124,18.312024,0.637143,t17_f5_c3,,17.0396,0.0265,,False,True,True,24.4.1,0.0,14.494573,100.0,0.009501946,2.693446552015015e+18,ZTF23aazotdc
ztf,60447.378067099955,2693378062015015015,2,2693378062015,20.1818,1,2693,0.915451,14.4637,14.5775,0.079693,0.0057,311.9997165,18.3118825,0.55,t17_f5_c3,,14.4755,0.0056,,False,True,False,24.4.1,0.0,12.617154,100.0,0.01454794,2.693446552015015e+18,ZTF23aazotdc
ztf,60447.44655090012,2693446552015015067,1,2693446552015,20.683249,1,2693,1.1750962,16.681082,16.7354,0.026334085,0.0191,311.9999577,18.312056,0.6957143,t17_f5_c3,0.7107241,16.7481,0.0209,593120120.0,True,True,True,24.4.1,0.0,14.449267,100.0,0.0033712613,,ZTF23aazotdc
ztf,60770.46907409979,3016469072015015014,2,3016469072015,19.643,1,3016,0.5262,13.1606,13.2432,0.019073,0.0022,311.9996401,18.3119771,0.538571,t17_f5_c3,,13.1948,0.0022,,False,True,False,26.0.1,0.0,12.23364,100.0,0.008121475,3.035482512015015e+18,ZTF23aazotdc
ztf,60770.50228009978,3016502282015015019,1,3016502282015,19.9789,1,3016,0.550648,14.9075,14.9517,0.024411,0.0053,311.9997055,18.311988,0.834286,t17_f5_c3,,14.929,0.0057,,False,True,False,26.0.1,0.0,13.989183,100.0,0.010477532,3.035482512015015e+18,ZTF23aazotdc
ztf,60772.45319439983,3018453192015015012,1,3018453192015,19.8275,1,3018,0.453289,15.0095,15.0172,0.029954,0.0068,311.9996883,18.3120085,0.812857,t17_f5_c3,,15.0002,0.0076,,False,True,False,26.0.1,0.0,14.0317955,0.004576965,0.012172311,3.035482512015015e+18,ZTF23aazotdc
ztf,60774.466006900184,3020466002015015011,1,3020466002015,19.4279,1,3020,0.418544,15.1143,15.1628,0.045736,0.0089,311.999643,18.3120025,0.825714,t17_f5_c3,,15.1412,0.0104,,False,True,False,26.0.1,0.0,14.07317,0.013040089,0.017530983,3.035482512015015e+18,ZTF23aazotdc
ztf,60776.4914119998,3022491412015015009,1,3022491412015,19.6277,1,3022,0.431488,15.2798,15.3056,0.050397,0.0094,311.9996364,18.3119984,0.721429,t17_f5_c3,,15.2722,0.0109,,False,True,False,26.0.1,0.0,14.133664,0.012412236,0.017536787,3.035482512015015e+18,ZTF23aazotdc
ztf,60789.43123839982,3035431232015015017,2,3035431232015,20.2032,1,3035,0.660047,14.5329,14.5402,0.032833,0.0055,311.999703,18.3119572,0.537143,t17_f5_c3,,14.4445,0.0054,,False,True,False,26.0.1,0.0,12.629461,100.0,0.00568768,3.035482512015015e+18,ZTF23aazotdc
ztf,60789.482511600014,3035482512015015029,1,3035482512015,20.427393,1,3035,1.094851,16.708504,16.7874,0.10211097,0.0212,311.9999354,18.3120833,0.7014286,t17_f5_c3,0.8637422,16.7876,0.0234,593120120.0,True,True,False,26.0.1,0.0,14.45274,100.0,0.01278694,,ZTF23aazotdc
ztf,60969.13795140013,3215137952015010020,2,3215137952015,20.497725,-1,3215,2.0592601,14.385903,14.7819,0.047842883,0.005,312.0002117,18.3119853,0.3342857,t17_f5_c3,0.13925287,14.5274,0.0046,593120220.0,True,False,True,27.5.7a32.dev1,0.0,,,,,ZTF23aazotdc
ztf,61085.568784699775,3331568782015015083,2,3331568782015,18.0525,1,3331,1.39012,14.5327,14.6072,0.040764,0.017,311.9999014,18.3118388,0.39,t17_f5_c3,,14.595,0.0211,,False,True,False,27.5.7a32.dev1,0.0,12.629427,100.0,0.0070626494,3.352542812015015e+18,ZTF23aazotdc
ztf,61094.560034700204,3340560032015015012,2,3340560032015,18.7571,1,3340,0.818882,14.3497,14.6077,0.050612,0.0095,311.9996622,18.3118961,0.565714,t17_f5_c3,,14.562,0.0112,,False,True,False,27.5.7a32.dev1,0.0,12.59543,100.0,0.010058784,3.352542812015015e+18,ZTF23aazotdc
ztf,61095.55354169989,3341553542015015043,2,3341553542015,18.7004,1,3341,1.08062,14.4658,14.5181,0.048114,0.0104,311.9998208,18.3118904,0.594286,t17_f5_c3,,14.5051,0.0121,,False,True,False,27.5.7a32.dev1,0.0,12.617537,100.0,0.008769323,3.352542812015015e+18,ZTF23aazotdc
ztf,61095.557129600085,3341557122015015106,2,3341557122015,18.1645,1,3341,0.548056,14.4633,14.445,0.035831,0.0144,311.9997221,18.3120031,0.504286,t17_f5_c3,,14.4171,0.0172,,False,True,False,27.5.7a32.dev1,0.0,12.617081,100.0,0.006542915,3.352542812015015e+18,ZTF23aazotdc
ztf,61095.5635532001,3341563552015015066,2,3341563552015,18.7736,1,3341,0.699654,14.3184,14.6467,0.033462,0.0106,311.9996518,18.3119301,0.427143,t17_f5_c3,,14.5974,0.0124,,False,True,False,27.5.7a32.dev1,0.0,12.589137,100.0,0.006805289,3.352542812015015e+18,ZTF23aazotdc
