tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid,oid
ztf,58898.37825229997,1144378252215015044,1,1144378252215,20.9853,1,1144,2.28101,19.8428,19.3559,0.20467,0.1021,165.4919346,10.294339,0.207143,t17_f5_c3,19.6114,0.1551,False,False,False,bulk_1.0.0,0.0,1.157213472215015e+18,,,,,,ZTF20aaeunqt
ztf,58904.29484950006,1150294842215015024,1,1150294842215,20.6337,1,1150,2.17251,19.7014,19.3587,0.195343,0.127,165.4919039,10.2942124,0.351429,t17_f5_c3,19.3737,0.1584,False,False,False,bulk_1.0.0,0.0,1.157213472215015e+18,,,,,,ZTF20aaeunqt
ztf,58911.21347220009,1157213472215015008,2,1157213472215,19.511572,1,1157,1.0287414,18.920116,18.8495,0.12700342,0.1503,165.4915944,10.294253,0.79571426,t17_f5_c3,18.7027,0.1646,False,True,False,bulk_1.0.0,0.0,1.185310112215015e+18,16.550148,100.0,0.014316213,0.9928354,522120222.0,ZTF20aaeunqt
ztf,58912.41666670004,1158416662215015023,2,1158416662215,20.065384,1,1158,0.48756847,18.939981,18.9275,0.114216544,0.1394,165.4913875,10.2943563,0.96428573,t17_f5_c3,18.8434,0.1601,False,True,False,bulk_1.0.0,0.0,1.185310112215015e+18,16.55237,100.0,0.012667305,0.9950279,522120222.0,ZTF20aaeunqt
ztf,58913.23288189992,1159232882215015021,2,1159232882215,19.882977,1,1159,0.4290026,19.000046,18.9748,0.11760661,0.1884,165.4914034,10.2943174,0.92714286,t17_f5_c3,18.8978,0.2208,False,True,False,bulk_1.0.0,0.0,1.185310112215015e+18,16.55887,100.0,0.012415414,0.9999796,522120222.0,ZTF20aaeunqt
ztf,58913.27646989981,1159276462215015017,1,1159276462215,19.795763,1,1159,0.62353265,19.453514,19.5119,0.18090317,0.3126,165.4914635,10.2942699,0.9142857,t17_f5_c3,19.4229,0.3658,False,True,True,bulk_1.0.0,0.0,1.185310112215015e+18,17.0146,100.0,0.019137317,0.9999559,522120122.0,ZTF20aaeunqt
ztf,58915.23381939996,1161233812215015011,1,1161233812215,19.1951,1,1161,0.677223,19.3595,19.0016,0.275285,0.3134,165.4914749,10.2942393,0.835714,t17_f5_c3,19.26,0.5088,False,True,True,bulk_1.0.0,0.0,1.185310112215015e+18,17.004263,0.019347683,0.031454805,,,ZTF20aaeunqt
ztf,58915.373078700155,1161373072215015015,2,1161373072215,19.640957,1,1161,0.2233755,19.01369,18.8344,0.14937368,0.2135,165.4913476,10.2942936,0.7985714,t17_f5_c3,19.016,0.3204,False,True,False,bulk_1.0.0,0.0,1.185310112215015e+18,16.560303,100.0,0.0155925965,0.9976249,522120222.0,ZTF20aaeunqt
ztf,58939.22305560019,1185223052215015016,2,1185223052215,19.97492,1,1185,0.1824372,18.601109,18.7107,0.09796505,0.1408,165.4913352,10.2942855,0.98714286,t17_f5_c3,18.7243,0.1777,False,True,False,bulk_1.0.0,0.0,1.185310112215015e+18,16.509132,100.0,0.014265298,0.99989307,522120222.0,ZTF20aaeunqt
ztf,58939.31011570012,1185310112215015009,1,1185310112215,19.563414,1,1185,0.7697178,19.09859,19.0963,0.1721578,0.2533,165.491504,10.2943035,0.86,t17_f5_c3,19.017,0.2982,False,True,True,bulk_1.0.0,0.0,1.200232712215015e+18,16.971075,0.0031670935,0.024261652,0.9942794,522120122.0,ZTF20aaeunqt
