tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid,rbversion,oid
ztf,59816.17288189987,2062172883215015004,2,2062172883215,20.5913,1,2062,0.835421,17.2011,17.0949,0.260395,0.0265,288.5273368,13.5142814,0.491429,17.0481,0.0286,False,True,False,dev,0.0,2.071334614515015e+18,14.564751,0.015077376,0.022966415,,,t17_f5_c3,ZTF18aawtbst
ztf,59816.21796299983,2062217963215015002,1,2062217963215,20.713604,1,2062,0.9214708,19.756092,19.4032,0.17472538,0.1263,288.5269244,13.5144431,0.6614286,19.4697,0.1694,True,True,False,dev,0.0,,17.96126,0.030497689,0.033452075,0.99999666,539120132.0,t17_f5_c3,ZTF18aawtbst
ztf,59817.17701390013,2063177014515015001,1,2063177014515,20.5455,1,2063,0.144835,19.5905,19.8924,0.193675,0.2114,288.5271268,13.5144321,0.911429,19.8083,0.2479,False,True,False,dev,0.0,2.064194053215015e+18,17.93224,0.03961884,0.042050365,,,t17_f5_c3,ZTF18aawtbst
ztf,59818.19405090017,2064194053215015003,1,2064194053215,20.60897,1,2064,0.93700194,19.721119,19.5547,0.1731809,0.1556,288.5269205,13.5144766,0.86,19.582,0.2017,True,True,False,dev,0.0,,17.954475,0.031166537,0.034028504,0.9999983,539120132.0,t17_f5_c3,ZTF18aawtbst
ztf,59819.1714583002,2065171454515015003,1,2065171454515,20.6997,1,2065,0.133185,19.4451,19.4723,0.210573,0.1339,288.5271391,13.5144183,0.731429,19.4377,0.1635,False,True,False,dev,0.0,2.071334614515015e+18,17.898975,0.048816543,0.050693516,,,t17_f5_c3,ZTF18aawtbst
ztf,59820.17231479986,2066172313215015001,1,2066172313215,20.1544,1,2066,0.611831,19.5367,19.4325,0.226046,0.1398,288.5270342,13.5143708,0.764286,19.3054,0.1575,False,True,False,dev,0.0,2.071334614515015e+18,17.915682,0.049051426,0.050791334,,,t17_f5_c3,ZTF18aawtbst
ztf,59821.17045139987,2067170454515015004,1,2067170454515,20.6078,1,2067,0.076269,19.3641,19.3419,0.141149,0.1243,288.5271494,13.5144361,0.941429,19.325,0.1545,False,True,False,dev,0.0,2.071334614515015e+18,17.878916,0.033344217,0.03594216,,,t17_f5_c3,ZTF18aawtbst
ztf,59821.24140049983,2067241404515015004,2,2067241404515,20.8652,1,2067,0.455849,16.8044,16.838,0.117878,0.018,288.5271513,13.5143451,0.641429,16.8543,0.0199,False,True,False,dev,0.0,2.071334614515015e+18,14.466063,100.0,0.01368038,,,t17_f5_c3,ZTF18aawtbst
ztf,59822.17300930014,2068173003215015001,1,2068173003215,20.2902,1,2068,0.435696,19.2788,19.2738,0.207236,0.1272,288.5270667,13.5144435,0.778571,19.2537,0.1579,False,True,False,dev,0.0,2.071334614515015e+18,17.852165,0.054289363,0.055694446,,,t17_f5_c3,ZTF18aawtbst
ztf,59823.272743099835,2069272744515015006,2,2069272744515,20.3853,1,2069,0.589156,16.5026,16.5122,0.045414,0.0168,288.5271297,13.5143125,0.824286,16.5098,0.0188,False,True,False,dev,0.0,2.071334614515015e+18,14.426418,100.0,0.0067099156,,,t17_f5_c3,ZTF18aawtbst
ztf,59823.299444399774,2069299444515015002,1,2069299444515,20.3365,1,2069,0.486818,19.2105,19.248,0.135252,0.1328,288.5270271,13.5144374,0.941429,19.3002,0.1766,False,True,False,dev,0.0,2.071334614515015e+18,17.837694,0.035945997,0.038196266,,,t17_f5_c3,ZTF18aawtbst
ztf,59825.24887729995,2071248874515015001,1,2071248874515,20.3676,1,2071,0.310667,19.1225,19.1936,0.161022,0.1269,288.5270813,13.5144158,0.962857,19.2851,0.1745,False,True,False,dev,0.0,2.071334614515015e+18,17.81211,0.046483178,0.048164774,,,t17_f5_c3,ZTF18aawtbst
ztf,59825.334618099965,2071334614515015004,2,2071334614515,19.883577,1,2071,0.6585117,16.328299,16.3324,0.07954456,0.0182,288.5270143,13.5143619,0.76857144,16.314,0.0208,True,True,False,dev,0.0,,14.398835,100.0,0.013453186,0.95510995,540120245.0,t17_f5_c3,ZTF18aawtbst
ztf,59826.19832180021,2072198323215015001,1,2072198323215,20.2521,1,2072,0.547981,19.3151,19.1496,0.127415,0.1489,288.52704,13.5143995,0.948571,19.6176,0.2912,False,True,False,dev,0.0,2.073317744515015e+18,17.861803,0.030968599,0.03341195,,,t17_f5_c3,ZTF18aawtbst
ztf,59827.317743100226,2073317744515015002,2,2073317744515,19.12136,1,2073,0.7238862,16.508995,16.422,0.03490887,0.0289,288.5269937,13.5143603,0.51857144,16.3761,0.0342,True,True,False,dev,0.0,,14.42736,100.0,0.005131941,0.98266494,540120245.0,t17_f5_c3,ZTF18aawtbst
ztf,59828.26162040001,2074261623215015006,2,2074261623215,19.606739,1,2074,0.7288076,16.382656,16.7358,0.08885742,0.029,288.527061,13.5142918,0.4157143,16.6455,0.0329,True,True,False,dev,0.0,,14.4620285,100.0,0.015151045,0.9644569,539120232.0,t17_f5_c3,ZTF18aawtbst
ztf,59828.26162040001,2074261623215015007,2,2074261623215,19.6067,1,2074,0.50673,16.2517,16.2176,0.023298,0.0189,288.5270538,13.5143907,0.687143,16.2197,0.023,False,True,False,dev,0.0,2.086220753215015e+18,14.438552,100.0,0.0043859105,,,t17_f5_c3,ZTF18aawtbst
ztf,59840.18405089993,2086184054515015003,1,2086184054515,20.8962,1,2086,0.291239,20.0105,19.9922,0.315873,0.1882,288.5270878,13.514419,0.642857,20.4499,0.3603,False,True,False,dev,0.0,2.086220753215015e+18,18.010626,0.04772217,0.05006828,,,t17_f5_c3,ZTF18aawtbst
ztf,59840.22075230023,2086220753215015000,1,2086220753215,20.867472,1,2086,1.4940474,20.114756,19.8885,0.21053873,0.1726,288.5267671,13.5143694,0.5928571,19.9934,0.2395,True,False,True,dev,0.0,,,,,0.9193634,539120132.0,t17_f5_c3,ZTF18aawtbst
ztf,59842.16550929984,2088165504515015002,1,2088165504515,20.5786,1,2088,0.733154,20.0189,20.6457,0.209758,0.418,288.526959,13.5144825,0.845714,20.3506,0.4051,False,True,False,dev,0.0,2.088170324515015e+18,18.011953,0.029345319,0.033032358,,,t17_f5_c3,ZTF18aawtbst
ztf,59842.17032410018,2088170324515015009,2,2088170324515,20.681816,1,2088,0.6691039,17.285515,17.218,0.046501566,0.0288,288.5269873,13.514406,0.55857146,17.2174,0.0318,True,True,False,dev,0.0,,14.512133,100.0,0.0036150522,0.21961218,540120245.0,t17_f5_c3,ZTF18aawtbst
ztf,60133.35119209997,2379351194515015003,1,2379351194515,20.3688,1,2379,0.620291,20.424,20.8706,0.384022,0.6546,288.5270203,13.5143426,0.62,20.0824,0.4049,False,True,False,1.2.0,0.0,2.379363853215015e+18,18.066547,0.0407829,0.043790024,,,t17_f5_c3,ZTF18aawtbst
ztf,60133.36385420011,2379363853215015002,2,2379363853215,20.5835,1,2379,0.590996,17.5904,17.2696,0.226308,0.0295,288.5271277,13.5143006,0.255714,17.1576,0.0307,False,True,False,1.2.0,0.0,2.383360193215015e+18,14.593995,100.0,0.014326425,,,t17_f5_c3,ZTF18aawtbst
