tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,rbversion,drb,rfid,oid
ztf,58354.188599499874,600188594015015080,2,600188594015,19.009653,1,600,0.054843027,17.657936,17.463396,17.7716,0.050394792,0.041778613,0.042127874,0.1233,276.591198,-1.3518796,0.6933333,17.8664,0.1724,False,True,False,bulk_1.0.0,0.0,6.111706240150152e+17,t8_f5_c3,0.0,435120240.0,ZTF18abfajmx
ztf,58356.27225690009,602272254015015022,2,602272254015,19.594372,1,602,0.04378006,17.449686,17.286684,17.5238,0.044346023,0.037885755,0.03816403,0.0599,276.5911757,-1.3518665,0.88,17.5282,0.0769,False,True,False,bulk_1.0.0,0.0,6.111706240150152e+17,t8_f5_c3,0.0,435120240.0,ZTF18abfajmx
ztf,58357.18918980006,603189184015015029,2,603189184015,19.682665,1,603,0.061995853,17.365591,17.21393,17.3872,0.046022598,0.03979082,0.040022716,0.0411,276.5911869,-1.3518837,0.92,17.3717,0.0516,False,True,False,bulk_1.0.0,0.0,6.111706240150152e+17,t8_f5_c3,0.0,435120240.0,ZTF18abfajmx
ztf,58359.249305599835,605249304015015056,2,605249304015,20.144947,1,605,0.049546726,17.21161,17.078829,17.217,0.04587027,0.04041177,0.040589925,0.0305,276.5911824,-1.3518806,0.72333336,17.195,0.0377,False,True,False,bulk_1.0.0,0.0,6.111706240150152e+17,t8_f5_c3,0.0,435120240.0,ZTF18abfajmx
ztf,58360.2312384001,606231234015015057,2,606231234015,20.197622,1,606,0.05860083,17.0884,16.969109,17.1171,0.040665153,0.03627177,0.03643393,0.0255,276.5911803,-1.3518808,0.9266667,17.0881,0.0312,False,True,False,bulk_1.0.0,0.0,6.111706240150152e+17,t8_f5_c3,0.0,435120240.0,ZTF18abfajmx
ztf,58361.18756939983,607187564015015021,1,607187564015,20.6717,1,607,1.13968,20.7314,20.520966,20.7771,0.282952,0.2278938,0.23309816,0.4233,276.5911364,-1.3518281,0.58,20.1941,0.3182,False,True,False,bulk_1.0.0,0.0,6.111706240150152e+17,t12_f5_c3,,,ZTF18abfajmx
ztf,58362.168298599776,608168294015015115,2,608168294015,20.577293,1,608,0.04862033,16.975447,16.867376,17.0202,0.04689427,0.042336047,0.042451337,0.0168,276.5911926,-1.3518805,0.79333335,17.0108,0.0204,False,True,False,bulk_1.0.0,0.0,6.111706240150152e+17,t8_f5_c3,0.0,435120240.0,ZTF18abfajmx
ztf,58362.209710599855,608209714015015020,1,608209714015,20.367,1,608,1.00871,20.4995,20.326494,20.9368,0.316484,0.26674166,0.2698665,0.5089,276.5911618,-1.351863,0.473333,20.9528,0.6633,False,True,False,bulk_1.0.0,0.0,6.111706240150152e+17,t12_f5_c3,,,ZTF18abfajmx
ztf,58363.18662039982,609186624015015019,1,609186624015,20.3701,1,609,1.47792,20.4015,,20.7616,0.302658,,,0.4522,276.5910042,-1.3518847,0.523333,20.1381,0.3276,False,False,True,bulk_1.0.0,0.0,6.111706240150152e+17,t12_f5_c3,,,ZTF18abfajmx
ztf,58364.16745370021,610167454015015155,2,610167454015,20.69413,1,610,0.052425824,16.83916,16.743294,16.8805,0.03523353,0.03213509,0.032255884,0.0144,276.5911935,-1.3518812,0.85,16.8826,0.0174,False,True,False,bulk_1.0.0,0.0,6.111706240150152e+17,t8_f5_c3,0.0,435120240.0,ZTF18abfajmx
ztf,58365.170624999795,611170624015015119,2,611170624015,20.601788,1,611,0.04531487,16.748182,16.659716,16.7929,0.03758795,0.03455032,0.034646682,0.0143,276.591194,-1.3518809,0.85333335,16.7973,0.0173,False,True,False,bulk_1.0.0,0.0,6.32148414015015e+17,t8_f5_c3,0.0,435120240.0,ZTF18abfajmx
ztf,58365.24990739999,611249904015015011,1,611249904015,20.5225,1,611,1.15603,20.5268,20.34973,20.8373,0.246144,0.20487557,0.20910317,0.5207,276.5911389,-1.351819,0.6,20.8266,0.6619,False,True,False,bulk_1.0.0,0.0,6.32148414015015e+17,t12_f5_c3,,,ZTF18abfajmx
ztf,58366.19096060004,612190964015015027,1,612190964015,20.790806,1,612,1.0571622,20.282522,20.138878,20.3146,0.20661037,0.17769796,0.18100663,0.2513,276.5911423,-1.3518616,0.7366667,20.2949,0.3161,False,True,False,bulk_1.0.0,0.0,6.32148414015015e+17,t8_f5_c3,0.0,435120140.0,ZTF18abfajmx
ztf,58368.209016200155,614209014015015015,1,614209014015,20.662514,1,614,0.8885892,20.119034,19.994364,20.1097,0.19571841,0.17186126,0.1744871,0.2269,276.591187,-1.351881,0.62666667,20.1581,0.3035,False,True,False,bulk_1.0.0,0.0,6.32148414015015e+17,t8_f5_c3,0.0,435120140.0,ZTF18abfajmx
ztf,58369.16659720009,615166594015015146,2,615166594015,20.639076,1,615,0.041477725,16.516346,16.444338,16.564,0.048238438,0.04509326,0.045142956,0.0122,276.5911875,-1.3518807,0.7,16.5487,0.0145,False,True,False,bulk_1.0.0,0.0,6.32148414015015e+17,t8_f5_c3,0.0,435120240.0,ZTF18abfajmx
ztf,58369.24946760014,615249464015015017,1,615249464015,20.329334,1,615,0.93933094,20.067978,19.94873,20.328,0.21408986,0.18962951,0.19182149,0.3727,276.591178,-1.3518665,0.73,20.4122,0.5162,False,True,False,bulk_1.0.0,0.0,6.32148414015015e+17,t8_f5_c3,0.0,435120140.0,ZTF18abfajmx
ztf,58370.18811339978,616188114015015012,1,616188114015,20.644804,1,616,1.1326767,19.98812,19.87691,19.8768,0.18602547,0.16571915,0.16791472,0.1923,276.5911437,-1.3518246,0.62333333,19.9586,0.2653,False,True,False,bulk_1.0.0,0.0,6.32148414015015e+17,t8_f5_c3,0.0,435120140.0,ZTF18abfajmx
ztf,58371.16703699995,617167034015015137,2,617167034015,20.690962,1,617,0.054533053,16.428392,16.36182,16.4692,0.032033782,0.03006461,0.030128604,0.0106,276.5911885,-1.3518841,0.84,16.4499,0.0125,False,True,False,bulk_1.0.0,0.0,6.32148414015015e+17,t8_f5_c3,0.0,435120240.0,ZTF18abfajmx
ztf,58371.18932869984,617189324015015013,1,617189324015,20.661598,1,617,1.0252085,20.021381,19.906889,19.9914,0.1571804,0.13868617,0.14144948,0.196,276.5911548,-1.3518602,0.61,19.8807,0.2266,False,True,False,bulk_1.0.0,0.0,6.32148414015015e+17,t8_f5_c3,0.0,435120140.0,ZTF18abfajmx
ztf,58372.166562499944,618166564015015107,2,618166564015,20.552147,1,618,0.027757758,16.365082,16.302172,16.406,0.03719887,0.035055578,0.035104766,0.0107,276.5911904,-1.3518741,0.8466667,16.3933,0.0127,False,True,False,bulk_1.0.0,0.0,6.32148414015015e+17,t8_f5_c3,0.0,435120240.0,ZTF18abfajmx
ztf,58372.19074069988,618190744015015015,1,618190744015,20.635508,1,618,1.0757613,20.065989,19.946949,20.3076,0.16971296,0.14932445,0.15208937,0.2764,276.5911437,-1.351853,0.74666667,20.3881,0.3812,False,True,False,bulk_1.0.0,0.0,6.32148414015015e+17,t8_f5_c3,0.0,435120140.0,ZTF18abfajmx
ztf,58373.14490740001,619144904015015074,2,619144904015,20.619259,1,619,0.043097746,16.340277,16.27875,16.3887,0.037049763,0.034961324,0.03500857,0.0103,276.5911916,-1.3518783,0.74666667,16.369,0.0121,False,True,False,bulk_1.0.0,0.0,6.32148414015015e+17,t8_f5_c3,0.0,435120240.0,ZTF18abfajmx
ztf,58373.19008099986,619190084015015017,1,619190084015,20.546837,1,619,0.9093852,19.844164,19.74616,19.5673,0.15876496,0.14306368,0.14506187,0.1356,276.591174,-1.3518938,0.37666667,19.5717,0.174,False,True,False,bulk_1.0.0,0.0,6.32148414015015e+17,t8_f5_c3,0.0,435120140.0,ZTF18abfajmx
ztf,58374.18961809995,620189614015015011,1,620189614015,20.514746,1,620,1.0378609,19.905731,19.802275,19.752,0.14661255,0.13087031,0.13328715,0.1738,276.5911648,-1.3518384,0.55,19.8918,0.2527,False,True,False,bulk_1.0.0,0.0,6.32148414015015e+17,t8_f5_c3,0.0,435120140.0,ZTF18abfajmx
ztf,58377.21101849992,623211014015015016,1,623211014015,20.206568,1,623,1.0878062,19.557749,19.481695,19.7747,0.17914589,0.16596417,0.16702639,0.2828,276.5911461,-1.3518442,0.68,19.9176,0.4134,False,True,False,bulk_1.0.0,0.0,6.32148414015015e+17,t8_f5_c3,0.0,435120140.0,ZTF18abfajmx
ztf,58383.208715300076,629208714015015005,1,629208714015,19.2427,1,629,1.03006,19.2377,19.180561,18.585,0.224423,0.21244036,0.21291786,0.2055,276.5912949,-1.3517398,0.273333,18.6495,0.28,False,True,False,bulk_1.0.0,0.0,6.32148414015015e+17,t12_f5_c3,,,ZTF18abfajmx
ztf,58386.14841439994,632148414015015004,1,632148414015,19.517881,1,632,1.0068698,19.286018,19.22635,19.1719,0.17462668,0.1646189,0.16528875,0.2936,276.5912,-1.3518087,0.52666664,19.0894,0.3492,False,True,False,bulk_1.0.0,0.0,6.35170694015015e+17,t8_f5_c3,0.0,435120140.0,ZTF18abfajmx
ztf,58386.23090279987,632230904015015012,2,632230904015,19.184067,1,632,0.07791234,16.052896,16.00537,16.0452,0.036368277,0.03478192,0.034810625,0.0205,276.591188,-1.3518898,0.88,16.0214,0.0255,False,True,False,bulk_1.0.0,0.0,6.35170694015015e+17,t8_f5_c3,0.0,435120240.0,ZTF18abfajmx
ztf,58389.17069440009,635170694015015008,1,635170694015,19.863077,1,635,0.98577994,19.276949,19.217764,19.3936,0.14314133,0.13474256,0.13554733,0.2597,276.5911714,-1.3518536,0.7,19.5301,0.3778,False,True,False,bulk_1.0.0,0.0,6.35212004015015e+17,t8_f5_c3,0.0,435120140.0,ZTF18abfajmx
ztf,58389.21200230019,635212004015015012,2,635212004015,19.79016,1,635,0.09183288,16.044847,15.9976635,16.0569,0.03310456,0.031665638,0.031696722,0.0137,276.591173,-1.3518882,0.74333334,16.0489,0.017,True,True,False,bulk_1.0.0,0.0,0.0,t8_f5_c3,0.0,435120240.0,ZTF18abfajmx
ztf,58582.459907399956,828459904015015059,2,828459904015,20.4452,1,828,0.40148,20.6679,19.125721,20.0561,0.306445,0.06968471,0.07404249,0.2878,276.5912741,-1.3519387,0.427143,19.7434,0.2766,False,True,False,bulk_1.0.0,0.0,8.54460424015015e+17,t15_f5_c3,,,ZTF18abfajmx
ztf,58585.43956020009,831439564015015053,2,831439564015,20.384,1,831,0.35138,20.6938,19.131924,20.8481,0.288256,0.06359572,0.06839549,0.5852,276.5912685,-1.3519318,0.727143,20.9286,0.8074,False,True,False,bulk_1.0.0,0.0,8.54460424015015e+17,t15_f5_c3,,,ZTF18abfajmx
ztf,58605.43978009978,851439784015015077,2,851439784015,20.540747,1,851,0.02989733,19.891724,18.881504,20.169,0.20600112,0.07874571,0.08124228,0.2992,276.5911827,-1.3518623,0.42714286,20.3385,0.4475,False,True,False,bulk_1.0.0,0.0,8.54460424015015e+17,t15_f5_c3,0.0,435120240.0,ZTF18abfajmx
ztf,58607.3582870001,853358284015015124,2,853358284015,20.51744,1,853,0.13762061,19.562017,18.739305,19.4522,0.16102244,0.073410206,0.07547474,0.1588,276.5911604,-1.3518943,0.44142857,19.4648,0.2053,False,True,False,bulk_1.0.0,0.0,8.54460424015015e+17,t15_f5_c3,0.0,435120240.0,ZTF18abfajmx
ztf,58608.4604282002,854460424015015053,2,854460424015,20.241796,1,854,0.32804066,19.65265,18.780848,19.7015,0.15719764,0.06802798,0.07042463,0.2461,276.5912352,-1.3519469,0.64,19.626,0.2939,False,True,False,bulk_1.0.0,0.0,8.78313464015015e+17,t15_f5_c3,0.0,435120240.0,ZTF18abfajmx
ztf,58617.35677079996,863356774015015042,2,863356774015,20.170353,1,863,0.18187805,19.283144,18.59965,19.5542,0.14993823,0.07839265,0.07989407,0.2477,276.5912177,-1.3518272,0.53571427,19.643,0.3445,False,True,False,bulk_1.0.0,0.0,8.873988140150152e+17,t15_f5_c3,0.0,435120240.0,ZTF18abfajmx
ztf,58628.39864580007,874398644015015039,2,874398644015,20.11331,1,874,0.05390136,18.789148,18.30896,18.9193,0.10037527,0.063411094,0.064498745,0.1296,276.5911999,-1.3518652,0.94285715,18.914,0.1649,False,True,False,bulk_1.0.0,0.0,8.873988140150152e+17,t17_f5_c3,0.0,435120240.0,ZTF18abfajmx
ztf,58632.3134606001,878313464015015034,2,878313464015,20.202377,1,878,0.23262022,18.740793,18.277641,18.7528,0.087079056,0.055672683,0.05683987,0.0903,276.591216,-1.3519283,0.93857145,18.7149,0.1111,False,True,False,bulk_1.0.0,0.0,8.873988140150152e+17,t17_f5_c3,0.0,435120240.0,ZTF18abfajmx
ztf,58633.337523099966,879337524015015084,2,879337524015,20.54883,1,879,0.1779107,18.687815,18.24277,18.7773,0.07518554,0.048652183,0.049901776,0.0828,276.5911785,-1.3519173,0.94857144,18.7768,0.1051,False,True,False,bulk_1.0.0,0.0,8.873988140150152e+17,t17_f5_c3,0.0,435120240.0,ZTF18abfajmx
ztf,58634.34815970017,880348154015015087,2,880348154015,20.786312,1,880,0.17793791,18.746588,18.28142,18.7764,0.0912896,0.05835546,0.059477728,0.0732,276.5911935,-1.3519198,0.7842857,18.6942,0.0861,False,True,False,bulk_1.0.0,0.0,8.873988140150152e+17,t17_f5_c3,0.0,435120240.0,ZTF18abfajmx
ztf,58635.377199099865,881377194015015094,2,881377194015,20.864634,1,881,0.03832341,18.73058,18.270964,18.874,0.08823515,0.056648787,0.05778237,0.0735,276.5911925,-1.3518776,0.8642857,18.8525,0.0912,False,True,False,bulk_1.0.0,0.0,8.873988140150152e+17,t17_f5_c3,0.0,435120240.0,ZTF18abfajmx
ztf,58636.400023099966,882400024015015097,2,882400024015,20.619444,1,882,0.05200658,18.62657,18.201736,18.7779,0.091698945,0.061077904,0.062005624,0.0765,276.5911914,-1.3518848,0.93,18.8646,0.105,False,True,False,bulk_1.0.0,0.0,8.873988140150152e+17,t17_f5_c3,0.0,435120240.0,ZTF18abfajmx
ztf,58638.293009299785,884293004015015054,2,884293004015,20.637981,1,884,0.078781,18.615679,18.19436,18.7128,0.08017888,0.053346142,0.054391697,0.075,276.5912019,-1.3518879,0.94714284,18.6468,0.0895,False,True,False,bulk_1.0.0,0.0,8.873988140150152e+17,t17_f5_c3,0.0,435120240.0,ZTF18abfajmx
ztf,58640.27666669991,886276664015015040,2,886276664015,20.543324,1,886,0.032076307,18.586597,18.174547,18.7394,0.0811803,0.05455671,0.05554317,0.0803,276.5911958,-1.3518785,0.93714285,18.6481,0.094,False,True,False,bulk_1.0.0,0.0,8.873988140150152e+17,t17_f5_c3,0.0,435120240.0,ZTF18abfajmx
ztf,58641.3988194,887398814015015119,2,887398814015,20.786163,1,887,0.085358225,18.512148,18.123062,18.5477,0.06593056,0.044988886,0.046073653,0.0562,276.5911911,-1.35189,0.92,18.5217,0.0692,False,True,False,bulk_1.0.0,0.0,8.95293694015015e+17,t17_f5_c3,0.0,435120240.0,ZTF18abfajmx
ztf,58643.29668979999,889296684015015064,2,889296684015,20.329947,1,889,0.065185584,18.464493,18.08954,18.4377,0.084491625,0.059036825,0.059818167,0.0696,276.5912006,-1.3518804,0.94142854,18.4092,0.0862,False,True,False,bulk_1.0.0,0.0,8.95293694015015e+17,t17_f5_c3,0.0,435120240.0,ZTF18abfajmx
ztf,58644.29396989988,890293964015015048,2,890293964015,20.26203,1,890,0.15512255,18.445011,18.075712,18.5547,0.08338843,0.058577605,0.05934532,0.084,276.5911942,-1.3519103,0.95714283,18.647,0.1164,False,True,False,bulk_1.0.0,0.0,8.95293694015015e+17,t17_f5_c3,0.0,435120240.0,ZTF18abfajmx
ztf,58647.33334490005,893333344015015021,2,893333344015,20.26132,1,893,0.13777564,18.417345,18.055952,18.561,0.07343391,0.051807076,0.052642833,0.0929,276.5912029,-1.3519059,0.94714284,18.5277,0.115,False,True,False,bulk_1.0.0,0.0,9.23252764015015e+17,t17_f5_c3,0.0,435120240.0,ZTF18abfajmx
ztf,58648.27010420011,894270104015015031,2,894270104015,19.359112,1,894,0.15345153,18.254534,17.936813,18.3339,0.09224215,0.068329066,0.068840064,0.1245,276.5912164,-1.3519031,0.92285717,18.2795,0.1518,False,True,False,bulk_1.0.0,0.0,9.23252764015015e+17,t17_f5_c3,0.0,435120240.0,ZTF18abfajmx
ztf,58649.29369209986,895293694015015022,2,895293694015,19.48727,1,895,0.19533542,18.273228,17.950733,18.1433,0.08867585,0.065340236,0.06588824,0.1243,276.5912185,-1.3519143,0.94142854,18.1509,0.1605,False,True,False,bulk_1.0.0,0.0,9.23252764015015e+17,t17_f5_c3,0.0,435120240.0,ZTF18abfajmx
ztf,58650.33506939979,896335064015015022,2,896335064015,19.402023,1,896,0.17107598,18.167894,17.87151,18.1532,0.09121048,0.068971865,0.06942094,0.136,276.5911853,-1.3519152,0.9285714,18.1993,0.1819,False,True,False,bulk_1.0.0,0.0,9.23252764015015e+17,t17_f5_c3,0.0,435120240.0,ZTF18abfajmx
ztf,58651.34548609983,897345484015015014,2,897345484015,18.902302,1,897,0.08892927,18.218817,17.910048,18.5186,0.11351617,0.08502665,0.085418105,0.2986,276.5911644,-1.3518756,0.87714285,18.3334,0.3237,False,True,False,bulk_1.0.0,0.0,9.23252764015015e+17,t17_f5_c3,0.0,435120240.0,ZTF18abfajmx
ztf,58653.42141199997,899421414015015018,2,899421414015,19.226671,1,899,0.11884943,18.020622,17.757647,18.1385,0.08611422,0.0672165,0.067590296,0.1513,276.5912089,-1.3518947,0.93285716,18.1295,0.1926,False,True,False,bulk_1.0.0,0.0,9.23252764015015e+17,t17_f5_c3,1.0,435120240.0,ZTF18abfajmx
ztf,58654.378541700076,900378544015015034,2,900378544015,19.406324,1,900,0.07830104,18.006351,17.74643,18.2179,0.07985438,0.06245966,0.062853545,0.1194,276.5911891,-1.3518891,0.93285716,18.1129,0.139,False,True,False,bulk_1.0.0,0.0,9.23252764015015e+17,t17_f5_c3,1.0,435120240.0,ZTF18abfajmx
ztf,58657.35530090006,903355304015015036,2,903355304015,20.142916,1,903,0.17756978,17.79137,17.573786,17.8001,0.063733354,0.05181402,0.05215943,0.0434,276.5911774,-1.3519154,0.93714285,17.7995,0.0548,False,True,False,bulk_1.0.0,0.0,9.23252764015015e+17,t17_f5_c3,1.0,435120240.0,ZTF18abfajmx
ztf,58660.318090300076,906318094015015075,2,906318094015,20.721685,1,906,0.03490431,17.570984,17.390238,17.6151,0.062402327,0.052589748,0.052832678,0.0268,276.5911861,-1.3518767,0.92714286,17.6003,0.0327,False,True,False,bulk_1.0.0,0.0,9.23252764015015e+17,t17_f5_c3,0.99999976,435120240.0,ZTF18abfajmx
ztf,58667.29903940018,913299034015015062,2,913299034015,20.424868,1,913,0.110659726,16.807817,16.714563,16.8466,0.04798316,0.04395007,0.044033915,0.016,276.5911908,-1.3518981,0.9128571,16.832,0.0193,False,True,False,bulk_1.0.0,0.0,9.23252764015015e+17,t17_f5_c3,0.9999999,435120240.0,ZTF18abfajmx
ztf,58667.33908559987,913339084015015022,1,913339084015,20.705,1,913,1.00818,20.5624,20.379896,20.3375,0.295685,0.24620625,0.24993533,0.2768,276.5911484,-1.3518827,0.452857,20.4843,0.4058,False,True,False,bulk_1.0.0,0.0,9.23252764015015e+17,t17_f5_c3,,,ZTF18abfajmx
ztf,58668.3154397998,914315434015015040,2,914315434015,20.419783,1,914,0.12600963,16.696741,16.612213,16.7536,0.043232914,0.039918296,0.039994746,0.0138,276.5911861,-1.3519039,0.7985714,16.7471,0.0165,False,True,False,bulk_1.0.0,0.0,9.23252764015015e+17,t17_f5_c3,0.9999845,435120240.0,ZTF18abfajmx
ztf,58670.28048609989,916280484015015014,1,916280484015,20.653238,1,916,0.93446016,20.348413,20.196384,20.1263,0.21699223,0.18510897,0.18863933,0.2395,276.5911454,-1.3519321,0.8142857,20.161,0.3162,False,True,False,bulk_1.0.0,0.0,9.23252764015015e+17,t17_f5_c3,0.9997685,435120140.0,ZTF18abfajmx
ztf,58671.28246530006,917282464015015026,1,917282464015,20.683525,1,917,1.0234232,20.252308,20.112362,20.5753,0.20116597,0.17361319,0.17683835,0.3275,276.5911441,-1.351879,0.88714284,20.7369,0.4863,False,True,False,bulk_1.0.0,0.0,9.23252764015015e+17,t17_f5_c3,0.9970387,435120140.0,ZTF18abfajmx
ztf,58673.31707180012,919317074015015021,1,919317074015,20.7681,1,919,1.058918,20.137276,20.01061,20.3229,0.2146953,0.18858589,0.19105424,0.2672,276.5911381,-1.3518749,0.7885714,20.0557,0.268,False,True,False,bulk_1.0.0,0.0,9.23252764015015e+17,t17_f5_c3,0.99968565,435120140.0,ZTF18abfajmx
ztf,58675.31487269979,921314874015015015,1,921314874015,19.987164,1,921,0.96766436,19.637678,19.556026,19.6455,0.17665793,0.16261749,0.16385987,0.2781,276.5911413,-1.3519241,0.88,19.3018,0.2602,False,True,False,bulk_1.0.0,0.0,9.23252764015015e+17,t17_f5_c3,0.99995005,435120140.0,ZTF18abfajmx
ztf,58676.25188660016,922251884015015031,2,922251884015,19.857956,1,922,0.122341424,16.162071,16.109636,16.2037,0.034594353,0.032926593,0.03296333,0.0149,276.5911907,-1.3519014,0.9285714,16.1874,0.0183,False,True,False,bulk_1.0.0,0.0,9.23252764015015e+17,t17_f5_c3,0.9999988,435120240.0,ZTF18abfajmx
