tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,parent_candid,oid
ztf,59498.514872699976,1744514873815015001,2,1744514873815,19.643864,1,1744,1.4200897,19.57491,19.6305,0.20954685,0.3203,150.0895613,-2.5147757,0.79142857,t17_f5_c3,0.9997925,19.8041,0.4816,417120238.0,True,False,False,correction_1.0.6,0.0,,,,,ZTF21achinnw
ztf,59498.51734950021,1744517343815015004,2,1744517343815,19.3521,1,1744,1.15821,19.7034,20.0197,0.287126,0.4894,150.0896206,-2.5148312,0.715714,t17_f5_c3,,19.791,0.509,,False,True,True,correction_1.0.6,0.0,18.621664,0.09950552,0.1060177,1.746519663815015e+18,ZTF21achinnw
ztf,59498.519826400094,1744519823815015007,2,1744519823815,19.4412,1,1744,2.04157,19.8261,19.749,0.264605,0.3662,150.0893663,-2.5148306,0.61,t17_f5_c3,,19.3452,0.3239,,False,False,False,correction_1.0.6,0.0,,,,1.746519663815015e+18,ZTF21achinnw
ztf,59498.52230319986,1744522303815015007,2,1744522303815,19.6349,1,1744,1.05964,19.8662,19.3819,0.262411,0.253,150.0896475,-2.5150042,0.357143,t17_f5_c3,,19.1669,0.266,,False,True,True,correction_1.0.6,0.0,18.678972,0.07901034,0.08792073,1.746519663815015e+18,ZTF21achinnw
ztf,59498.52476850012,1744524763815015006,2,1744524763815,19.5327,1,1744,1.26158,19.7811,20.0457,0.3158,0.4811,150.0896811,-2.5146724,0.735714,t17_f5_c3,,20.1353,0.6697,,False,True,True,correction_1.0.6,0.0,18.64971,0.10487592,0.11139268,1.746519663815015e+18,ZTF21achinnw
ztf,59500.51449069986,1746514493815015005,2,1746514493815,19.6077,1,1746,0.99309,19.8917,20.0665,0.220558,0.4547,150.0896556,-2.5148966,0.761429,t17_f5_c3,,20.1335,0.6199,,False,True,True,correction_1.0.6,0.0,18.68745,0.061493717,0.072748266,1.746519663815015e+18,ZTF21achinnw
ztf,59500.51966439979,1746519663815015002,2,1746519663815,19.700565,1,1746,1.4183811,19.734777,19.7119,0.1744103,0.3234,150.0895394,-2.5148599,0.89428574,t17_f5_c3,0.99909854,19.4087,0.3138,417120238.0,True,False,False,correction_1.0.6,0.0,,,,,ZTF21achinnw
ztf,59500.52224540012,1746522243815015001,2,1746522243815,19.723976,1,1746,1.2076219,19.842016,19.7747,0.2063265,0.361,150.0896223,-2.5147862,0.9042857,t17_f5_c3,0.9998708,19.4968,0.3586,417120238.0,True,True,True,correction_1.0.6,0.0,18.67081,0.058794677,0.07015724,,ZTF21achinnw
ztf,59501.51627309993,1747516273815015003,2,1747516273815,19.973764,1,1747,0.87332314,19.739218,19.5539,0.1569971,0.2818,150.0897093,-2.5148221,0.94142854,t17_f5_c3,0.999966,19.5375,0.3555,417120238.0,True,True,True,correction_1.0.6,0.0,18.634752,0.043029863,0.056768253,,ZTF21achinnw
ztf,59501.51885419991,1747518853815015001,2,1747518853815,20.0354,1,1747,1.2760675,19.905066,20.0823,0.19643143,0.4363,150.0896054,-2.5147765,0.8914286,t17_f5_c3,0.9999658,19.6539,0.3772,417120238.0,True,True,True,correction_1.0.6,0.0,18.691841,0.051047727,0.06425707,,ZTF21achinnw
ztf,59501.52142360015,1747521423815015007,2,1747521423815,20.08327,1,1747,1.3501674,19.753578,19.4939,0.20118575,0.2503,150.0896115,-2.514716,0.81142855,t17_f5_c3,0.98874897,19.3775,0.2878,417120238.0,True,True,True,correction_1.0.6,0.0,18.639923,0.061798155,0.0721332,,ZTF21achinnw
ztf,59501.52399310004,1747523993815015003,2,1747523993815,20.074669,1,1747,1.354339,19.620234,19.6219,0.16229577,0.2855,150.089567,-2.5148184,0.9057143,t17_f5_c3,0.99997133,19.8075,0.4336,417120238.0,True,True,True,correction_1.0.6,0.0,18.59021,0.051835548,0.062848896,,ZTF21achinnw
ztf,59501.5265740999,1747526573815015005,2,1747526573815,20.059036,1,1747,1.3968567,19.796509,19.4752,0.16976626,0.2516,150.0895971,-2.5147121,0.8057143,t17_f5_c3,0.9949155,19.2913,0.272,417120238.0,True,True,True,correction_1.0.6,0.0,18.65512,0.045792133,0.059332997,,ZTF21achinnw
