tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,parent_candid,oid
ztf,59276.23021990014,1522230213715015006,1,1522230213715,19.9598,1,1522,5.709,19.959,19.7171,0.236188,0.2467,157.9843897,-15.9554308,0.402857,t17_f5_c3,19.4997,0.2593,False,False,False,correction_0.0.1,0.0,,,,,,,ZTF21aaokvio
ztf,59280.23200230021,1526232003715015009,1,1526232003715,20.353811,1,1526,5.8566318,19.784714,19.7449,0.15953754,0.1935,157.98434,-15.9554004,0.72571427,t17_f5_c3,20.0125,0.3165,True,False,False,correction_0.0.1,0.0,0.9999939,316120137.0,,,,,ZTF21aaokvio
ztf,59280.23200230021,1526232003715025009,1,1526232003715,20.3538,1,1526,5.85663,19.7847,19.7449,0.159538,0.1935,157.98434,-15.9554004,0.725714,t17_f5_c3,20.0125,0.3165,False,False,False,correction_0.0.1,0.0,,,,,,,ZTF21aaokvio
ztf,59280.28885419993,1526288853715015009,2,1526288853715,20.470743,1,1526,0.671205,19.941795,19.6495,0.17727202,0.1827,157.9842749,-15.9554908,0.5757143,t17_f5_c3,19.5452,0.2128,True,True,False,correction_0.0.1,0.0,0.9979663,316120237.0,19.81823,0.15528828,0.15820283,,ZTF21aaokvio
ztf,59280.28885419993,1526288853715025009,2,1526288853715,20.4707,1,1526,0.671205,19.9418,19.6495,0.177272,0.1827,157.9842749,-15.9554908,0.575714,t17_f5_c3,19.5452,0.2128,False,True,False,correction_0.0.1,0.0,,,19.818233,0.15528819,0.15820275,,ZTF21aaokvio
ztf,59290.25289350003,1536252893715015006,2,1536252893715,20.28774,1,1536,0.5754514,19.019758,18.8741,0.09189171,0.1074,157.9843145,-15.9554626,0.89857143,t17_f5_c3,18.7657,0.1244,True,True,False,correction_0.0.1,0.0,0.9998374,316120237.0,18.965174,0.08629323,0.08738618,,ZTF21aaokvio
ztf,59290.29376159981,1536293763715015014,1,1536293763715,20.290216,1,1536,5.9390717,18.895678,18.82,0.100480266,0.0936,157.9843311,-15.9554747,0.88857144,t17_f5_c3,18.8335,0.1209,True,False,False,correction_0.0.1,0.0,0.99993825,316120137.0,,,,,ZTF21aaokvio
ztf,59292.25225690007,1538252253715015010,2,1538252253715,20.066536,1,1538,0.53895396,18.958471,18.9219,0.099066146,0.1306,157.9843357,-15.95545,0.9142857,t17_f5_c3,18.8727,0.1599,True,True,False,correction_0.0.1,0.0,0.9999993,316120237.0,18.906813,0.09355635,0.09446304,,ZTF21aaokvio
ztf,59292.27497689985,1538274973715015005,1,1538274973715,20.103563,1,1538,5.9922066,18.676266,18.527,0.10466464,0.0833,157.9843122,-15.9554641,0.87142855,t17_f5_c3,18.6402,0.1177,True,False,False,correction_0.0.1,0.0,0.999992,316120137.0,,,,,ZTF21aaokvio
ztf,59294.28098380007,1540280983715015003,2,1540280983715,19.742517,1,1540,0.5577915,18.759464,18.8168,0.09184009,0.1479,157.9843434,-15.9554517,0.9014286,t17_f5_c3,18.857,0.1964,True,True,False,correction_0.0.1,0.0,0.99999845,316120237.0,18.716288,0.08757701,0.088259555,,ZTF21aaokvio
