tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid,rbversion,oid
ztf,58292.46903940011,538469032315015011,2,538469032315,21.0409,1,538,1.42663,16.9533,16.9039,0.289911,0.0363,326.5222141,53.9033939,0.35,16.8581,0.0355,False,False,False,bulk_1.0.0,0.0,5.42344242315015e+17,,,,,,,ZTF18abdeglb
ztf,58296.34424770018,542344242315015004,2,542344242315,19.62637,1,542,1.0217922,16.537067,16.1738,0.07248699,0.0229,326.5225726,53.9036341,0.42,16.121,0.0243,False,True,True,bulk_1.0.0,0.0,5.4643193231501504e+17,12.971525,100.0,0.00271671,0.0,802120223.0,,ZTF18abdeglb
ztf,58300.4319329001,546431932315015009,2,546431932315,20.424168,1,546,0.9705102,16.053757,16.4117,0.056583125,0.022,326.5224345,53.9034401,0.40666667,16.1762,0.0202,True,True,True,bulk_1.0.0,0.0,0.0,12.948945,100.0,0.0032416221,0.0,802120223.0,,ZTF18abdeglb
ztf,58300.4319329001,546431932315015010,2,546431932315,20.424168,1,546,0.92228806,16.009926,15.9465,0.02784724,0.0169,326.5224577,53.903395,0.44333333,15.9303,0.0173,True,True,True,bulk_1.0.0,0.0,0.0,12.946386,100.0,0.0016571666,0.0,802120223.0,,ZTF18abdeglb
ztf,58327.44625000004,573446252315015000,1,573446252315,19.4883,1,573,0.829751,18.9698,19.6681,0.326538,0.5182,326.5225487,53.9033165,0.353333,19.6831,0.6668,False,True,False,bulk_1.0.0,0.0,5.7736458231501e+17,15.733448,100.0,0.016572678,,,t8_f5_c3,ZTF18abdeglb
ztf,58331.36458329996,577364582315010095,2,577364582315,16.350506,-1,577,0.07579621,13.991482,14.086,0.036505695,0.057,326.5229176,53.9034005,0.56,14.0618,0.0713,False,True,True,bulk_1.0.0,0.0,6.06287962315015e+17,13.578672,0.008205991,0.024959547,0.0,802120223.0,t8_f5_c3,ZTF18abdeglb
ztf,58340.38619210012,586386192315015006,2,586386192315,20.213577,1,586,0.5241601,15.893638,15.8991,0.10198525,0.0202,326.5226733,53.9033496,0.37,15.8811,0.0207,False,True,True,bulk_1.0.0,0.0,6.05278262315015e+17,12.939106,100.0,0.006710034,0.0,802120223.0,t8_f5_c3,ZTF18abdeglb
ztf,58348.359270799905,594359272315015006,1,594359272315,21.0972,1,594,1.01961,18.8572,19.5574,0.276406,0.1487,326.5224314,53.9034516,0.426667,19.5627,0.1679,False,True,False,bulk_1.0.0,0.0,6.05278262315015e+17,15.727444,100.0,0.015475496,,,t12_f5_c3,ZTF18abdeglb
ztf,58349.37380790012,595373802315015006,1,595373802315,21.1288,1,595,0.656329,18.9491,19.6805,0.250046,0.1646,326.5226176,53.9033401,0.436667,19.6439,0.1788,False,True,False,bulk_1.0.0,0.0,6.05278262315015e+17,15.7323885,100.0,0.0129221575,,,t12_f5_c3,ZTF18abdeglb
ztf,58352.368414400145,598368412315015003,1,598368412315,20.4567,1,598,0.985961,19.0135,19.8113,0.321729,0.2671,326.5225172,53.9032624,0.426667,19.9436,0.3645,False,True,False,bulk_1.0.0,0.0,6.05278262315015e+17,15.735624,100.0,0.015715923,,,t12_f5_c3,ZTF18abdeglb
