tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,rbversion,oid
ztf,58293.422673599795,539422674115010015,1,539422674115,20.433092,-1,539,0.19697134,19.519688,18.753815,19.5851,0.1492476,0.068635695,0.07371536,0.1625,289.161506,34.365362,0.69666666,0.0,19.7971,0.259,685120141.0,False,True,False,bulk_1.0.0,0.0,5.6335975411501005e+17,,ZTF18abcxaue
ztf,58296.44871529983,542448714115010007,1,542448714115,19.5785,-1,542,0.199194,19.4761,18.776005,19.6629,0.22826,0.116595306,0.119782016,0.3894,289.1614432,34.3653238,0.58,,20.3276,0.9256,,False,True,False,bulk_1.0.0,0.0,5.5737406411501005e+17,,ZTF18abcxaue
ztf,58302.43469909998,548434694115010007,1,548434694115,20.151257,-1,548,0.5251204,19.559519,18.734667,19.567,0.19808583,0.08881808,0.09266438,0.224,289.1615946,34.3653007,0.57,0.0,19.4673,0.2646,685120141.0,False,True,False,bulk_1.0.0,0.0,5.5737406411501005e+17,,ZTF18abcxaue
ztf,58305.3307523001,551330754115010023,1,551330754115,20.87857,-1,551,0.2358817,19.432964,18.799347,19.4309,0.1193739,0.06040659,0.06659818,0.1069,289.1614693,34.3653162,0.73,0.0,19.2572,0.1206,685120141.0,False,True,False,bulk_1.0.0,0.0,5.5737406411501005e+17,,ZTF18abcxaue
ztf,58311.37406249996,557374064115010016,1,557374064115,20.87372,-1,557,0.199115,19.55739,18.735664,20.1914,0.13149244,0.055733845,0.061689395,0.2304,289.1615111,34.3653687,0.7,0.0,20.1307,0.2881,685120141.0,False,True,False,bulk_1.0.0,0.0,5.6335975411501005e+17,,ZTF18abcxaue
ztf,58317.3597569,563359754115010018,1,563359754115,20.559162,-1,563,0.38157883,19.635223,18.700987,19.5684,0.21383427,0.086742066,0.09044463,0.161,289.1615028,34.3652859,0.55333334,0.0,19.641,0.2239,685120141.0,False,True,False,bulk_1.0.0,0.0,5.8418194411501e+17,,ZTF18abcxaue
ztf,58326.42215280002,572422154115020005,1,572422154115,18.946,-1,572,0.447152,19.3397,18.855085,19.7396,0.233038,0.1461846,0.14913526,0.6312,289.1613988,34.3654998,0.54,,19.1078,0.4545,,False,True,False,bulk_1.0.0,0.0,5.8418194411501e+17,t8_f5_c3,ZTF18abcxaue
ztf,58332.23774310015,578237744115010016,1,578237744115,20.951937,-1,578,0.39173225,19.955753,18.589518,19.8391,0.19286183,0.049682736,0.054796353,0.157,289.1614005,34.3652745,0.55333334,0.0,20.3245,0.3212,685120141.0,False,True,False,bulk_1.0.0,0.0,5.8418194411501e+17,t8_f5_c3,ZTF18abcxaue
ztf,58338.18194440007,584181944115010015,1,584181944115,21.041784,-1,584,0.13243788,20.013021,18.573782,19.8395,0.15831581,0.03535121,0.042056046,0.1476,289.161472,34.3653471,0.6433333,0.0,19.8289,0.1915,685120141.0,True,True,False,bulk_1.0.0,0.0,0.0,t8_f5_c3,ZTF18abcxaue
ztf,58580.516990699805,826516990515015011,2,826516990515,20.021898,1,826,0.24505566,17.44161,15.625287,17.3532,0.119288765,0.013490492,0.022390835,0.0437,289.1615145,34.365364,0.24285714,0.0,17.3694,0.0554,1726120205.0,False,True,False,bulk_1.0.0,0.0,8.30513044115015e+17,t15_f5_c3,ZTF18abcxaue
ztf,58581.44761569984,827447614115015011,2,827447614115,20.36566,1,827,0.5595464,17.814219,15.62142,17.5959,0.0701927,100.0,0.009314776,0.0414,289.1615513,34.3652506,0.31142858,0.0,17.6232,0.0531,685120241.0,False,True,False,bulk_1.0.0,0.0,8.30513044115015e+17,t15_f5_c3,ZTF18abcxaue
ztf,58584.51304400014,830513044115015012,2,830513044115,20.048737,1,830,0.2717193,17.757147,15.613671,17.6144,0.08509144,100.0,0.011816685,0.0428,289.1614748,34.3653059,0.36571428,0.0,17.5941,0.0527,685120241.0,False,True,False,bulk_1.0.0,0.0,8.37466794115015e+17,t15_f5_c3,ZTF18abcxaue
ztf,58587.51179399993,833511794115015008,2,833511794115,19.255075,1,833,0.141009,17.956911,15.639311,17.8138,0.10924778,100.0,0.0129232695,0.1135,289.1614675,34.365343,0.53,0.0,17.884,0.1536,685120241.0,False,True,False,bulk_1.0.0,0.0,8.37466794115015e+17,t15_f5_c3,ZTF18abcxaue
ztf,58591.46679400001,837466794115015014,2,837466794115,19.665115,1,837,0.4512442,17.877342,15.629588,18.1192,0.083720736,100.0,0.010561642,0.0975,289.1615889,34.3653365,0.47,0.0,18.2446,0.1384,685120241.0,False,True,False,bulk_1.0.0,0.0,8.39352580515015e+17,t15_f5_c3,ZTF18abcxaue
ztf,58591.46679400001,837466794115015015,2,837466794115,19.665115,1,837,0.76400113,17.96149,15.639852,18.3567,0.13200894,100.0,0.015557778,0.122,289.1616984,34.3653366,0.33571428,0.0,18.5687,0.1893,685120241.0,False,True,False,bulk_1.0.0,0.0,8.39352580515015e+17,t15_f5_c3,ZTF18abcxaue
ztf,58593.352580999956,839352580515015007,2,839352580515,19.19154,1,839,0.58523196,17.497663,15.635591,17.6157,0.09461803,100.0,0.017027255,0.0813,289.1616075,34.365294,0.54285717,0.0,17.6008,0.102,1726120205.0,True,True,False,bulk_1.0.0,0.0,0.0,t15_f5_c3,ZTF18abcxaue
ztf,58612.411990699824,858411994115010044,1,858411994115,21.1141,-1,858,0.188353,20.2376,18.521183,20.3461,0.292161,0.056070924,0.06012508,0.2129,289.1613805,34.365369,0.617143,,20.723,0.3938,,False,True,False,bulk_1.0.0,0.0,8.8145546411501e+17,t15_f5_c3,ZTF18abcxaue
ztf,58632.43717590021,878437174115010020,1,878437174115,20.801357,-1,878,0.17035393,20.111244,18.549118,20.3566,0.2022967,0.042508285,0.047988586,0.2673,289.1614833,34.3653448,0.9285714,0.0,20.3725,0.3538,685120141.0,False,True,False,bulk_1.0.0,0.0,8.99412814115015e+17,t17_f5_c3,ZTF18abcxaue
ztf,58635.45546300011,881455464115010033,1,881455464115,21.08336,-1,881,0.12742177,20.027868,18.569872,19.9374,0.19066928,0.044306673,0.04978312,0.1484,289.1614846,34.3653687,0.8528572,0.0,20.0332,0.2131,685120141.0,False,True,False,bulk_1.0.0,0.0,8.99412814115015e+17,t17_f5_c3,ZTF18abcxaue
ztf,58638.37033559987,884370334115010030,1,884370334115,21.0259,-1,884,0.119314,20.1534,18.539352,20.0181,0.244884,0.05079045,0.055378508,0.1658,289.1614324,34.3653457,0.8,,19.8587,0.1882,,False,True,False,bulk_1.0.0,0.0,8.99412814115015e+17,t17_f5_c3,ZTF18abcxaue
ztf,58647.32775459997,893327754115015013,2,893327754115,20.5325,1,893,0.936331,18.6239,15.699922,18.0389,0.293775,0.0068944674,0.01988034,0.0544,289.1617176,34.3652423,0.418571,,17.9269,0.0615,,False,True,False,bulk_1.0.0,0.0,8.99412814115015e+17,t17_f5_c3,ZTF18abcxaue
ztf,58650.318414399866,896318414115015010,2,896318414115,20.0638,1,896,0.560104,18.0831,15.653495,17.8418,0.185725,0.008573321,0.01981658,0.0648,289.1616212,34.3653293,0.38,,18.0273,0.0979,,False,True,False,bulk_1.0.0,0.0,8.99412814115015e+17,t17_f5_c3,ZTF18abcxaue
