tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,rbversion,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,oid
ztf,58303.40332179982,549403323015015017,1,549403323015,20.556507,1,549,1.8346573,17.742521,17.4842,0.18210821,0.0396,281.5312467,10.5701616,0.29333332,0.0,17.4967,0.0447,539120130.0,True,False,False,bulk_1.0.0,0.0,0.0,,,,,ZTF18abecsez
ztf,58581.49790510023,827497903015015009,1,827497903015,20.425285,1,827,2.625789,17.84918,17.5515,0.1800875,0.048,281.5313317,10.5698994,0.09142857,0.0,17.6261,0.0571,539120130.0,True,False,False,bulk_1.0.0,0.0,0.0,t15_f5_c3,,,,ZTF18abecsez
ztf,58628.44093749998,874440933015015004,1,874440933015,19.918343,1,874,2.4514165,17.491976,17.2317,0.114691116,0.0372,281.5312775,10.5699119,0.25714287,0.0,17.3824,0.0515,539120130.0,True,False,False,bulk_1.0.0,0.0,0.0,t17_f5_c3,,,,ZTF18abecsez
ztf,58711.269814800005,957269813015015005,1,957269813015,20.057102,1,957,1.781459,17.76555,17.6099,0.18901038,0.0546,281.5311174,10.5700246,0.31285715,3.314e-05,17.6933,0.0691,539120130.0,False,False,False,bulk_1.0.0,0.0,9.80231433015015e+17,t17_f5_c3,,,,ZTF18abecsez
ztf,58734.2314352002,980231433015015005,1,980231433015,19.881512,1,980,1.9579519,17.796074,17.42,0.16017985,0.0482,281.531238,10.5700783,0.3,0.02981183,17.4684,0.06,539120130.0,True,False,False,bulk_1.0.0,0.0,0.0,t17_f5_c3,,,,ZTF18abecsez
ztf,58750.13180560013,996131801915015006,1,996131801915,20.0242,1,996,0.519517,17.3163,17.4696,0.09252,0.0443,281.5307536,10.5702848,0.807143,,17.4688,0.0507,,False,True,True,bulk_1.0.0,0.0,1.025110271915015e+18,t17_f5_c3,14.45057,100.0,0.0066060796,ZTF18abecsez
ztf,58776.12329859985,1022123293015015008,1,1022123293015,20.499252,1,1022,2.49392,17.916101,17.5536,0.20027326,0.0427,281.531294,10.5699141,0.23285714,0.00844547,17.5502,0.0474,539120130.0,False,False,False,bulk_1.0.0,0.0,1.025110271915015e+18,t17_f5_c3,,,,ZTF18abecsez
ztf,58779.11027779989,1025110271915015005,1,1025110271915,20.339045,1,1025,1.7126179,17.950724,17.9141,0.13540488,0.0618,281.5310276,10.5699772,0.22,0.00023416,17.7875,0.0623,538120119.0,True,False,False,bulk_1.0.0,0.0,0.0,t17_f5_c3,,,,ZTF18abecsez
ztf,59000.35282409983,1246352821915015005,2,1246352821915,18.7226,1,1246,0.354888,16.5945,16.5172,0.110059,0.0604,281.5308956,10.5704547,0.55,,16.5198,0.0743,,False,True,False,bulk_1.0.0,0.0,1.273357211915015e+18,t17_f5_c3,13.793434,100.0,0.00834064,ZTF18abecsez
ztf,59027.35721059982,1273357211915015006,1,1273357211915,20.416069,1,1273,1.4681052,17.689537,17.6728,0.097016625,0.0453,281.5311817,10.5702003,0.28714284,0.19264418,17.5582,0.0461,538120119.0,True,False,False,bulk_1.0.0,0.0,0.0,t17_f5_c3,,,,ZTF18abecsez
ztf,59098.20368060004,1344203683015015009,1,1344203683015,20.338154,1,1344,2.0816517,17.528591,17.4425,0.11809789,0.0399,281.5312053,10.5699892,0.24428572,0.02910334,17.4073,0.044,539120130.0,False,False,False,bulk_1.0.0,0.0,1.371171423015015e+18,t17_f5_c3,,,,ZTF18abecsez
ztf,59125.171423600055,1371171423015015005,1,1371171423015,20.039076,1,1371,1.9777012,17.707241,17.5654,0.14972608,0.0518,281.5311764,10.5700022,0.29142857,0.01397097,17.673,0.0676,539120130.0,False,False,False,bulk_1.0.0,0.0,1.377166641915015e+18,t17_f5_c3,,,,ZTF18abecsez
ztf,59127.09788190015,1373097881915015009,2,1373097881915,20.0868,1,1373,2.81655,18.9993,18.0118,0.417309,0.0976,281.5316126,10.5703886,0.275714,,17.8416,0.0953,,False,False,True,bulk_1.0.0,0.0,1.387193703015015e+18,t17_f5_c3,,,,ZTF18abecsez
ztf,59129.18771990016,1375187713015015004,1,1375187713015,20.5513,1,1375,2.53164,17.6491,17.4926,0.166931,0.0395,281.531321,10.5699285,0.187143,,17.4279,0.0418,,False,False,False,bulk_1.0.0,0.0,1.387193703015015e+18,t17_f5_c3,,,,ZTF18abecsez
ztf,59131.16664349986,1377166641915015009,1,1377166641915,20.121391,1,1377,0.93196476,17.734213,18.0162,0.13433552,0.0721,281.5309908,10.5702098,0.49857143,0.35854942,18.008,0.0824,538120119.0,False,True,True,bulk_1.0.0,0.0,1.387193703015015e+18,t17_f5_c3,14.475625,100.0,0.006679679,ZTF18abecsez
ztf,59141.19370369986,1387193703015015013,1,1387193703015,19.657743,1,1387,2.330413,17.567986,17.3043,0.11078054,0.0488,281.5313942,10.5701374,0.18,0.08499813,17.285,0.0575,539120130.0,False,False,False,bulk_1.0.0,0.0,1.417139513015015e+18,t17_f5_c3,,,,ZTF18abecsez
ztf,59171.13951390004,1417139513015015014,1,1417139513015,19.527206,1,1417,2.2601497,17.577028,17.3936,0.10454079,0.0555,281.53134,10.5700791,0.22,0.00322196,17.4337,0.0698,539120130.0,True,False,False,bulk_1.0.0,0.0,0.0,t17_f5_c3,,,,ZTF18abecsez
ztf,59291.503692099825,1537503691915015011,1,1537503691915,20.6473,1,1537,1.00839,17.8889,17.7633,0.179461,0.0526,281.5308606,10.5701322,0.4,,17.7144,0.0551,,False,True,True,correction_0.0.1,0.0,,t17_f5_c3,14.482818,100.0,0.007789987,ZTF18abecsez
ztf,59302.498472199775,1548498473015015006,1,1548498473015,19.720743,1,1548,2.042306,17.693108,17.4441,0.15393125,0.0542,281.5311799,10.5699805,0.31,0.00756389,17.6064,0.0767,539120130.0,True,False,False,correction_0.0.1,0.0,,t17_f5_c3,,,,ZTF18abecsez
ztf,59307.489618100226,1553489613015015007,1,1553489613015,20.384926,1,1553,2.226846,17.711155,17.4536,0.17062058,0.0387,281.5312793,10.5700093,0.25,0.00586367,17.4413,0.0436,539120130.0,True,False,False,correction_0.0.1,0.0,,t17_f5_c3,,,,ZTF18abecsez
ztf,59329.44083329989,1575440833015035008,2,1575440833015,19.9676,1,1575,3.02944,18.1147,17.6038,0.232588,0.0629,281.5315261,10.5699617,0.21,,17.562,0.07,,False,False,True,correction_0.0.1,0.0,,t17_f5_c3,,,,ZTF18abecsez
ztf,59349.39972219989,1595399721915015009,1,1595399721915,20.835073,1,1595,1.4915406,18.100956,17.9954,0.14379229,0.0551,281.5311747,10.5701749,0.28714284,0.0126583,17.9262,0.0564,538120119.0,True,False,False,correction_0.0.1,0.0,,t17_f5_c3,,,,ZTF18abecsez
ztf,59349.44156249985,1595441561915015020,2,1595441561915,20.3691,1,1595,0.576766,16.9708,16.9221,0.075524,0.0296,281.5308819,10.5705446,0.555714,,16.9193,0.0329,,False,True,False,correction_0.0.1,0.0,,t17_f5_c3,13.817806,100.0,0.0041389214,ZTF18abecsez
ztf,59358.44045139989,1604440451915015007,1,1604440451915,19.6003,1,1604,0.85242,17.5244,17.4494,0.123269,0.0546,281.5309714,10.5702254,0.53,,17.3836,0.062,,False,True,True,correction_0.0.1,0.0,,t17_f5_c3,14.464176,100.0,0.0073580737,ZTF18abecsez
ztf,59373.389317099936,1619389311915015019,2,1619389311915,20.2584,1,1619,0.233244,16.696,16.8484,0.142278,0.0278,281.5308596,10.5704467,0.504286,,16.8632,0.0317,,False,True,False,correction_0.0.1,0.0,,t17_f5_c3,13.800802,100.0,0.009886877,ZTF18abecsez
ztf,59375.36640049983,1621366401915015007,1,1621366401915,20.599842,1,1621,0.9923416,17.522673,17.4864,0.10180084,0.0351,281.53099,10.5701864,0.34571427,0.97903764,17.4211,0.0371,538120119.0,True,True,True,correction_0.0.1,0.0,,t17_f5_c3,14.464073,100.0,0.0060857143,ZTF18abecsez
ztf,59375.36640049983,1621366401915015008,1,1621366401915,20.5998,1,1621,0.758585,17.3247,17.4763,0.048165,0.0377,281.5309491,10.5702384,0.618571,,17.4936,0.0422,,False,True,True,correction_0.0.1,0.0,,t17_f5_c3,14.451167,100.0,0.0034144348,ZTF18abecsez
ztf,59379.37327549979,1625373271915015013,2,1625373271915,20.6388,1,1625,0.780427,17.8016,17.6426,0.083429,0.0526,281.5306881,10.5702154,0.417143,,17.6437,0.0583,,False,True,False,correction_0.0.1,0.0,,t17_f5_c3,13.8501005,100.0,0.002191378,ZTF18abecsez
ztf,59387.33655089978,1633336553015015008,1,1633336553015,19.842403,1,1633,1.254452,17.267075,17.0304,0.15264778,0.0352,281.5310529,10.5701692,0.35285714,0.01810774,17.0851,0.0444,539120130.0,True,True,True,correction_0.0.1,0.0,,t17_f5_c3,14.436795,100.0,0.011261043,ZTF18abecsez
ztf,59440.248356500175,1686248351915025010,2,1686248351915,20.0621,1,1686,0.50107,16.763,16.8863,0.084648,0.0326,281.530941,10.5704545,0.621429,,16.8846,0.0372,,False,True,False,correction_1.0.6,0.0,1.710174351915015e+18,t17_f5_c3,13.805327,100.0,0.005553251,ZTF18abecsez
ztf,59464.174351899885,1710174351915015008,1,1710174351915,20.84324,1,1710,1.2730862,17.858606,17.8693,0.14018151,0.0489,281.5309749,10.5700902,0.28428572,0.43153813,17.8566,0.0528,538120119.0,True,True,True,correction_1.0.6,0.0,,t17_f5_c3,14.481484,100.0,0.006249454,ZTF18abecsez
ztf,59485.18758099992,1731187581915015004,1,1731187581915,20.0164,1,1731,1.73855,17.562,17.733,0.118105,0.0613,281.531216,10.5701083,0.251429,,17.697,0.0684,,False,False,False,correction_1.0.6,0.0,1.748143073015015e+18,t17_f5_c3,,,,ZTF18abecsez
ztf,59494.166759300046,1740166753015015007,1,1740166753015,19.8134,1,1740,2.00764,17.4263,17.1694,0.1214,0.0459,281.531296,10.5701455,0.214286,,17.2238,0.0565,,False,False,False,correction_1.0.6,0.0,1.748143073015015e+18,t17_f5_c3,,,,ZTF18abecsez
ztf,59502.143078700174,1748143073015015004,1,1748143073015,19.606506,1,1748,2.122979,17.842253,17.4436,0.1062913,0.0533,281.5312991,10.5700852,0.24285714,0.03608638,17.416,0.064,539120130.0,True,False,False,correction_1.0.6,0.0,,t17_f5_c3,,,,ZTF18abecsez
ztf,59504.18599539995,1750185993015015006,1,1750185993015,19.712168,1,1750,2.0830598,17.670195,17.3497,0.12653999,0.0508,281.531278,10.570074,0.27714285,7.895e-05,17.336,0.0607,539120130.0,True,False,False,correction_1.0.6,0.0,,t17_f5_c3,,,,ZTF18abecsez
ztf,59600.56796299992,1846567961915015016,2,1846567961915,18.8956,1,1846,0.806092,16.0935,16.2936,0.088747,0.0317,281.5310424,10.5703999,0.511429,,16.2849,0.0387,,False,True,False,correction_1.0.6,0.0,1.868513281915015e+18,t17_f5_c3,13.74623,100.0,0.010215169,ZTF18abecsez
ztf,59600.572766200174,1846572761915015020,2,1846572761915,18.7365,1,1846,0.383808,16.2025,16.2473,0.09537,0.0345,281.530915,10.5704362,0.614286,,16.1973,0.041,,False,True,False,correction_1.0.6,0.0,1.868513281915015e+18,t17_f5_c3,13.758233,100.0,0.010039342,ZTF18abecsez
ztf,59621.55300930003,1867553003015015005,2,1867553003015,19.4108,1,1867,0.84002,16.6039,16.4666,0.102285,0.0252,281.5310075,10.5704887,0.58,,16.4617,0.0293,,False,True,False,correction_1.0.6,0.0,1.868513281915015e+18,t17_f5_c3,13.835695,100.0,0.007989685,ZTF18abecsez
ztf,59621.55560189998,1867555603015015005,2,1867555603015,19.5407,1,1867,0.675185,16.7398,16.6227,0.110602,0.0291,281.5309775,10.5703865,0.551429,,16.6514,0.0351,,False,True,False,correction_1.0.6,0.0,1.868513281915015e+18,t17_f5_c3,13.845719,100.0,0.007693622,ZTF18abecsez
ztf,59622.51328699989,1868513281915015007,1,1868513281915,19.158592,1,1868,1.1964471,17.543777,17.3778,0.12299667,0.0503,281.5310888,10.5701992,0.51714283,0.82786465,17.327,0.057,538120119.0,True,True,True,correction_1.0.6,0.0,,t17_f5_c3,14.465323,100.0,0.0072195763,ZTF18abecsez
ztf,59625.55027779983,1871550273015015007,2,1871550273015,18.935003,1,1871,1.4870961,16.644215,16.5538,0.068734854,0.0349,281.5312086,10.5704389,0.5214286,0.9883498,16.5559,0.0426,539120230.0,True,False,True,correction_1.0.6,0.0,,t17_f5_c3,,,,ZTF18abecsez
