tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid,oid
ztf,58367.227291699965,613227295215015070,1,613227295215,20.86,1,613,1.52913,19.6469,19.1946,0.196857,0.1395,280.818108,43.5135263,0.39,t12_f5_c3,19.1169,0.142,False,False,False,bulk_1.0.0,0.0,6.19193315215015e+17,,,,,,ZTF18aalfuht
ztf,58373.17532410007,619175325215015066,2,619175325215,20.605843,1,619,0.56221294,18.69801,18.3575,0.107936226,0.0822,280.817481,43.5136406,0.48,t8_f5_c3,18.2932,0.0865,False,True,False,bulk_1.0.0,0.0,6.25151075215015e+17,15.510759,100.0,0.0057314844,0.0,726120252.0,ZTF18aalfuht
ztf,58373.19331019977,619193315215015040,1,619193315215,20.79419,1,619,0.55362356,19.378536,19.1789,0.14365606,0.1327,280.8176084,43.5136152,0.5833333,t8_f5_c3,18.896,0.1155,False,True,True,bulk_1.0.0,0.0,6.25151075215015e+17,16.000526,100.0,0.00639912,0.0,726120152.0,ZTF18aalfuht
ztf,58379.15107640019,625151075215015063,1,625151075215,20.470417,1,625,0.5960722,19.342772,19.2271,0.18548356,0.163,280.8175294,43.513641,0.48333332,t8_f5_c3,18.9834,0.1513,True,True,True,bulk_1.0.0,0.0,0.0,15.998909,100.0,0.008526293,0.0,726120152.0,ZTF18aalfuht
ztf,59859.17962960014,2105179625215015012,1,2105179625215,19.7907,1,2105,0.84681,18.4915,18.1897,0.176301,0.1009,280.8177111,43.5132827,0.587143,t17_f5_c3,18.1014,0.1143,False,True,False,1.1.6,0.0,2.133155995215015e+18,15.941068,0.0135736605,0.016829893,,,ZTF18aalfuht
ztf,59865.180486099795,2111180485215015014,1,2111180485215,20.0708,1,2111,0.832089,18.5837,18.3025,0.179881,0.0915,280.8176965,43.5132791,0.571429,t17_f5_c3,18.3512,0.1142,False,True,False,1.1.6,0.0,2.133155995215015e+18,15.949538,0.012335433,0.015897198,,,ZTF18aalfuht
ztf,59874.13180560013,2120131805215015017,2,2120131805215,20.4361,1,2120,0.701068,17.9871,18.1651,0.156009,0.0783,280.8176417,43.513301,0.332857,t17_f5_c3,18.1444,0.0868,False,True,False,1.1.6,0.0,2.133155995215015e+18,15.4587145,0.009659838,0.015198309,,,ZTF18aalfuht
ztf,59881.12393519981,2127123935215015016,1,2127123935215,20.2864,1,2127,0.386478,18.5552,18.5439,0.195427,0.0986,280.8175667,43.5133698,0.661429,t17_f5_c3,18.4088,0.1021,False,True,False,1.1.6,0.0,2.133155995215015e+18,15.946989,0.01458798,0.017688869,,,ZTF18aalfuht
ztf,59887.15599540016,2133155995215015009,1,2133155995215,19.52838,1,2133,0.7013715,18.758389,18.697,0.17606029,0.1742,280.8175389,43.5136698,0.70428574,t17_f5_c3,18.3374,0.1556,True,True,False,1.1.6,0.0,,15.963895,0.00877134,0.013423445,0.00809891,726120152.0,ZTF18aalfuht
ztf,60368.491736100055,2614491735215015009,1,2614491735215,19.660515,1,2614,0.7967714,18.476301,18.5533,0.11831067,0.1462,280.8173832,43.5136753,0.54,t17_f5_c3,18.3216,0.1456,True,True,True,23.12.x,0.0,,15.939609,0.0056648804,0.011437918,0.03645885,726120152.0,ZTF18aalfuht
ztf,60594.13571760012,2840135715215015025,1,2840135715215,20.1952,1,2840,0.359993,18.5756,18.1258,0.185182,0.0698,280.8176458,43.5134363,0.477143,t17_f5_c3,17.985,0.0728,False,True,False,25.0.0,0.0,2.868101815215015e+18,15.94882,0.013079659,0.016477333,,,ZTF18aalfuht
ztf,60595.12462959997,2841124625215015006,1,2841124625215,19.5231,1,2841,0.490689,18.9789,18.8641,0.239132,0.1804,280.8176411,43.5135793,0.418571,t17_f5_c3,18.6852,0.1879,False,True,False,25.0.0,0.0,2.868101815215015e+18,15.979216,0.011026235,0.015092589,,,ZTF18aalfuht
ztf,60602.23660880001,2848236605215015004,1,2848236605215,18.6638,1,2848,0.045133,17.9778,17.7983,0.143107,0.1117,280.8175105,43.5134622,0.705714,t17_f5_c3,17.628,0.1204,False,True,False,25.0.0,0.0,2.868101815215015e+18,15.880104,0.018471986,0.020729186,,,ZTF18aalfuht
ztf,60610.116169000044,2856116165215025033,1,2856116165215,20.4714,1,2856,0.508597,18.1077,17.9203,0.113041,0.0529,280.8175955,43.5133421,0.785714,t17_f5_c3,17.8942,0.0589,False,True,False,25.0.0,0.0,2.868101815215015e+18,15.8979845,0.011254954,0.014768949,,,ZTF18aalfuht
ztf,60610.16167820012,2856161675215025018,2,2856161675215,19.7727,1,2856,0.773872,17.9423,17.8669,0.117066,0.0866,280.8175426,43.5132656,0.854286,t17_f5_c3,17.7568,0.0944,False,True,False,25.0.0,0.0,2.868101815215015e+18,15.454268,0.0018830993,0.011836347,,,ZTF18aalfuht
