tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid,rbversion,oid
ztf,58277.394571799785,523394572815010060,2,523394572815,20.8791,-1,523,1.59124,17.3102,17.1742,0.04932,0.0469,293.9577474,18.1226669,0.293333,17.2163,0.0503,False,False,True,bulk_1.0.0,0.0,5.4735734281501504e+17,,,,,,,ZTF18abcsvkh
ztf,58290.3776273001,536377622815015025,2,536377622815,20.8127,1,536,0.21775,17.0101,17.9762,0.130862,0.0979,293.9579934,18.1229742,0.506667,17.9634,0.1003,False,True,True,bulk_1.0.0,0.0,5.4433712281501504e+17,14.67733,100.0,0.015265313,,,,ZTF18abcsvkh
ztf,58292.32956020022,538329562815015030,2,538329562815,20.515547,1,538,0.12276916,16.777706,17.0761,0.10661764,0.0448,293.9580452,18.1230096,0.50666666,16.993,0.0437,False,True,True,bulk_1.0.0,0.0,5.4433712281501504e+17,14.647513,100.0,0.014988284,0.0,591120228.0,,ZTF18abcsvkh
ztf,58293.3171759001,539317172815015034,2,539317172815,20.375654,1,539,0.21942313,16.604551,16.8682,0.0822643,0.0377,293.9580595,18.1229841,0.57,16.7886,0.0373,False,True,True,bulk_1.0.0,0.0,5.4433712281501504e+17,14.621438,100.0,0.013242384,0.0,591120228.0,,ZTF18abcsvkh
ztf,58294.333784699906,540333782815015032,2,540333782815,19.9184,1,540,0.30228,16.5886,17.4327,0.099584,0.0682,293.9579445,18.122981,0.433333,17.3855,0.0718,False,True,True,bulk_1.0.0,0.0,5.4433712281501504e+17,14.618855,100.0,0.016228998,,,,ZTF18abcsvkh
ztf,58296.31857640017,542318572815015044,2,542318572815,19.679031,1,542,0.1599883,16.318054,16.3972,0.041755,0.0291,293.9580452,18.1229952,0.71,16.3165,0.0303,False,True,True,bulk_1.0.0,0.0,5.4433712281501504e+17,14.569905,100.0,0.008345433,0.0,591120228.0,,ZTF18abcsvkh
ztf,58297.41032409994,543410322815015011,2,543410322815,19.358355,1,543,0.20847735,16.239779,16.8907,0.06170997,0.0505,293.9579595,18.1230515,0.43333334,16.8446,0.056,False,True,True,bulk_1.0.0,0.0,5.4433712281501504e+17,14.5538025,100.0,0.013060657,0.0,591120228.0,,ZTF18abcsvkh
ztf,58298.33712959988,544337122815015016,2,544337122815,19.52979,1,544,0.08997909,16.0429,16.1839,0.07472427,0.0252,293.957994,18.123025,0.62333333,16.1896,0.0289,False,True,True,bulk_1.0.0,0.0,5.4735734281501504e+17,14.509052,100.0,0.018193765,0.0,591120228.0,,ZTF18abcsvkh
ztf,58301.35734950006,547357342815015025,2,547357342815,20.322401,1,547,0.18650433,16.11496,16.3708,0.019371968,0.0238,293.957997,18.1229849,0.43,16.3929,0.0268,False,True,True,bulk_1.0.0,0.0,5.5841668281501504e+17,14.526162,100.0,0.004483886,0.0,591120228.0,,ZTF18abcsvkh
ztf,58303.337013899814,549337012815015029,2,549337012815,20.5729,1,549,0.014695037,16.041811,16.1017,0.015615284,0.018,293.9580147,18.1230302,0.43666667,16.1647,0.0206,False,True,True,bulk_1.0.0,0.0,5.5841668281501504e+17,14.508787,100.0,0.0038048744,0.0,591120228.0,,ZTF18abcsvkh
