tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid,oid
ztf,60684.57638890017,2930576380115015011,2,2930576380115,17.9759,1,2930,1.56334,16.4433,16.5269,0.047093,0.0581,269.8834204,2.0371183,0.527143,t17_f5_c3,16.5171,0.0732,False,False,False,26.0.1,0.0,2.941562070115015e+18,,,,,,ZTF25aabwljm
ztf,60684.57686340017,2930576860115015078,2,2930576860115,17.9246,1,2930,0.674203,16.3196,16.4164,0.058529,0.0553,269.8832351,2.0372914,0.628571,t17_f5_c3,16.419,0.0705,False,True,True,26.0.1,0.0,2.941562070115015e+18,14.611632,100.0,0.012139043,,,ZTF25aabwljm
ztf,60689.561527799815,2935561520115015032,2,2935561520115,17.785875,1,2935,2.163236,16.392948,16.6282,0.095022805,0.0531,269.8834403,2.0369006,0.37571427,t17_f5_c3,16.5453,0.0625,True,False,False,26.0.1,0.0,,,,,0.21131754,485120201.0,ZTF25aabwljm
ztf,60689.56445599999,2935564450115015050,2,2935564450115,17.8299,1,2935,1.67747,16.3277,16.453,0.0928,0.0435,269.8831861,2.0369278,0.348571,t17_f5_c3,16.3511,0.0503,False,False,False,26.0.1,0.0,2.941562070115015e+18,,,,,,ZTF25aabwljm
ztf,60689.56834489992,2935568340115015029,2,2935568340115,17.8631,1,2935,1.04435,16.3935,16.4566,0.084604,0.0445,269.8832203,2.0371327,0.428571,t17_f5_c3,16.3124,0.0493,False,True,True,26.0.1,0.0,2.941562070115015e+18,14.626552,0.008184634,0.016619265,,,ZTF25aabwljm
ztf,60690.56660880009,2936566600115015050,2,2936566600115,18.1746,1,2936,0.291845,16.4008,16.4269,0.07033,0.0392,269.883145,2.037352,0.657143,t17_f5_c3,16.3672,0.0468,False,True,True,26.0.1,0.0,2.941562070115015e+18,14.627982,100.0,0.013740836,,,ZTF25aabwljm
ztf,60695.56207180023,2941562070115015019,2,2941562070115,18.720266,1,2941,1.3896651,16.854317,16.9009,0.06315459,0.0381,269.8833924,2.0371634,0.55,t17_f5_c3,16.8444,0.0446,True,True,True,26.0.1,0.0,,14.70294,100.0,0.008706709,0.4920577,485120201.0,ZTF25aabwljm
ztf,61078.56012730021,3324560120115015008,2,3324560120115,19.5796,1,3324,0.794203,17.4091,17.293,0.089504,0.0486,269.8831711,2.0371861,0.865714,t17_f5_c3,17.2251,0.0554,False,True,True,27.5.7a32.dev1,0.0,3.352481270115015e+18,14.764542,100.0,0.007834647,,,ZTF25aabwljm
ztf,61083.55700229993,3329557000115015009,2,3329557000115,20.0176,1,3329,0.162595,17.1001,17.0125,0.072438,0.0304,269.883049,2.0373437,0.907143,t17_f5_c3,17.0054,0.0353,False,True,True,27.5.7a32.dev1,0.0,3.352481270115015e+18,14.733695,100.0,0.008192276,,,ZTF25aabwljm
ztf,61094.54747689981,3340547470115015012,2,3340547470115,20.0101,1,3340,0.302349,16.8636,16.7547,0.077941,0.0238,269.8830478,2.0373031,0.902857,t17_f5_c3,16.766,0.028,False,True,True,27.5.7a32.dev1,0.0,3.352481270115015e+18,14.704215,100.0,0.010666261,,,ZTF25aabwljm
ztf,61097.54269680008,3343542690115015017,2,3343542690115,20.0523,1,3343,0.384652,16.9324,16.8089,0.047679,0.0245,269.8830174,2.0372909,0.92,t17_f5_c3,16.8012,0.0283,False,True,True,27.5.7a32.dev1,0.0,3.352481270115015e+18,14.713377,100.0,0.0061761537,,,ZTF25aabwljm
ztf,61099.474745399784,3345474740115015012,2,3345474740115,19.5539,1,3345,0.58963,16.9284,16.9506,0.050238,0.0394,269.8831516,2.0372408,0.89,t17_f5_c3,16.9474,0.0479,False,True,True,27.5.7a32.dev1,0.0,3.352481270115015e+18,14.712858,100.0,0.006528533,,,ZTF25aabwljm
ztf,61105.44731480023,3351447310115015011,2,3351447310115,19.2069,1,3351,0.309364,16.9988,16.9838,0.074302,0.0467,269.8830739,2.0372987,0.934286,t17_f5_c3,16.9682,0.0569,False,True,True,27.5.7a32.dev1,0.0,3.352481270115015e+18,14.721753,100.0,0.009123922,,,ZTF25aabwljm
ztf,61106.48127309978,3352481270115015018,2,3352481270115,18.89923,1,3352,1.410205,16.794397,16.972,0.07661198,0.0402,269.8832599,2.037037,0.56285715,t17_f5_c3,16.9516,0.0484,True,False,False,27.5.7a32.dev1,0.0,,,,,0.8842585,485120201.0,ZTF25aabwljm
