tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid,rbversion,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,oid
ztf,58364.16696760012,610166963015015012,2,610166963015,20.6187,1,610,0.672506,15.824,16.2346,0.599533,0.0092,281.6702695,9.9428228,0.24,16.2179,0.0106,False,True,False,bulk_1.0.0,0.0,6.28188073015015e+17,,,t12_f5_c3,15.713288,0.5414095,0.5414126,ZTF18abdksyc
ztf,58365.2485301001,611248533015015043,1,611248533015,20.867317,1,611,4.4488034,17.91888,17.9262,0.064619415,0.0285,281.6701613,9.9428674,0.77,17.8929,0.0339,False,False,False,bulk_1.0.0,0.0,6.28188073015015e+17,0.0,539120130.0,t8_f5_c3,,,,ZTF18abdksyc
ztf,58366.19047449995,612190473015015037,1,612190473015,21.101421,1,612,4.492373,17.978212,17.9913,0.08207577,0.0256,281.6701509,9.9428791,0.74,17.9645,0.0304,False,False,False,bulk_1.0.0,0.0,6.28188073015015e+17,0.0,539120130.0,t8_f5_c3,,,,ZTF18abdksyc
ztf,58367.168263900094,613168263015015007,2,613168263015,20.613,1,613,0.396176,15.9019,16.0907,0.290021,0.0083,281.6701973,9.9428522,0.25,16.0755,0.0096,False,True,False,bulk_1.0.0,0.0,6.28188073015015e+17,,,t12_f5_c3,15.783387,0.26002303,0.26003045,ZTF18abdksyc
ztf,58367.230833299924,613230833015015042,1,613230833015,20.796642,1,613,4.5147195,18.011833,18.0378,0.07235978,0.0322,281.670149,9.9428857,0.78333336,18.0502,0.0402,False,False,False,bulk_1.0.0,0.0,6.28188073015015e+17,0.0,539120130.0,t8_f5_c3,,,,ZTF18abdksyc
ztf,58368.24907410005,614249073015015036,1,614249073015,20.742477,1,614,4.5391397,18.025251,18.06,0.06645624,0.0337,281.6701363,9.9428815,0.79333335,17.9784,0.0388,False,False,False,bulk_1.0.0,0.0,6.28188073015015e+17,0.0,539120130.0,t8_f5_c3,,,,ZTF18abdksyc
ztf,58369.169803199824,615169803015015006,2,615169803015,20.7251,1,615,0.431601,15.9302,16.1397,0.293135,0.0083,281.6701964,9.9428394,0.26,16.1283,0.0095,False,True,False,bulk_1.0.0,0.0,6.28188073015015e+17,,,t12_f5_c3,15.808725,0.26209897,0.2621067,ZTF18abdksyc
ztf,58369.24855320016,615248553015015028,1,615248553015,20.91182,1,615,4.46512,18.035307,18.0877,0.07610181,0.0318,281.6701543,9.9428716,0.73,18.0394,0.0374,False,False,False,bulk_1.0.0,0.0,6.28188073015015e+17,0.0,539120130.0,t8_f5_c3,,,,ZTF18abdksyc
ztf,58370.147916700225,616147913015015010,2,616147913015,20.4494,1,616,0.481859,15.9303,16.1602,0.389767,0.0094,281.6702167,9.9428423,0.286667,16.1535,0.0111,False,True,False,bulk_1.0.0,0.0,6.28188073015015e+17,,,t12_f5_c3,15.808815,0.348501,0.3485068,ZTF18abdksyc
ztf,58370.18901620014,616189013015015036,1,616189013015,20.935293,1,616,4.4636025,18.091412,18.1304,0.06852337,0.0318,281.6701553,9.9428685,0.80333334,18.1161,0.0387,False,False,False,bulk_1.0.0,0.0,6.28188073015015e+17,0.0,539120130.0,t8_f5_c3,,,,ZTF18abdksyc
ztf,58371.16841439996,617168413015015007,2,617168413015,20.6953,1,617,0.450401,15.9901,16.1818,0.347622,0.0085,281.6702062,9.9428444,0.276667,16.1611,0.0098,False,True,False,bulk_1.0.0,0.0,6.28188073015015e+17,,,t12_f5_c3,15.862127,0.308964,0.30897123,ZTF18abdksyc
ztf,58371.19023150019,617190233015015040,1,617190233015,21.071339,1,617,4.50366,18.148823,18.1734,0.08238579,0.03,281.6701479,9.942881,0.6666667,18.1525,0.0361,False,False,False,bulk_1.0.0,0.0,6.28188073015015e+17,0.0,539120130.0,t8_f5_c3,,,,ZTF18abdksyc
ztf,58372.22829859983,618228293015015029,1,618228293015,21.029459,1,618,4.5127015,18.172323,18.2602,0.06878411,0.0333,281.6701474,9.9428879,0.7033333,18.2165,0.0394,False,False,False,bulk_1.0.0,0.0,6.28188073015015e+17,0.0,539120130.0,t8_f5_c3,,,,ZTF18abdksyc
ztf,58373.14678240009,619146783015015007,2,619146783015,20.7813,1,619,0.814805,16.0536,16.4993,0.743169,0.0103,281.6702989,9.9427939,0.236667,16.4988,0.0121,False,True,False,bulk_1.0.0,0.0,6.28188073015015e+17,,,t12_f5_c3,15.918381,0.65614104,0.65614486,ZTF18abdksyc
ztf,58373.23059030017,619230593015015023,1,619230593015,20.500835,1,619,4.4803457,18.20569,18.2857,0.06148548,0.0462,281.6701561,9.9428826,0.8066667,18.354,0.0617,False,False,False,bulk_1.0.0,0.0,6.28188073015015e+17,0.0,539120130.0,t8_f5_c3,,,,ZTF18abdksyc
ztf,58374.22922449978,620229223015015028,1,620229223015,20.753132,1,620,4.49986,18.231827,18.3011,0.084811576,0.0413,281.6701519,9.9428913,0.74,18.3394,0.0533,False,False,False,bulk_1.0.0,0.0,6.28188073015015e+17,0.0,539120130.0,t8_f5_c3,,,,ZTF18abdksyc
ztf,58375.22743060021,621227433015015032,1,621227433015,20.795822,1,621,4.509694,18.283367,18.321,0.07887419,0.0411,281.6701406,9.9428687,0.7266667,18.3189,0.051,False,False,False,bulk_1.0.0,0.0,6.28188073015015e+17,0.0,539120130.0,t8_f5_c3,,,,ZTF18abdksyc
ztf,58376.21057870006,622210573015015024,1,622210573015,20.61147,1,622,4.5181766,18.301125,18.3293,0.07052074,0.0476,281.6701437,9.9428802,0.73,18.3576,0.0613,False,False,False,bulk_1.0.0,0.0,6.28188073015015e+17,0.0,539120130.0,t8_f5_c3,,,,ZTF18abdksyc
ztf,58377.16872690013,623168723015015010,2,623168723015,20.5406,1,623,0.72719,16.1345,16.5135,0.611081,0.012,281.6702737,9.9428042,0.233333,16.4935,0.0142,False,True,False,bulk_1.0.0,0.0,6.28188073015015e+17,,,t12_f5_c3,15.98949,0.5346755,0.5346807,ZTF18abdksyc
ztf,58377.22914349986,623229143015015031,1,623229143015,20.54011,1,623,4.492898,18.272156,18.2681,0.077103116,0.0491,281.6701522,9.9428867,0.74666667,18.245,0.0604,False,False,False,bulk_1.0.0,0.0,6.28188073015015e+17,0.0,539120130.0,t8_f5_c3,,,,ZTF18abdksyc
ztf,58378.169930600096,624169933015015026,1,624169933015,20.555779,1,624,4.470901,18.332886,18.3419,0.09573769,0.0505,281.6701523,9.9428541,0.72333336,18.3414,0.0636,False,False,False,bulk_1.0.0,0.0,6.28188073015015e+17,0.0,539120130.0,t8_f5_c3,,,,ZTF18abdksyc
ztf,58379.16692129988,625166923015015043,1,625166923015,20.378395,1,625,4.463797,18.407738,18.4719,0.10686436,0.0651,281.6701606,9.9428826,0.7033333,18.3798,0.076,False,False,False,bulk_1.0.0,0.0,6.28188073015015e+17,0.0,539120130.0,t8_f5_c3,,,,ZTF18abdksyc
ztf,58380.1594560002,626159453015015014,1,626159453015,19.848259,1,626,4.5068483,18.454363,18.4918,0.10440284,0.0908,281.6701524,9.9428968,0.65,18.3565,0.1026,False,False,False,bulk_1.0.0,0.0,6.28188073015015e+17,0.0,539120130.0,t8_f5_c3,,,,ZTF18abdksyc
ztf,58381.189965299796,627189963015015030,1,627189963015,20.13902,1,627,4.4518046,18.46536,18.4955,0.11143475,0.0834,281.6701677,9.9428991,0.64,18.4491,0.1018,False,False,False,bulk_1.0.0,0.0,6.28188073015015e+17,0.0,539120130.0,t8_f5_c3,,,,ZTF18abdksyc
ztf,58382.12699070014,628126993015015015,2,628126993015,20.3755,1,628,0.33859,16.2428,16.3589,0.383017,0.0119,281.6701587,9.9428376,0.296667,16.3349,0.0141,False,True,False,bulk_1.0.0,0.0,6.28188073015015e+17,,,t12_f5_c3,16.083643,0.3307822,0.33079237,ZTF18abdksyc
ztf,58382.1880787001,628188073015015034,1,628188073015,20.069248,1,628,4.477813,18.440165,18.3417,0.09217661,0.0779,281.6701594,9.9429014,0.72,18.3832,0.1031,False,False,False,bulk_1.0.0,0.0,6.33207013015015e+17,0.0,539120130.0,t8_f5_c3,,,,ZTF18abdksyc
ztf,58383.18923609983,629189233015015025,1,629189233015,19.583672,1,629,4.4785137,18.574833,18.5129,0.089792036,0.1359,281.6701755,9.9429448,0.69,18.3354,0.148,False,False,False,bulk_1.0.0,0.0,6.33207013015015e+17,0.0,539120130.0,t8_f5_c3,,,,ZTF18abdksyc
ztf,58387.207013899926,633207013015015047,1,633207013015,19.505579,1,633,4.3406262,18.720219,18.6107,0.13352557,0.1519,281.6701858,9.942859,0.6,18.6709,0.2059,False,False,False,bulk_1.0.0,0.0,6.36126183015015e+17,0.0,539120130.0,t8_f5_c3,,,,ZTF18abdksyc
ztf,58388.145740699954,634145743015015018,1,634145743015,19.944382,1,634,4.521834,18.726936,18.7755,0.133664,0.1137,281.6701471,9.9428875,0.6066667,18.8034,0.149,False,False,False,bulk_1.0.0,0.0,6.36126183015015e+17,0.0,539120130.0,t8_f5_c3,,,,ZTF18abdksyc
ztf,58390.12618059991,636126183015015061,1,636126183015,21.03372,1,636,4.487754,18.819885,18.7698,0.08576932,0.0506,281.6701519,9.9428832,0.69,18.6976,0.0591,True,False,False,bulk_1.0.0,0.0,0.0,0.0,539120130.0,t8_f5_c3,,,,ZTF18abdksyc
ztf,58582.49879630003,828498793015015023,1,828498793015,20.255362,1,828,4.5191655,19.869474,19.8085,0.21644472,0.2244,281.6701358,9.9428558,0.31285715,19.9019,0.3128,False,False,False,bulk_1.0.0,0.0,8.52477403015015e+17,0.0,539120130.0,t15_f5_c3,,,,ZTF18abdksyc
ztf,58584.48266200023,830482663015015016,1,830482663015,20.4622,1,830,4.55579,19.9788,19.9745,0.223395,0.2257,281.6701375,9.9429095,0.342857,20.0274,0.3028,False,False,False,bulk_1.0.0,0.0,8.52477403015015e+17,,,t15_f5_c3,,,,ZTF18abdksyc
ztf,58586.459942100104,832459943015015014,1,832459943015,20.363344,1,832,4.4215612,19.796488,19.689,0.17603868,0.1881,281.6701594,9.9428357,0.29857144,19.7278,0.249,False,False,False,bulk_1.0.0,0.0,8.52477403015015e+17,0.0,539120130.0,t15_f5_c3,,,,ZTF18abdksyc
ztf,58587.5067592999,833506753015015009,2,833506753015,18.8504,1,833,0.406094,17.296,17.3875,0.470431,0.0967,281.6701646,9.9428204,0.238571,17.4678,0.1328,False,True,False,bulk_1.0.0,0.0,8.52477403015015e+17,,,t15_f5_c3,16.917969,0.33206442,0.33211142,ZTF18abdksyc
ztf,58591.46306709992,837463063015015011,2,837463063015,19.2839,1,837,0.586489,17.0631,17.2874,0.481115,0.0543,281.6702194,9.9427975,0.181429,17.2792,0.0687,False,True,False,bulk_1.0.0,0.0,8.52477403015015e+17,,,t15_f5_c3,16.748522,0.36006323,0.36009493,ZTF18abdksyc
ztf,58592.481597200036,838481593015015013,1,838481593015,19.721867,1,838,4.5353546,19.096334,19.2797,0.18941015,0.2497,281.6701426,9.9428886,0.32,19.0776,0.2662,False,False,False,bulk_1.0.0,0.0,8.52477403015015e+17,0.0,539120130.0,t15_f5_c3,,,,ZTF18abdksyc
ztf,58593.48199070012,839481993015015018,1,839481993015,19.5683,1,839,4.84506,19.2772,18.9515,0.220075,0.2067,281.670066,9.9429495,0.294286,18.982,0.2727,False,False,False,bulk_1.0.0,0.0,8.52477403015015e+17,,,t15_f5_c3,,,,ZTF18abdksyc
ztf,58605.49912039982,851499123015015019,1,851499123015,19.862698,1,851,4.561864,18.578932,18.5239,0.14023794,0.1093,281.6701276,9.9428701,0.44142857,18.6432,0.1558,False,False,False,bulk_1.0.0,0.0,8.52477403015015e+17,0.0,539120130.0,t15_f5_c3,,,,ZTF18abdksyc
ztf,58606.47740740003,852477403015015033,1,852477403015,20.76885,1,852,4.4574466,18.466352,18.4477,0.09795551,0.0456,281.670161,9.9428761,0.4457143,18.434,0.0563,False,False,False,bulk_1.0.0,0.0,8.53420823015015e+17,0.0,539120130.0,t15_f5_c3,,,,ZTF18abdksyc
ztf,58607.4208217999,853420823015015018,1,853420823015,20.747152,1,853,4.4733496,18.349062,18.3935,0.08132732,0.0444,281.6701612,9.9428947,0.5371429,18.3597,0.0537,False,False,False,bulk_1.0.0,0.0,8.74440933015015e+17,0.0,539120130.0,t15_f5_c3,,,,ZTF18abdksyc
ztf,58612.39703699993,858397033015015014,1,858397033015,20.974905,1,858,4.450467,17.925758,17.9686,0.072106175,0.0269,281.670169,9.9428972,0.50857145,17.9714,0.0327,False,False,False,bulk_1.0.0,0.0,8.87437343015015e+17,0.0,539120130.0,t15_f5_c3,,,,ZTF18abdksyc
ztf,58616.41841439996,862418413015015010,2,862418413015,20.7746,1,862,0.237529,15.5675,15.7705,0.342932,0.0064,281.6701251,9.9428524,0.091429,15.7606,0.0071,False,True,False,bulk_1.0.0,0.0,8.87437343015015e+17,,,t15_f5_c3,15.479164,0.31613228,0.31613576,ZTF18abdksyc
ztf,58617.43960649986,863439603015015014,1,863439603015,21.06188,1,863,4.490651,17.595688,17.6598,0.06177717,0.0202,281.6701552,9.9428976,0.49714285,17.657,0.0239,False,False,False,bulk_1.0.0,0.0,8.87437343015015e+17,0.0,539120130.0,t15_f5_c3,,,,ZTF18abdksyc
ztf,58628.44093749998,874440933015015020,1,874440933015,19.918343,1,874,4.5163674,17.211975,17.2866,0.06538951,0.0313,281.6701487,9.9428897,0.9114286,17.2917,0.0395,False,False,False,bulk_1.0.0,0.0,8.87437343015015e+17,0.0,539120130.0,t17_f5_c3,,,,ZTF18abdksyc
ztf,58634.33784720022,880337843015015009,2,880337843015,20.8556,1,880,0.327077,15.1308,15.3756,0.440774,0.0049,281.6701474,9.9428355,0.177143,15.369,0.0053,False,True,False,bulk_1.0.0,0.0,8.87437343015015e+17,,,t17_f5_c3,15.07093,0.4171251,0.41712636,ZTF18abdksyc
ztf,58634.441967600025,880441963015015023,1,880441963015,21.098001,1,880,4.4912877,17.175634,17.2342,0.062980734,0.0146,281.6701509,9.9428916,0.9285714,17.2343,0.017,False,False,False,bulk_1.0.0,0.0,8.87437343015015e+17,0.0,539120130.0,t17_f5_c3,,,,ZTF18abdksyc
ztf,58635.43962959992,881439623015015028,1,881439623015,20.963696,1,881,4.5040245,17.155449,17.2159,0.055835802,0.0153,281.6701503,9.9428932,0.92285717,17.2235,0.018,False,False,False,bulk_1.0.0,0.0,8.87437343015015e+17,0.0,539120130.0,t17_f5_c3,,,,ZTF18abdksyc
ztf,58637.45754629979,883457543015015018,1,883457543015,21.080904,1,883,4.5389395,17.197735,17.2612,0.05922874,0.015,281.6701384,9.942889,0.9,17.2572,0.0173,False,False,False,bulk_1.0.0,0.0,8.87437343015015e+17,0.0,539120130.0,t17_f5_c3,,,,ZTF18abdksyc
ztf,58638.37468749983,884374683015015012,1,884374683015,20.92697,1,884,4.491397,17.250357,17.2902,0.047094204,0.0163,281.6701555,9.9428898,0.89428574,17.2913,0.0193,False,False,False,bulk_1.0.0,0.0,8.87437343015015e+17,0.0,539120130.0,t17_f5_c3,,,,ZTF18abdksyc
ztf,58639.43637729995,885436373015015015,1,885436373015,21.099321,1,885,4.4934325,17.228249,17.2611,0.05271299,0.0147,281.670152,9.9428864,0.9028571,17.2608,0.017,False,False,False,bulk_1.0.0,0.0,8.87437343015015e+17,0.0,539120130.0,t17_f5_c3,,,,ZTF18abdksyc
