tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,parent_candid,oid
ztf,60531.27103010006,2777271035715015026,2,2777271035715,20.4921,1,2777,0.984598,14.3655,14.5002,0.125208,0.0057,268.5213395,0.5676618,0.36,t17_f5_c3,14.4203,0.0056,False,True,True,24.5.1,0.0,,,12.355519,0.016325649,0.019662537,2.791235125715015e+18,ZTF19abejegt
ztf,60535.248414400034,2781248415715015032,2,2781248415715,20.2325,1,2781,1.12758,14.4416,15.06,0.055195,0.0076,268.5212306,0.5675937,0.358571,t17_f5_c3,14.6691,0.0069,False,True,True,24.5.1,0.0,,,12.367123,100.0,0.008167868,2.791235125715015e+18,ZTF19abejegt
ztf,60535.248414400034,2781248415715015033,2,2781248415715,20.2325,1,2781,0.969639,14.4459,15.3637,0.009016,0.0084,268.5211809,0.5676396,0.402857,t17_f5_c3,14.6569,0.0068,False,True,True,24.5.1,0.0,,,12.367758,100.0,0.0013297099,2.791235125715015e+18,ZTF19abejegt
ztf,60537.26768520009,2783267685715015019,2,2783267685715,19.8058,1,2783,1.45846,14.5776,14.9894,0.059797,0.0085,268.5211814,0.5674989,0.357143,t17_f5_c3,14.7462,0.0079,False,False,False,24.5.1,0.0,,,,,,2.791235125715015e+18,ZTF19abejegt
ztf,60537.26768520009,2783267685715015020,2,2783267685715,19.8058,1,2783,1.32595,14.5059,15.2828,0.009771,0.009,268.5211314,0.5675441,0.388571,t17_f5_c3,14.8285,0.0084,False,True,True,24.5.1,0.0,,,12.376401,100.0,0.0013744824,2.791235125715015e+18,ZTF19abejegt
ztf,60543.190844899975,2789190845715025013,2,2789190845715,19.917,1,2789,1.15332,15.4868,15.684,0.120539,0.0147,268.5212256,0.5675897,0.377143,t17_f5_c3,15.3579,0.014,False,True,True,24.5.1,0.0,,,12.471276,100.0,0.0074975244,2.791235125715015e+18,ZTF19abejegt
ztf,60545.235127300024,2791235125715015018,2,2791235125715,19.864162,1,2791,2.2459917,16.537512,16.6278,0.19964461,0.0279,268.5212271,0.5672798,0.20571429,t17_f5_c3,16.0157,0.0241,True,False,False,24.5.1,0.0,0.11846167,434120257.0,,,,,ZTF19abejegt
ztf,60687.57724539982,2933577242415015002,2,2933577242415,17.674,1,2933,0.45697,13.5162,13.5662,0.016451,0.0042,268.5213527,0.5678717,0.431429,t17_f5_c3,13.4813,0.0047,False,True,False,26.0.1,0.0,,,12.25872,100.0,0.0051665483,2.943561935715015e+18,ZTF19abejegt
ztf,60687.577719899826,2933577712415015003,2,2933577712415,17.6589,1,2933,0.392247,13.4178,13.4952,0.013319,0.0042,268.5212562,0.5677822,0.464286,t17_f5_c3,13.4283,0.0048,False,True,False,26.0.1,0.0,,,12.226846,100.0,0.0044472353,2.943561935715015e+18,ZTF19abejegt
ztf,60688.57372689992,2934573722415015003,2,2934573722415,17.9677,1,2934,0.669735,13.4248,13.5202,0.024035,0.0039,268.521365,0.5677617,0.451429,t17_f5_c3,13.4592,0.0044,False,True,False,26.0.1,0.0,,,12.229178,100.0,0.007990897,2.943561935715015e+18,ZTF19abejegt
ztf,60688.57418979984,2934574182415015001,2,2934574182415,18.137,1,2934,0.26617,13.3926,13.4772,0.022099,0.0038,268.52128,0.567837,0.572857,t17_f5_c3,13.4377,0.0044,False,True,False,26.0.1,0.0,,,12.218367,100.0,0.007493406,2.943561935715015e+18,ZTF19abejegt
ztf,60688.57466439996,2934574662415015001,2,2934574662415,18.001,1,2934,0.311544,13.392,13.4891,0.018999,0.004,268.5213115,0.5678731,0.522857,t17_f5_c3,13.4415,0.0045,False,True,False,26.0.1,0.0,,,12.2181635,100.0,0.0064446,2.943561935715015e+18,ZTF19abejegt
ztf,60690.5773494998,2936577345715015034,2,2936577345715,17.8677,1,2936,0.70217,14.0766,14.2394,0.03465,0.0084,268.5213291,0.5677472,0.545714,t17_f5_c3,14.1741,0.0095,False,True,False,26.0.1,0.0,,,12.304748,100.0,0.006775825,2.943561935715015e+18,ZTF19abejegt
ztf,60690.57782409992,2936577825715015075,2,2936577825715,17.8039,1,2936,1.08909,13.9595,14.1958,0.037704,0.0084,268.521427,0.5676875,0.514286,t17_f5_c3,14.1419,0.0097,False,True,False,26.0.1,0.0,,,12.280833,100.0,0.0080337925,2.943561935715015e+18,ZTF19abejegt
ztf,60690.578298599925,2936578295715015094,2,2936578295715,17.786,1,2936,0.283215,14.1363,14.0903,0.021321,0.0079,268.521179,0.5678361,0.501429,t17_f5_c3,14.0383,0.0091,False,True,False,26.0.1,0.0,,,12.316166,100.0,0.0039879903,2.943561935715015e+18,ZTF19abejegt
ztf,60691.57515050005,2937575155715015012,2,2937575155715,18.7589,1,2937,0.442495,14.1638,14.1692,0.009106,0.0071,268.5212779,0.567801,0.684286,t17_f5_c3,14.1566,0.0082,False,True,False,26.0.1,0.0,,,12.321258,100.0,0.0016684398,2.943561935715015e+18,ZTF19abejegt
ztf,60691.57515050005,2937575155715015016,2,2937575155715,18.7589,1,2937,0.958574,14.1094,14.6819,0.057853,0.0099,268.5212959,0.5676508,0.537143,t17_f5_c3,14.4075,0.0099,False,True,False,26.0.1,0.0,,,12.311084,0.0033538253,0.011040774,2.943561935715015e+18,ZTF19abejegt
ztf,60691.575625000056,2937575625715015013,2,2937575625715,18.7678,1,2937,0.651137,14.1921,14.1671,0.009286,0.0071,268.5213527,0.5677865,0.655714,t17_f5_c3,14.1472,0.0082,False,True,False,26.0.1,0.0,,,12.326387,100.0,0.0016654974,2.943561935715015e+18,ZTF19abejegt
ztf,60691.575625000056,2937575625715015014,2,2937575625715,18.7678,1,2937,0.901636,14.2039,14.4383,0.035943,0.0085,268.5213344,0.567684,0.574286,t17_f5_c3,14.2967,0.0091,False,True,False,26.0.1,0.0,,,12.328495,100.0,0.006389283,2.943561935715015e+18,ZTF19abejegt
ztf,60691.57608800009,2937576085715015015,2,2937576085715,18.72,1,2937,0.602319,14.146,14.1724,0.025395,0.0073,268.5213389,0.5677921,0.692857,t17_f5_c3,14.1531,0.0084,False,True,False,26.0.1,0.0,,,12.317974,100.0,0.0047156103,2.943561935715015e+18,ZTF19abejegt
ztf,60692.57249999978,2938572502415015004,2,2938572502415,19.0914,1,2938,0.313326,13.5971,13.622,0.031837,0.0034,268.5212091,0.5678015,0.59,t17_f5_c3,13.583,0.0037,False,True,False,26.0.1,0.0,,,12.283484,100.0,0.009494802,2.943561935715015e+18,ZTF19abejegt
ztf,60692.57439809991,2938574392415015003,2,2938574392415,19.0785,1,2938,0.354843,13.5504,13.647,0.045607,0.0036,268.5212878,0.5678104,0.522857,t17_f5_c3,13.6142,0.004,False,True,False,26.0.1,0.0,,,12.269345,100.0,0.014015541,2.943561935715015e+18,ZTF19abejegt
ztf,60692.57487270003,2938574872415015006,2,2938574872415,19.0218,1,2938,0.39523,13.5715,13.6262,0.037398,0.0036,268.5213031,0.5678097,0.582857,t17_f5_c3,13.5927,0.004,False,True,False,26.0.1,0.0,,,12.275786,100.0,0.011338693,2.943561935715015e+18,ZTF19abejegt
ztf,60693.56231479999,2939562312415015006,2,2939562312415,19.528,1,2939,0.506256,13.6535,13.656,0.024547,0.0032,268.5212585,0.5677498,0.571429,t17_f5_c3,13.6307,0.0035,False,True,False,26.0.1,0.0,,,12.3,100.0,0.0070566516,2.943561935715015e+18,ZTF19abejegt
ztf,60693.565243099816,2939565242415015007,2,2939565242415,19.3947,1,2939,0.338487,13.6643,13.67,0.029124,0.0033,268.5211603,0.5678194,0.551429,t17_f5_c3,13.6394,0.0035,False,True,False,26.0.1,0.0,,,12.303094,100.0,0.008313209,2.943561935715015e+18,ZTF19abejegt
ztf,60694.561759300064,2940561752415015007,2,2940561752415,19.4088,1,2940,0.270938,13.6579,13.722,0.030686,0.0034,268.5211802,0.5678267,0.58,t17_f5_c3,13.6714,0.0035,False,True,False,26.0.1,0.0,,,12.301264,100.0,0.00879601,2.943561935715015e+18,ZTF19abejegt
ztf,60695.57396990014,2941573965715015008,2,2941573965715,18.421,1,2941,0.173924,14.2383,14.3273,0.03399,0.0069,268.5212627,0.5679065,0.594286,t17_f5_c3,14.273,0.0075,False,True,False,26.0.1,0.0,,,12.334531,100.0,0.0058863126,2.943561935715015e+18,ZTF19abejegt
ztf,60695.57444440015,2941574445715015009,2,2941574445715,18.3674,1,2941,0.648548,14.0757,14.3158,0.040294,0.0069,268.5213963,0.5679031,0.601429,t17_f5_c3,14.2713,0.0076,False,True,False,26.0.1,0.0,,,12.304571,100.0,0.007884769,2.943561935715015e+18,ZTF19abejegt
ztf,60697.56193289999,2943561935715015036,2,2943561935715,15.942299,1,2943,1.443375,14.484403,14.5316,0.07287479,0.0589,268.5214952,0.5676147,0.50714284,t17_f5_c3,14.4729,0.0704,True,False,True,26.0.1,0.0,0.7157102,434120257.0,,,,,ZTF19abejegt
ztf,61052.575381900184,3298575382415015064,2,3298575382415,17.8167,1,3298,0.139063,13.9378,13.8138,0.02625,0.0059,268.5212321,0.5679267,0.448571,t17_f5_c3,13.7247,0.0065,False,True,False,27.5.7a32.dev1,0.0,,,12.374397,100.0,0.006219677,3.306572385715015e+18,ZTF19abejegt
ztf,61052.58622690011,3298586222415015046,2,3298586222415,17.1096,1,3298,0.052082,13.9546,14.0132,0.023984,0.0135,268.52122,0.5679019,0.502857,t17_f5_c3,13.9863,0.0167,False,True,False,27.5.7a32.dev1,0.0,,,12.378354,100.0,0.005615948,3.306572385715015e+18,ZTF19abejegt
ztf,61053.574548599776,3299574542415015005,2,3299574542415,18.3301,1,3299,0.50644,13.6358,13.7818,0.026227,0.0041,268.5212112,0.5677464,0.518571,t17_f5_c3,13.7461,0.0046,False,True,False,27.5.7a32.dev1,0.0,,,12.294883,100.0,0.007627487,3.306572385715015e+18,ZTF19abejegt
ztf,61053.57957179984,3299579572415015012,2,3299579572415,17.6353,1,3299,0.817245,14.0104,13.9709,0.025618,0.0069,268.5212864,0.5676664,0.42,t17_f5_c3,13.8957,0.0079,False,True,False,27.5.7a32.dev1,0.0,,,12.391165,100.0,0.005765689,3.306572385715015e+18,ZTF19abejegt
ztf,61053.5846644002,3299584662415015039,2,3299584662415,17.1536,1,3299,0.859364,13.9978,14.0133,0.02082,0.0126,268.5213074,0.5676607,0.481429,t17_f5_c3,13.9892,0.0156,False,True,False,27.5.7a32.dev1,0.0,,,12.388316,100.0,0.004728107,3.306572385715015e+18,ZTF19abejegt
ztf,61054.58128469996,3300581285715015103,2,3300581285715,17.536,1,3300,0.828906,14.7811,14.9511,0.037653,0.0259,268.521393,0.5677583,0.49,t17_f5_c3,14.8945,0.0308,False,True,False,27.5.7a32.dev1,0.0,,,12.411146,100.0,0.0042444174,3.306572385715015e+18,ZTF19abejegt
ztf,61055.57819439983,3301578195715015083,2,3301578195715,17.6289,1,3301,0.121346,14.191,14.568,0.043716,0.013,268.5212211,0.5679411,0.488571,t17_f5_c3,14.5393,0.0155,False,True,False,27.5.7a32.dev1,0.0,,,12.32619,100.0,0.007847234,3.306572385715015e+18,ZTF19abejegt
ztf,61055.57866899995,3301578665715015048,2,3301578665715,17.313278,1,3301,2.0713084,14.384418,14.6856,0.026066482,0.0155,268.5216379,0.5675074,0.44428572,t17_f5_c3,14.5628,0.0171,True,False,False,27.5.7a32.dev1,0.0,0.2799235,434120257.0,,,,,ZTF19abejegt
ztf,61057.5719792,3303571972415015011,2,3303571972415,18.5989,1,3303,0.137254,13.6613,13.7836,0.030962,0.0038,268.5212104,0.5678525,0.55,t17_f5_c3,13.729,0.004,False,True,False,27.5.7a32.dev1,0.0,,,12.302237,100.0,0.008855312,3.306572385715015e+18,ZTF19abejegt
ztf,61057.57692130003,3303576922415015049,2,3303576922415,18.0382,1,3303,0.223798,13.6075,13.708,0.01995,0.0054,268.5212483,0.5678296,0.495714,t17_f5_c3,13.681,0.0064,False,True,False,27.5.7a32.dev1,0.0,,,12.286575,100.0,0.0059098057,3.306572385715015e+18,ZTF19abejegt
ztf,61060.572384300176,3306572385715015011,2,3306572385715,19.590223,1,3306,1.3727169,14.566932,14.8963,0.010944661,0.0084,268.521366,0.5675536,0.3557143,t17_f5_c3,14.5646,0.0082,True,True,False,27.5.7a32.dev1,0.0,0.5609178,434120257.0,12.384781,100.0,0.001466702,,ZTF19abejegt
