tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,oid
ztf,59252.56303239986,1498563031415015000,2,1498563031415,19.123943,1,1498,0.25654173,17.681442,16.676834,18.3165,0.11346909,0.040027525,0.044981573,0.1943,281.4851174,-5.515772,0.5485714,t17_f5_c3,0.99996614,17.9662,0.1814,436120214,True,True,False,correction_0.0.1,0.0,ZTF21aaihqwa
ztf,59253.562384299934,1499562381415015000,2,1499562381415,19.164516,1,1499,0.23231049,17.54821,16.622047,17.8555,0.11892107,0.046767984,0.050675,0.1222,281.4851205,-5.515743,0.62714285,t17_f5_c3,0.9996148,17.7271,0.1396,436120214,True,True,False,correction_0.0.1,0.0,ZTF21aaihqwa
ztf,59256.56101850001,1502561011415015000,2,1502561011415,18.965946,1,1502,0.19717711,17.504913,16.603386,17.55,0.085206084,0.031806394,0.037141528,0.0963,281.4851094,-5.5157444,0.6085714,t17_f5_c3,0.95782626,17.1602,0.0863,436120214,True,True,False,correction_0.0.1,0.0,ZTF21aaihqwa
ztf,59264.540092600044,1510540091415015000,2,1510540091415,19.30915,1,1510,0.2686693,17.661337,16.66882,17.6292,0.118666634,0.04298629,0.047568772,0.082,281.4851302,-5.5157466,0.5928571,t17_f5_c3,0.9127443,17.2914,0.0771,436120214,True,True,False,correction_0.0.1,0.0,ZTF21aaihqwa
ztf,59264.54606480012,1510546061415015000,2,1510546061415,19.43813,1,1510,0.2102914,17.629852,16.65609,17.871,0.1618634,0.06287009,0.06601513,0.0948,281.4851124,-5.5157544,0.57714283,t17_f5_c3,0.9894718,17.5009,0.0866,436120214,True,True,False,correction_0.0.1,0.0,ZTF21aaihqwa
ztf,59264.549050900154,1510549051415015001,2,1510549051415,19.415127,1,1510,0.25827736,17.718517,16.691381,18.0246,0.16165172,0.0592201,0.06276621,0.1115,281.4851271,-5.5157233,0.5914286,t17_f5_c3,0.9915727,17.7067,0.1071,436120214,True,True,False,correction_0.0.1,0.0,ZTF21aaihqwa
ztf,60353.5503934999,2599550393415015013,2,2599550393415,19.64871,1,2599,0.31284416,18.136608,16.75294,17.8553,0.09353508,0.010897818,0.026152104,0.0809,281.4851409,-5.5157689,0.62714285,t17_f5_c3,0.9780297,17.596,0.0822,1429120234,True,True,False,23.12.x,0.0,ZTF21aaihqwa
ztf,60353.551342600025,2599551343415015016,2,2599551343415,19.604359,1,2599,0.38419527,18.163914,16.760504,18.0875,0.09239982,0.0083961915,0.025369229,0.103,281.4851372,-5.5158087,0.6857143,t17_f5_c3,0.9520329,17.9227,0.1137,1429120234,True,True,False,23.12.x,0.0,ZTF21aaihqwa
ztf,61111.53215279989,3357532153415015011,2,3357532153415,19.896017,1,3357,0.22609295,17.832876,16.65912,17.6559,0.09075019,0.021731796,0.030785434,0.0563,281.4851244,-5.5157239,0.6142857,t17_f5_c3,0.8879365,17.4152,0.0578,1429120234,True,True,False,27.5.7a32.dev1,0.0,ZTF21aaihqwa
ztf,61113.5301967999,3359530193415015010,2,3359530193415,19.743929,1,3359,0.13039975,17.716736,16.618315,17.4437,0.084630266,0.022491772,0.03077209,0.0507,281.4850965,-5.5157438,0.6314286,t17_f5_c3,0.9792032,17.2519,0.0541,1429120234,True,True,False,27.5.7a32.dev1,0.0,ZTF21aaihqwa
ztf,61117.52543980023,3363525433415015007,2,3363525433415,20.186405,1,3363,0.062851444,17.767382,16.636457,17.9489,0.066504546,0.009732934,0.023468291,0.0628,281.4850649,-5.5157472,0.7814286,t17_f5_c3,0.999995,17.9826,0.0837,1429120234,True,True,False,27.5.7a32.dev1,0.0,ZTF21aaihqwa
