tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid,parent_candid,oid
ztf,59418.37795139989,1664377955615015000,2,1664377955615,19.155928,1,1664,4.944495,18.247002,18.3182,0.12093042,0.2221,326.4587265,15.183719,0.8428571,t17_f5_c3,18.4473,0.3206,True,False,False,correction_1.0.6,0.0,0.9736669,545120256.0,,ZTF21abhhrpj
ztf,59422.415370400064,1668415375615015001,2,1668415375615,19.64696,1,1668,4.891262,18.263458,18.4463,0.093071766,0.1295,326.4586999,15.1837023,0.9028571,t17_f5_c3,18.3598,0.1524,True,False,False,correction_1.0.6,0.0,0.99999356,545120256.0,,ZTF21abhhrpj
ztf,59424.304212999996,1670304215615015001,1,1670304215615,20.178356,1,1670,4.741076,18.966976,19.0007,0.105869606,0.1387,326.4586992,15.183697,0.86142856,t17_f5_c3,19.1954,0.2115,True,False,False,correction_1.0.6,0.0,0.9999583,545120156.0,,ZTF21abhhrpj
ztf,59424.36523150001,1670365235615015004,2,1670365235615,20.253674,1,1670,4.7976823,18.276932,18.4776,0.08222409,0.0931,326.4586744,15.1837104,0.9085714,t17_f5_c3,18.5551,0.1263,True,False,False,correction_1.0.6,0.0,0.99947226,545120256.0,,ZTF21abhhrpj
ztf,59426.359259299934,1672359255615015004,1,1672359255615,20.358915,1,1672,4.7204003,19.006857,19.0881,0.088471785,0.1352,326.458694,15.1836991,0.9557143,t17_f5_c3,19.177,0.1864,True,False,False,correction_1.0.6,0.0,0.9999985,545120156.0,,ZTF21abhhrpj
ztf,59428.32211809978,1674322115615015006,1,1674322115615,20.733448,1,1674,4.674322,19.065178,19.2329,0.090261064,0.1031,326.4586845,15.1837111,0.95,t17_f5_c3,19.2955,0.1374,True,False,False,correction_1.0.6,0.0,1.0,545120156.0,,ZTF21abhhrpj
ztf,59428.361319399904,1674361315615015002,2,1674361315615,20.542652,1,1674,4.8770075,18.332441,18.3092,0.06980469,0.0607,326.4586832,15.1836816,0.94285715,t17_f5_c3,18.3179,0.0761,True,False,False,correction_1.0.6,0.0,0.99997485,545120256.0,,ZTF21abhhrpj
ztf,59430.32033560006,1676320335615015006,1,1676320335615,20.821611,1,1676,4.702408,19.090364,19.1759,0.09121956,0.0926,326.4586916,15.1837014,0.94714284,t17_f5_c3,19.1607,0.1149,True,False,False,correction_1.0.6,0.0,0.9997785,545120156.0,,ZTF21abhhrpj
ztf,59430.34288189979,1676342885615015002,2,1676342885615,20.646362,1,1676,4.8289685,18.325586,18.328,0.068215474,0.0561,326.4586819,15.1837054,0.93714285,t17_f5_c3,18.2986,0.0676,True,False,False,correction_1.0.6,0.0,0.9999552,545120256.0,,ZTF21abhhrpj
ztf,59435.38077550009,1681380775615015009,1,1681380775615,20.710125,1,1681,4.7162423,19.131556,19.3297,0.09777258,0.1177,326.4586827,15.1836836,0.9242857,t17_f5_c3,19.5521,0.1817,True,False,False,correction_1.0.6,0.0,0.9999825,545120156.0,,ZTF21abhhrpj
ztf,59438.32409719983,1684324095615015009,2,1684324095615,20.344746,1,1684,4.832975,18.307407,18.2311,0.06905453,0.0687,326.4586852,15.1837048,0.9442857,t17_f5_c3,18.1321,0.0785,True,False,False,correction_1.0.6,0.0,0.99929416,545120256.0,,ZTF21abhhrpj
ztf,59440.27690970013,1686276905615015004,1,1686276905615,20.517792,1,1686,4.751591,19.258404,19.4593,0.1164723,0.1512,326.4587141,15.183717,0.93285716,t17_f5_c3,19.5124,0.2015,True,False,False,correction_1.0.6,0.0,0.99998665,545120156.0,,ZTF21abhhrpj
ztf,59440.27690970013,1686276905615025004,1,1686276905615,20.5178,1,1686,4.75159,19.2584,19.4593,0.116472,0.1512,326.4587141,15.183717,0.932857,t17_f5_c3,19.5124,0.2015,False,False,False,correction_1.0.6,0.0,,,1.694273845615015e+18,ZTF21abhhrpj
ztf,59440.30118060019,1686301185615015003,2,1686301185615,20.614586,1,1686,4.927686,18.373446,18.4987,0.0740567,0.0708,326.4587026,15.1836862,0.9,t17_f5_c3,18.6051,0.0969,True,False,False,correction_1.0.6,0.0,0.99919844,545120256.0,,ZTF21abhhrpj
ztf,59440.30118060019,1686301185615025003,2,1686301185615,20.6146,1,1686,4.92769,18.3734,18.4987,0.074057,0.0708,326.4587026,15.1836862,0.9,t17_f5_c3,18.6051,0.0969,False,False,False,correction_1.0.6,0.0,,,1.694273845615015e+18,ZTF21abhhrpj
ztf,59442.352314800024,1688352315615015005,2,1688352315615,20.614225,1,1688,4.904844,18.344978,18.485,0.07293977,0.0684,326.4587051,15.1837031,0.93142855,t17_f5_c3,18.5122,0.087,True,False,False,correction_1.0.6,0.0,0.9999957,545120256.0,,ZTF21abhhrpj
ztf,59444.27859950019,1690278595615015000,2,1690278595615,19.636337,1,1690,4.8458705,18.377901,18.5866,0.10367285,0.1584,326.4586874,15.1837051,0.9285714,t17_f5_c3,18.5831,0.2015,True,False,False,correction_1.0.6,0.0,0.9999901,545120256.0,,ZTF21abhhrpj
ztf,59448.273842600174,1694273845615015001,2,1694273845615,19.157513,1,1694,4.944738,18.420383,18.3257,0.12134272,0.2079,326.4587096,15.1836843,0.9257143,t17_f5_c3,18.5484,0.3271,True,False,False,correction_1.0.6,0.0,0.9998963,545120256.0,,ZTF21abhhrpj
ztf,59448.31800930016,1694318005615015002,1,1694318005615,19.1807,1,1694,4.86319,19.2784,19.4073,0.293799,0.5455,326.4587374,15.1836907,0.467143,t17_f5_c3,19.1086,0.533,False,False,False,correction_1.0.6,0.0,,,1.699216905615015e+18,ZTF21abhhrpj
ztf,59453.21690970007,1699216905615015006,1,1699216905615,20.512735,1,1699,4.746439,19.272507,19.3636,0.1252399,0.1428,326.4587022,15.1837015,0.92285717,t17_f5_c3,19.2508,0.1636,True,False,False,correction_1.0.6,0.0,0.9996522,545120156.0,,ZTF21abhhrpj
ztf,59453.278553199954,1699278555615015006,2,1699278555615,20.37359,1,1699,4.847313,18.383202,18.3456,0.08559225,0.0731,326.4586923,15.1837106,0.9142857,t17_f5_c3,18.3611,0.0931,True,False,False,correction_1.0.6,0.0,0.99999547,545120256.0,,ZTF21abhhrpj
ztf,59455.23781249998,1701237815615015005,1,1701237815615,20.835026,1,1701,4.7635374,19.285349,19.3953,0.09827886,0.1149,326.4586873,15.1836698,0.94285715,t17_f5_c3,19.5324,0.1641,True,False,False,correction_1.0.6,0.0,0.9999621,545120156.0,,ZTF21abhhrpj
ztf,59455.25629629986,1701256295615015006,2,1701256295615,20.611015,1,1701,4.8866606,18.419388,18.4824,0.07007389,0.0691,326.4587058,15.1837106,0.93,t17_f5_c3,18.4736,0.0854,True,False,False,correction_1.0.6,0.0,0.9999976,545120256.0,,ZTF21abhhrpj
ztf,59459.23819439998,1705238195615015014,2,1705238195615,20.747755,1,1705,4.862181,18.422028,18.5067,0.0799315,0.0624,326.4586933,15.1837056,0.94,t17_f5_c3,18.5937,0.0834,True,False,False,correction_1.0.6,0.0,0.9998416,545120256.0,,ZTF21abhhrpj
ztf,59459.31137729995,1705311375615015009,1,1705311375615,20.9666,1,1705,4.7510586,19.407267,19.661,0.111658745,0.1318,326.4587078,15.1837047,0.88285714,t17_f5_c3,19.8598,0.1987,True,False,False,correction_1.0.6,0.0,0.99998057,545120156.0,,ZTF21abhhrpj
ztf,59461.23697920004,1707236975615015046,1,1707236975615,20.808575,1,1707,4.687863,19.402002,19.601,0.13340127,0.1378,326.4587106,15.1837491,0.9,t17_f5_c3,19.748,0.1992,True,False,False,correction_1.0.6,0.0,0.9999951,545120156.0,,ZTF21abhhrpj
ztf,59461.276134300046,1707276135615015006,2,1707276135615,20.544626,1,1707,4.868814,18.499651,18.536,0.08625443,0.071,326.458693,15.1837016,0.9442857,t17_f5_c3,18.6105,0.0949,True,False,False,correction_1.0.6,0.0,0.9999989,545120256.0,,ZTF21abhhrpj
ztf,59463.240034699906,1709240035615015005,1,1709240035615,20.855646,1,1709,4.643088,19.519176,19.6634,0.13019073,0.1444,326.4586841,15.183727,0.9342857,t17_f5_c3,19.8977,0.2256,True,False,False,correction_1.0.6,0.0,0.9999864,545120156.0,,ZTF21abhhrpj
ztf,59463.28572920011,1709285725615015004,2,1709285725615,20.588537,1,1709,4.8524017,18.454407,18.5082,0.0676542,0.0677,326.4586848,15.1836989,0.9457143,t17_f5_c3,18.4919,0.0829,True,False,False,correction_1.0.6,0.0,0.9995501,545120256.0,,ZTF21abhhrpj
ztf,59465.19648149982,1711196485615015006,2,1711196485615,20.483555,1,1711,4.8674145,18.466915,18.4664,0.06409401,0.0717,326.4586835,15.1836868,0.9457143,t17_f5_c3,18.4813,0.0908,True,False,False,correction_1.0.6,0.0,0.9999743,545120256.0,,ZTF21abhhrpj
ztf,59465.312268500216,1711312265615015010,1,1711312265615,20.708664,1,1711,4.742874,19.407324,19.6453,0.10847041,0.1587,326.458699,15.1836934,0.9442857,t17_f5_c3,19.7622,0.2233,True,False,False,correction_1.0.6,0.0,0.99999523,545120156.0,,ZTF21abhhrpj
ztf,59467.21331019979,1713213315615015010,1,1713213315615,20.599012,1,1713,4.672937,19.477016,19.4459,0.1328955,0.1459,326.4586783,15.1837062,0.92142856,t17_f5_c3,19.4117,0.179,True,False,False,correction_1.0.6,0.0,0.9999937,545120156.0,,ZTF21abhhrpj
ztf,59467.248981500044,1713248985615015008,2,1713248985615,20.68269,1,1713,4.8713512,18.477804,18.4812,0.06521469,0.064,326.4586878,15.1836918,0.94,t17_f5_c3,18.4417,0.0766,True,False,False,correction_1.0.6,0.0,0.99774253,545120256.0,,ZTF21abhhrpj
ztf,59469.196620400064,1715196625615015008,2,1715196625615,20.494457,1,1715,4.887069,18.504192,18.4609,0.075354226,0.0699,326.4586968,15.1836958,0.9442857,t17_f5_c3,18.4935,0.0899,True,False,False,correction_1.0.6,0.0,0.9998771,545120256.0,,ZTF21abhhrpj
ztf,59469.25310190022,1715253105615015008,1,1715253105615,20.827658,1,1715,4.6902637,19.50347,19.6559,0.1309097,0.1512,326.4586792,15.1836934,0.88857144,t17_f5_c3,19.7871,0.2156,True,False,False,correction_1.0.6,0.0,0.9999974,545120156.0,,ZTF21abhhrpj
ztf,59471.2488425998,1717248845615015001,2,1717248845615,20.049755,1,1717,4.864603,18.505754,18.494,0.08581389,0.0992,326.4586871,15.1836946,0.94142854,t17_f5_c3,18.4933,0.1256,True,False,False,correction_1.0.6,0.0,0.9999988,545120256.0,,ZTF21abhhrpj
ztf,59471.27724540001,1717277245615015006,1,1717277245615,20.442583,1,1717,4.7395205,19.448887,19.6314,0.13049085,0.1977,326.4586978,15.1836993,0.9457143,t17_f5_c3,19.6169,0.2479,True,False,False,correction_1.0.6,0.0,0.9999982,545120156.0,,ZTF21abhhrpj
ztf,59473.269814800005,1719269815615015006,2,1719269815615,20.192204,1,1719,4.89255,18.50858,18.5795,0.07802967,0.106,326.458693,15.1836882,0.93714285,t17_f5_c3,18.641,0.1421,True,False,False,correction_1.0.6,0.0,0.9999778,545120256.0,,ZTF21abhhrpj
ztf,59476.26759260008,1722267595615015001,1,1722267595615,19.4198,1,1722,4.77949,19.7713,19.431,0.300678,0.3935,326.4587222,15.1837154,0.608571,t17_f5_c3,19.2568,0.4304,False,False,False,correction_1.0.6,0.0,,,1.722321745615015e+18,ZTF21abhhrpj
ztf,59476.32174770022,1722321745615015002,2,1722321745615,19.443922,1,1722,4.98044,18.629171,19.0512,0.11391399,0.2835,326.4587354,15.1837106,0.89428574,t17_f5_c3,18.908,0.3181,True,False,False,correction_1.0.6,0.0,0.9999969,545120256.0,,ZTF21abhhrpj
ztf,59478.235173599795,1724235175615015002,2,1724235175615,19.462534,1,1724,4.846774,18.633966,18.5454,0.10625555,0.1802,326.458663,15.1836652,0.92285717,t17_f5_c3,18.4486,0.2109,True,False,False,correction_1.0.6,0.0,0.9999875,545120256.0,,ZTF21abhhrpj
ztf,59480.25516200019,1726255165615015003,2,1726255165615,19.765623,1,1726,4.847507,18.664877,18.7029,0.10187968,0.1475,326.4587031,15.1837313,0.94,t17_f5_c3,18.8248,0.2102,True,False,False,correction_1.0.6,0.0,0.9999741,545120256.0,,ZTF21abhhrpj
ztf,59484.20468749991,1730204685615015014,1,1730204685615,20.94401,1,1730,4.7272086,20.127972,20.423,0.13190797,0.2696,326.4586945,15.1836974,0.8585714,t17_f5_c3,20.4926,0.363,True,False,False,correction_1.0.6,0.0,0.99993646,545120156.0,,ZTF21abhhrpj
ztf,59484.22872690018,1730228725615015002,2,1730228725615,20.59704,1,1730,4.8867855,18.67369,18.8774,0.10385825,0.0987,326.458702,15.1837046,0.9085714,t17_f5_c3,18.9615,0.1331,True,False,False,correction_1.0.6,0.0,0.999977,545120256.0,,ZTF21abhhrpj
ztf,59488.20579859987,1734205795615015009,2,1734205795615,20.592659,1,1734,4.8798537,18.845518,18.9448,0.09803367,0.1041,326.4587062,15.1837164,0.93,t17_f5_c3,18.8979,0.1248,True,False,False,correction_1.0.6,0.0,0.9995098,545120256.0,,ZTF21abhhrpj
