tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid,parent_candid,oid
ztf,59255.56575229997,1501565752515010004,2,1501565752515,19.2232,-1,1501,1.66866,18.8679,19.6945,0.250869,0.47,279.6219978,-9.9675569,0.38,t17_f5_c3,19.1666,0.3651,False,False,True,correction_0.0.1,0.0,,,,,,,ZTF21aalkrbs
ztf,59262.548171299975,1508548172515010007,2,1508548172515,19.7162,-1,1508,1.34476,18.2096,18.3453,0.179056,0.0957,279.6219358,-9.9670865,0.355714,t17_f5_c3,18.3488,0.1192,False,True,True,correction_0.0.1,0.0,15.5847025,100.0,0.015959881,,,,ZTF21aalkrbs
ztf,59262.55122689996,1508551222515010008,2,1508551222515,19.79627,-1,1508,0.9777991,18.164959,18.2388,0.11754853,0.0886,279.6220257,-9.9671651,0.5285714,t17_f5_c3,18.2879,0.1154,True,True,True,correction_0.0.1,0.0,15.588772,100.0,0.01095828,0.9657602,384120225.0,,ZTF21aalkrbs
ztf,59262.55425930023,1508554252515010006,2,1508554252515,19.740156,-1,1508,1.1455402,18.26254,18.3854,0.15716071,0.1038,279.6220411,-9.9670049,0.41285715,t17_f5_c3,18.4097,0.1324,True,True,True,correction_0.0.1,0.0,15.580107,100.0,0.013285267,0.96165574,384120225.0,,ZTF21aalkrbs
ztf,59625.54351849994,1871543512515010003,2,1871543512515,18.5679,-1,1871,1.03077,17.9064,17.739,0.257121,0.1242,279.6221332,-9.9669601,0.477143,t17_f5_c3,17.6531,0.1465,False,True,True,correction_1.0.6,0.0,15.616335,100.0,0.03119688,,,1.87154608251501e+18,ZTF21aalkrbs
ztf,59625.54608799983,1871546082515010003,2,1871546082515,18.607847,-1,1871,0.7002294,17.709726,17.8358,0.18605189,0.1299,279.6221035,-9.9672018,0.5757143,t17_f5_c3,17.807,0.1615,True,True,True,correction_1.0.6,0.0,15.642816,100.0,0.027724892,0.9915541,384120225.0,,ZTF21aalkrbs
ztf,59625.548669000156,1871548662515010002,2,1871548662515,18.51704,-1,1871,1.0919997,17.951452,17.7643,0.19196486,0.1258,279.6220129,-9.9670849,0.43714285,t17_f5_c3,17.6038,0.1386,True,True,True,correction_1.0.6,0.0,15.610993,100.0,0.022235058,0.9851889,384120225.0,,ZTF21aalkrbs
ztf,59625.55380789982,1871553802515010002,2,1871553802515,18.573494,-1,1871,0.9925219,17.608265,17.8727,0.13528095,0.1362,279.6220298,-9.9672701,0.49857143,t17_f5_c3,17.9405,0.185,True,True,True,correction_1.0.6,0.0,15.658781,100.0,0.022461724,0.9953618,384120225.0,,ZTF21aalkrbs
ztf,59628.53984950017,1874539842515010002,2,1874539842515,18.8574,-1,1874,0.2913,17.6383,17.6383,0.109564,0.0994,279.6222221,-9.9671797,0.618571,t17_f5_c3,17.5318,0.1149,False,True,True,correction_1.0.6,0.0,15.653873,100.0,0.017615594,,,1.87454241251501e+18,ZTF21aalkrbs
ztf,59628.54241900006,1874542412515010002,2,1874542412515,18.91335,-1,1874,0.7158436,17.76825,18.0126,0.19359748,0.1382,279.6221082,-9.9671368,0.47428572,t17_f5_c3,17.997,0.1738,True,True,True,correction_1.0.6,0.0,15.634358,100.0,0.027123353,0.92618763,384120225.0,,ZTF21aalkrbs
