tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,oid
ztf,60574.51049769996,2820510491715015002,2,2820510491715,19.012352,1,2820,0.5228024,15.879364,14.001109,16.1042,0.04723971,100.0,0.008375392,0.0224,135.5860033,7.2194143,0.89428574,t17_f5_c3,0.987468,16.0884,0.0266,1512120217,True,True,False,24.5.1,0.0,ZTF20aamxpgh
ztf,60574.51386569999,2820513861715015005,2,2820513861715,19.09515,1,2820,0.15728532,16.123337,14.040557,16.0878,0.052512273,100.0,0.007711677,0.0216,135.5861441,7.219438,0.9142857,t17_f5_c3,0.999158,16.0691,0.0257,1512120217,True,True,False,24.5.1,0.0,ZTF20aamxpgh
ztf,60574.51817130018,2820518171715015003,2,2820518171715,19.141294,1,2820,0.73647094,15.995182,14.020762,16.0169,0.035134442,100.0,0.005701186,0.0207,135.5863589,7.219378,0.89,t17_f5_c3,0.9993788,15.9899,0.0245,1512120217,True,True,False,24.5.1,0.0,ZTF20aamxpgh
ztf,60938.51565970015,3184515651715015019,2,3184515651715,19.67209,1,3184,0.2667849,16.20822,14.052614,16.4249,0.09355711,0.006268971,0.012847974,0.0237,135.58614,7.21947,0.69857144,t17_f5_c3,0.98126817,16.425,0.0277,1512120217,True,True,False,27.5.6,0.0,ZTF20aamxpgh
ztf,60938.51965280017,3184519651715015005,2,3184519651715,19.571554,1,3184,0.81170243,16.634209,14.102114,16.5717,0.07574077,100.0,0.007353461,0.0287,135.5860359,7.219594,0.8057143,t17_f5_c3,0.91731596,16.5545,0.0336,1512120217,True,True,False,27.5.6,0.0,ZTF20aamxpgh
ztf,60942.51961810002,3188519611715015004,2,3188519611715,19.959826,1,3188,0.22602004,16.24347,14.057387,16.3461,0.073775426,100.0,0.009850971,0.0212,135.586174,7.2194552,0.62142855,t17_f5_c3,0.9065498,16.3388,0.0244,1512120217,True,True,False,27.5.6,0.0,ZTF20aamxpgh
ztf,60943.514907400124,3189514901715015010,2,3189514901715,19.618221,1,3189,0.43087065,16.378143,14.074432,16.1675,0.060923357,100.0,0.0072996086,0.0175,135.5862266,7.2194906,0.8414286,t17_f5_c3,0.9981929,16.1618,0.0201,1512120217,True,True,False,27.5.6,0.0,ZTF20aamxpgh
ztf,60943.51893519983,3189518931715015008,2,3189518931715,19.646744,1,3189,0.25235382,15.999044,14.021388,16.0795,0.07500757,0.005340407,0.01213508,0.0165,135.5862218,7.2193877,0.74285716,t17_f5_c3,0.99996567,16.0725,0.019,1512120217,True,True,False,27.5.6,0.0,ZTF20aamxpgh
ztf,60943.52297449997,3189522971715015008,2,3189522971715,19.591583,1,3189,0.3752359,16.134043,14.042123,16.1115,0.054835893,100.0,0.007985402,0.0186,135.5862398,7.2194533,0.88857144,t17_f5_c3,0.99886,16.0947,0.0215,1512120217,True,True,False,27.5.6,0.0,ZTF20aamxpgh
ztf,61085.40165509982,3331401656315010000,3,3331401656315,19.716724,-1,3331,0.36872184,15.702481,14.154924,15.8957,0.09829316,0.017275413,0.023632012,0.0173,135.5860986,7.2193205,0.32285714,t17_f5_c3,0.0215583,15.8723,0.0191,466120363,True,True,False,27.5.7a32.dev1,0.0,ZTF20aamxpgh
ztf,61094.37207179982,3340372076315010000,3,3340372076315,19.706665,-1,3340,0.34085977,17.068968,13.982486,17.4328,0.15215757,100.0,0.008865448,0.0695,135.5860639,7.2193671,0.40142858,t17_f5_c3,0.77008873,17.4245,0.0772,466120363,True,True,False,27.5.7a32.dev1,0.0,ZTF20aamxpgh
ztf,61099.281018500216,3345281016315010003,3,3345281016315,18.34104,-1,3345,0.0795846,15.271811,14.290086,15.3732,0.057834018,0.014653142,0.023414966,0.0272,135.5861385,7.2193914,0.7057143,t17_f5_c3,0.8901007,15.3283,0.0329,466120363,True,True,False,27.5.7a32.dev1,0.0,ZTF20aamxpgh
ztf,61102.17106480012,3348171066315010002,3,3348171066315,18.875074,-1,3348,0.07225346,15.767782,14.139793,15.9384,0.10540409,0.017345855,0.02353217,0.0302,135.5861666,7.2193991,0.46285716,t17_f5_c3,0.8902857,15.9461,0.0375,466120363,True,True,False,27.5.7a32.dev1,0.0,ZTF20aamxpgh
ztf,61106.28335649986,3352283356315010000,3,3352283356315,19.392584,-1,3352,0.2147498,16.340319,14.04474,16.4821,0.088726364,100.0,0.010710777,0.0323,135.5861828,7.2193621,0.8528572,t17_f5_c3,0.9997494,16.4778,0.0371,466120363,True,True,False,27.5.7a32.dev1,0.0,ZTF20aamxpgh
ztf,61108.27982639987,3354279826315010000,3,3354279826315,19.50184,-1,3354,0.16588156,15.152361,14.34245,15.2427,0.053454638,0.016596021,0.025352517,0.0096,135.5861339,7.2193669,0.82285714,t17_f5_c3,0.9988028,15.2223,0.0107,466120363,True,True,False,27.5.7a32.dev1,0.0,ZTF20aamxpgh
