tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,oid
ztf,59422.431215300225,1668431214015015021,2,1668431214015,20.1643,1,1668,1.4798,20.5959,21.3801,0.302551,1.3214,11.1970449,41.3899069,0.351429,t17_f5_c3,21.0708,1.276,False,False,False,correction_1.0.6,0.0,1.6754041240150152e+18,,,,,,ZTF21abmlahu
ztf,59427.455000000075,1673455004015015042,2,1673455004015,20.5879,1,1673,1.69018,20.3208,20.3654,0.258406,0.3795,11.19694,41.3900537,0.261429,t17_f5_c3,20.2205,0.4246,False,False,False,correction_1.0.6,0.0,1.6754041240150152e+18,,,,,,ZTF21abmlahu
ztf,59429.40412040008,1675404124015015053,2,1675404124015,20.776512,1,1675,1.4363698,20.044952,19.8025,0.1654829,0.1977,11.1968796,41.3899977,0.32857144,t17_f5_c3,19.6544,0.2201,True,False,False,correction_1.0.6,0.0,,0.9925789,695120240.0,,,,ZTF21abmlahu
ztf,59434.367662000004,1680367664015015074,2,1680367664015,20.9262,1,1680,1.45125,20.0277,19.6136,0.133104,0.1496,11.1968732,41.3900037,0.275714,t17_f5_c3,19.6173,0.1907,False,False,False,correction_1.0.6,0.0,1.6823851340150152e+18,,,,,,ZTF21abmlahu
ztf,59434.43256939994,1680432564015015031,1,1680432564015,20.9469,1,1680,2.78975,20.8963,20.6303,0.284789,0.3432,11.1967669,41.3899774,0.212857,t17_f5_c3,20.9149,0.568,False,False,False,correction_1.0.6,0.0,1.6823851340150152e+18,,,,,,ZTF21abmlahu
ztf,59436.38513890002,1682385134015015047,2,1682385134015,20.99521,1,1682,1.4946024,19.953495,20.0652,0.12861423,0.208,11.1969303,41.3899936,0.5285714,t17_f5_c3,20.3267,0.3358,True,False,False,correction_1.0.6,0.0,,0.99990237,695120240.0,,,,ZTF21abmlahu
ztf,59439.38929399988,1685389294015015042,2,1685389294015,20.696539,1,1685,1.5765437,19.643543,19.8837,0.11425528,0.2298,11.1969037,41.3900295,0.62,t17_f5_c3,19.8078,0.273,True,False,False,correction_1.0.6,0.0,,0.994907,695120240.0,,,,ZTF21abmlahu
ztf,59442.32695600018,1688326954015015020,1,1688326954015,20.6006,1,1688,2.82862,20.9153,20.7215,0.300271,0.4735,11.1967798,41.3899663,0.347143,t17_f5_c3,20.741,0.6168,False,False,False,correction_1.0.6,0.0,1.6884299840150152e+18,,,,,,ZTF21abmlahu
ztf,59442.42998840008,1688429984015015046,2,1688429984015,20.685236,1,1688,1.5359714,19.586374,19.4794,0.12386272,0.1566,11.1969389,41.3899995,0.70714283,t17_f5_c3,19.2385,0.1599,True,False,False,correction_1.0.6,0.0,,0.99999803,695120240.0,,,,ZTF21abmlahu
ztf,59446.39385419991,1692393854015015019,2,1692393854015,20.1383,1,1692,1.57868,19.4383,18.9904,0.134875,0.1418,11.1969106,41.3900256,0.44,t17_f5_c3,18.9055,0.1674,False,False,False,correction_1.0.6,0.0,1.700343464015015e+18,,,,,,ZTF21abmlahu
ztf,59446.469421300106,1692469424015015027,1,1692469424015,20.9874,1,1692,2.72048,20.977,20.9231,0.237514,0.4219,11.1968294,41.3899998,0.41,t17_f5_c3,20.8332,0.4958,False,False,False,correction_1.0.6,0.0,1.700343464015015e+18,,,,,,ZTF21abmlahu
ztf,59449.370231499895,1695370234015015010,2,1695370234015,19.4504,1,1695,1.10717,19.3449,18.5557,0.205533,0.1898,11.1968043,41.3899212,0.305714,t17_f5_c3,18.7651,0.2951,False,True,True,correction_1.0.6,0.0,1.700343464015015e+18,,,19.225557,0.18340242,0.18413837,ZTF21abmlahu
ztf,59454.34346059989,1700343464015015025,2,1700343464015,20.411165,1,1700,1.4701536,19.138542,19.0885,0.08621893,0.1359,11.196875,41.3900088,0.8757143,t17_f5_c3,19.0393,0.1657,True,False,False,correction_1.0.6,0.0,,0.99905473,695120240.0,,,,ZTF21abmlahu
ztf,59458.36540509993,1704365404015015051,2,1704365404015,20.770922,1,1704,1.3986814,19.155094,18.9859,0.07565274,0.0935,11.1968604,41.389989,0.85714287,t17_f5_c3,19.0077,0.1208,True,True,True,correction_1.0.6,0.0,,0.99996716,695120240.0,19.054031,0.06748286,0.06892859,ZTF21abmlahu
ztf,59460.339213000145,1706339214015015039,2,1706339214015,20.600576,1,1706,1.3490058,19.06211,19.0076,0.084345646,0.1005,11.1968904,41.3899626,0.8742857,t17_f5_c3,18.932,0.1193,True,True,True,correction_1.0.6,0.0,,0.99999774,695120240.0,18.968998,0.07631673,0.077413596,ZTF21abmlahu
ztf,59460.38057869999,1706380574015015024,1,1706380574015,20.8989,1,1706,2.6191,20.9027,21.6409,0.251326,0.83,11.1968534,41.3900253,0.351429,t17_f5_c3,21.2195,0.7203,False,False,False,correction_1.0.6,0.0,1.7083898240150152e+18,,,,,,ZTF21abmlahu
ztf,59462.389826400205,1708389824015015048,2,1708389824015,20.931112,1,1708,1.3991877,19.27554,19.1495,0.084596224,0.0951,11.1968919,41.3899752,0.76428574,t17_f5_c3,19.187,0.1247,True,True,True,correction_1.0.6,0.0,,0.998683,695120240.0,19.163214,0.074684344,0.07628172,ZTF21abmlahu
ztf,59464.38716439996,1710387164015015057,2,1710387164015,20.825888,1,1710,1.4668478,19.176462,19.1338,0.078912616,0.1023,11.1968997,41.3899969,0.91,t17_f5_c3,19.0542,0.1207,True,False,False,correction_1.0.6,0.0,,0.99995744,695120240.0,,,,ZTF21abmlahu
ztf,59464.43752310006,1710437524015015031,1,1710437524015,20.86727,1,1710,2.6708436,20.450586,20.7169,0.18187311,0.3765,11.1968772,41.3900126,0.64,t17_f5_c3,20.5744,0.4217,True,False,False,correction_1.0.6,0.0,,0.9998678,695120140.0,,,,ZTF21abmlahu
ztf,59464.43752310006,1710437524015025031,1,1710437524015,20.8673,1,1710,2.67084,20.4506,20.7169,0.181873,0.3765,11.1968772,41.3900126,0.64,t17_f5_c3,20.5744,0.4217,False,False,False,correction_1.0.6,0.0,1.7143553440150152e+18,,,,,,ZTF21abmlahu
