tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,parent_candid,oid
ztf,60021.49806710007,2267498061015015015,2,2267498061015,20.183767,1,2267,1.9947797,17.405565,17.3021,0.09211319,0.0398,261.5709341,-6.044956,0.37857142,t17_f5_c3,0.09652585,17.2848,0.045,433120210.0,True,False,False,1.1.6,0.0,,,,,ZTF23aadqjkv
ztf,60441.37718749978,2687377181015015031,2,2687377181015,19.8256,1,2687,0.558202,15.7592,15.8584,0.048506,0.0131,261.5705255,-6.0449339,0.607143,t17_f5_c3,,15.8464,0.0154,,False,True,True,24.5.1,0.0,14.053926,100.0,0.010085235,2.716335841015015e+18,ZTF23aadqjkv
ztf,60441.37718749978,2687377181015015032,2,2687377181015,19.8256,1,2687,0.288303,15.6528,15.7277,0.013985,0.0122,261.5704521,-6.0448928,0.745714,t17_f5_c3,,15.7234,0.0141,,False,True,True,24.5.1,0.0,14.030929,100.0,0.0031398884,2.716335841015015e+18,ZTF23aadqjkv
ztf,60441.435578700155,2687435571015015007,1,2687435571015,19.6631,1,2687,0.183946,17.6506,17.3758,0.048557,0.0353,261.5704329,-6.0448924,0.645714,t17_f5_c3,,17.2981,0.0414,,False,True,False,24.5.1,0.0,16.567476,0.014785977,0.017906146,2.716335841015015e+18,ZTF23aadqjkv
ztf,60445.33650460001,2691336501015015019,2,2691336501015,20.2954,1,2691,0.41772,15.7197,15.6529,0.103744,0.0097,261.570478,-6.0448505,0.68,t17_f5_c3,,15.6482,0.0107,,False,True,True,24.5.1,0.0,14.045594,0.011700073,0.022198359,2.716335841015015e+18,ZTF23aadqjkv
ztf,60447.357222199906,2693357221015015018,2,2693357221015,20.2091,1,2693,0.328143,15.8301,15.6798,0.066692,0.0101,261.5704631,-6.0449253,0.802857,t17_f5_c3,,15.6689,0.0112,,False,True,True,24.5.1,0.0,14.068292,100.0,0.013162862,2.716335841015015e+18,ZTF23aadqjkv
ztf,60447.39978010021,2693399781015015023,1,2693399781015,19.9274,1,2693,0.194459,17.721,17.544,0.074324,0.037,261.5704306,-6.0449436,0.755714,t17_f5_c3,,17.5442,0.0463,,False,True,False,24.5.1,0.0,16.592909,0.024178315,0.026296169,2.716335841015015e+18,ZTF23aadqjkv
ztf,60449.42273150012,2695422731015015013,1,2695422731015,19.7275,1,2695,0.087955,17.5472,17.6254,0.040447,0.0511,261.5704094,-6.0449192,0.924286,t17_f5_c3,,17.676,0.0675,,False,True,False,24.5.1,0.0,16.52819,0.012469014,0.015822776,2.716335841015015e+18,ZTF23aadqjkv
ztf,60452.31747689983,2698317471015015008,1,2698317471015,18.9141,1,2698,0.258788,17.5781,17.5812,0.063323,0.1015,261.5704574,-6.0449272,0.948571,t17_f5_c3,,17.658,0.1394,,False,True,False,24.5.1,0.0,16.540174,0.022262657,0.024343945,2.716335841015015e+18,ZTF23aadqjkv
ztf,60456.34028939996,2702340281015015012,2,2702340281015,19.5702,1,2702,0.267718,15.9148,15.9026,0.019634,0.0169,261.570428,-6.0449534,0.794286,t17_f5_c3,,15.8799,0.0199,,False,True,True,24.5.1,0.0,14.084494,100.0,0.003638197,2.716335841015015e+18,ZTF23aadqjkv
