tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,oid
ztf,59713.46993059991,1959469930215015002,2,1959469930215,18.81622,1,1959,4.7581315,18.427492,18.224,0.12448195,0.2177,3.6165978,30.3180172,0.74857146,t17_f5_c3,0.9999975,18.0922,0.2475,648120202,True,False,False,correction_1.0.6,0.0,ZTF22aajzkwn
ztf,59713.47193290014,1959471930215015002,2,1959471930215,19.237545,1,1959,4.778805,18.485958,18.401,0.08990843,0.1744,3.6165694,30.3180402,0.9257143,t17_f5_c3,0.9999999,18.3485,0.2132,648120202,True,False,False,correction_1.0.6,0.0,ZTF22aajzkwn
ztf,59713.4739351999,1959473930215015000,2,1959473930215,18.581081,1,1959,4.6185484,18.27497,17.9444,0.114708036,0.2126,3.6165868,30.3179761,0.61142856,t17_f5_c3,0.9999058,17.8262,0.2446,648120202,True,False,False,correction_1.0.6,0.0,ZTF22aajzkwn
ztf,59713.47593750013,1959475930215015001,2,1959475930215,19.392036,1,1959,4.672805,18.360958,18.2763,0.087495446,0.1395,3.6165754,30.3180011,0.9185714,t17_f5_c3,0.9999983,18.3648,0.194,648120202,True,False,False,correction_1.0.6,0.0,ZTF22aajzkwn
ztf,59713.477939799894,1959477930215015001,2,1959477930215,19.513584,1,1959,4.6857905,18.366283,18.545,0.08373809,0.1662,3.6165647,30.3180166,0.93142855,t17_f5_c3,0.99998844,18.7398,0.2546,648120202,True,False,False,correction_1.0.6,0.0,ZTF22aajzkwn
ztf,59714.46966439998,1960469660215015001,2,1960469660215,19.015663,1,1960,4.645749,18.297089,18.404,0.08947246,0.2074,3.616552,30.3180051,0.9071429,t17_f5_c3,0.99995565,18.555,0.3059,648120202,True,False,False,correction_1.0.6,0.0,ZTF22aajzkwn
ztf,59714.47166670021,1960471660215015000,2,1960471660215,19.201561,1,1960,4.8187327,18.350977,18.1831,0.12103073,0.1546,3.6166015,30.3180352,0.88714284,t17_f5_c3,0.99999976,18.1871,0.199,648120202,True,False,False,correction_1.0.6,0.0,ZTF22aajzkwn
ztf,59714.4756713002,1960475670215015000,2,1960475670215,19.210657,1,1960,4.7368984,18.429134,18.482,0.10394304,0.1976,3.6165877,30.3180156,0.92714286,t17_f5_c3,0.99997103,18.6679,0.3008,648120202,True,False,False,correction_1.0.6,0.0,ZTF22aajzkwn
ztf,59714.47768520005,1960477680215015000,2,1960477680215,19.19929,1,1960,4.76025,18.233784,18.2452,0.091520555,0.1579,3.616609,30.318011,0.89428574,t17_f5_c3,0.9999989,18.1678,0.1886,648120202,True,False,False,correction_1.0.6,0.0,ZTF22aajzkwn
ztf,59718.4662269,1964466220215015001,2,1964466220215,19.491512,1,1964,4.7808623,18.255562,18.2064,0.083534576,0.1229,3.6166085,30.3180186,0.92285717,t17_f5_c3,0.999999,18.194,0.1556,648120202,True,False,False,correction_1.0.6,0.0,ZTF22aajzkwn
ztf,59718.46819439996,1964468190215015002,2,1964468190215,19.491837,1,1964,4.768748,18.344303,18.4978,0.08622354,0.1596,3.6165852,30.3180269,0.91571426,t17_f5_c3,0.9999765,18.4671,0.199,648120202,True,False,False,correction_1.0.6,0.0,ZTF22aajzkwn
ztf,59718.47016200004,1964470160215015001,2,1964470160215,19.493563,1,1964,4.742009,18.27527,18.4427,0.078465894,0.1499,3.6166016,30.3180096,0.93285716,t17_f5_c3,0.99999815,18.6213,0.2262,648120202,True,False,False,correction_1.0.6,0.0,ZTF22aajzkwn
ztf,59718.47212960012,1964472120215015000,2,1964472120215,19.388233,1,1964,4.7250195,18.340908,18.3205,0.07211954,0.1371,3.6166067,30.3180005,0.92142856,t17_f5_c3,0.9999949,18.3852,0.1863,648120202,True,False,False,correction_1.0.6,0.0,ZTF22aajzkwn
ztf,59718.474097200204,1964474090215015000,2,1964474090215,19.48976,1,1964,4.683464,18.258081,18.335,0.07515317,0.1362,3.6165427,30.3180229,0.93857145,t17_f5_c3,0.99999356,18.4609,0.1957,648120202,True,False,False,correction_1.0.6,0.0,ZTF22aajzkwn
ztf,59719.46578700002,1965465780215015000,2,1965465780215,19.221207,1,1965,4.622339,18.260603,18.0951,0.108794376,0.1017,3.6166007,30.317969,0.6842857,t17_f5_c3,0.9999905,18.081,0.1285,648120202,True,False,False,correction_1.0.6,0.0,ZTF22aajzkwn
ztf,59719.467754600104,1965467750215015000,2,1965467750215,19.059355,1,1965,4.7374454,18.327084,18.3782,0.114187285,0.1332,3.6166038,30.3180064,0.57714283,t17_f5_c3,0.99992645,18.4593,0.1838,648120202,True,False,False,correction_1.0.6,0.0,ZTF22aajzkwn
ztf,59719.469722200185,1965469720215015004,2,1965469720215,18.994299,1,1965,4.44527,18.31102,18.3069,0.1367767,0.1273,3.6164943,30.3179699,0.49571428,t17_f5_c3,0.9941679,18.2947,0.1613,648120202,True,False,False,correction_1.0.6,0.0,ZTF22aajzkwn
ztf,59719.4716897998,1965471680215015003,2,1965471680215,19.051134,1,1965,4.723428,18.311464,18.3373,0.12869394,0.127,3.6165937,30.3180076,0.5871429,t17_f5_c3,0.99976265,18.2397,0.1487,648120202,True,False,False,correction_1.0.6,0.0,ZTF22aajzkwn
ztf,59719.47365739988,1965473650215015001,2,1965473650215,19.054068,1,1965,4.764825,18.198872,18.1816,0.12842956,0.1107,3.6166072,30.3180137,0.46142858,t17_f5_c3,0.99778336,18.0972,0.1312,648120202,True,False,False,correction_1.0.6,0.0,ZTF22aajzkwn
ztf,59720.46504630009,1966465040215015002,2,1966465040215,19.56547,1,1966,4.5895495,18.275045,18.3463,0.07762415,0.1123,3.6165351,30.3179958,0.9028571,t17_f5_c3,0.9999989,18.3584,0.1452,648120202,True,False,False,correction_1.0.6,0.0,ZTF22aajzkwn
ztf,59720.46696759993,1966466960215015000,2,1966466960215,19.709362,1,1966,4.8066835,18.359959,18.4698,0.06621736,0.1198,3.6165806,30.3180429,0.9457143,t17_f5_c3,0.9999995,18.5804,0.1695,648120202,True,False,False,correction_1.0.6,0.0,ZTF22aajzkwn
ztf,59720.468900499865,1966468900215015000,2,1966468900215,19.769592,1,1966,4.756598,18.327757,18.312,0.06838239,0.1024,3.616583,30.3180234,0.94285715,t17_f5_c3,0.99999845,18.3364,0.1337,648120202,True,False,False,correction_1.0.6,0.0,ZTF22aajzkwn
ztf,59720.47083330015,1966470830215015001,2,1966470830215,19.74021,1,1966,4.8066998,18.33304,18.3126,0.07718915,0.1045,3.6166206,30.31802,0.93857145,t17_f5_c3,0.9999999,18.3113,0.1333,648120202,True,False,False,correction_1.0.6,0.0,ZTF22aajzkwn
ztf,59720.47275459999,1966472750215015002,2,1966472750215,19.815275,1,1966,4.8334823,18.333849,18.2862,0.07952969,0.0984,3.6166124,30.3180342,0.93714285,t17_f5_c3,0.9999809,18.2552,0.1222,648120202,True,False,False,correction_1.0.6,0.0,ZTF22aajzkwn
