tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,parent_candid,oid
ztf,59798.40951390006,2044409514315015015,1,2044409514315,20.6435,1,2044,0.592777,17.6086,17.8579,0.107945,0.0399,2.0342722,47.9949674,0.554286,t17_f5_c3,17.8776,0.047,False,True,False,dev,0.0,,,15.521329,0.012689631,0.015786787,2.063385564315015e+18,ZTF21abmkxiq
ztf,59798.45634259982,2044456344315015015,2,2044456344315,20.7297,1,2044,0.401842,17.1438,17.2078,0.065929,0.0255,2.0342153,47.9949961,0.597143,t17_f5_c3,17.2109,0.0286,False,True,False,dev,0.0,,,14.868506,100.0,0.008108842,2.063385564315015e+18,ZTF21abmkxiq
ztf,59803.409525500145,2049409524315015012,2,2049409524315,19.9434,1,2049,0.762695,17.1353,17.1884,0.135421,0.0399,2.0342312,47.9948799,0.458571,t17_f5_c3,17.1562,0.0473,False,True,False,dev,0.0,,,14.867457,0.007707223,0.01677062,2.063385564315015e+18,ZTF21abmkxiq
ztf,59810.425520800054,2056425524315015011,2,2056425524315,20.4337,1,2056,0.541449,17.8921,18.2707,0.254481,0.0772,2.0339972,47.9949235,0.328571,t17_f5_c3,18.2916,0.0919,False,True,False,dev,0.0,,,14.937137,0.0052802865,0.016736714,2.063385564315015e+18,ZTF21abmkxiq
ztf,59813.34177079983,2059341774315015031,1,2059341774315,20.7276,1,2059,0.669515,17.8266,17.8922,0.077183,0.0399,2.0342657,47.9949294,0.874286,t17_f5_c3,17.8987,0.046,False,True,False,dev,0.0,,,15.550605,100.0,0.009486892,2.063385564315015e+18,ZTF21abmkxiq
ztf,59817.38556709979,2063385564315015016,2,2063385564315,20.730827,1,2063,0.99421465,17.05148,17.223,0.15451558,0.0267,2.034308,47.9948313,0.33142856,t17_f5_c3,17.186,0.0289,True,True,False,dev,0.0,0.8244074,736120243.0,14.856719,0.014192182,0.020467661,,ZTF21abmkxiq
ztf,59822.29979170021,2068299794315015009,2,2068299794315,20.003,1,2068,0.673784,16.9389,17.1441,0.076395,0.0268,2.03415,47.9948827,0.822857,t17_f5_c3,17.1288,0.0305,False,True,False,dev,0.0,,,14.841119,100.0,0.011065024,2.090317874315015e+18,ZTF21abmkxiq
ztf,59822.33185190009,2068331854315015019,1,2068331854315,20.7536,1,2068,0.470805,17.7233,17.8594,0.088712,0.0384,2.0342405,47.995,0.868571,t17_f5_c3,17.8787,0.0448,False,True,False,dev,0.0,,,15.537366,0.0070364145,0.011846995,2.090317874315015e+18,ZTF21abmkxiq
ztf,59826.30023150006,2072300234315015010,2,2072300234315,20.3771,1,2072,0.523547,17.0498,17.1151,0.070593,0.026,2.0342906,47.9950555,0.784286,t17_f5_c3,17.1251,0.0299,False,True,False,dev,0.0,,,14.856497,100.0,0.009363538,2.090317874315015e+18,ZTF21abmkxiq
ztf,59840.40162040014,2086401624315015011,1,2086401624315,20.6241,1,2086,0.55567,17.9502,17.9809,0.081857,0.0442,2.0342578,47.9949708,0.845714,t17_f5_c3,17.9871,0.0518,False,True,False,dev,0.0,,,15.56506,100.0,0.009099138,2.090317874315015e+18,ZTF21abmkxiq
ztf,59844.26472220011,2090264724315015016,1,2090264724315,20.7144,1,2090,0.577056,18.0013,18.1204,0.082471,0.0483,2.0342728,47.9949733,0.818571,t17_f5_c3,18.1169,0.0557,False,True,False,dev,0.0,,,15.570623,100.0,0.008790836,2.090317874315015e+18,ZTF21abmkxiq
ztf,59844.317870399915,2090317874315015011,2,2090317874315,20.668322,1,2090,1.0703989,17.237192,17.4464,0.10814996,0.0302,2.034356,47.9948296,0.47714287,t17_f5_c3,17.4462,0.0347,True,True,False,dev,0.0,0.8728039,736120243.0,14.879569,100.0,0.012330401,,ZTF21abmkxiq
ztf,59844.317870399915,2090317874315015012,2,2090317874315,20.6683,1,2090,0.601985,17.2792,17.2914,0.037116,0.0275,2.034249,47.9949419,0.524286,t17_f5_c3,17.2904,0.0309,False,True,False,dev,0.0,,,14.884277,100.0,0.0040887655,2.095304544315015e+18,ZTF21abmkxiq
ztf,59849.26755789993,2095267554315015018,1,2095267554315,20.7579,1,2095,0.623999,17.9823,18.0748,0.102168,0.0459,2.0342847,47.9949658,0.662857,t17_f5_c3,18.082,0.0531,False,True,False,dev,0.0,,,15.568582,0.0051134806,0.011061849,2.095304544315015e+18,ZTF21abmkxiq
ztf,59849.30454860022,2095304544315015011,2,2095304544315,20.599344,1,2095,1.0125889,17.222755,17.4176,0.099091,0.0313,2.034397,47.9948813,0.40714285,t17_f5_c3,17.3718,0.0344,True,True,False,dev,0.0,0.8745034,736120243.0,14.877913,100.0,0.011431348,,ZTF21abmkxiq
ztf,59849.30454860022,2095304544315015013,2,2095304544315,20.5993,1,2095,0.730444,17.3113,17.2975,0.039134,0.0288,2.0342915,47.9949213,0.481429,t17_f5_c3,17.3002,0.0328,False,True,False,dev,0.0,,,14.887768,100.0,0.0041989535,2.097299984315015e+18,ZTF21abmkxiq
ztf,59851.29998840019,2097299984315015014,2,2097299984315,20.755295,1,2097,0.9232118,17.508825,17.6173,0.12031375,0.0368,2.0343421,47.9948752,0.34714285,t17_f5_c3,17.6081,0.0412,True,True,False,dev,0.0,0.8458386,736120243.0,14.90732,100.0,0.010957543,,ZTF21abmkxiq
ztf,60057.50106480019,2303501064315015004,2,2303501064315,19.956,1,2303,0.559772,17.4492,17.4054,0.082412,0.0486,2.0342608,47.9949747,0.714286,t17_f5_c3,17.4665,0.0625,False,True,False,1.2.0,0.0,,,14.901752,100.0,0.007888809,2.327471344315015e+18,ZTF21abmkxiq
ztf,60057.50349539984,2303503494315015010,2,2303503494315,19.8328,1,2303,0.60907,17.5008,17.4623,0.064576,0.0554,2.0342379,47.9949319,0.452857,t17_f5_c3,17.3993,0.0639,False,True,False,1.2.0,0.0,,,14.906587,100.0,0.005920878,2.327471344315015e+18,ZTF21abmkxiq
ztf,60057.50349539984,2303503494315015011,2,2303503494315,19.83277,1,2303,0.9580609,17.451488,17.6312,0.11627774,0.0635,2.0344115,47.9949162,0.5714286,t17_f5_c3,17.6224,0.0777,True,True,False,1.2.0,0.0,0.43084002,736120243.0,14.901971,100.0,0.011109374,,ZTF21abmkxiq
ztf,60058.49557870021,2304495574315015005,2,2304495574315,19.3456,1,2304,0.778022,17.0977,17.4055,0.146679,0.0661,2.0343459,47.9949453,0.458571,t17_f5_c3,17.4281,0.0831,False,True,False,1.2.0,0.0,,,14.86273,0.011429307,0.01872319,2.327471344315015e+18,ZTF21abmkxiq
ztf,60060.49918980012,2306499184315015006,2,2306499184315,19.51,1,2306,0.840116,17.3977,17.4576,0.103668,0.0581,2.0344192,47.995024,0.782857,t17_f5_c3,17.4283,0.0696,False,True,False,1.2.0,0.0,,,14.896715,100.0,0.010357408,2.327471344315015e+18,ZTF21abmkxiq
ztf,60061.49986110022,2307499864315015003,2,2307499864315,19.8393,1,2307,0.561696,17.4112,17.3954,0.071886,0.0512,2.0340827,47.9949048,0.407143,t17_f5_c3,17.4152,0.0637,False,True,False,1.2.0,0.0,,,14.898057,100.0,0.0071021053,2.327471344315015e+18,ZTF21abmkxiq
ztf,60065.48979170015,2311489794315015007,2,2311489794315,19.7545,1,2311,0.834445,17.3869,17.3155,0.072104,0.0432,2.0343575,47.9949353,0.857143,t17_f5_c3,17.2822,0.0505,False,True,False,1.2.0,0.0,,,14.895632,100.0,0.0072686197,2.327471344315015e+18,ZTF21abmkxiq
ztf,60065.49221060006,2311492214315015021,2,2311492214315,19.8278,1,2311,0.571645,17.1703,17.243,0.072795,0.0412,2.0342704,47.9949728,0.851429,t17_f5_c3,17.2563,0.0502,False,True,False,1.2.0,0.0,,,14.871731,100.0,0.008763432,2.327471344315015e+18,ZTF21abmkxiq
ztf,60065.494629600085,2311494624315015025,2,2311494624315,19.5568,1,2311,0.694851,17.2573,17.198,0.066724,0.0473,2.0342798,47.9949239,0.858571,t17_f5_c3,17.209,0.0585,False,True,False,1.2.0,0.0,,,14.881843,100.0,0.0074834093,2.327471344315015e+18,ZTF21abmkxiq
ztf,60065.499479200225,2311499474315015005,2,2311499474315,19.2668,1,2311,0.657531,17.3115,17.2328,0.078114,0.0579,2.0342829,47.9949457,0.852857,t17_f5_c3,17.1594,0.0674,False,True,False,1.2.0,0.0,,,14.887789,100.0,0.008380004,2.327471344315015e+18,ZTF21abmkxiq
ztf,60079.472291700076,2325472294315015007,2,2325472294315,20.2929,1,2325,0.580992,17.4388,17.6119,0.146264,0.0455,2.0341984,47.9949214,0.355714,t17_f5_c3,17.6179,0.0536,False,True,False,1.2.0,0.0,,,14.900752,100.0,0.0141227115,2.327471344315015e+18,ZTF21abmkxiq
ztf,60079.47429399984,2325474294315015008,2,2325474294315,20.2606,1,2325,0.591915,17.6786,17.6094,0.141276,0.046,2.0340079,47.9949007,0.48,t17_f5_c3,17.5755,0.0525,False,True,False,1.2.0,0.0,,,14.921729,100.0,0.011151158,2.327471344315015e+18,ZTF21abmkxiq
ztf,60079.47829859983,2325478294315015018,2,2325478294315,20.1549,1,2325,0.59597,17.5485,17.5074,0.12079,0.0431,2.0342558,47.9949549,0.684286,t17_f5_c3,17.4855,0.05,False,True,False,1.2.0,0.0,,,14.910874,100.0,0.010640955,2.327471344315015e+18,ZTF21abmkxiq
ztf,60080.47233799985,2326472334315015008,2,2326472334315,19.9521,1,2326,0.442675,16.8283,17.0255,0.075289,0.0306,2.0342212,47.994991,0.86,t17_f5_c3,17.0418,0.0368,False,True,False,1.2.0,0.0,,,14.824385,100.0,0.011889545,2.327471344315015e+18,ZTF21abmkxiq
ztf,60081.47134259995,2327471344315015018,2,2327471344315,20.018162,1,2327,0.97919965,17.150719,17.3914,0.094015,0.0385,2.034406,47.9948969,0.5928571,t17_f5_c3,17.3572,0.0439,True,True,False,1.2.0,0.0,0.6642104,736120243.0,14.869355,100.0,0.011498779,,ZTF21abmkxiq
ztf,60123.411493100226,2369411494315015022,1,2369411494315,20.5609,1,2369,0.697556,18.0432,18.1186,0.096396,0.0515,2.034333,47.9949745,0.838571,t17_f5_c3,18.1436,0.0612,False,True,False,1.2.0,0.0,,,15.575013,0.0010801078,0.009926232,2.397414824315015e+18,ZTF21abmkxiq
ztf,60127.434178200085,2373434174315015008,1,2373434174315,19.7389,1,2373,0.451184,17.4794,17.5935,0.065552,0.0587,2.0342399,47.9950108,0.931429,t17_f5_c3,17.6089,0.0743,False,True,False,1.2.0,0.0,,,15.501447,0.005233232,0.010602402,2.397414824315015e+18,ZTF21abmkxiq
ztf,60133.41256939992,2379412564315015012,2,2379412564315,20.3537,1,2379,0.826258,17.3239,17.5393,0.106418,0.0393,2.0343528,47.9949278,0.498571,t17_f5_c3,17.5415,0.0467,False,True,False,1.2.0,0.0,,,14.889112,100.0,0.011300559,2.397414824315015e+18,ZTF21abmkxiq
ztf,60133.41256939992,2379412564315015013,2,2379412564315,20.3537,1,2379,0.730865,17.4071,17.4355,0.045278,0.0369,2.0342852,47.9949168,0.491429,t17_f5_c3,17.4223,0.0427,False,True,False,1.2.0,0.0,,,14.897651,100.0,0.004488563,2.397414824315015e+18,ZTF21abmkxiq
ztf,60136.45516199991,2382455164315015014,1,2382455164315,20.5578,1,2382,0.455081,17.537,17.6235,0.056494,0.0343,2.0342298,47.9949972,0.932857,t17_f5_c3,17.6892,0.0426,False,True,False,1.2.0,0.0,,,15.510558,100.0,0.008738265,2.397414824315015e+18,ZTF21abmkxiq
ztf,60141.345949099865,2387345944315015020,1,2387345944315,20.5566,1,2387,0.599283,17.7911,17.7952,0.088231,0.0424,2.0342573,47.9949476,0.768571,t17_f5_c3,17.7989,0.0496,False,True,False,1.2.0,0.0,,,15.546179,0.005675574,0.011159706,2.397414824315015e+18,ZTF21abmkxiq
ztf,60141.43050929997,2387430504315015020,2,2387430504315,20.6833,1,2387,0.572821,17.0453,16.9776,0.097868,0.0217,2.0342177,47.9949307,0.544286,t17_f5_c3,16.9505,0.0237,False,True,False,1.2.0,0.0,,,14.855899,100.0,0.013028078,2.397414824315015e+18,ZTF21abmkxiq
ztf,60141.43050929997,2387430504315015021,2,2387430504315,20.6833,1,2387,0.625209,17.006,17.1058,0.029974,0.0236,2.0342663,47.9949402,0.594286,t17_f5_c3,17.0749,0.0259,False,True,False,1.2.0,0.0,,,14.850584,100.0,0.004116975,2.397414824315015e+18,ZTF21abmkxiq
ztf,60144.38510419987,2390385104315015010,2,2390385104315,20.626,1,2390,0.607877,17.1474,17.1742,0.100476,0.0256,2.0341796,47.9949049,0.428571,t17_f5_c3,17.1705,0.0289,False,True,False,1.2.0,0.0,,,14.868949,100.0,0.012322018,2.397414824315015e+18,ZTF21abmkxiq
ztf,60146.40990740014,2392409904315015023,2,2392409904315,20.6967,1,2392,0.759847,17.0792,17.1011,0.08376,0.0238,2.0343078,47.9949212,0.601429,t17_f5_c3,17.0864,0.0266,False,True,False,1.2.0,0.0,,,14.860351,100.0,0.010851673,2.397414824315015e+18,ZTF21abmkxiq
ztf,60146.43015050003,2392430154315015016,2,2392430154315,20.7136,1,2392,0.63383,17.1445,17.1536,0.073422,0.0246,2.0342732,47.9949428,0.662857,t17_f5_c3,17.11,0.0268,False,True,False,1.2.0,0.0,,,14.868592,100.0,0.009025328,2.397414824315015e+18,ZTF21abmkxiq
ztf,60151.41482640011,2397414824315015019,2,2397414824315,20.754274,1,2397,0.9013835,16.901384,16.951,0.060593728,0.0206,2.0343403,47.9948828,0.5742857,t17_f5_c3,16.9326,0.0226,True,True,False,1.2.0,0.0,0.81078637,736120243.0,14.835604,100.0,0.009038898,,ZTF21abmkxiq
ztf,60156.405578699894,2402405574315015010,2,2402405574315,20.1248,1,2402,0.53319,17.144,17.1632,0.108288,0.0348,2.0342055,47.9949413,0.458571,t17_f5_c3,17.1798,0.0424,False,True,False,1.2.0,0.0,,,14.868531,100.0,0.013316592,2.406430504315015e+18,ZTF21abmkxiq
ztf,60160.38702550018,2406387024315015009,1,2406387024315,19.8636,1,2406,0.540815,17.4143,17.5112,0.067954,0.0486,2.0342354,47.9949615,0.921429,t17_f5_c3,17.5501,0.0625,False,True,False,1.2.0,0.0,,,15.490649,0.007082268,0.01155458,2.406430504315015e+18,ZTF21abmkxiq
ztf,60160.43050929997,2406430504315015012,2,2406430504315,20.230091,1,2406,0.9333481,16.888248,16.9899,0.110502034,0.027,2.0342795,47.994837,0.47,t17_f5_c3,16.9661,0.0314,True,True,False,1.2.0,0.0,0.810007,736120243.0,14.833634,0.008301306,0.016654233,,ZTF21abmkxiq
ztf,60163.388981500175,2409388984315015016,2,2409388984315,20.4895,1,2409,0.703248,17.1344,17.1448,0.091414,0.0269,2.0341815,47.9948785,0.445714,t17_f5_c3,17.1423,0.0309,False,True,False,1.2.0,0.0,,,14.867346,100.0,0.011328993,2.430471084315015e+18,ZTF21abmkxiq
ztf,60163.470069400035,2409470064315015013,1,2409470064315,20.1016,1,2409,0.714259,17.9352,17.9271,0.124377,0.0556,2.034357,47.9950069,0.572857,t17_f5_c3,17.9441,0.0686,False,True,False,1.2.0,0.0,,,15.563382,0.010029789,0.013996298,2.430471084315015e+18,ZTF21abmkxiq
ztf,60168.38636570005,2414386364315015030,1,2414386364315,20.8951,1,2414,0.668279,17.5721,17.6636,0.067817,0.0304,2.0342774,47.9949375,0.812857,t17_f5_c3,17.6895,0.0351,False,True,False,1.2.0,0.0,,,15.515913,0.0041043893,0.010206198,2.430471084315015e+18,ZTF21abmkxiq
ztf,60168.449826399796,2414449824315015013,2,2414449824315,20.8373,1,2414,0.681534,17.1202,17.2352,0.087936,0.0246,2.0342812,47.9949326,0.608571,t17_f5_c3,17.2188,0.0271,False,True,False,1.2.0,0.0,,,14.865576,100.0,0.011023447,2.430471084315015e+18,ZTF21abmkxiq
ztf,60168.449826399796,2414449824315015014,2,2414449824315,20.8373,1,2414,0.637122,17.1241,17.1368,0.031828,0.0233,2.0342731,47.9949451,0.582857,t17_f5_c3,17.1393,0.0258,False,True,False,1.2.0,0.0,,,14.866064,100.0,0.003977362,2.430471084315015e+18,ZTF21abmkxiq
ztf,60170.359490700066,2416359494315015032,1,2416359494315,20.8428,1,2416,0.603284,17.9576,18.0775,0.073671,0.0449,2.0343109,47.9950153,0.85,t17_f5_c3,18.0718,0.0508,False,True,False,1.2.0,0.0,,,15.56588,100.0,0.008139707,2.430471084315015e+18,ZTF21abmkxiq
ztf,60173.47114579985,2419471144315015022,1,2419471144315,20.7675,1,2419,0.583036,17.6662,17.731,0.055483,0.034,2.0342797,47.9949832,0.877143,t17_f5_c3,17.7144,0.0384,False,True,False,1.2.0,0.0,,,15.529564,100.0,0.0077536344,2.430471084315015e+18,ZTF21abmkxiq
ztf,60178.42973379977,2424429734315015013,1,2424429734315,20.7455,1,2424,0.42373,17.4316,17.5214,0.059006,0.0284,2.0342399,47.9950325,0.825714,t17_f5_c3,17.5188,0.0324,False,True,False,1.2.0,0.0,,,15.493571,0.0037726022,0.009901121,2.430471084315015e+18,ZTF21abmkxiq
ztf,60182.344432900194,2428344434315015025,2,2428344434315,20.7432,1,2428,0.6419,17.0273,17.047,0.029379,0.022,2.0342791,47.9949469,0.675714,t17_f5_c3,17.0405,0.0244,False,True,False,1.2.0,0.0,,,14.853485,100.0,0.003967447,2.430471084315015e+18,ZTF21abmkxiq
ztf,60182.344432900194,2428344434315015026,2,2428344434315,20.7432,1,2428,0.81339,16.9792,17.217,0.067628,0.0245,2.0343405,47.9949211,0.635714,t17_f5_c3,17.1944,0.0272,False,True,False,1.2.0,0.0,,,14.846864,100.0,0.009488378,2.430471084315015e+18,ZTF21abmkxiq
ztf,60182.42775460007,2428427754315015019,1,2428427754315,20.6133,1,2428,0.623396,17.8152,17.7981,0.055736,0.036,2.0343233,47.9950208,0.908571,t17_f5_c3,17.7956,0.0414,False,True,False,1.2.0,0.0,,,15.549197,100.0,0.006914081,2.430471084315015e+18,ZTF21abmkxiq
ztf,60184.42790509993,2430427904315015025,1,2430427904315,20.5192,1,2430,0.765267,17.6335,17.8997,0.077883,0.0416,2.0343375,47.9949473,0.805714,t17_f5_c3,17.8972,0.0483,False,True,False,1.2.0,0.0,,,15.524935,0.0059970273,0.011169065,2.430471084315015e+18,ZTF21abmkxiq
ztf,60184.47108800011,2430471084315015013,2,2430471084315,20.684944,1,2430,1.1028314,17.142832,17.176,0.10723087,0.0248,2.0344459,47.9948819,0.3942857,t17_f5_c3,17.1974,0.0286,True,True,False,1.2.0,0.0,0.805864,736120243.0,14.868387,100.0,0.013199032,,ZTF21abmkxiq
ztf,60191.38920139987,2437389204315015016,1,2437389204315,20.0276,1,2437,0.765804,17.9554,18.2452,0.112002,0.0803,2.0343213,47.9949297,0.674286,t17_f5_c3,18.2377,0.098,False,True,False,1.2.1,0.0,,,15.565637,0.0076152487,0.012397109,2.440308744315015e+18,ZTF21abmkxiq
ztf,60194.30874999985,2440308744315015019,1,2440308744315,20.662,1,2440,1.11439,18.2426,18.5747,0.125566,0.0735,2.0344525,47.9948841,0.328571,t17_f5_c3,18.6156,0.0906,False,True,False,1.2.1,0.0,,,15.593935,0.0043682065,0.0109498,2.458383394315015e+18,ZTF21abmkxiq
ztf,60194.30874999985,2440308744315015025,1,2440308744315,20.662004,1,2440,0.9445223,18.36458,18.4766,0.07984499,0.0696,2.0343897,47.9949074,0.5385714,t17_f5_c3,18.4632,0.0805,True,True,False,1.2.1,0.0,0.520339,736120143.0,15.604043,100.0,0.006281058,,ZTF21abmkxiq
ztf,60194.32521989988,2440325214315015017,2,2440325214315,20.6884,1,2440,1.21692,17.4142,17.4737,0.131185,0.033,2.0344826,47.9948591,0.302857,t17_f5_c3,17.4778,0.0376,False,True,False,1.2.1,0.0,,,14.898353,100.0,0.012928414,2.458383394315015e+18,ZTF21abmkxiq
ztf,60196.32297449978,2442322974315015020,1,2442322974315,20.7816,1,2442,0.50436,17.4977,17.5605,0.074433,0.0302,2.0342772,47.9950405,0.704286,t17_f5_c3,17.5471,0.034,False,True,False,1.2.1,0.0,,,15.504385,0.007443387,0.011869699,2.458383394315015e+18,ZTF21abmkxiq
