tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid,parent_candid,oid
ztf,59373.39071760001,1619390712315015019,2,1619390712315,20.6219,1,1619,1.48744,17.3486,17.2511,0.089204,0.0312,276.0608774,2.8856829,0.384286,t17_f5_c3,17.1546,0.0319,False,False,False,correction_0.0.1,0.0,,,,,,,ZTF21abjviex
ztf,59381.39180559991,1627391802315015016,2,1627391802315,19.908,1,1627,0.808908,16.5881,16.4176,0.18055,0.0238,276.0605843,2.8857534,0.444286,t17_f5_c3,16.3554,0.0258,False,True,True,correction_0.0.1,0.0,14.142402,0.013420036,0.018980945,,,,ZTF21abjviex
ztf,59401.37371530011,1647373712315015035,1,1647373712315,20.450857,1,1647,1.9281118,19.417253,19.1904,0.16288537,0.1209,276.060936,2.8855648,0.38142857,t17_f5_c3,18.9586,0.1195,True,False,False,correction_0.0.1,0.0,,,,0.23446998,486120123.0,,ZTF21abjviex
ztf,59968.56966440007,2214569662315015017,2,2214569662315,19.1118,1,2214,0.840772,15.8507,15.8175,0.061228,0.0152,276.0604522,2.8857817,0.732857,t17_f5_c3,15.7847,0.0177,False,True,False,1.1.6,0.0,14.03674,100.0,0.011517706,,,2.217574842315015e+18,ZTF21abjviex
ztf,59968.576770800166,2214576772315015017,2,2214576772315,18.4008,1,2214,0.530785,15.7768,15.8517,0.05173,0.0265,276.0606541,2.8858476,0.702857,t17_f5_c3,15.8301,0.0327,False,True,False,1.1.6,0.0,14.0224495,100.0,0.010280211,,,2.217574842315015e+18,ZTF21abjviex
ztf,59969.56571759982,2215565712315015013,2,2215565712315,19.7884,1,2215,1.00002,16.0907,16.0928,0.089888,0.0163,276.0606715,2.8857122,0.52,t17_f5_c3,16.0414,0.0182,False,True,False,1.1.6,0.0,14.07802,0.0061840117,0.014080878,,,2.217574842315015e+18,ZTF21abjviex
ztf,59969.568171299994,2215568172315015017,2,2215568172315,19.5361,1,2215,1.05947,16.2409,16.0973,0.144141,0.0188,276.0606589,2.8856894,0.351429,t17_f5_c3,16.0233,0.0211,False,True,False,1.1.6,0.0,14.10022,0.015363484,0.020068517,,,2.217574842315015e+18,ZTF21abjviex
ztf,59969.57062500017,2215570622315015011,2,2215570622315,19.3714,1,2215,0.616825,16.1877,16.1602,0.062651,0.0217,276.0604681,2.8858487,0.601429,t17_f5_c3,16.0536,0.0241,False,True,False,1.1.6,0.0,14.092654,100.0,0.009097241,,,2.217574842315015e+18,ZTF21abjviex
ztf,59969.57062500017,2215570622315015012,2,2215570622315,19.3714,1,2215,0.618645,16.0854,15.9812,0.023586,0.0187,276.0604236,2.8859083,0.82,t17_f5_c3,15.9498,0.0221,False,True,False,1.1.6,0.0,14.0771885,100.0,0.0037099642,,,2.230545762315015e+18,ZTF21abjviex
ztf,59969.57554400014,2215575542315015009,2,2215575542315,18.9408,1,2215,0.496467,16.2005,16.1706,0.04551,0.0316,276.0605365,2.8858518,0.718571,t17_f5_c3,16.0947,0.037,False,True,False,1.1.6,0.0,14.094503,100.0,0.006541964,,,2.217574842315015e+18,ZTF21abjviex
ztf,59971.56528940005,2217565282315015033,2,2217565282315,19.1813,1,2217,1.00833,16.2438,16.0817,0.085196,0.0169,276.0608629,2.8859305,0.568571,t17_f5_c3,16.0503,0.0196,False,True,False,1.1.6,0.0,14.100622,100.0,0.011834463,,,2.217574842315015e+18,ZTF21abjviex
ztf,59971.56767359981,2217567672315015023,2,2217567672315,19.146,1,2217,1.027,16.0439,16.051,0.079024,0.0176,276.0608672,2.885925,0.59,t17_f5_c3,16.0294,0.0207,False,True,False,1.1.6,0.0,14.070555,0.0026292347,0.012835742,,,2.217574842315015e+18,ZTF21abjviex
ztf,59971.57006940013,2217570062315015022,2,2217570062315,19.0958,1,2217,0.354765,16.2341,15.9929,0.10984,0.0178,276.0604881,2.8859475,0.562857,t17_f5_c3,15.9754,0.0212,False,True,False,1.1.6,0.0,14.09927,0.00836586,0.015375471,,,2.217574842315015e+18,ZTF21abjviex
ztf,59971.574849499855,2217574842315015005,2,2217574842315,18.791103,1,2217,1.1579511,16.179775,16.2584,0.05373124,0.0307,276.0608576,2.8858031,0.6614286,t17_f5_c3,16.2285,0.0379,True,True,False,1.1.6,0.0,14.0915,100.0,0.007850852,0.7561915,486120223.0,,ZTF21abjviex
ztf,59971.574849499855,2217574842315015006,2,2217574842315,18.7911,1,2217,1.06261,16.2292,16.2064,0.03359,0.0299,276.0608378,2.8858221,0.77,t17_f5_c3,16.2025,0.0371,False,True,False,1.1.6,0.0,14.098583,100.0,0.0047202283,,,2.230545762315015e+18,ZTF21abjviex
ztf,59972.56348379981,2218563482315015019,2,2218563482315,19.4657,1,2218,0.871058,16.4049,16.2653,0.040423,0.0184,276.0605951,2.8857341,0.738571,t17_f5_c3,16.2295,0.0209,False,True,False,1.1.6,0.0,14.121621,100.0,0.0049353424,,,2.230545762315015e+18,ZTF21abjviex
ztf,59972.565844899975,2218565842315015017,2,2218565842315,19.55333,1,2218,1.1303811,16.488344,16.3216,0.029503858,0.0199,276.0608493,2.8858045,0.7114286,t17_f5_c3,16.2965,0.0229,True,True,False,1.1.6,0.0,14.131473,100.0,0.0033661237,0.8850289,486120223.0,,ZTF21abjviex
ztf,59972.565844899975,2218565842315015018,2,2218565842315,19.5533,1,2218,1.07574,16.5892,16.6469,0.056617,0.0255,276.0607808,2.885749,0.418571,t17_f5_c3,16.4638,0.0262,False,True,False,1.1.6,0.0,14.142517,100.0,0.005946671,,,2.230545762315015e+18,ZTF21abjviex
ztf,59972.56820600014,2218568202315015025,2,2218568202315,19.3984,1,2218,0.954693,16.4281,16.2887,0.049746,0.0201,276.0606424,2.885717,0.69,t17_f5_c3,16.248,0.023,False,True,False,1.1.6,0.0,14.124428,100.0,0.005960587,,,2.230545762315015e+18,ZTF21abjviex
ztf,59972.57057869993,2218570572315015013,2,2218570572315,19.5,1,2218,0.879212,16.6467,16.5162,0.069258,0.0256,276.060705,2.8857651,0.644286,t17_f5_c3,16.4009,0.0279,False,True,False,1.1.6,0.0,14.148415,100.0,0.006936749,,,2.230545762315015e+18,ZTF21abjviex
ztf,59972.57057869993,2218570572315015014,2,2218570572315,19.5,1,2218,0.987649,16.4499,16.3839,0.029795,0.023,276.0607442,2.8857538,0.808571,t17_f5_c3,16.3521,0.0268,False,True,False,1.1.6,0.0,14.127017,100.0,0.0035074397,,,2.230545762315015e+18,ZTF21abjviex
ztf,59984.54576390004,2230545762315015016,2,2230545762315,19.16124,1,2230,1.096364,16.663391,16.8013,0.09859265,0.0344,276.060814,2.8857744,0.63714284,t17_f5_c3,16.7435,0.0394,True,True,False,1.1.6,0.0,14.150075,100.0,0.009739086,0.40870205,486120223.0,,ZTF21abjviex
