tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,rbversion,oid
ztf,58306.33561340021,552335613515010582,1,552335613515,20.079678,-1,552,1.5544477,17.124737,17.4241,0.10417779,0.0284,287.8979863,-1.8134235,0.48333332,0.0,17.4203,0.0347,436120135.0,True,False,True,bulk_1.0.0,0.0,0.0,,,,,ZTF18abfaaws
ztf,58363.21047449997,609210474615015006,2,609210474615,20.2138,1,609,0.331797,17.0807,17.3322,0.134971,0.0478,287.8981331,-1.8129435,0.386667,,17.3818,0.0549,,False,True,False,bulk_1.0.0,0.0,6.20166783515015e+17,13.549179,100.0,0.0052195406,t12_f5_c3,ZTF18abfaaws
ztf,58363.2109375,609210933515015006,2,609210933515,20.1173,1,609,0.234967,16.6647,16.9181,0.125153,0.0335,287.8981148,-1.8130318,0.44,,16.8965,0.0362,,False,True,False,bulk_1.0.0,0.0,6.20166783515015e+17,13.573135,100.0,0.007257975,t12_f5_c3,ZTF18abfaaws
ztf,58368.16806709999,614168063515015002,2,614168063515,20.237,1,614,0.929824,16.7184,16.506,0.10531,0.0225,287.8984207,-1.8131214,0.346667,,16.5071,0.0247,,False,True,False,bulk_1.0.0,0.0,6.20166783515015e+17,13.576178,100.0,0.005828826,t12_f5_c3,ZTF18abfaaws
ztf,58369.229838000145,615229834615015005,1,615229834615,20.9325,1,615,0.206725,18.3557,18.4593,0.174606,0.0575,287.8981411,-1.8130805,0.543333,,18.3872,0.0621,,False,True,True,bulk_1.0.0,0.0,6.20166783515015e+17,15.855616,0.008410202,0.017459253,t12_f5_c3,ZTF18abfaaws
ztf,58372.18932869984,618189324615015011,1,618189324615,21.0676,1,618,0.443323,18.3287,18.2689,0.110553,0.0436,287.8982453,-1.8131151,0.626667,,18.2854,0.0513,,False,True,True,bulk_1.0.0,0.0,6.20166783515015e+17,15.852885,100.0,0.0113043375,t12_f5_c3,ZTF18abfaaws
ztf,58372.18932869984,618189324615015012,1,618189324615,21.0676,1,618,0.443602,18.1528,18.1593,0.057288,0.0409,287.8982653,-1.8130905,0.793333,,18.1252,0.0451,,False,True,True,bulk_1.0.0,0.0,6.20166783515015e+17,15.833534,100.0,0.0067663956,t12_f5_c3,ZTF18abfaaws
ztf,58374.166782400105,620166783515015006,2,620166783515,20.563808,1,620,0.7695133,16.849953,17.0057,0.09566093,0.0322,287.8980435,-1.8131868,0.42333335,0.0,16.9431,0.0337,436120235.0,False,True,False,bulk_1.0.0,0.0,6.29125863515015e+17,13.583057,100.0,0.0047203735,t8_f5_c3,ZTF18abfaaws
ztf,58375.229259300046,621229254615015012,1,621229254615,20.9554,1,621,1.01489,18.0247,18.6052,0.095771,0.0575,287.8982653,-1.8132898,0.406667,,18.5616,0.0667,,False,True,True,bulk_1.0.0,0.0,6.29125863515015e+17,15.817593,100.0,0.0125427,t12_f5_c3,ZTF18abfaaws
ztf,58375.229259300046,621229254615015013,1,621229254615,20.9554,1,621,0.254571,17.9971,18.0217,0.05189,0.0386,287.8981864,-1.813091,0.85,,17.9908,0.0431,,False,True,True,bulk_1.0.0,0.0,6.29125863515015e+17,15.813938,100.0,0.00694734,t12_f5_c3,ZTF18abfaaws
ztf,58377.14715280011,623147153515015009,2,623147153515,20.5273,1,623,1.22345,17.0329,16.8281,0.345461,0.0285,287.8979737,-1.8132957,0.306667,,16.8096,0.0306,,False,True,False,bulk_1.0.0,0.0,6.29125863515015e+17,13.591397,100.0,0.014514359,t12_f5_c3,ZTF18abfaaws
ztf,58378.16810189979,624168104615015002,1,624168104615,20.2168,1,624,0.353308,18.3148,17.9123,0.210382,0.0504,287.8982243,-1.8131033,0.483333,,17.8774,0.0598,,False,True,True,bulk_1.0.0,0.0,6.29125863515015e+17,15.851457,0.015531153,0.021760605,t12_f5_c3,ZTF18abfaaws
