tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,oid
ztf,60319.45467589982,2565454671315015006,2,2565454671315,20.108925,1,2565,8.381793,19.776323,20.2219,0.19538674,0.3446,148.0898499,2.1711583,0.58285713,t17_f5_c3,0.9998167,19.6414,0.2595,468120213,True,False,True,23.12.x,0.0,ZTF24aabmcbz
ztf,60319.45513889985,2565455131315015006,2,2565455131315,20.272434,1,2565,8.30954,19.792566,20.0751,0.17980687,0.3102,148.0898658,2.1711813,0.7828571,t17_f5_c3,0.9998103,20.157,0.429,468120213,True,False,True,23.12.x,0.0,ZTF24aabmcbz
ztf,60319.455613399856,2565455611315015004,2,2565455611315,20.223385,1,2565,8.237075,19.82047,19.6465,0.21551093,0.2119,148.0897356,2.1711843,0.45,t17_f5_c3,0.99990404,19.551,0.2485,468120213,True,False,True,23.12.x,0.0,ZTF24aabmcbz
ztf,60319.45608799998,2565456081315015008,2,2565456081315,20.260054,1,2565,8.168718,19.744574,19.8506,0.147556,0.2572,148.0897256,2.1712024,0.77428573,t17_f5_c3,0.9997176,19.3142,0.2017,468120213,True,False,True,23.12.x,0.0,ZTF24aabmcbz
ztf,60319.45655089989,2565456551315015005,2,2565456551315,20.267918,1,2565,8.314905,19.779528,19.7162,0.16151936,0.228,148.0897331,2.1711619,0.7828571,t17_f5_c3,0.99999,19.9225,0.353,468120213,True,False,True,23.12.x,0.0,ZTF24aabmcbz
ztf,60319.457025500014,2565457021315015006,2,2565457021315,20.238482,1,2565,8.005318,19.76879,19.6553,0.15643299,0.2182,148.0896473,2.1712416,0.6685714,t17_f5_c3,0.99967253,19.5849,0.2619,468120213,True,False,True,23.12.x,0.0,ZTF24aabmcbz
ztf,60319.45748839993,2565457481315015004,2,2565457481315,20.24893,1,2565,8.319425,19.734774,19.5868,0.1485179,0.2033,148.0895637,2.1711488,0.7885714,t17_f5_c3,0.9999937,19.6666,0.2799,468120213,True,False,True,23.12.x,0.0,ZTF24aabmcbz
ztf,60319.45796300005,2565457961315015006,2,2565457961315,20.245583,1,2565,8.032822,19.59401,19.761,0.15604807,0.2365,148.0895867,2.1712304,0.7171429,t17_f5_c3,0.99876255,19.8214,0.3201,468120213,True,False,True,23.12.x,0.0,ZTF24aabmcbz
ztf,60319.458437500056,2565458431315015003,2,2565458431315,20.280956,1,2565,8.190477,19.764103,19.8581,0.17037186,0.2572,148.0894853,2.1711839,0.76714283,t17_f5_c3,0.9999889,19.9653,0.3639,468120213,True,False,True,23.12.x,0.0,ZTF24aabmcbz
ztf,60319.45890050009,2565458901315015005,2,2565458901315,20.251793,1,2565,8.120349,19.733593,19.928,0.1662937,0.2733,148.0894554,2.1712038,0.7785714,t17_f5_c3,0.99992824,20.2924,0.4896,468120213,True,False,True,23.12.x,0.0,ZTF24aabmcbz
