tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,rbversion,oid
ztf,58283.39969909983,529399692015010024,1,529399692015,20.993559,-1,529,0.104636915,18.209705,15.59668,18.3568,0.0417836,100.0,0.0037652648,0.0538,289.3883093,4.2669649,0.5133333,0.0,18.3375,0.0596,488120120.0,False,True,False,bulk_1.0.0,0.0,5.5042615201501e+17,,ZTF18abaqyhy
ztf,58285.435925900005,531435922015010029,1,531435922015,20.815441,-1,531,0.3733825,18.351086,15.584799,18.4941,0.049226765,100.0,0.0038520035,0.0635,289.3882766,4.2668564,0.46666667,0.0,18.4666,0.0707,488120120.0,False,True,False,bulk_1.0.0,0.0,5.5042615201501e+17,,ZTF18abaqyhy
ztf,58286.40109949978,532401092015010023,1,532401092015,20.59741,-1,532,0.77011913,18.733698,15.559855,18.8952,0.07443836,100.0,0.0040018396,0.0967,289.3881622,4.2667801,0.6933333,0.0,18.7872,0.1015,488120120.0,False,True,False,bulk_1.0.0,0.0,5.5042615201501e+17,,ZTF18abaqyhy
ztf,58303.402407399844,549402402015010007,1,549402402015,20.326067,-1,549,0.1957903,17.507828,15.689445,18.0248,0.21143562,0.035955206,0.03961182,0.0555,289.3883249,4.2669297,0.35666665,0.0,18.0532,0.0688,488120120.0,False,True,False,bulk_1.0.0,0.0,5.5042615201501e+17,,ZTF18abaqyhy
ztf,58304.42615740001,550426152015010006,1,550426152015,20.31622,-1,550,0.15008867,17.635181,15.667161,17.9046,0.1419707,0.016486412,0.023173451,0.0488,289.3883166,4.2669439,0.6333333,0.0,17.8784,0.0575,488120120.0,False,True,False,bulk_1.0.0,0.0,5.6835534201501504e+17,,ZTF18abaqyhy
ztf,58305.33310189983,551333102015010009,1,551333102015,20.412733,-1,551,0.1761917,17.6047,15.672219,17.7792,0.06370466,100.0,0.010744317,0.0383,289.3883217,4.2669898,0.7733333,0.0,17.7674,0.0447,488120120.0,False,True,False,bulk_1.0.0,0.0,5.6835534201501504e+17,,ZTF18abaqyhy
ztf,58307.35422449978,553354222015010005,1,553354222015,20.966324,-1,553,0.4333397,17.783169,15.644812,17.9269,0.1410185,0.011516436,0.019675834,0.0387,289.3883795,4.26689,0.48,0.0,17.9026,0.0427,488120120.0,False,True,False,bulk_1.0.0,0.0,5.6835534201501504e+17,,ZTF18abaqyhy
ztf,58308.37740739994,554377402015010013,1,554377402015,20.503836,-1,554,0.1881208,17.458048,15.69903,17.9418,0.15581724,0.025872752,0.030832466,0.0488,289.3883263,4.2669371,0.4,0.0,17.954,0.0579,488120120.0,False,True,False,bulk_1.0.0,0.0,5.6835534201501504e+17,,ZTF18abaqyhy
ztf,58312.358298600186,558358292015010006,1,558358292015,20.667559,-1,558,0.61504585,18.016834,15.615868,18.1353,0.11628951,100.0,0.012739545,0.0516,289.3884283,4.2668706,0.70666665,0.0,18.17,0.0615,488120120.0,False,True,False,bulk_1.0.0,0.0,5.74256932015015e+17,,ZTF18abaqyhy
ztf,58313.33547449997,559335472015010006,1,559335472015,20.713,-1,559,0.511565,18.3863,15.582091,18.43,0.254913,0.012012368,0.01926233,0.0671,289.3883432,4.2668376,0.523333,,18.3939,0.0747,,False,True,False,bulk_1.0.0,0.0,5.6835534201501504e+17,t8_f5_c3,ZTF18abaqyhy
ztf,58322.2117130002,568211712015015007,1,568211712015,19.501982,1,568,0.334235,17.680607,15.365919,17.8134,0.15733315,0.013999554,0.018661443,0.0737,289.3882322,4.2670425,0.46,0.0,17.828,0.093,488120120.0,False,True,False,bulk_1.0.0,0.0,5.96303362015015e+17,t8_f5_c3,ZTF18abaqyhy
ztf,58322.35534719983,568355342015015009,2,568355342015,20.247726,1,568,0.5000944,15.718962,13.090941,15.5979,0.09636969,100.0,0.008565098,0.0116,289.3881441,4.2669162,0.43333334,0.0,15.5866,0.0123,488120220.0,False,True,False,bulk_1.0.0,0.0,5.74256932015015e+17,t8_f5_c3,ZTF18abaqyhy
ztf,58328.25693289982,574256932015015006,1,574256932015,19.290922,1,574,0.32462227,17.458801,15.337116,17.5006,0.10556564,0.008906296,0.014957139,0.0785,289.3881937,4.2669896,0.6766667,0.0,17.4723,0.0967,488120120.0,False,True,False,bulk_1.0.0,0.0,5.95213252015015e+17,t8_f5_c3,ZTF18abaqyhy
ztf,58329.337731500156,575337732015015009,2,575337732015,19.657003,1,575,0.31622115,15.465798,13.065892,15.2065,0.057303123,100.0,0.006283707,0.01,289.3881913,4.2669366,0.5233333,0.0,15.1959,0.0111,488120220.0,False,True,False,bulk_1.0.0,0.0,5.95213252015015e+17,t8_f5_c3,ZTF18abaqyhy
ztf,58332.317268500105,578317262015015007,2,578317262015,20.48814,1,578,0.82367706,15.851106,13.1020565,15.7814,0.14759436,100.0,0.011734104,0.0133,289.3881321,4.2667911,0.34333333,0.0,15.7854,0.014,488120220.0,False,True,False,bulk_1.0.0,0.0,5.95213252015015e+17,t8_f5_c3,ZTF18abaqyhy
ztf,58334.342442099936,580342442015015009,2,580342442015,20.575552,1,580,1.0664493,15.961832,13.110457,15.9551,0.14683439,100.0,0.010623753,0.0152,289.3880303,4.2667977,0.34,0.0,15.9421,0.0157,488120220.0,False,True,False,bulk_1.0.0,0.0,5.95213252015015e+17,t8_f5_c3,ZTF18abaqyhy
ztf,58337.3616204001,583361622015015011,1,583361622015,20.4822,1,583,0.268514,17.575,15.352843,18.0268,0.248255,0.029657094,0.03206527,0.0526,289.388206,4.2669648,0.343333,,18.0489,0.0623,,False,True,False,bulk_1.0.0,0.0,5.95213252015015e+17,t12_f5_c3,ZTF18abaqyhy
ztf,58340.33340279991,586333402015015018,1,586333402015,20.052666,1,586,0.19279724,17.198238,15.296173,17.3563,0.15525357,0.024315657,0.026928712,0.0445,289.3882291,4.2669481,0.44333333,0.0,17.3431,0.0516,488120120.0,False,True,False,bulk_1.0.0,0.0,5.95213252015015e+17,t8_f5_c3,ZTF18abaqyhy
ztf,58342.323877300136,588323872015015008,2,588323872015,20.121967,1,588,0.74271977,15.374548,13.055504,15.4277,0.08301576,100.0,0.009807149,0.0099,289.3882487,4.2667631,0.54,0.0,15.3219,0.01,488120220.0,False,True,False,bulk_1.0.0,0.0,5.95213252015015e+17,t8_f5_c3,ZTF18abaqyhy
ztf,58342.323877300136,588323872015015009,2,588323872015,20.121967,1,588,0.42833245,15.269224,13.042516,15.2777,0.014004488,100.0,0.0018012904,0.0094,289.3882269,4.2668598,0.62666667,0.0,15.2648,0.0099,488120220.0,False,True,False,bulk_1.0.0,0.0,5.95213252015015e+17,t8_f5_c3,ZTF18abaqyhy
ztf,58344.172025499865,590172022015015011,2,590172022015,20.619349,1,590,0.38670608,15.44984,13.064131,15.5499,0.07244814,100.0,0.0080490345,0.0102,289.3882881,4.2668646,0.5933333,0.0,15.47,0.0101,488120220.0,False,True,False,bulk_1.0.0,0.0,6.20170132015015e+17,t8_f5_c3,ZTF18abaqyhy
ztf,58344.172025499865,590172022015015013,2,590172022015,20.619349,1,590,0.1260579,15.394187,13.057805,15.3729,0.014902771,100.0,0.0017326638,0.0094,289.3882931,4.2669414,0.5966667,0.0,15.3622,0.0096,488120220.0,False,True,False,bulk_1.0.0,0.0,6.20170132015015e+17,t8_f5_c3,ZTF18abaqyhy
ztf,58345.318437499925,591318432015015004,2,591318432015,20.59432,1,591,0.41624784,15.754595,13.094062,15.5653,0.054833796,100.0,0.0047297147,0.0109,289.3881816,4.2670373,0.5466667,0.0,15.5602,0.0113,488120220.0,False,True,False,bulk_1.0.0,0.0,6.20170132015015e+17,t8_f5_c3,ZTF18abaqyhy
ztf,58347.33128469996,593331282015015015,1,593331282015,20.311293,1,593,0.3267108,17.1987,15.296253,17.5388,0.12674761,0.018682834,0.021976631,0.0373,289.3881937,4.2669339,0.48333332,0.0,17.5144,0.0425,488120120.0,False,True,False,bulk_1.0.0,0.0,6.20170132015015e+17,t8_f5_c3,ZTF18abaqyhy
ztf,58348.21268519992,594212682015015003,2,594212682015,20.495235,1,594,0.27416918,15.467901,13.066123,15.5548,0.108851634,100.0,0.01191581,0.0109,289.3882753,4.2668953,0.36,0.0,15.5263,0.0112,488120220.0,False,True,False,bulk_1.0.0,0.0,6.20170132015015e+17,t8_f5_c3,ZTF18abaqyhy
ztf,58348.33833329985,594338332015015016,1,594338332015,20.640173,1,594,0.64948493,17.307512,15.314356,17.4954,0.11040295,0.013099158,0.017608324,0.0311,289.3880995,4.2669419,0.41666666,0.0,17.477,0.0347,488120120.0,False,True,False,bulk_1.0.0,0.0,6.20170132015015e+17,t8_f5_c3,ZTF18abaqyhy
ztf,58349.21325229993,595213252015015005,1,595213252015,19.902315,1,595,0.15186943,17.369947,15.324076,17.5753,0.12787443,0.015378319,0.019428315,0.0481,289.3882805,4.267004,0.63666666,0.0,17.546,0.0571,488120120.0,False,True,False,bulk_1.0.0,0.0,6.20170132015015e+17,t8_f5_c3,ZTF18abaqyhy
ztf,58349.2920022998,595292002015015005,2,595292002015,20.188618,1,595,0.5590578,15.341569,13.051555,15.3403,0.014359614,100.0,0.001742357,0.0095,289.3882681,4.2668157,0.57666665,0.0,15.3338,0.0101,488120220.0,False,True,False,bulk_1.0.0,0.0,6.20170132015015e+17,t8_f5_c3,ZTF18abaqyhy
ztf,58350.303368099965,596303362015015002,1,596303362015,20.039131,1,596,0.38084188,17.374691,15.324796,17.6703,0.14362645,0.01820742,0.021740833,0.0499,289.3881754,4.2669346,0.43666667,0.0,17.6466,0.0591,488120120.0,False,True,False,bulk_1.0.0,0.0,6.20170132015015e+17,t8_f5_c3,ZTF18abaqyhy
ztf,58350.35966440011,596359662015015002,2,596359662015,20.586323,1,596,0.6576104,16.342281,13.13393,15.9973,0.12427221,100.0,0.0064719263,0.0158,289.3881024,4.2669088,0.41666666,0.0,15.9789,0.0162,488120220.0,False,True,False,bulk_1.0.0,0.0,6.20170132015015e+17,t8_f5_c3,ZTF18abaqyhy
ztf,58351.22849539993,597228492015015006,2,597228492015,20.233725,1,597,0.34854636,15.594347,13.079268,15.6012,0.11949758,100.0,0.011784947,0.0116,289.3881927,4.2669164,0.45,0.0,15.5098,0.0117,488120220.0,False,True,False,bulk_1.0.0,0.0,6.20170132015015e+17,t8_f5_c3,ZTF18abaqyhy
ztf,58351.27245370019,597272452015015007,1,597272452015,20.109615,1,597,0.4887093,17.637455,15.36071,17.7145,0.18120952,0.01856351,0.02225785,0.0509,289.3881459,4.2669532,0.44333333,0.0,17.7831,0.0659,488120120.0,False,True,False,bulk_1.0.0,0.0,6.20170132015015e+17,t8_f5_c3,ZTF18abaqyhy
ztf,58354.253055599984,600253052015015008,2,600253052015,20.092892,1,600,0.7480407,15.853494,13.102245,15.6574,0.1330253,100.0,0.0105544375,0.0129,289.3882523,4.2667619,0.39333335,0.0,15.6406,0.0138,488120220.0,False,True,False,bulk_1.0.0,0.0,6.20170132015015e+17,t8_f5_c3,ZTF18abaqyhy
ztf,58356.190069399774,602190062015015014,2,602190062015,19.75163,1,602,0.47345468,15.62389,13.082147,15.6038,0.07184145,100.0,0.0069131767,0.0135,289.3881668,4.2668961,0.49333334,0.0,15.5827,0.0149,488120220.0,False,True,False,bulk_1.0.0,0.0,6.20170132015015e+17,t8_f5_c3,ZTF18abaqyhy
ztf,58362.23089119978,608230892015015008,1,608230892015,20.33212,1,608,0.35996634,18.237541,15.418866,18.4667,0.21227711,0.009092479,0.015828257,0.0808,289.3882013,4.2670268,0.47333333,0.0,18.43,0.0921,488120120.0,False,True,False,bulk_1.0.0,0.0,6.20170132015015e+17,t8_f5_c3,ZTF18abaqyhy
ztf,58363.23203699989,609232032015015010,2,609232032015,20.175272,1,609,0.12910959,15.587644,13.078606,15.7125,0.0712105,100.0,0.0070620165,0.013,289.3882559,4.2669389,0.60333335,0.0,15.7161,0.0139,488120220.0,False,True,False,bulk_1.0.0,0.0,6.20170132015015e+17,t8_f5_c3,ZTF18abaqyhy
ztf,58364.21001160005,610210012015015012,1,610210012015,20.876337,1,610,0.30034098,18.366985,15.428003,18.6481,0.17933446,100.0,0.011969359,0.0761,289.3881977,4.26695,0.5233333,0.0,18.7046,0.0901,488120120.0,False,True,False,bulk_1.0.0,0.0,6.20170132015015e+17,t8_f5_c3,ZTF18abaqyhy
ztf,58367.23038189998,613230382015015003,1,613230382015,20.770472,1,613,0.67124695,18.161535,15.413012,18.1233,0.09297026,100.0,0.007394938,0.0489,289.3880931,4.2669351,0.74333334,0.0,18.0985,0.0543,488120120.0,False,True,False,bulk_1.0.0,0.0,6.20170132015015e+17,t8_f5_c3,ZTF18abaqyhy
ztf,58368.20993060013,614209932015015004,1,614209932015,20.785429,1,614,0.21052854,18.084354,15.406668,18.1612,0.07765711,100.0,0.0065933554,0.0499,289.3882211,4.266952,0.78333336,0.0,18.1677,0.057,488120120.0,False,True,False,bulk_1.0.0,0.0,6.20170132015015e+17,t8_f5_c3,ZTF18abaqyhy
