tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,oid
ztf,60319.49612270016,2565496123515015012,2,2565496123515,20.2835,1,2565,2.0739,19.277,19.382,0.147632,0.1612,154.0807513,4.6999993,0.934286,t17_f5_c3,19.4715,0.224,False,False,False,23.12.x,0.0,2.565500353515015e+18,,,,,,ZTF24aabmtki
ztf,60319.49658560008,2565496583515015012,2,2565496583515,20.2417,1,2565,1.97952,19.1863,19.1684,0.114006,0.1369,154.0807185,4.6999338,0.954286,t17_f5_c3,19.1993,0.1804,False,False,False,23.12.x,0.0,2.565500833515015e+18,,,,,,ZTF24aabmtki
ztf,60319.4970602002,2565497063515015012,2,2565497063515,20.3068,1,2565,2.04586,19.2163,18.8851,0.098396,0.1035,154.0807271,4.6998816,0.665714,t17_f5_c3,18.8676,0.1302,False,False,False,23.12.x,0.0,2.565500833515015e+18,,,,,,ZTF24aabmtki
ztf,60319.497534700204,2565497533515015011,2,2565497533515,20.3112,1,2565,1.72605,19.2523,19.0273,0.102249,0.1173,154.0806385,4.6998995,0.862857,t17_f5_c3,18.9378,0.1382,False,False,False,23.12.x,0.0,2.565501773515015e+18,,,,,,ZTF24aabmtki
ztf,60319.49800929986,2565498003515015015,2,2565498003515,20.2711,1,2565,1.69706,19.1668,19.2829,0.095747,0.1534,154.0806216,4.6998706,0.955714,t17_f5_c3,19.364,0.2115,False,False,False,23.12.x,0.0,2.565501773515015e+18,,,,,,ZTF24aabmtki
ztf,60319.498472199775,2565498473515015012,2,2565498473515,20.2734,1,2565,1.62026,19.237,19.0327,0.116232,0.1229,154.0805826,4.6998302,0.862857,t17_f5_c3,18.9317,0.1433,False,False,False,23.12.x,0.0,2.565501773515015e+18,,,,,,ZTF24aabmtki
ztf,60319.4989467999,2565498943515015013,2,2565498943515,20.2953,1,2565,1.66415,19.16,19.1369,0.122105,0.1311,154.0805889,4.6998145,0.925714,t17_f5_c3,19.157,0.1707,False,False,False,23.12.x,0.0,2.565501773515015e+18,,,,,,ZTF24aabmtki
ztf,60319.4994212999,2565499423515015013,2,2565499423515,20.355,1,2565,1.50796,19.2411,19.198,0.089126,0.1339,154.080529,4.6997969,0.901429,t17_f5_c3,18.9633,0.1382,False,False,False,23.12.x,0.0,2.565501773515015e+18,,,,,,ZTF24aabmtki
ztf,60319.499884299934,2565499883515015013,2,2565499883515,20.3133,1,2565,1.40799,19.2306,19.2857,0.1034,0.1488,154.0804696,4.6997628,0.947143,t17_f5_c3,19.2839,0.1901,False,False,False,23.12.x,0.0,2.565501773515015e+18,,,,,,ZTF24aabmtki
ztf,60319.50035879994,2565500353515015014,2,2565500353515,20.198402,1,2565,1.5711778,19.205786,18.9345,0.0903272,0.1123,154.0804805,4.6997069,0.76857144,t17_f5_c3,18.9574,0.1465,True,False,False,23.12.x,0.0,,0.9999877,468120235.0,,,,ZTF24aabmtki
