tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,oid
ztf,59412.315520800184,1658315524715015024,1,1658315524715,20.225437,1,1658,4.0206385,18.233131,18.3284,0.08233586,0.0669,284.2763564,-24.0380754,0.92142856,t17_f5_c3,0.9999995,18.3167,0.0845,284120147,True,False,False,correction_0.0.1,0.0,ZTF21abmocur
ztf,59822.169027800206,2068169024715015019,1,2068169024715,20.163748,1,2068,3.9726565,17.434526,17.4206,0.04186719,0.0296,284.2763705,-24.0380795,0.91571426,t17_f5_c3,0.99999994,17.4304,0.0377,284120147,True,False,False,dev,0.0,ZTF21abmocur
ztf,59822.21840280015,2068218404715015067,2,2068218404715,19.824242,1,2068,3.529646,17.721663,17.71,0.05947059,0.0472,284.2763661,-24.0381205,0.7842857,t17_f5_c3,1.0,17.7086,0.0603,284120247,True,False,False,dev,0.0,ZTF21abmocur
ztf,59824.169398100115,2070169394715015039,2,2070169394715,20.322622,1,2070,3.4736974,17.644903,17.6689,0.04027729,0.037,284.2763495,-24.0380821,0.9342857,t17_f5_c3,1.0,17.6979,0.0484,284120247,True,False,False,dev,0.0,ZTF21abmocur
ztf,59824.18978009978,2070189784715015020,1,2070189784715,20.150934,1,2070,3.9852784,17.575205,17.5683,0.0520655,0.0351,284.2763775,-24.0380532,0.92285717,t17_f5_c3,0.99999684,17.5924,0.0454,284120147,True,False,False,dev,0.0,ZTF21abmocur
ztf,59826.16810189979,2072168104715015031,2,2072168104715,19.50407,1,2072,3.4317107,17.829388,17.851,0.046305805,0.0787,284.2763369,-24.0380953,0.89285713,t17_f5_c3,1.0,17.8258,0.0987,284120247,True,False,False,dev,0.0,ZTF21abmocur
ztf,59826.202094899956,2072202094715015020,1,2072202094715,19.845665,1,2072,3.9513252,17.44145,17.4471,0.046022814,0.0419,284.276382,-24.0380782,0.9,t17_f5_c3,0.99999994,17.4215,0.0521,284120147,True,False,False,dev,0.0,ZTF21abmocur
ztf,59837.14825229999,2083148254715015021,1,2083148254715,20.413052,1,2083,4.028585,18.58766,18.5505,0.06761988,0.068,284.2763596,-24.0380586,0.9142857,t17_f5_c3,0.9999926,18.5519,0.0872,284120147,True,False,False,dev,0.0,ZTF21abmocur
ztf,59840.168182900175,2086168184715015015,1,2086168184715,20.65672,1,2086,3.9102762,19.387945,19.1286,0.13425326,0.0934,284.2763976,-24.0380644,0.62714285,t17_f5_c3,0.9989479,19.0538,0.1123,284120147,True,False,False,dev,0.0,ZTF21abmocur
ztf,60138.356678199954,2384356674715015026,2,2384356674715,19.905857,1,2384,3.471894,18.543034,18.6744,0.07240817,0.1272,284.2763474,-24.0380884,0.93,t17_f5_c3,0.99999857,18.8293,0.1887,284120247,True,False,False,1.2.0,0.0,ZTF21abmocur
ztf,60138.40101849986,2384401014715015012,1,2384401014715,19.600273,1,2384,3.8689456,18.48967,18.5401,0.10485626,0.1385,284.2764033,-24.0380818,0.83285713,t17_f5_c3,0.99999464,18.563,0.1817,284120147,True,False,False,1.2.0,0.0,ZTF21abmocur
ztf,60531.252199099865,2777252194715015042,2,2777252194715,20.359314,1,2777,3.5371754,19.077013,18.7437,0.0987136,0.0934,284.2763669,-24.0380786,0.64285713,t17_f5_c3,0.99994516,18.72,0.1179,284120247,True,False,False,24.5.1,0.0,ZTF21abmocur
ztf,60531.29421300022,2777294214715015022,1,2777294214715,20.077225,1,2777,3.8373842,18.93366,18.8018,0.10912767,0.1127,284.2764263,-24.0380518,0.8857143,t17_f5_c3,0.9999923,18.8043,0.1451,284120147,True,False,False,24.5.1,0.0,ZTF21abmocur
ztf,60928.14837960014,3174148374715015017,1,3174148374715,19.589882,1,3174,3.900743,18.220907,18.1188,0.07518477,0.0864,284.2763979,-24.0380673,0.8542857,t17_f5_c3,0.99999344,17.9952,0.0989,284120147,True,False,False,27.5.6,0.0,ZTF21abmocur
ztf,60928.209571800195,3174209574715015026,2,3174209574715,19.797907,1,3174,3.5020397,18.460127,18.4178,0.0767763,0.113,284.2763544,-24.0380548,0.9257143,t17_f5_c3,1.0,18.6207,0.1749,284120247,True,False,False,27.5.6,0.0,ZTF21abmocur
ztf,60929.210810199846,3175210814715015029,2,3175210814715,19.73228,1,3175,3.5162659,19.071697,19.1147,0.13220936,0.2278,284.2763605,-24.0380725,0.7757143,t17_f5_c3,0.9999992,19.3338,0.3588,284120247,True,False,False,27.5.6,0.0,ZTF21abmocur
ztf,60929.2496181,3175249614715015020,2,3175249614715,19.27328,1,3175,3.2575376,19.007488,18.6093,0.16375984,0.2122,284.2762824,-24.0380959,0.47428572,t17_f5_c3,0.9999993,18.8035,0.3265,284120247,True,False,False,27.5.6,0.0,ZTF21abmocur
