tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid,rbversion,oid
ztf,58261.45373839978,507453731615015008,1,507453731615,21.0315,1,507,1.27774,20.2726,19.127897,20.5868,0.13229,0.028165912,0.046094198,0.2651,280.8784596,61.4251215,0.133333,20.4519,0.2968,False,True,False,bulk_1.0.0,0.0,5.3439151161501504e+17,,,,ZTF18aawlezq
ztf,58272.40975689981,518409752815015027,1,518409752815,20.363083,1,518,1.1671206,19.394176,18.730085,19.4329,0.102911234,0.042542428,0.055824697,0.1727,280.878552,61.425076,0.81,19.3496,0.2044,False,True,False,bulk_1.0.0,0.0,5.2438348281501504e+17,0.0,827120128.0,,ZTF18aawlezq
ztf,58272.41069439985,518410691615015011,1,518410691615,20.279694,1,518,1.2750978,19.33827,18.705606,19.5176,0.10731647,0.054582957,0.05992404,0.2012,280.8784758,61.4251167,0.69666666,19.5889,0.2745,False,True,False,bulk_1.0.0,0.0,5.2141431161501504e+17,0.0,826120116.0,,ZTF18aawlezq
ztf,58272.47103009978,518471031615015009,2,518471031615,20.154837,1,518,1.3138808,19.231174,18.47601,19.1595,0.103715286,0.044090077,0.051734067,0.1549,280.8783286,61.4251128,0.44,18.9106,0.1572,False,True,False,bulk_1.0.0,0.0,5.2141431161501504e+17,0.0,826120216.0,,ZTF18aawlezq
ztf,58275.41431709984,521414311615015021,2,521414311615,20.623913,1,521,1.28441,19.179996,18.45018,19.1558,0.06590162,0.02082779,0.03364878,0.1025,280.8783953,61.4250943,0.81333333,19.047,0.1173,False,True,False,bulk_1.0.0,0.0,5.2736603161501504e+17,0.0,826120216.0,,ZTF18aawlezq
ztf,58278.324213000014,524324211615015028,2,524324211615,20.723122,1,524,1.3283457,19.258696,18.489649,19.2618,0.06740428,0.018728938,0.033194724,0.1064,280.8784507,61.4250965,0.7966667,19.1978,0.1268,False,True,False,bulk_1.0.0,0.0,5.2736603161501504e+17,0.0,826120216.0,,ZTF18aawlezq
ztf,58278.37190969987,524371901615015020,1,524371901615,20.922453,1,524,1.1612931,19.44265,18.76265,19.4336,0.06672557,0.024350196,0.035669103,0.1042,280.8784382,61.425089,0.7133333,19.4723,0.1358,False,True,False,bulk_1.0.0,0.0,5.2736603161501504e+17,0.0,826120116.0,,ZTF18aawlezq
ztf,58278.383483800106,524383482815015010,1,524383482815,20.935822,1,524,1.1527876,19.445894,18.757833,19.5307,0.06672612,100.0,0.03540558,0.115,280.8784882,61.4250942,0.81333333,19.4465,0.1344,False,True,False,bulk_1.0.0,0.0,5.27395482815015e+17,0.0,827120128.0,,ZTF18aawlezq
ztf,58281.3660300998,527366031615015030,2,527366031615,20.681366,1,527,1.3009074,19.253656,18.487165,19.0933,0.067467585,0.019012654,0.033304173,0.0918,280.8784703,61.4250889,0.76,19.022,0.1085,False,True,False,bulk_1.0.0,0.0,5.4032429161501504e+17,0.0,826120216.0,,ZTF18aawlezq
ztf,58281.39224540023,527392241615015007,1,527392241615,20.729462,1,527,1.32332,19.552725,18.8201,19.736,0.07762769,0.02842042,0.039533664,0.1436,280.8784249,61.4251402,0.78,19.8756,0.2065,False,True,False,bulk_1.0.0,0.0,5.4032429161501504e+17,0.0,826120116.0,,ZTF18aawlezq
