tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,oid
ztf,60679.573935199995,2925573931715015150,2,2925573931715,18.196941,1,2925,1.2598741,14.460275,12.3252945,14.7357,0.052866165,100.0,0.0073992154,0.0126,267.5488056,7.4042786,0.44428572,t17_f5_c3,0.5203469,14.6946,0.0142,1531120217,True,True,False,26.0.1,0.0,ZTF22abdwspo
ztf,60679.5744097,2925574401715015010,2,2925574401715,18.409273,1,2925,0.4672043,14.521172,12.333614,14.8211,0.07190561,100.0,0.009588266,0.0131,267.5485672,7.404285,0.54142857,t17_f5_c3,0.8381939,14.792,0.0148,1531120217,True,True,False,26.0.1,0.0,ZTF22abdwspo
ztf,60679.57487270003,2925574871715015018,2,2925574871715,18.214947,1,2925,0.8614907,14.875181,12.374663,14.9833,0.047856163,100.0,0.0047833337,0.015,267.5484579,7.4041231,0.56857145,t17_f5_c3,0.9338752,14.9711,0.0173,1531120217,True,True,False,26.0.1,0.0,ZTF22abdwspo
ztf,60687.5686458,2933568641715015007,2,2933568641715,18.291224,1,2933,0.45250648,14.262223,12.295303,14.8039,0.0524213,100.0,0.008565249,0.0092,267.5485771,7.4043148,0.5857143,t17_f5_c3,0.26111147,14.7661,0.0102,1531120217,True,True,False,26.0.1,0.0,ZTF22abdwspo
ztf,60688.56201389991,2934562011715015002,2,2934562011715,18.296148,1,2934,0.9656458,14.568279,12.33978,14.7836,0.033731584,100.0,0.004331485,0.0104,267.5486061,7.4041358,0.5857143,t17_f5_c3,0.16714099,14.7302,0.0115,1531120217,True,True,False,26.0.1,0.0,ZTF22abdwspo
ztf,60688.56538189994,2934565381715015007,2,2934565381715,18.358202,1,2934,1.1620357,14.563171,12.339122,14.8011,0.047907222,100.0,0.0061770533,0.0104,267.5485176,7.4040435,0.5042857,t17_f5_c3,0.82135344,14.7403,0.0114,1531120217,True,True,False,26.0.1,0.0,ZTF22abdwspo
ztf,60688.56981479982,2934569811715015006,2,2934569811715,18.415905,1,2934,0.92941946,14.466063,12.326102,14.7989,0.05031261,100.0,0.007009594,0.0106,267.5487115,7.4042889,0.5642857,t17_f5_c3,0.7889777,14.7522,0.0117,1531120217,True,True,False,26.0.1,0.0,ZTF22abdwspo
ztf,60692.569560199976,2938569561715015006,2,2938569561715,19.281301,1,2938,0.6638448,14.76352,12.362971,15.002,0.082581475,100.0,0.009050303,0.0108,267.548623,7.4042721,0.62142855,t17_f5_c3,0.71292615,14.9875,0.0117,1531120217,True,True,False,26.0.1,0.0,ZTF22abdwspo
ztf,61051.58247689996,3297582471715015024,2,3297582471715,17.673374,1,3297,0.64276403,14.404173,12.3172655,14.7286,0.040321317,100.0,0.0058989106,0.0148,267.5486412,7.4043534,0.56714284,t17_f5_c3,0.20517209,14.6373,0.0168,1531120217,True,True,False,27.5.7a32.dev1,0.0,ZTF22abdwspo
ztf,61053.571030099876,3299571031715015007,2,3299571031715,18.854557,1,3299,0.5248431,14.352937,12.309617,14.8088,0.051472444,100.0,0.007838753,0.0087,267.5484859,7.4042202,0.54142857,t17_f5_c3,0.8475423,14.791,0.0095,1531120217,True,True,False,27.5.7a32.dev1,0.0,ZTF22abdwspo
ztf,61053.581689800136,3299581681715015065,2,3299581681715,17.867847,1,3299,0.35257277,14.590972,12.342667,15.0924,0.06754646,100.0,0.008516882,0.0198,267.5485472,7.4044127,0.48285714,t17_f5_c3,0.93561643,15.0501,0.0235,1531120217,True,True,False,27.5.7a32.dev1,0.0,ZTF22abdwspo
