tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid,rbversion,oid
ztf,58288.45317129977,534453173015015008,2,534453173015,20.1108,1,534,0.422595,19.8079,17.799267,19.7836,0.259298,0.033247523,0.040770542,0.2392,307.3780183,45.9654612,0.533333,19.8566,0.3254,False,True,False,bulk_1.0.0,0.0,5.3947759301501504e+17,,,,ZTF18abcnuct
ztf,58289.450671299826,535450673015015032,2,535450673015,20.5355,1,535,0.215191,19.6614,17.774883,19.737,0.274847,0.04250042,0.04835975,0.1957,307.3781579,45.9654604,0.526667,20.0166,0.32,False,True,False,bulk_1.0.0,0.0,5.3947759301501504e+17,,,,ZTF18abcnuct
ztf,58290.385266200174,536385263015015019,2,536385263015,20.730972,1,536,0.23391901,19.595432,17.762981,19.8144,0.16598584,0.020529175,0.030696617,0.1875,307.3782045,45.9654619,0.66,19.9095,0.2574,False,True,False,bulk_1.0.0,0.0,5.3947759301501504e+17,0.0,768120230.0,,ZTF18abcnuct
ztf,58291.47657410009,537476573015015031,2,537476573015,20.596369,1,537,0.34457433,19.53236,17.751038,19.4383,0.13418521,0.012927809,0.026012106,0.1497,307.3783041,45.9654199,0.5966667,19.443,0.1896,False,True,False,bulk_1.0.0,0.0,5.3947759301501504e+17,0.0,768120230.0,,ZTF18abcnuct
ztf,58292.4671180998,538467113015015051,2,538467113015,20.794088,1,538,0.14625718,19.322495,17.70706,19.2819,0.14891121,0.025714982,0.033632044,0.1104,307.3782205,45.9653827,0.64,19.3746,0.1504,False,True,False,bulk_1.0.0,0.0,5.3947759301501504e+17,0.0,768120230.0,,ZTF18abcnuct
ztf,58293.477592600044,539477593015015023,2,539477593015,20.492058,1,539,0.20523547,19.183704,17.674126,19.0778,0.14003986,0.027812624,0.034867458,0.1149,307.3782069,45.9653496,0.68333334,18.9427,0.1284,False,True,False,bulk_1.0.0,0.0,5.513946830150151e+17,0.0,768120230.0,,ZTF18abcnuct
ztf,58294.46681710007,540466813015015107,2,540466813015,20.799162,1,540,0.27527228,19.28066,17.69747,19.1596,0.12708949,0.020314636,0.02956875,0.1004,307.3782594,45.9653584,0.50666666,19.06,0.1147,False,True,False,bulk_1.0.0,0.0,5.513946830150151e+17,0.0,768120230.0,,ZTF18abcnuct
ztf,58296.36754629994,542367543015015137,2,542367543015,19.825205,1,542,0.59326124,18.947462,17.610327,18.7782,0.15166314,0.03957163,0.044261515,0.1444,307.3783944,45.9653532,0.49666667,18.7394,0.1778,False,True,False,bulk_1.0.0,0.0,5.513946830150151e+17,0.0,768120230.0,,ZTF18abcnuct
ztf,58297.4165856,543416583015015163,2,543416583015,19.570086,1,543,0.2146848,18.708408,17.534964,18.5402,0.16824001,0.054008596,0.057088815,0.1397,307.3782333,45.9653629,0.5233333,18.3064,0.1441,False,True,False,bulk_1.0.0,0.0,5.513946830150151e+17,0.0,768120230.0,,ZTF18abcnuct
ztf,58299.410937500186,545410933015015002,2,545410933015,19.455801,1,545,0.40657642,18.617117,17.503117,18.8164,0.15809046,0.053740837,0.056663793,0.1665,307.3780786,45.9654974,0.61333334,18.9469,0.2399,False,True,False,bulk_1.0.0,0.0,5.7536657301501523e+17,0.0,768120230.0,,ZTF18abcnuct
ztf,58300.39872690011,546398723015015013,2,546398723015,19.599955,1,546,0.26379576,18.758226,17.551613,18.8858,0.13649315,0.040806632,0.044922642,0.1681,307.3780718,45.9654397,0.6433333,19.0651,0.2531,False,True,False,bulk_1.0.0,0.0,5.7536657301501523e+17,0.0,768120230.0,,ZTF18abcnuct
ztf,58301.404999999795,547404993015015107,2,547404993015,20.03685,1,547,0.23175703,18.433456,17.433662,18.3659,0.1345031,0.050836787,0.053556804,0.0841,307.3782275,45.965352,0.61333334,18.2838,0.099,False,True,False,bulk_1.0.0,0.0,5.7536657301501523e+17,0.0,768120230.0,,ZTF18abcnuct
ztf,58302.38224539999,548382243015015003,2,548382243015,19.695425,1,548,0.7485935,18.448284,17.439543,18.6222,0.1731421,0.0662441,0.068376355,0.1035,307.3779901,45.9655685,0.51,18.8732,0.1657,False,True,False,bulk_1.0.0,0.0,5.7536657301501523e+17,0.0,768120230.0,,ZTF18abcnuct
ztf,58303.36803240003,549368033015015060,2,549368033015,20.427027,1,549,0.2121523,18.369642,17.4078,18.4185,0.083284244,0.030143581,0.034342077,0.0668,307.3782224,45.9653538,0.62333333,18.4301,0.0848,False,True,False,bulk_1.0.0,0.0,5.7536657301501523e+17,0.0,768120230.0,,ZTF18abcnuct
ztf,58304.38571760012,550385713015015049,2,550385713015,20.777298,1,550,0.24939884,18.434074,17.433908,18.464,0.07595255,0.025098424,0.03023263,0.0552,307.3782655,45.9653783,0.5966667,18.3809,0.0635,False,True,False,bulk_1.0.0,0.0,5.7536657301501523e+17,0.0,768120230.0,,ZTF18abcnuct
ztf,58305.39468749985,551394683015015078,2,551394683015,20.089483,1,551,0.23147896,18.216,17.341793,18.1568,0.08341999,0.033922978,0.037289593,0.0647,307.3782258,45.9653457,0.6333333,18.1244,0.0795,False,True,False,bulk_1.0.0,0.0,5.7536657301501523e+17,0.0,768120230.0,,ZTF18abcnuct
ztf,58307.39175930014,553391753015015121,2,553391753015,20.791792,1,553,0.21360713,18.073257,17.275658,18.1594,0.088112704,0.03967655,0.042266723,0.0434,307.3782129,45.9653497,0.61333334,18.118,0.0517,False,True,False,bulk_1.0.0,0.0,5.7536657301501523e+17,0.0,768120230.0,,ZTF18abcnuct
ztf,58308.36190970009,554361903015015031,2,554361903015,18.780897,1,554,0.5184365,17.970367,17.225084,17.8994,0.16227041,0.08048959,0.08168195,0.205,307.3783638,45.9653474,0.51,17.7588,0.2305,False,True,False,bulk_1.0.0,0.0,5.7536657301501523e+17,0.0,768120230.0,,ZTF18abcnuct
ztf,58310.40729170013,556407293015015001,2,556407293015,20.084301,1,556,0.23080344,18.050865,17.264858,18.1887,0.1321,0.06240174,0.0640472,0.0594,307.3781047,45.9654499,0.48666668,18.272,0.0806,False,True,False,bulk_1.0.0,0.0,5.7536657301501523e+17,0.0,768120230.0,,ZTF18abcnuct
ztf,58312.37129630009,558371293015015129,1,558371293015,20.8282,1,558,3.86235,21.3102,,20.3987,0.47895,,,0.2808,307.3780335,45.9654197,0.29,20.3504,0.3447,False,False,False,bulk_1.0.0,0.0,5.7536657301501523e+17,,,t8_f5_c3,ZTF18abcnuct
ztf,58313.39181709988,559391813015015119,2,559391813015,20.62133,1,559,0.16181938,17.64948,17.051756,17.7162,0.08165512,0.045569688,0.047086205,0.0325,307.3782311,45.9653881,0.65,17.696,0.0393,False,True,False,bulk_1.0.0,0.0,5.7536657301501523e+17,0.0,768120230.0,,ZTF18abcnuct
ztf,58315.36163190007,561361633015015060,2,561361633015,20.676605,1,561,0.26559263,17.570936,17.005774,17.5916,0.08032563,0.04635757,0.047729723,0.0289,307.3782523,45.9653527,0.65,17.5645,0.0345,False,True,False,bulk_1.0.0,0.0,5.7536657301501523e+17,0.0,768120230.0,,ZTF18abcnuct
