tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,oid
ztf,59180.43888889998,1426438883715015011,2,1426438883715,18.728838,1,1426,1.6104821,17.287697,17.4459,0.112085246,0.0597,105.2644197,-22.5182085,0.4157143,t17_f5_c3,3.93e-06,17.0722,0.0524,259120237.0,False,False,False,bulk_1.0.0,0.0,1.442376373715015e+18,,,,ZTF20actzdpp
ztf,59196.376377299894,1442376373715015004,2,1442376373715,19.462679,1,1442,1.0014989,17.169926,17.3548,0.13116509,0.045,105.2648171,-22.5182836,0.46857142,t17_f5_c3,0.8596175,17.1329,0.0441,259120237.0,True,True,True,bulk_1.0.0,0.0,0.0,14.185202,100.0,0.00839322,ZTF20actzdpp
ztf,59876.502488399856,2122502483715015001,1,2122502483715,19.5454,1,2122,0.150975,17.6599,17.3757,0.099554,0.041,105.2646941,-22.5185468,0.312857,t17_f5_c3,,17.2901,0.046,,False,True,False,1.1.6,0.0,2.148502293715015e+18,15.08828,100.0,0.009319882,ZTF20actzdpp
ztf,59878.480185199995,2124480183715015008,2,2124480183715,20.3076,1,2124,0.65859,17.2285,17.1318,0.083318,0.0341,105.264686,-22.5183779,0.572857,t17_f5_c3,,17.339,0.0503,,False,True,False,1.1.6,0.0,2.148502293715015e+18,14.188856,100.0,0.0050685215,ZTF20actzdpp
ztf,59889.461886600126,2135461883715015002,2,2135461883715,19.463,1,2135,0.630848,17.2711,17.33,0.116519,0.0558,105.2646934,-22.5183817,0.634286,t17_f5_c3,,17.2809,0.0661,,False,True,False,1.1.6,0.0,2.148502293715015e+18,14.191401,100.0,0.0068315207,ZTF20actzdpp
ztf,59889.48444439983,2135484443715015002,1,2135484443715,19.3303,1,2135,0.299565,18.3279,18.0062,0.156517,0.1029,105.2647497,-22.5184685,0.402857,t17_f5_c3,,18.0197,0.1306,,False,True,False,1.1.6,0.0,2.148502293715015e+18,15.136019,100.0,0.008275779,ZTF20actzdpp
ztf,59900.502199099865,2146502193715015004,2,2146502193715,19.5131,1,2146,1.06107,17.1284,17.3109,0.114361,0.0471,105.2644237,-22.5184761,0.544286,t17_f5_c3,,17.0651,0.0459,,False,True,False,1.1.6,0.0,2.148502293715015e+18,14.182496,100.0,0.007584311,ZTF20actzdpp
ztf,59902.50229169987,2148502293715015007,2,2148502293715,19.404203,1,2148,1.2448807,17.047487,17.1062,0.119928606,0.0401,105.2646939,-22.5182064,0.46,t17_f5_c3,0.6540123,16.9554,0.0422,259120237.0,True,True,False,1.1.6,0.0,,14.176939,100.0,0.008525182,ZTF20actzdpp
ztf,60242.50196760008,2488501963715015002,2,2488501963715,20.4744,1,2488,0.242571,16.6611,16.6978,0.075405,0.0219,105.2646749,-22.5185188,0.747143,t17_f5_c3,,16.6452,0.0247,,False,True,False,1.2.1,0.0,2.506502113715015e+18,14.144442,100.0,0.007425687,ZTF20actzdpp
ztf,60246.50229169987,2492502293715015007,2,2492502293715,19.2333,1,2492,0.439319,16.4114,16.6539,0.033284,0.038,105.2647354,-22.518433,0.642857,t17_f5_c3,,16.6011,0.0441,,False,True,False,1.2.1,0.0,2.506502113715015e+18,14.117141,100.0,0.0040228306,ZTF20actzdpp
ztf,60246.50229169987,2492502293715015008,2,2492502293715,19.2333,1,2492,0.444416,16.4128,16.3751,0.069912,0.0287,105.2647353,-22.5184316,0.792857,t17_f5_c3,,16.3577,0.0353,,False,True,False,1.2.1,0.0,2.506502113715015e+18,14.11731,100.0,0.008440255,ZTF20actzdpp
ztf,60251.45959489979,2497459593715015004,2,2497459593715,19.4896,1,2497,0.752551,16.5833,16.5496,0.071343,0.0261,105.2645435,-22.5184347,0.777143,t17_f5_c3,,16.4506,0.029,,False,True,False,1.2.1,0.0,2.506502113715015e+18,14.136528,100.0,0.007492773,ZTF20actzdpp
ztf,60252.47946760012,2498479463715015001,1,2498479463715,19.3339,1,2498,0.455438,17.2155,17.6719,0.080119,0.0641,105.2647833,-22.5184273,0.507143,t17_f5_c3,,17.4986,0.067,,False,True,False,1.2.1,0.0,2.506502113715015e+18,15.038052,0.005065706,0.010783411,ZTF20actzdpp
ztf,60254.46060189977,2500460603715015003,1,2500460603715,20.0999,1,2500,0.012227,17.0372,17.1003,0.056344,0.0294,105.2647365,-22.5185425,0.392857,t17_f5_c3,,17.0912,0.0362,,False,True,False,1.2.1,0.0,2.506502113715015e+18,15.0122795,100.0,0.008727281,ZTF20actzdpp
ztf,60254.49834490009,2500498343715015005,2,2500498343715,19.9858,1,2500,0.152654,16.5256,16.4895,0.040737,0.0227,105.2646933,-22.5185337,0.558571,t17_f5_c3,,16.4301,0.0244,,False,True,False,1.2.1,0.0,2.506502113715015e+18,14.1303215,100.0,0.0044861888,ZTF20actzdpp
ztf,60258.438877299894,2504438873715015003,2,2504438873715,19.7675,1,2504,0.353204,16.5402,16.6525,0.08119,0.0258,105.2647521,-22.5184571,0.664286,t17_f5_c3,,16.5667,0.029,,False,True,False,1.2.1,0.0,2.506502113715015e+18,14.13192,100.0,0.008834679,ZTF20actzdpp
ztf,60258.50267359987,2504502673715015003,1,2504502673715,19.8187,1,2504,0.620448,17.619,17.3454,0.073278,0.0405,105.2646255,-22.5184088,0.474286,t17_f5_c3,,17.2427,0.0451,,False,True,False,1.2.1,0.0,2.506502113715015e+18,15.084385,100.0,0.0070978655,ZTF20actzdpp
ztf,60260.50211809995,2506502113715015006,2,2506502113715,19.314396,1,2506,1.4872603,16.768068,16.5181,0.10379272,0.0224,105.2646389,-22.5181462,0.42142856,t17_f5_c3,0.04430196,16.438,0.0248,259120237.0,True,False,True,1.2.1,0.0,,,,,ZTF20actzdpp
ztf,60263.4177778,2509417773715015003,2,2509417773715,20.1411,1,2509,0.450648,16.3951,16.9533,0.068613,0.0325,105.2646663,-22.5184484,0.591429,t17_f5_c3,,16.8451,0.033,,False,True,True,23.12.x,0.0,2.537355463715015e+18,14.115157,100.0,0.0084029045,ZTF20actzdpp
ztf,60263.4177778,2509417773715015004,2,2509417773715,20.1411,1,2509,0.478832,16.4149,16.4075,0.025157,0.0188,105.2646807,-22.5184331,0.79,t17_f5_c3,,16.3881,0.0219,,False,True,True,23.12.x,0.0,2.537355463715015e+18,14.117563,100.0,0.0030319642,ZTF20actzdpp
ztf,60263.46237270022,2509462373715015004,1,2509462373715,19.6455,1,2509,0.209068,17.2824,17.0879,0.064688,0.0346,105.2646941,-22.5185899,0.457143,t17_f5_c3,,17.0896,0.0425,,False,True,False,23.12.x,0.0,2.537355463715015e+18,15.046819,100.0,0.00825261,ZTF20actzdpp
ztf,60291.355463000014,2537355463715015006,2,2537355463715,19.79179,1,2537,0.8336898,16.322021,16.8866,0.059455592,0.0301,105.2647479,-22.5183217,0.5157143,t17_f5_c3,0.99108243,16.7141,0.0296,259120237.0,True,True,True,23.12.x,0.0,,14.105939,100.0,0.0077225296,ZTF20actzdpp
ztf,60291.355463000014,2537355463715015007,2,2537355463715,19.79179,1,2537,0.77730465,16.405128,16.395,0.026071956,0.0189,105.264757,-22.5183382,0.69857144,t17_f5_c3,0.9973816,16.3403,0.0213,259120237.0,True,True,True,23.12.x,0.0,,14.116381,100.0,0.0031671922,ZTF20actzdpp
