tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,rbversion,oid
ztf,58287.31453699991,533314533315015047,2,533314533315,20.615587,1,533,0.3161442,20.07044,19.696962,20.0955,0.14513373,0.10073415,0.102890916,0.2333,280.0562147,-1.4914178,0.60333335,0.0,19.883,0.2453,435120233.0,False,True,False,bulk_1.0.0,0.0,5.5135623331501504e+17,,ZTF18abbwscl
ztf,58291.33322919998,537333223315015027,2,537333223315,20.335255,1,537,0.16751087,19.281116,19.084568,19.0506,0.13526116,0.112232156,0.11286362,0.1233,280.0561536,-1.4913953,0.6,0.0,19.062,0.159,435120233.0,False,True,False,bulk_1.0.0,0.0,5.6527189331501504e+17,,ZTF18abbwscl
ztf,58292.315497700125,538315493315015024,2,538315493315,20.236607,1,538,0.39434153,19.245678,19.054918,19.1613,0.1489162,0.12438199,0.124921836,0.151,280.0562009,-1.4914543,0.60333335,0.0,18.9446,0.1585,435120233.0,False,True,False,bulk_1.0.0,0.0,5.6527189331501504e+17,,ZTF18abbwscl
ztf,58293.293831000105,539293833315015016,2,539293833315,19.832695,1,539,0.4820758,19.202032,19.018188,19.1493,0.17630069,0.14841574,0.1488389,0.1826,280.0561942,-1.4914814,0.49,0.0,19.1339,0.2306,435120233.0,False,True,False,bulk_1.0.0,0.0,5.6527189331501504e+17,,ZTF18abbwscl
ztf,58294.29299770016,540292993315015014,2,540292993315,19.70845,1,540,0.35360602,19.151731,18.97557,18.9733,0.15934497,0.13504985,0.13547969,0.1824,280.0561652,-1.4914453,0.47666666,0.0,18.8633,0.2113,435120233.0,False,True,False,bulk_1.0.0,0.0,5.6527189331501504e+17,,ZTF18abbwscl
ztf,58295.29344910011,541293443315015023,2,541293443315,19.593775,1,541,0.12140604,19.071642,18.907106,18.9919,0.12940045,0.1107425,0.11120435,0.2202,280.0561451,-1.4913812,0.56333333,0.0,18.8526,0.2486,435120233.0,False,True,False,bulk_1.0.0,0.0,5.6527189331501504e+17,,ZTF18abbwscl
ztf,58303.33473380003,549334733315015024,2,549334733315,20.34641,1,549,0.24595883,18.693823,18.575111,18.705,0.08724485,0.07785236,0.07820869,0.0912,280.0561596,-1.4914176,0.74333334,0.0,18.6539,0.1109,435120233.0,False,True,False,bulk_1.0.0,0.0,5.6527189331501504e+17,,ZTF18abbwscl
ztf,58304.3545022998,550354503315015045,2,550354503315,20.449036,1,550,0.21362959,18.656258,18.541376,18.5668,0.100574404,0.09018708,0.09047635,0.0763,280.0561626,-1.4914098,0.68,0.0,18.4953,0.0908,435120233.0,False,True,False,bulk_1.0.0,0.0,5.6527189331501504e+17,,ZTF18abbwscl
ztf,58305.3562384001,551356233315015025,2,551356233315,20.006958,1,551,0.24912114,18.635351,18.52255,18.7813,0.1165498,0.10480836,0.1050489,0.0998,280.0561826,-1.4914123,0.63666666,0.0,18.8361,0.1336,435120233.0,False,True,False,bulk_1.0.0,0.0,5.6527189331501504e+17,,ZTF18abbwscl
ztf,58306.35622690013,552356223315015011,2,552356223315,20.398294,1,552,0.39479432,18.81398,18.682188,18.831,0.1472957,0.13019884,0.1304587,0.092,280.056123,-1.4914511,0.61333334,0.0,18.6867,0.1026,435120233.0,False,True,False,bulk_1.0.0,0.0,5.6527189331501504e+17,,ZTF18abbwscl
