tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,oid
ztf,58450.37814809987,696378144115015007,2,696378144115,19.914875,1,696,2.3044376,19.499935,19.661,0.18151657,0.2749,105.6853956,-1.641537,0.6566667,t8_f5_c3,0.0,19.8096,0.401,411120241.0,False,False,False,bulk_1.0.0,0.0,7.26314474115015e+17,ZTF18acrvelb
ztf,58450.43489579996,696434894115015045,1,696434894115,19.5885,1,696,2.46949,19.4719,19.6707,0.273475,0.4145,105.6854895,-1.6414921,0.56,t12_f5_c3,,19.336,0.3901,,False,False,False,bulk_1.0.0,0.0,7.26314474115015e+17,ZTF18acrvelb
ztf,58464.33252310008,710332524115015008,1,710332524115,20.281504,1,710,2.2786696,19.645233,19.6677,0.17541876,0.1614,105.6854045,-1.6415718,0.50333333,t8_f5_c3,0.0,19.3892,0.157,411120141.0,False,False,False,bulk_1.0.0,0.0,7.26314474115015e+17,ZTF18acrvelb
ztf,58466.29858799977,712298584115015036,1,712298584115,19.0997,1,712,2.23527,19.3072,18.7579,0.234742,0.2761,105.6854365,-1.641428,0.46,t12_f5_c3,,18.5669,0.2962,,False,False,False,bulk_1.0.0,0.0,7.26314474115015e+17,ZTF18acrvelb
ztf,58466.327175899874,712327174115015026,2,712327174115,20.234877,1,712,2.3182397,19.390982,19.3976,0.14262763,0.1756,105.6853818,-1.6415735,0.63666666,t8_f5_c3,0.0,19.3115,0.2046,411120241.0,False,False,False,bulk_1.0.0,0.0,7.26314474115015e+17,ZTF18acrvelb
ztf,58472.40542820003,718405424115015055,2,718405424115,20.140078,1,718,2.4087026,19.213516,19.5835,0.122473754,0.2488,105.6853975,-1.6416014,0.64666665,t8_f5_c3,0.0,19.7262,0.3603,411120241.0,False,False,False,bulk_1.0.0,0.0,7.26314474115015e+17,ZTF18acrvelb
ztf,58474.3344676001,720334464115015011,2,720334464115,19.28856,1,720,2.4750884,18.887527,19.1633,0.14557724,0.3394,105.6854274,-1.6415768,0.67,t8_f5_c3,0.0,18.9439,0.3553,411120241.0,False,False,False,bulk_1.0.0,0.0,7.26314474115015e+17,ZTF18acrvelb
ztf,58476.28829859989,722288294115015013,1,722288294115,19.333464,1,722,2.3992412,18.85403,18.5704,0.18588212,0.1951,105.6854302,-1.6415958,0.50666666,t8_f5_c3,0.0,18.3539,0.2049,411120141.0,False,False,False,bulk_1.0.0,0.0,7.26314474115015e+17,ZTF18acrvelb
ztf,58476.42181710014,722421814115015061,2,722421814115,18.636,1,722,2.14431,18.8482,18.2243,0.212476,0.2873,105.6853577,-1.6414999,0.506667,t12_f5_c3,,18.2083,0.3636,,False,False,False,bulk_1.0.0,0.0,7.26463564115015e+17,ZTF18acrvelb
ztf,58480.31447920017,726314474115015035,2,726314474115,19.855461,1,726,2.0935004,19.053768,19.0366,0.15058179,0.1459,105.6853384,-1.6415154,0.56333333,t8_f5_c3,0.0,19.0,0.1789,411120241.0,False,False,False,bulk_1.0.0,0.0,7.26463564115015e+17,ZTF18acrvelb
ztf,58480.4635648001,726463564115015026,1,726463564115,19.510384,1,726,2.375741,19.057901,18.9225,0.15248811,0.1504,105.685394,-1.6416553,0.41333333,t8_f5_c3,0.0,18.7947,0.1703,411120141.0,False,False,False,bulk_1.0.0,0.0,7.53205554115015e+17,ZTF18acrvelb
ztf,58487.452407400124,733452404115015016,1,733452404115,20.405777,1,733,2.2026155,19.549717,19.8907,0.15836908,0.2262,105.6854041,-1.6415086,0.7266667,t8_f5_c3,0.0,19.904,0.289,411120141.0,False,False,False,bulk_1.0.0,0.0,7.53205554115015e+17,ZTF18acrvelb
ztf,58488.2327430998,734232744115015047,1,734232744115,20.620966,1,734,2.226821,19.20821,19.0708,0.09929562,0.0962,105.6853926,-1.6415573,0.6533333,t8_f5_c3,0.0,19.1474,0.1285,411120141.0,False,False,False,bulk_1.0.0,0.0,7.51234004115015e+17,ZTF18acrvelb
ztf,58490.21115740016,736211154115015030,2,736211154115,20.00793,1,736,1.9866736,19.45727,19.409,0.19526188,0.1938,105.6853099,-1.6415105,0.61333334,t8_f5_c3,0.0,19.296,0.221,411120241.0,False,False,False,bulk_1.0.0,0.0,7.51234004115015e+17,ZTF18acrvelb
ztf,58495.264305599965,741264304115015008,1,741264304115,20.340054,1,741,2.6091344,19.79164,19.5929,0.15943451,0.1524,105.6855096,-1.6415663,0.31285715,t15_f5_c3,0.0,19.6241,0.1968,411120141.0,False,False,False,bulk_1.0.0,0.0,7.51234004115015e+17,ZTF18acrvelb
ztf,58495.27577550011,741275774115015008,2,741275774115,20.097765,1,741,2.198252,19.611637,19.8142,0.17549561,0.26,105.6853896,-1.6414476,0.30714285,t15_f5_c3,0.0,19.5509,0.2583,411120241.0,False,False,False,bulk_1.0.0,0.0,7.51234004115015e+17,ZTF18acrvelb
ztf,58505.23400459997,751234004115015007,1,751234004115,18.836773,1,751,1.963262,18.743088,18.6678,0.17433129,0.23,105.6852817,-1.6416168,0.26714286,t15_f5_c3,0.0,18.6261,0.2841,411120141.0,False,False,False,bulk_1.0.0,0.0,7.53205554115015e+17,ZTF18acrvelb
ztf,58507.205555600114,753205554115015017,1,753205554115,19.77354,1,753,1.8336037,19.273943,19.0787,0.15643723,0.1797,105.6853113,-1.6414607,0.40142858,t15_f5_c3,0.0,19.1301,0.2405,411120141.0,False,False,False,bulk_1.0.0,0.0,7.59399274115015e+17,ZTF18acrvelb
ztf,58507.25160880014,753251604115015053,2,753251604115,20.1054,1,753,2.30944,19.8835,20.7756,0.275471,0.7223,105.6853893,-1.6415488,0.248571,t15_f5_c3,,20.1003,0.4937,,False,False,False,bulk_1.0.0,0.0,7.59399274115015e+17,ZTF18acrvelb
ztf,58513.39927079994,759399274115015024,2,759399274115,20.610277,1,759,2.5052814,19.35192,19.6579,0.1125291,0.1734,105.6854526,-1.6415316,0.27,t15_f5_c3,0.0,19.7801,0.2418,411120241.0,True,False,False,bulk_1.0.0,0.0,0.0,ZTF18acrvelb
ztf,58556.183229200076,802183224115020010,2,802183224115,19.470528,-1,802,2.2872694,18.863142,18.7798,0.15271816,0.1306,105.6853412,-1.6416381,0.21428572,t15_f5_c3,0.0,18.8999,0.1862,411120241.0,False,False,True,bulk_1.0.0,0.0,8.2718760411501e+17,ZTF18acrvelb
ztf,58557.211412000004,803211414115020011,2,803211414115,19.2227,-1,803,2.17419,19.1368,19.1776,0.25298,0.2288,105.6852709,-1.6416869,0.205714,t15_f5_c3,,18.9497,0.2374,,False,False,True,bulk_1.0.0,0.0,8.2718760411501e+17,ZTF18acrvelb
ztf,58558.1698264,804169824115010005,2,804169824115,19.2052,-1,804,2.46673,19.2394,19.2097,0.226179,0.2862,105.6854127,-1.6416098,0.271429,t15_f5_c3,,19.2762,0.3903,,False,False,True,bulk_1.0.0,0.0,8.2718760411501e+17,ZTF18acrvelb
ztf,58560.16968750022,806169684115010004,1,806169684115,19.4577,-1,806,2.31338,19.786,19.7506,0.29334,0.4753,105.6854109,-1.6415775,0.408571,t15_f5_c3,,20.2163,0.9367,,False,False,True,bulk_1.0.0,0.0,8.2718760411501e+17,ZTF18acrvelb
ztf,58568.17670139996,814176704115010012,1,814176704115,20.08344,-1,814,2.3697507,19.136755,19.3623,0.16687784,0.1771,105.6853911,-1.6416532,0.38285714,t15_f5_c3,0.0,19.4329,0.2404,411120141.0,False,False,True,bulk_1.0.0,0.0,8.2718760411501e+17,ZTF18acrvelb
ztf,58575.1707175998,821170714115010007,1,821170714115,19.62079,-1,821,2.1695266,19.044188,18.8875,0.15964672,0.2085,105.6853346,-1.6416408,0.29857144,t15_f5_c3,0.0,18.9642,0.2861,411120141.0,False,False,True,bulk_1.0.0,0.0,8.2718760411501e+17,ZTF18acrvelb
ztf,58581.187604200095,827187604115010040,1,827187604115,19.62891,-1,827,2.051849,19.157223,19.0332,0.1554438,0.185,105.6853307,-1.6415806,0.43142858,t15_f5_c3,0.0,19.1089,0.2536,411120141.0,False,False,True,bulk_1.0.0,0.0,8.3213391411501e+17,ZTF18acrvelb
ztf,58582.15078700008,828150784115010096,1,828150784115,19.832695,-1,828,2.2621415,19.193344,19.5474,0.15858342,0.3006,105.6854106,-1.641546,0.40857142,t15_f5_c3,0.0,19.1629,0.2698,411120141.0,False,False,True,bulk_1.0.0,0.0,8.3213391411501e+17,ZTF18acrvelb
ztf,58582.1710994998,828171094115010035,2,828171094115,18.898539,-1,828,2.3501334,18.726114,18.7672,0.18141097,0.3504,105.6854097,-1.6415268,0.38142857,t15_f5_c3,0.0,18.465,0.3401,411120241.0,False,False,True,bulk_1.0.0,0.0,8.3213391411501e+17,ZTF18acrvelb
ztf,58585.15071759978,831150714115010025,2,831150714115,19.504448,-1,831,2.401821,18.955057,18.7802,0.12789983,0.1759,105.6853993,-1.6415938,0.35,t15_f5_c3,0.0,18.5644,0.1846,411120241.0,False,False,True,bulk_1.0.0,0.0,8.3213391411501e+17,ZTF18acrvelb
ztf,58586.133911999874,832133914115010010,2,832133914115,19.326178,-1,832,2.1502538,19.234268,19.218,0.2091126,0.3265,105.6853533,-1.6415283,0.38857144,t15_f5_c3,0.0,19.3067,0.454,411120241.0,False,False,True,bulk_1.0.0,0.0,8.3214934411501e+17,ZTF18acrvelb
ztf,58586.14934029989,832149344115010023,1,832149344115,19.381403,-1,832,2.062387,19.282375,19.3067,0.1904915,0.3222,105.6853259,-1.6415978,0.4757143,t15_f5_c3,0.0,19.3471,0.4286,411120141.0,True,False,True,bulk_1.0.0,0.0,0.0,ZTF18acrvelb
ztf,58734.52168980008,980521684115015006,1,980521684115,18.6758,1,980,2.09039,18.851,18.6792,0.217424,0.25,105.6852171,-1.6417554,0.504286,t17_f5_c3,,18.8348,0.3701,,False,False,False,bulk_1.0.0,0.0,9.83502884115015e+17,ZTF18acrvelb
ztf,58737.50288189994,983502884115015024,1,983502884115,20.281273,1,983,2.3888993,19.771774,19.9635,0.17022087,0.2712,105.6854411,-1.6415619,0.80142856,t17_f5_c3,0.9999999,19.6663,0.2609,411120141.0,False,False,False,bulk_1.0.0,0.0,1.009478244115015e+18,ZTF18acrvelb
ztf,58751.49302079994,997493024115015023,1,997493024115,20.212976,1,997,2.2828467,19.294441,19.4695,0.13344641,0.1864,105.6854098,-1.6415618,0.9057143,t17_f5_c3,0.99999726,19.4639,0.2344,411120141.0,False,False,False,bulk_1.0.0,0.0,1.009478244115015e+18,ZTF18acrvelb
ztf,58756.46172450017,1002461724115015015,1,1002461724115,20.211206,1,1002,2.2804909,19.56852,20.0025,0.13205305,0.2945,105.6854084,-1.6415675,0.8414286,t17_f5_c3,0.9999926,19.9559,0.3571,411120141.0,False,False,False,bulk_1.0.0,0.0,1.009478244115015e+18,ZTF18acrvelb
ztf,58756.52748840023,1002527484115015014,2,1002527484115,19.983099,1,1002,2.5715153,19.74103,20.1671,0.20519155,0.4438,105.6854698,-1.6415475,0.7057143,t17_f5_c3,0.99948347,19.9725,0.4722,411120241.0,False,False,False,bulk_1.0.0,0.0,1.009504144115015e+18,ZTF18acrvelb
ztf,58763.47824069997,1009478244115015016,1,1009478244115,20.535786,1,1009,2.3195002,19.581089,19.5511,0.17018642,0.1552,105.6854428,-1.6415013,0.8442857,t17_f5_c3,0.999727,19.7583,0.2351,411120141.0,False,False,False,bulk_1.0.0,0.0,1.037522934115015e+18,ZTF18acrvelb
ztf,58763.50414349977,1009504144115015017,2,1009504144115,20.434746,1,1009,2.4330747,19.193787,19.2204,0.13557729,0.1307,105.6854313,-1.6415343,0.81714284,t17_f5_c3,0.9999956,19.2777,0.1725,411120241.0,False,False,False,bulk_1.0.0,0.0,1.037522934115015e+18,ZTF18acrvelb
ztf,58773.51259260019,1019512594115015049,2,1019512594115,19.663239,1,1019,2.3215353,19.15399,19.2112,0.16465077,0.2584,105.6853995,-1.6415315,0.51285714,t17_f5_c3,0.99713504,19.31,0.3616,411120241.0,False,False,False,bulk_1.0.0,0.0,1.037522934115015e+18,ZTF18acrvelb
ztf,58779.50148149999,1025501484115015015,1,1025501484115,20.145031,1,1025,2.1475265,19.30121,19.1772,0.18880464,0.1484,105.6853893,-1.6415091,0.88,t17_f5_c3,0.9997016,19.1496,0.1833,411120141.0,False,False,False,bulk_1.0.0,0.0,1.037522934115015e+18,ZTF18acrvelb
ztf,58785.4615162001,1031461514115015015,1,1031461514115,20.1846,1,1031,2.1255,20.0443,20.2271,0.222594,0.363,105.6853717,-1.6415397,0.79,t17_f5_c3,,20.1826,0.4424,,False,False,False,bulk_1.0.0,0.0,1.037522934115015e+18,ZTF18acrvelb
ztf,58788.50182869984,1034501824115015016,1,1034501824115,20.195122,1,1034,2.3770494,18.948595,18.8444,0.10809605,0.0993,105.6854424,-1.6415544,0.87285715,t17_f5_c3,0.999998,18.7629,0.1162,411120141.0,False,False,False,bulk_1.0.0,0.0,1.037522934115015e+18,ZTF18acrvelb
ztf,58788.523310199846,1034523314115015001,2,1034523314115,19.748932,1,1034,2.4122918,18.7725,18.792,0.12903187,0.1334,105.6854096,-1.6415793,0.5914286,t17_f5_c3,0.9996948,18.8267,0.1751,411120241.0,False,False,False,bulk_1.0.0,0.0,1.046548574115015e+18,ZTF18acrvelb
ztf,58791.4674769002,1037467474115015012,2,1037467474115,20.409983,1,1037,2.3527753,19.350323,19.7089,0.13926408,0.2113,105.6854114,-1.6415216,0.7557143,t17_f5_c3,0.9993031,19.6817,0.2592,411120241.0,False,False,False,bulk_1.0.0,0.0,1.046548574115015e+18,ZTF18acrvelb
ztf,58791.52293979982,1037522934115015015,1,1037522934115,20.488905,1,1037,2.2401843,19.450487,19.2704,0.1289395,0.1273,105.6854058,-1.6415381,0.86285716,t17_f5_c3,0.9976715,19.2184,0.1525,411120141.0,False,False,False,bulk_1.0.0,0.0,1.046548574115015e+18,ZTF18acrvelb
ztf,58800.54857640015,1046548574115015004,1,1046548574115,19.266762,1,1046,2.366195,18.969973,19.0274,0.20077392,0.3074,105.6854266,-1.6415831,0.7014286,t17_f5_c3,0.9996697,19.1496,0.4409,411120141.0,False,False,False,bulk_1.0.0,0.0,1.052482224115015e+18,ZTF18acrvelb
ztf,58803.423240699805,1049423244115015009,2,1049423244115,19.53511,1,1049,2.3415778,18.865759,18.7088,0.13688241,0.1925,105.6853841,-1.6415909,0.76285714,t17_f5_c3,0.9253589,18.6532,0.2341,411120241.0,False,False,False,bulk_1.0.0,0.0,1.079364514115015e+18,ZTF18acrvelb
ztf,58803.52859950019,1049528594115015004,1,1049528594115,19.2462,1,1049,2.19024,19.2869,18.9435,0.226796,0.2855,105.6853818,-1.6415593,0.591429,t17_f5_c3,,19.0668,0.4099,,False,False,False,bulk_1.0.0,0.0,1.079364514115015e+18,ZTF18acrvelb
ztf,58806.482222199906,1052482224115015004,2,1052482224115,20.012568,1,1052,2.4257474,19.462702,19.349,0.18333839,0.2114,105.6854106,-1.6415853,0.71428573,t17_f5_c3,0.9989935,19.3194,0.2611,411120241.0,False,False,False,bulk_1.0.0,0.0,1.081404644115015e+18,ZTF18acrvelb
ztf,58812.308298599906,1058308294115015010,2,1058308294115,20.079046,1,1058,2.393802,18.84352,18.8204,0.11265544,0.1166,105.6854392,-1.6414741,0.8457143,t17_f5_c3,0.99996966,18.8801,0.1553,411120241.0,False,False,False,bulk_1.0.0,0.0,1.081404644115015e+18,ZTF18acrvelb
ztf,58833.36451390013,1079364514115015014,2,1079364514115,19.456493,1,1079,2.4764905,19.120352,18.9862,0.14566061,0.2067,105.6854145,-1.6416138,0.72,t17_f5_c3,0.99995255,18.9431,0.2539,411120241.0,False,False,False,bulk_1.0.0,0.0,1.081404644115015e+18,ZTF18acrvelb
ztf,58835.40464119986,1081404644115015010,2,1081404644115,19.378542,1,1081,2.3631172,18.75828,18.9423,0.16030933,0.1495,105.6853815,-1.6416113,0.48285714,t17_f5_c3,0.975398,18.8485,0.1746,411120241.0,False,False,False,bulk_1.0.0,0.0,1.102314624115015e+18,ZTF18acrvelb
ztf,58853.440624999814,1099440624115015017,1,1099440624115,20.4825,1,1099,2.66855,19.997,20.0177,0.24959,0.251,105.6855383,-1.6415234,0.747143,t17_f5_c3,,19.7551,0.2489,,False,False,False,bulk_1.0.0,0.0,1.128201224115015e+18,ZTF18acrvelb
ztf,58856.31462959992,1102314624115015007,2,1102314624115,19.766012,1,1102,2.440229,19.341093,19.9604,0.17225063,0.4661,105.6854276,-1.6415518,0.6542857,t17_f5_c3,0.99625003,19.9556,0.5931,411120241.0,False,False,False,bulk_1.0.0,0.0,1.132252484115015e+18,ZTF18acrvelb
ztf,58867.20979169989,1113209794115015014,1,1113209794115,20.4924,1,1113,2.46218,20.1519,20.2391,0.248155,0.3029,105.6854755,-1.6415281,0.667143,t17_f5_c3,,19.9378,0.2899,,False,False,False,bulk_1.0.0,0.0,1.132252484115015e+18,ZTF18acrvelb
ztf,58871.271863400005,1117271864115015012,2,1117271864115,20.306168,1,1117,2.4855149,19.310266,19.7347,0.10679498,0.2212,105.6854512,-1.6415261,0.76,t17_f5_c3,0.99999714,19.6933,0.2687,411120241.0,False,False,False,bulk_1.0.0,0.0,1.132252484115015e+18,ZTF18acrvelb
ztf,58874.23156249989,1120231564115015020,2,1120231564115,20.44554,1,1120,2.475013,19.029203,19.0834,0.10173641,0.1154,105.6854307,-1.6415635,0.88714284,t17_f5_c3,0.9999881,19.1379,0.1516,411120241.0,False,False,False,bulk_1.0.0,0.0,1.132252484115015e+18,ZTF18acrvelb
ztf,58874.33708330011,1120337084115015020,1,1120337084115,20.500036,1,1120,2.3586903,18.915045,18.9649,0.086118154,0.0975,105.6854291,-1.6415719,0.93142855,t17_f5_c3,0.99999994,18.9497,0.1202,411120141.0,False,False,False,bulk_1.0.0,0.0,1.144210594115015e+18,ZTF18acrvelb
ztf,58877.22978009982,1123229784115015012,1,1123229784115,20.072468,1,1123,2.575309,19.680197,19.8547,0.19022955,0.2361,105.6854963,-1.6415728,0.5557143,t17_f5_c3,0.9995487,19.8868,0.3079,411120141.0,False,False,False,bulk_1.0.0,0.0,1.144210594115015e+18,ZTF18acrvelb
ztf,58880.22825230006,1126228254115015011,2,1126228254115,20.182915,1,1126,2.4468522,19.155893,19.3057,0.12535758,0.1643,105.6854219,-1.6415807,0.74285716,t17_f5_c3,0.99981,19.5172,0.2522,411120241.0,False,False,False,bulk_1.0.0,0.0,1.144210594115015e+18,ZTF18acrvelb
ztf,58882.201226899866,1128201224115015010,2,1128201224115,19.846926,1,1128,2.3987029,19.122953,19.3069,0.13014244,0.2063,105.6854066,-1.6415738,0.79714286,t17_f5_c3,0.9999926,19.2446,0.2479,411120241.0,False,False,False,bulk_1.0.0,0.0,1.144210594115015e+18,ZTF18acrvelb
ztf,58886.252488399856,1132252484115015003,2,1132252484115,19.479662,1,1132,2.3771923,19.03458,19.0365,0.16166039,0.2476,105.6854352,-1.6414562,0.7185714,t17_f5_c3,0.9207257,18.9659,0.2971,411120241.0,False,False,False,bulk_1.0.0,0.0,1.144210594115015e+18,ZTF18acrvelb
ztf,58890.251643499825,1136251644115015015,1,1136251644115,19.2989,1,1136,1.93529,19.5334,19.4769,0.262883,0.3632,105.6852293,-1.6416745,0.537143,t17_f5_c3,,19.7145,0.5795,,False,False,False,bulk_1.0.0,0.0,1.150189594115015e+18,ZTF18acrvelb
