tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid,rbversion,oid
ztf,58285.41166670015,531411665115015005,2,531411665115,20.717096,1,531,0.17132339,18.223963,18.2686,0.036153566,0.0495,310.5498289,35.8711186,0.63,18.2334,0.058,False,True,True,bulk_1.0.0,0.0,5.5633819511501504e+17,16.589537,100.0,0.008023811,0.0,687120251.0,,ZTF18abakknj
ztf,58288.446411999874,534446415115015001,2,534446415115,19.957563,1,534,0.2565721,17.873646,18.012,0.11245503,0.0507,310.5497909,35.871211,0.68666667,17.9458,0.0591,False,True,True,bulk_1.0.0,0.0,5.5633819511501504e+17,16.501451,0.028352078,0.031776156,0.0,687120251.0,,ZTF18abakknj
ztf,58290.38049770007,536380495115015017,2,536380495115,20.856504,1,536,0.1886361,17.860985,17.9191,0.0772877,0.0344,310.5498584,35.871107,0.6533333,17.8813,0.0396,False,True,True,bulk_1.0.0,0.0,5.5633819511501504e+17,16.49786,0.016746655,0.022022173,0.0,687120251.0,,ZTF18abakknj
ztf,58291.479062499944,537479065115015025,2,537479065115,20.415594,1,537,0.107332215,17.631876,17.6797,0.09035008,0.0368,310.5498205,35.871145,0.61,17.6774,0.0451,False,True,True,bulk_1.0.0,0.0,5.5633819511501504e+17,16.427507,0.026612604,0.0297976,0.0,687120251.0,,ZTF18abakknj
ztf,58292.46469909977,538464695115015016,2,538464695115,20.838501,1,538,0.2176141,17.689945,17.7613,0.073718034,0.03,310.549781,35.8711482,0.68,17.7386,0.0349,False,True,True,bulk_1.0.0,0.0,5.5633819511501504e+17,16.446318,0.019074883,0.023448924,0.0,687120251.0,,ZTF18abakknj
ztf,58293.47952549998,539479525115015015,2,539479525115,20.510466,1,539,0.17358729,17.625896,17.689,0.07523274,0.0351,310.5498787,35.8711147,0.6666667,17.6494,0.0413,False,True,True,bulk_1.0.0,0.0,5.5633819511501504e+17,16.425531,0.021004116,0.024903545,0.0,687120251.0,,ZTF18abakknj
ztf,58294.46440970013,540464405115015023,2,540464405115,20.851936,1,540,0.19090173,17.578548,17.6504,0.09974564,0.0275,310.5498054,35.8711242,0.60333335,17.6385,0.0322,False,True,True,bulk_1.0.0,0.0,5.5633819511501504e+17,16.40963,0.03132638,0.033988055,0.0,687120251.0,,ZTF18abakknj
ztf,58296.332326400094,542332325115015018,2,542332325115,19.619692,1,542,0.13749465,17.523823,17.6218,0.052422024,0.0581,310.5498641,35.8711208,0.7866667,17.6156,0.0731,False,True,True,bulk_1.0.0,0.0,5.7127429511501504e+17,16.39067,0.013150118,0.018460896,0.0,687120251.0,,ZTF18abakknj
ztf,58298.42847219994,544428475115015003,2,544428475115,19.467964,1,544,0.11975523,17.198849,17.3476,0.09134984,0.049,310.5498167,35.8711492,0.6333333,17.3522,0.0622,False,True,True,bulk_1.0.0,0.0,5.7127429511501504e+17,16.264837,0.03688304,0.038645897,0.0,687120251.0,,ZTF18abakknj
ztf,58299.39799770014,545397995115015004,2,545397995115,19.49491,1,545,0.0623059,17.285273,17.5038,0.17756115,0.0527,310.5498431,35.8711471,0.41333333,17.5018,0.0665,False,True,True,bulk_1.0.0,0.0,5.7127429511501504e+17,16.300564,0.07069223,0.07169097,0.0,687120251.0,,ZTF18abakknj
ztf,58300.3779397998,546377935115015018,2,546377935115,19.879921,1,546,0.15189673,17.20208,17.3086,0.077720515,0.0395,310.5498383,35.8711195,0.76,17.2854,0.0485,False,True,True,bulk_1.0.0,0.0,5.7127429511501504e+17,16.266203,0.030722978,0.03282352,0.0,687120251.0,,ZTF18abakknj
ztf,58301.3879976999,547387995115015004,2,547387995115,20.183653,1,547,0.16879529,17.21789,17.425,0.092741504,0.0347,310.5497997,35.8711547,0.44666666,17.3844,0.0415,False,True,True,bulk_1.0.0,0.0,5.7127429511501504e+17,16.272852,0.037057787,0.03883821,0.0,687120251.0,,ZTF18abakknj
ztf,58303.369965299964,549369965115015013,2,549369965115,20.206877,1,549,0.1118872,17.106888,17.1863,0.063002706,0.0268,310.5498322,35.8711354,0.67,17.1617,0.0321,False,True,True,bulk_1.0.0,0.0,5.7127429511501504e+17,16.22498,0.025656406,0.027963765,0.0,687120251.0,,ZTF18abakknj
ztf,58304.361585599836,550361585115015010,2,550361585115,20.548428,1,550,0.07189054,17.072437,17.1104,0.058881316,0.0209,310.549856,35.8711397,0.75,17.1029,0.0249,False,True,True,bulk_1.0.0,0.0,5.7127429511501504e+17,16.209553,0.02423049,0.026596457,0.0,687120251.0,,ZTF18abakknj
ztf,58305.39526619995,551395265115015016,2,551395265115,20.05845,1,551,0.20759681,17.035091,17.1113,0.06337558,0.027,310.5498361,35.8711004,0.74,17.0641,0.0319,False,True,True,bulk_1.0.0,0.0,5.7127429511501504e+17,16.192524,0.027095871,0.029167235,0.0,687120251.0,,ZTF18abakknj
ztf,58305.4438426001,551443845115015014,1,551443845115,20.2122,1,551,0.307881,20.557,20.1859,0.281156,0.3271,310.549874,35.8712046,0.346667,20.3137,0.4715,False,True,False,bulk_1.0.0,0.0,5.7127429511501504e+17,20.04759,0.1739022,0.17586686,,,t8_f5_c3,ZTF18abakknj
ztf,58307.33784720022,553337845115015043,1,553337845115,20.9335,1,553,0.24737,20.5154,21.1978,0.241679,0.5274,310.5499245,35.8711569,0.463333,21.3098,0.7484,False,True,False,bulk_1.0.0,0.0,5.7127429511501504e+17,20.021383,0.15118161,0.15333189,,,t8_f5_c3,ZTF18abakknj
ztf,58307.38068290008,553380685115015018,2,553380685115,20.763798,1,553,0.31188253,16.980932,17.0635,0.07714813,0.0183,310.5498376,35.8710735,0.59,17.0326,0.0209,False,True,True,bulk_1.0.0,0.0,5.7127429511501504e+17,16.167263,0.03490474,0.036463454,0.0,687120251.0,,ZTF18abakknj
ztf,58308.356076399796,554356075115015006,2,554356075115,18.690084,1,554,0.22867683,16.881382,16.7258,0.0827534,0.0769,310.5498429,35.8710955,0.64,16.6379,0.0901,False,True,True,bulk_1.0.0,0.0,5.7127429511501504e+17,16.119072,0.03974685,0.04100738,0.0,687120251.0,,ZTF18abakknj
ztf,58310.33819440007,556338195115015029,1,556338195115,20.8715,1,556,0.11541316,20.045162,19.992,0.2004579,0.1812,310.5498637,35.8711493,0.49,20.097,0.2544,False,True,False,bulk_1.0.0,0.0,5.7127429511501504e+17,19.700472,0.14468332,0.14593086,0.0,687120151.0,,ZTF18abakknj
ztf,58311.35740739992,557357405115015004,1,557357405115,20.7176,1,557,0.228712,20.2824,20.0511,0.218479,0.2006,310.5498876,35.8711759,0.403333,20.0519,0.2567,False,True,False,bulk_1.0.0,0.0,5.86349955115015e+17,19.86788,0.14747877,0.14914256,,,t8_f5_c3,ZTF18abakknj
ztf,58312.41526619997,558415265115015032,2,558415265115,20.736912,1,558,0.16546378,16.831165,16.9105,0.06344471,0.0167,310.5498409,35.8711159,0.54,16.8979,0.0191,False,True,True,bulk_1.0.0,0.0,5.86349955115015e+17,16.093899,0.030625265,0.032172773,0.0,687120251.0,,ZTF18abakknj
ztf,58313.35968750017,559359685115015018,1,559359685115,20.864534,1,559,0.1983906,20.310911,20.3744,0.21315154,0.256,310.5498678,35.8711741,0.50666666,20.5305,0.3779,False,True,False,bulk_1.0.0,0.0,5.86349955115015e+17,19.88726,0.14250408,0.14428744,0.0,687120151.0,,ZTF18abakknj
ztf,58313.38513890002,559385135115015026,2,559385135115,20.7778,1,559,0.17327526,16.845673,16.9129,0.055699423,0.0162,310.5498289,35.8711155,0.58666664,16.8824,0.0184,False,True,True,bulk_1.0.0,0.0,5.86349955115015e+17,16.10123,0.026245218,0.028059104,0.0,687120251.0,,ZTF18abakknj
ztf,58314.39493060019,560394935115015011,1,560394935115,20.6068,1,560,0.3897,20.2345,19.9432,0.278533,0.199,310.5499186,35.8710207,0.346667,19.8624,0.2363,False,True,False,bulk_1.0.0,0.0,5.86349955115015e+17,19.834955,0.19156978,0.19277824,,,t8_f5_c3,ZTF18abakknj
ztf,58314.42348380014,560423485115015003,2,560423485115,20.318985,1,560,0.24814406,17.016317,17.032,0.06669399,0.0205,310.5498234,35.8710929,0.49,17.0189,0.0244,False,True,True,bulk_1.0.0,0.0,5.86349955115015e+17,16.183844,0.029071264,0.03098114,0.0,687120251.0,,ZTF18abakknj
ztf,58315.3741088002,561374105115015017,2,561374105115,20.63658,1,561,0.24051322,16.754112,16.8333,0.07716322,0.0164,310.5498171,35.8710991,0.63,16.8315,0.0192,False,True,True,bulk_1.0.0,0.0,5.86349955115015e+17,16.054142,0.03936601,0.04049692,0.0,687120251.0,,ZTF18abakknj
ztf,58315.41616899986,561416165115015023,1,561416165115,20.722,1,561,0.211644,20.2323,20.2994,0.278564,0.2706,310.5498522,35.8711803,0.486667,20.0442,0.274,False,True,False,bulk_1.0.0,0.0,5.86349955115015e+17,19.833431,0.1917158,0.19291998,,,t8_f5_c3,ZTF18abakknj
ztf,58316.351168999914,562351165115015023,2,562351165115,20.5687,1,562,0.119982794,16.738848,16.8362,0.07041875,0.0164,310.5498346,35.8711316,0.60333335,16.8263,0.0191,False,True,True,bulk_1.0.0,0.0,5.86349955115015e+17,16.046103,0.03598824,0.037204083,0.0,687120251.0,,ZTF18abakknj
ztf,58316.37964119995,562379645115015030,1,562379645115,20.9362,1,562,0.220563,20.3772,20.7066,0.223117,0.328,310.5499124,35.8710758,0.476667,20.7977,0.4562,False,True,False,bulk_1.0.0,0.0,5.86349955115015e+17,19.931688,0.14613563,0.14802259,,,t8_f5_c3,ZTF18abakknj
ztf,58317.3937615999,563393765115015009,1,563393765115,20.7181,1,563,0.08045,20.1962,20.0134,0.231221,0.1896,310.5498468,35.8710959,0.386667,19.9067,0.2197,False,True,False,bulk_1.0.0,0.0,5.86349955115015e+17,19.808302,0.16038617,0.16175891,,,t8_f5_c3,ZTF18abakknj
ztf,58317.42356480006,563423565115015072,2,563423565115,20.264452,1,563,0.06472688,16.728249,16.7094,0.06264513,0.0191,310.5498498,35.8711424,0.6333333,16.7117,0.0228,False,True,True,bulk_1.0.0,0.0,5.86349955115015e+17,16.040491,0.03189748,0.03324943,0.0,687120251.0,,ZTF18abakknj
ztf,58318.40179400006,564401795115015023,1,564401795115,21.00896,1,564,0.083036974,20.147528,20.6184,0.19595,0.2626,310.5498325,35.8711364,0.47333333,20.8049,0.3982,False,True,False,bulk_1.0.0,0.0,5.86349955115015e+17,19.774023,0.13741083,0.13891326,0.0,687120151.0,t8_f5_c3,ZTF18abakknj
ztf,58319.34972220007,565349725115015014,2,565349725115,20.585407,1,565,0.14375505,16.740685,16.7735,0.036471643,0.015,310.5498417,35.871121,0.7366667,16.767,0.0175,False,True,True,bulk_1.0.0,0.0,5.86349955115015e+17,16.047073,0.016779447,0.019253554,0.0,687120251.0,t8_f5_c3,ZTF18abakknj
ztf,58319.382581000216,565382585115015006,1,565382585115,20.295126,1,565,0.36004645,19.903103,20.065,0.19999833,0.2262,310.5499021,35.8712085,0.45666668,20.1587,0.3157,False,True,False,bulk_1.0.0,0.0,5.95368615115015e+17,19.595251,0.14962633,0.15062109,0.0,687120151.0,t8_f5_c3,ZTF18abakknj
ztf,58320.42342589982,566423425115015003,1,566423425115,20.5493,1,566,0.228141,20.1604,20.3499,0.260348,0.2862,310.5497948,35.8711646,0.393333,20.4597,0.4057,False,True,False,bulk_1.0.0,0.0,5.95368615115015e+17,19.783134,0.1827766,0.1839279,,,t8_f5_c3,ZTF18abakknj
ztf,58321.350266200025,567350265115015009,2,567350265115,20.541397,1,567,0.11035991,16.684113,16.7463,0.07082479,0.0155,310.5498457,35.8711312,0.58666664,16.727,0.0181,False,True,True,bulk_1.0.0,0.0,5.95368615115015e+17,16.016842,0.037190028,0.038306903,0.0,687120251.0,t8_f5_c3,ZTF18abakknj
ztf,58322.38912039995,568389125115015027,2,568389125115,20.69097,1,568,0.1073602,16.678162,16.7262,0.06345624,0.0143,310.5498426,35.8711304,0.6566667,16.7223,0.0166,False,True,True,bulk_1.0.0,0.0,5.95368615115015e+17,16.013618,0.033167418,0.034407835,0.0,687120251.0,t8_f5_c3,ZTF18abakknj
ztf,58322.42868060013,568428685115015003,1,568428685115,20.670614,1,568,0.17928718,20.039806,20.1062,0.1983872,0.2107,310.5498344,35.8711704,0.48333332,19.9376,0.2309,False,True,False,bulk_1.0.0,0.0,5.95368615115015e+17,19.696571,0.14336707,0.14461699,0.0,687120151.0,t8_f5_c3,ZTF18abakknj
ztf,58323.42364579998,569423645115015018,1,569423645115,20.574028,1,569,0.22834939,19.984438,20.0605,0.19728883,0.2461,310.5497935,35.8711623,0.48333332,20.1012,0.3269,False,True,False,bulk_1.0.0,0.0,5.95368615115015e+17,19.655931,0.14463069,0.14578076,0.0,687120151.0,t8_f5_c3,ZTF18abakknj
ztf,58323.46912040003,569469125115015009,2,569469125115,20.292387,1,569,0.22793573,16.75733,16.7151,0.06540329,0.0167,310.5498022,35.8711121,0.6433333,16.6857,0.0196,False,True,True,bulk_1.0.0,0.0,5.95368615115015e+17,16.055828,0.03292862,0.034276713,0.0,687120251.0,t8_f5_c3,ZTF18abakknj
ztf,58324.45758099994,570457585115015015,1,570457585115,20.2631,1,570,0.067876,19.9938,19.904,0.234641,0.2792,310.5498276,35.8711166,0.46,19.5612,0.2613,False,True,False,bulk_1.0.0,0.0,5.95368615115015e+17,19.662842,0.17200945,0.17298995,,,t8_f5_c3,ZTF18abakknj
ztf,58325.27429400012,571274295115015015,2,571274295115,19.810781,1,571,0.09017531,16.588263,16.7336,0.06264038,0.0264,310.5498577,35.8711344,0.62,16.7581,0.0337,False,True,True,bulk_1.0.0,0.0,5.95368615115015e+17,15.963952,0.03414533,0.035247646,0.0,687120251.0,t8_f5_c3,ZTF18abakknj
ztf,58326.37939810008,572379395115015013,2,572379395115,19.722584,1,572,0.09657043,16.581251,16.6328,0.057455603,0.0257,310.549842,35.8711304,0.68,16.6174,0.0318,False,True,True,bulk_1.0.0,0.0,5.95368615115015e+17,15.960001,0.031228378,0.032421444,0.0,687120251.0,t8_f5_c3,ZTF18abakknj
ztf,58327.34814810008,573348145115015004,2,573348145115,19.676764,1,573,0.15324895,16.52261,16.6118,0.07549157,0.0273,310.5498404,35.8711217,0.56,16.5689,0.033,False,True,True,bulk_1.0.0,0.0,5.95368615115015e+17,15.926522,0.04277103,0.04359768,0.0,687120251.0,t8_f5_c3,ZTF18abakknj
ztf,58328.34395830007,574343955115015007,2,574343955115,19.488758,1,574,0.07935979,16.557882,16.6245,0.07476256,0.0299,310.5498485,35.8711397,0.70666665,16.6063,0.0371,False,True,True,bulk_1.0.0,0.0,5.95368615115015e+17,15.946753,0.04170337,0.04258261,0.0,687120251.0,t8_f5_c3,ZTF18abakknj
ztf,58329.3396528,575339655115015023,2,575339655115,19.98233,1,575,0.18295749,16.510204,16.5693,0.052904513,0.0205,310.5498264,35.8711177,0.6533333,16.5513,0.025,False,True,True,bulk_1.0.0,0.0,5.95368615115015e+17,15.91934,0.029530827,0.030700622,0.0,687120251.0,t8_f5_c3,ZTF18abakknj
ztf,58329.402407399844,575402405115015010,1,575402405115,19.7895,1,575,0.200083,19.9091,19.5986,0.271039,0.3573,310.5498254,35.8711697,0.3,19.0516,0.2774,False,True,False,bulk_1.0.0,0.0,5.95368615115015e+17,19.599764,0.20310387,0.20384392,,,t8_f5_c3,ZTF18abakknj
ztf,58330.2885532002,576288555115015003,1,576288555115,19.6194,1,576,0.421453,19.6052,19.1708,0.300232,0.224,310.5499535,35.8710332,0.293333,19.0043,0.2465,False,True,False,bulk_1.0.0,0.0,5.95368615115015e+17,19.363653,0.23994105,0.24034694,,,t8_f5_c3,ZTF18abakknj
ztf,58330.37332180003,576373325115015022,2,576373325115,20.129835,1,576,0.15981552,16.482248,16.4988,0.061173584,0.0174,310.5498103,35.8711289,0.57,16.4934,0.0212,False,True,True,bulk_1.0.0,0.0,5.95368615115015e+17,15.90303,0.034916252,0.035881996,0.0,687120251.0,t8_f5_c3,ZTF18abakknj
ztf,58332.2386690001,578238665115015008,1,578238665115,20.705555,1,578,0.37664527,19.903204,19.8692,0.17607261,0.1799,310.5499628,35.8710624,0.5,19.5676,0.1746,False,True,False,bulk_1.0.0,0.0,5.95368615115015e+17,19.595327,0.13146809,0.13259931,0.0,687120151.0,t8_f5_c3,ZTF18abakknj
ztf,58333.310601899866,579310605115015007,1,579310605115,20.2568,1,579,0.124928,19.9724,20.1553,0.352922,0.336,310.5498471,35.8711497,0.33,19.8082,0.313,False,True,False,bulk_1.0.0,0.0,5.95368615115015e+17,19.647024,0.26090524,0.26153412,,,t8_f5_c3,ZTF18abakknj
ztf,58333.31982639991,579319825115015027,2,579319825115,20.530495,1,579,0.14079909,16.383888,16.4385,0.060597416,0.0128,310.5498503,35.87112,0.58666664,16.4027,0.0145,False,True,True,bulk_1.0.0,0.0,5.95368615115015e+17,15.844261,0.03602225,0.036864076,0.0,687120251.0,t8_f5_c3,ZTF18abakknj
ztf,58334.31258099992,580312586315015030,1,580312586315,20.79822,1,580,0.18813103,20.231995,20.1241,0.20109397,0.2155,310.5498283,35.8711142,0.5,20.0889,0.2661,False,True,False,bulk_1.0.0,0.0,5.86350416315015e+17,19.588789,0.10824481,0.111203164,0.0,688120163.0,t8_f5_c3,ZTF18abakknj
ztf,58334.35072920006,580350725115015047,2,580350725115,20.564207,1,580,0.18998833,16.38046,16.4188,0.047636364,0.0121,310.5498397,35.8711072,0.63,16.4052,0.0139,False,True,True,bulk_1.0.0,0.0,5.95368615115015e+17,15.842175,0.027941985,0.029015115,0.0,687120251.0,t8_f5_c3,ZTF18abakknj
ztf,58336.29228009982,582292285115015004,1,582292285115,20.782038,1,582,0.20418544,19.824226,19.7028,0.18862133,0.138,310.5499041,35.8710839,0.51666665,19.6844,0.1729,False,True,False,bulk_1.0.0,0.0,5.95368615115015e+17,19.535322,0.14362562,0.1445537,0.0,687120151.0,t8_f5_c3,ZTF18abakknj
ztf,58336.3402315001,582340235115015026,2,582340235115,20.599771,1,582,0.14832895,16.286371,16.323,0.044970654,0.0106,310.5498382,35.8711204,0.67,16.3155,0.0122,False,True,True,bulk_1.0.0,0.0,5.95368615115015e+17,15.783901,0.027323246,0.028310085,0.0,687120251.0,t8_f5_c3,ZTF18abakknj
ztf,58337.37071759999,583370715115015010,1,583370715115,20.64452,1,583,0.21989119,19.693377,19.8158,0.19856226,0.1656,310.5497828,35.8711461,0.6666667,19.6759,0.186,False,True,False,bulk_1.0.0,0.0,5.95368615115015e+17,19.433662,0.15560763,0.15631863,0.0,687120151.0,t8_f5_c3,ZTF18abakknj
ztf,58337.37118060002,583371186315015021,1,583371186315,20.959265,1,583,0.2810814,20.049835,20.063,0.16803288,0.1657,310.5497061,35.871116,0.68333334,19.9579,0.1916,False,True,False,bulk_1.0.0,0.0,5.86350416315015e+17,19.484306,0.097092204,0.09981202,0.0,688120163.0,t8_f5_c3,ZTF18abakknj
ztf,58338.332661999855,584332665115015016,2,584332665115,20.75701,1,584,0.15504563,16.200382,16.2387,0.035613496,0.0096,310.5498268,35.8711203,0.83666664,16.2274,0.0108,False,True,True,bulk_1.0.0,0.0,5.95368615115015e+17,15.72898,0.021968653,0.023070335,0.0,687120251.0,t8_f5_c3,ZTF18abakknj
ztf,58338.364340300206,584364345115015017,1,584364345115,20.869219,1,584,0.16099717,19.632484,19.468,0.16529478,0.1104,310.5498019,35.8710974,0.52,19.5092,0.1455,False,True,False,bulk_1.0.0,0.0,5.95368615115015e+17,19.38544,0.13088341,0.13165636,0.0,687120151.0,t8_f5_c3,ZTF18abakknj
ztf,58340.30482639978,586304825115015013,2,586304825115,20.493584,1,586,0.13792437,16.018902,16.0597,0.054226253,0.0102,310.5498421,35.8711207,0.68,16.053,0.0116,False,True,True,bulk_1.0.0,0.0,5.95368615115015e+17,15.608017,0.03660273,0.037141185,0.0,687120251.0,t8_f5_c3,ZTF18abakknj
ztf,58340.34995369986,586349955115015020,1,586349955115,19.91567,1,586,0.11633384,19.200073,19.2297,0.19362056,0.1884,310.5498608,35.8710881,0.6666667,19.1712,0.2281,False,True,False,bulk_1.0.0,0.0,5.95368615115015e+17,19.028156,0.16494836,0.16526657,0.0,687120151.0,t8_f5_c3,ZTF18abakknj
ztf,58340.35041669989,586350416315015053,1,586350416315,20.182184,1,586,0.13265744,19.497917,19.4827,0.20721784,0.1985,310.5497504,35.8711421,0.5466667,19.3143,0.2171,False,True,False,bulk_1.0.0,0.0,5.98361736315015e+17,19.124008,0.1459045,0.1468465,0.0,688120163.0,t8_f5_c3,ZTF18abakknj
ztf,58342.32714120019,588327145115015030,2,588327145115,20.484068,1,588,0.16249165,15.936717,15.9998,0.04420871,0.0091,310.549832,35.8711209,0.78333336,15.9849,0.0103,False,True,True,bulk_1.0.0,0.0,5.95368615115015e+17,15.551062,0.030409435,0.030991716,0.0,687120251.0,t8_f5_c3,ZTF18abakknj
ztf,58343.306330999825,589306335115015026,1,589306335115,20.83132,1,589,0.1577932,19.389488,19.4184,0.15425235,0.1092,310.5498664,35.8710741,0.54,19.5959,0.1629,False,True,False,bulk_1.0.0,0.0,5.95368615115015e+17,19.187683,0.12753683,0.12808831,0.0,687120151.0,t8_f5_c3,ZTF18abakknj
ztf,58343.32697919989,589326975115015033,2,589326975115,20.757309,1,589,0.11478567,15.921862,15.9609,0.037976153,0.0079,310.5498543,35.8711253,0.83666664,15.9465,0.0087,False,True,True,bulk_1.0.0,0.0,5.95368615115015e+17,15.540627,0.026066827,0.026731096,0.0,687120251.0,t8_f5_c3,ZTF18abakknj
ztf,58343.39009260014,589390096315015041,1,589390096315,20.890705,1,589,0.20665705,19.632288,19.8291,0.13461283,0.1534,310.5497808,35.8711033,0.6,19.8782,0.2039,False,True,False,bulk_1.0.0,0.0,5.98361736315015e+17,19.217485,0.09006765,0.09186826,0.0,688120163.0,t8_f5_c3,ZTF18abakknj
ztf,58344.30422449997,590304225115015036,2,590304225115,20.69226,1,590,0.112983085,15.866155,15.913,0.054417294,0.0078,310.5498371,35.8711311,0.76666665,15.906,0.0088,False,True,True,bulk_1.0.0,0.0,5.95368615115015e+17,15.501119,0.03845801,0.03887967,0.0,687120251.0,t8_f5_c3,ZTF18abakknj
ztf,58344.34107640013,590341075115015035,1,590341075115,20.869558,1,590,0.07651086,19.289972,19.3715,0.12290692,0.1032,310.5498369,35.8711351,0.62,19.4564,0.1413,False,True,False,bulk_1.0.0,0.0,5.95368615115015e+17,19.104418,0.103013374,0.10359867,0.0,687120151.0,t8_f5_c3,ZTF18abakknj
ztf,58345.31096060015,591310965115015010,1,591310965115,20.929718,1,591,0.037923474,19.215471,19.4863,0.12104437,0.1016,310.5498598,35.871109,0.72333336,19.3267,0.1115,False,True,False,bulk_1.0.0,0.0,5.95368615115015e+17,19.041286,0.10257946,0.103102855,0.0,687120151.0,t8_f5_c3,ZTF18abakknj
ztf,58345.32634259993,591326345115015016,2,591326345115,20.796354,1,591,0.18055336,15.793366,15.8473,0.04402082,0.0073,310.5498601,35.8711103,0.79333335,15.8387,0.008,False,True,True,bulk_1.0.0,0.0,5.95368615115015e+17,15.448621,0.031579666,0.032044966,0.0,687120251.0,t8_f5_c3,ZTF18abakknj
ztf,58346.31296300003,592312965115015040,2,592312965115,20.756638,1,592,0.14533125,15.738195,15.7574,0.057573102,0.007,310.54986,35.8711198,0.72,15.74,0.0077,False,True,True,bulk_1.0.0,0.0,5.95368615115015e+17,15.408183,0.04215831,0.042482965,0.0,687120251.0,t8_f5_c3,ZTF18abakknj
ztf,58346.31998840021,592319985115015058,1,592319985115,20.931074,1,592,0.048323598,19.183409,19.1278,0.0966479,0.0813,310.549848,35.8711053,0.55333334,19.145,0.1043,False,True,False,bulk_1.0.0,0.0,5.95368615115015e+17,19.013918,0.08205775,0.0826791,0.0,687120151.0,t8_f5_c3,ZTF18abakknj
ztf,58346.32045139978,592320456315015050,1,592320456315,20.955263,1,592,0.2174564,19.343958,19.386,0.12416166,0.0989,310.5498099,35.8711005,0.5,19.3744,0.1238,False,True,False,bulk_1.0.0,0.0,5.98361736315015e+17,19.012695,0.09027719,0.091512956,0.0,688120163.0,t8_f5_c3,ZTF18abakknj
