tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,oid
ztf,60319.25184029993,2565251840815015007,2,2565251840815,20.30187,1,2565,6.6293597,19.833479,19.6272,0.1329273,0.1923,88.1435648,16.6782769,0.6457143,t17_f5_c3,0.9998983,19.5987,0.2401,562120208,True,False,True,23.12.x,0.0,ZTF24aabinnu
ztf,60319.25230319984,2565252300815015007,2,2565252300815,20.29745,1,2565,6.7808576,19.753302,19.5712,0.1532208,0.1835,88.1434596,16.6783672,0.6542857,t17_f5_c3,0.99990743,19.4843,0.2174,562120208,True,False,True,23.12.x,0.0,ZTF24aabinnu
ztf,60319.252777799964,2565252770815015006,2,2565252770815,20.280354,1,2565,6.632138,19.84611,19.6689,0.17000295,0.2031,88.1433076,16.6783783,0.64428574,t17_f5_c3,0.9999987,19.6046,0.2458,562120208,True,False,True,23.12.x,0.0,ZTF24aabinnu
ztf,60319.25325229997,2565253250815015007,2,2565253250815,20.292522,1,2565,6.799222,19.838943,19.4838,0.15850966,0.1691,88.1432633,16.6784409,0.48142856,t17_f5_c3,0.9999962,19.5774,0.2365,562120208,True,False,True,23.12.x,0.0,ZTF24aabinnu
