tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,oid
ztf,58487.22141199978,733221415215015001,1,733221415215,20.442,1,733,3.03889,20.3919,20.594,0.219943,0.3785,92.7021663,29.8107488,0.55,t12_f5_c3,20.6438,0.5009,False,False,False,bulk_1.0.0,0.0,7.41223441015015e+17,,,,,,ZTF17aadrhve
ztf,58487.258483800106,733258481015015192,2,733258481015,20.481403,1,733,3.0762475,19.92539,19.8129,0.1553628,0.2293,92.7020436,29.8106564,0.40333334,t8_f5_c3,20.1811,0.3992,False,False,False,bulk_1.0.0,0.0,7.41223441015015e+17,0.0,660120210.0,,,,ZTF17aadrhve
ztf,58487.25989580015,733259895215015006,2,733259895215,20.165096,1,733,3.1465466,19.939308,20.4211,0.1930125,0.4495,92.7020074,29.8106749,0.55,t8_f5_c3,20.4437,0.5766,False,False,False,bulk_1.0.0,0.0,7.41223441015015e+17,0.0,612120252.0,,,,ZTF17aadrhve
ztf,58488.21880789986,734218805215015001,1,734218805215,19.9024,1,734,3.17101,19.6252,19.6292,0.176963,0.3431,92.7019962,29.8105753,0.423333,t12_f5_c3,19.5138,0.3929,False,False,False,bulk_1.0.0,0.0,7.41223441015015e+17,,,,,,ZTF17aadrhve
ztf,58488.24417820014,734244171015015042,1,734244171015,20.709482,1,734,3.1005528,19.657663,19.7371,0.12533602,0.1699,92.7020705,29.8106906,0.6,t8_f5_c3,19.8865,0.2441,False,False,False,bulk_1.0.0,0.0,7.41223441015015e+17,0.0,660120110.0,,,,ZTF17aadrhve
ztf,58488.26079860004,734260795215015012,2,734260795215,20.2151,1,734,2.90939,19.0802,19.0409,0.120056,0.1359,92.7020627,29.8106237,0.533333,t12_f5_c3,18.8739,0.1454,False,False,False,bulk_1.0.0,0.0,7.41223441015015e+17,,,,,,ZTF17aadrhve
ztf,58490.193715299945,736193715215015007,2,736193715215,20.2929,1,736,3.0514,18.4586,18.403,0.059596,0.0671,92.7020216,29.8106395,0.763333,t12_f5_c3,18.3595,0.0804,False,False,False,bulk_1.0.0,0.0,7.41223441015015e+17,,,,,,ZTF17aadrhve
ztf,58490.224108799826,736224101015015143,2,736224101015,20.2231,1,736,3.10808,18.3789,18.4446,0.068894,0.075,92.7020268,29.8106475,0.723333,t12_f5_c3,18.5264,0.1007,False,False,False,bulk_1.0.0,0.0,7.41223441015015e+17,,,,,,ZTF17aadrhve
ztf,58491.19724539993,737197245215015001,1,737197245215,20.388382,1,737,3.1112,19.027996,19.0426,0.08160772,0.0957,92.7020517,29.8106359,0.6533333,t8_f5_c3,19.0164,0.118,False,False,False,bulk_1.0.0,0.0,7.41223441015015e+17,0.0,612120152.0,,,,ZTF17aadrhve
ztf,58491.23666669987,737236665215015006,2,737236665215,20.3723,1,737,3.0778,18.3513,18.3463,0.054779,0.0612,92.7020045,29.8106308,0.72,t12_f5_c3,18.3404,0.0755,False,False,False,bulk_1.0.0,0.0,7.41223441015015e+17,,,,,,ZTF17aadrhve
ztf,58492.28039349988,738280395215015001,2,738280395215,18.7359,1,738,2.9245,18.3136,17.8508,0.170955,0.18,92.702057,29.8106212,0.3,t12_f5_c3,17.8582,0.2312,False,False,False,bulk_1.0.0,0.0,7.41223441015015e+17,,,,,,ZTF17aadrhve
ztf,58493.211666699965,739211665215015001,1,739211665215,20.695,1,739,3.13646,19.0014,18.92,0.09091,0.0799,92.7020379,29.8106339,0.54,t15_f5_c3,18.9719,0.1043,False,False,False,bulk_1.0.0,0.0,7.41223441015015e+17,,,,,,ZTF17aadrhve
ztf,58493.23606480006,739236061015015042,1,739236061015,20.1531,1,739,3.20002,19.0564,19.1545,0.117215,0.1485,92.7020134,29.8106645,0.515714,t15_f5_c3,19.171,0.191,False,False,False,bulk_1.0.0,0.0,7.41223441015015e+17,,,,,,ZTF17aadrhve
ztf,58495.22344909981,741223441015015049,1,741223441015,20.494944,1,741,2.958148,19.254063,19.1015,0.096200734,0.0977,92.7020934,29.8106522,0.38428572,t15_f5_c3,19.2355,0.1391,False,False,False,bulk_1.0.0,0.0,7.41266125215015e+17,0.0,660120110.0,,,,ZTF17aadrhve
ztf,58495.26612270018,741266125215015000,1,741266125215,20.385817,1,741,3.017686,19.272474,19.2665,0.17283246,0.1041,92.7020779,29.8106222,0.29714286,t15_f5_c3,19.1556,0.119,True,False,False,bulk_1.0.0,0.0,0.0,0.0,612120152.0,,,,ZTF17aadrhve
ztf,58914.14097219985,1160140975215015000,2,1160140975215,18.3194,1,1160,2.75667,18.3689,17.5992,0.19282,0.2095,92.7021247,29.8106338,0.25,t17_f5_c3,17.6988,0.2945,False,False,False,bulk_1.0.0,0.0,1.160184231015015e+18,,,,,,ZTF17aadrhve
ztf,58914.15054399986,1160150541015015002,2,1160150541015,18.335781,1,1160,2.8661673,18.144386,17.7789,0.1418963,0.2763,92.7021202,29.8106495,0.54714286,t17_f5_c3,17.9042,0.3981,False,False,False,bulk_1.0.0,0.0,1.160184231015015e+18,0.78994364,660120210.0,,,,ZTF17aadrhve
ztf,58914.18423609994,1160184231015015002,1,1160184231015,18.270565,1,1160,2.8761878,18.522009,18.6397,0.20656274,0.563,92.7021242,29.8106522,0.39571428,t17_f5_c3,18.3535,0.556,True,False,False,bulk_1.0.0,0.0,0.0,0.83221364,660120110.0,,,,ZTF17aadrhve
