tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid,oid
ztf,59670.51865739981,1916518654015015001,2,1916518654015,19.5281,1,1916,1.61041,19.3161,19.0091,0.144068,0.194,331.8563392,20.7193027,0.587143,t17_f5_c3,18.9118,0.2271,False,False,False,correction_1.0.6,0.0,1.929494024015015e+18,,,,,,ZTF22aaexffp
ztf,59670.52106480021,1916521064015015001,2,1916521064015,19.4284,1,1916,2.17393,19.2492,19.1484,0.159464,0.2381,331.8563213,20.7191464,0.68,t17_f5_c3,19.0323,0.2743,False,False,False,correction_1.0.6,0.0,1.929494024015015e+18,,,,,,ZTF22aaexffp
ztf,59670.52347220015,1916523474015015001,2,1916523474015,19.3562,1,1916,1.77816,19.4921,18.9451,0.201906,0.2341,331.8563436,20.7192557,0.354286,t17_f5_c3,18.9958,0.3145,False,False,False,correction_1.0.6,0.0,1.929494024015015e+18,,,,,,ZTF22aaexffp
ztf,59670.525879600085,1916525874015015004,2,1916525874015,19.0982,1,1916,1.68807,19.1213,19.384,0.146043,0.4234,331.8562554,20.7192962,0.724286,t17_f5_c3,19.7068,0.7312,False,False,False,correction_1.0.6,0.0,1.929494024015015e+18,,,,,,ZTF22aaexffp
ztf,59670.52829860011,1916528294015015003,2,1916528294015,18.8647,1,1916,1.26573,19.5965,19.055,0.364354,0.3994,331.8564965,20.7194094,0.437143,t17_f5_c3,19.1225,0.5463,False,True,True,correction_1.0.6,0.0,1.929494024015015e+18,18.839666,0.16730413,0.18146381,,,ZTF22aaexffp
ztf,59671.51653939998,1917516534015015000,2,1917516534015,19.9491,1,1917,1.90278,19.4089,19.124,0.10443,0.1977,331.8563111,20.7192232,0.88,t17_f5_c3,19.0249,0.231,False,False,False,correction_1.0.6,0.0,1.929494024015015e+18,,,,,,ZTF22aaexffp
ztf,59671.518946799915,1917518944015015000,2,1917518944015,19.8724,1,1917,1.90241,19.4652,19.4977,0.114487,0.3086,331.8563022,20.719225,0.904286,t17_f5_c3,19.2929,0.3277,False,False,False,correction_1.0.6,0.0,1.929494024015015e+18,,,,,,ZTF22aaexffp
ztf,59671.52135419985,1917521354015015001,2,1917521354015,19.624,1,1917,1.76392,19.4562,19.7825,0.132913,0.4756,331.8563302,20.7192571,0.887143,t17_f5_c3,19.6181,0.5249,False,False,False,correction_1.0.6,0.0,1.929494024015015e+18,,,,,,ZTF22aaexffp
ztf,59671.52376159979,1917523764015015001,2,1917523764015,19.3921,1,1917,1.77381,19.4504,19.4443,0.157708,0.4346,331.8562827,20.719265,0.78,t17_f5_c3,19.2036,0.447,False,False,False,correction_1.0.6,0.0,1.929494024015015e+18,,,,,,ZTF22aaexffp
ztf,59671.526180599816,1917526184015015003,2,1917526184015,19.1799,1,1917,1.73671,19.8195,19.6008,0.275701,0.6389,331.8563601,20.7192653,0.452857,t17_f5_c3,19.0396,0.4901,False,False,False,correction_1.0.6,0.0,1.929494024015015e+18,,,,,,ZTF22aaexffp
ztf,59674.51584490016,1920515844015015000,2,1920515844015,19.6177,1,1920,1.74987,19.239,18.8695,0.161946,0.1802,331.8562495,20.7192797,0.634286,t17_f5_c3,18.7224,0.2014,False,False,False,correction_1.0.6,0.0,1.929494024015015e+18,,,,,,ZTF22aaexffp
ztf,59674.51831019996,1920518314015015000,2,1920518314015,19.5238,1,1920,2.11257,19.1583,19.3053,0.130792,0.2931,331.8563316,20.7191615,0.904286,t17_f5_c3,19.3171,0.3799,False,False,False,correction_1.0.6,0.0,1.929494024015015e+18,,,,,,ZTF22aaexffp
ztf,59682.49456019979,1928494564015015000,2,1928494564015,19.8586,1,1928,1.98981,19.4595,19.5866,0.119077,0.2962,331.8563072,20.719199,0.921429,t17_f5_c3,19.1886,0.2633,False,False,False,correction_1.0.6,0.0,1.929494024015015e+18,,,,,,ZTF22aaexffp
ztf,59682.49699069979,1928496994015015000,2,1928496994015,19.8615,1,1928,2.29588,19.5515,19.3657,0.156122,0.2256,331.8562302,20.7191227,0.804286,t17_f5_c3,19.7062,0.3949,False,False,False,correction_1.0.6,0.0,1.929494024015015e+18,,,,,,ZTF22aaexffp
ztf,59682.4994212999,1928499424015015000,2,1928499424015,19.9022,1,1928,1.56856,19.3459,19.281,0.120197,0.2029,331.8563565,20.7193137,0.912857,t17_f5_c3,19.2075,0.2425,False,False,False,correction_1.0.6,0.0,1.929494024015015e+18,,,,,,ZTF22aaexffp
ztf,59682.501851900015,1928501854015015000,2,1928501854015,19.9275,1,1928,1.85225,19.3594,19.4527,0.120384,0.2361,331.8563276,20.7192356,0.934286,t17_f5_c3,19.5346,0.3258,False,False,False,correction_1.0.6,0.0,1.929494024015015e+18,,,,,,ZTF22aaexffp
ztf,59682.50428240001,1928504284015015000,2,1928504284015,19.8102,1,1928,2.04381,19.318,19.2953,0.11961,0.21,331.8563136,20.7191829,0.864286,t17_f5_c3,19.2394,0.255,False,False,False,correction_1.0.6,0.0,1.929494024015015e+18,,,,,,ZTF22aaexffp
ztf,59683.49402779993,1929494024015015000,2,1929494024015,19.613337,1,1929,1.789005,19.418724,19.6193,0.19162844,0.4158,331.8562825,20.7192594,0.8214286,t17_f5_c3,19.3453,0.4144,True,False,False,correction_1.0.6,0.0,,,,,0.9999928,596120240.0,ZTF22aaexffp
