tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,parent_candid,oid
ztf,59274.55037039984,1520550373115015006,2,1520550373115,18.64649,1,1520,1.5759531,15.165645,15.5018,0.057297494,0.0162,307.9191987,17.4348052,0.4557143,t17_f5_c3,0.13347308,15.4647,0.0182,593120231.0,True,False,False,correction_0.0.1,0.0,,,,,ZTF20acksbuv
ztf,59276.5479282001,1522547923115015007,2,1522547923115,19.2911,1,1522,0.766885,14.8709,15.0712,0.073665,0.0107,307.918986,17.4349159,0.615714,t17_f5_c3,,15.0633,0.012,,False,True,True,correction_0.0.1,0.0,12.693971,100.0,0.0099194925,,ZTF20acksbuv
ztf,59276.55028939992,1522550283115015008,2,1522550283115,19.1278,1,1522,0.836439,14.941,15.1323,0.068618,0.0121,307.9190042,17.4349016,0.582857,t17_f5_c3,,15.1138,0.0136,,False,True,True,correction_0.0.1,0.0,12.703151,100.0,0.008735713,,ZTF20acksbuv
ztf,59278.54975689994,1524549753115015005,2,1524549753115,19.1088,1,1524,0.71576,14.7293,14.856,0.050581,0.0086,307.9189705,17.4349147,0.665714,t17_f5_c3,,14.8426,0.0096,,False,True,True,correction_0.0.1,0.0,12.673793,100.0,0.007617013,,ZTF20acksbuv
ztf,59278.5521296002,1524552123115015006,2,1524552123115,18.7807,1,1524,0.78801,14.671,14.7929,0.043504,0.0089,307.9189452,17.4348616,0.721429,t17_f5_c3,,14.7915,0.0102,,False,True,True,correction_0.0.1,0.0,12.66481,100.0,0.0068557286,,ZTF20acksbuv
ztf,59291.52113430016,1537521133115015012,2,1537521133115,20.4875,1,1537,0.546582,14.0147,14.047,0.056546,0.0037,307.918932,17.434947,0.587143,t17_f5_c3,,14.0412,0.0038,,False,True,True,correction_0.0.1,0.0,12.531303,100.0,0.0144225955,,ZTF20acksbuv
ztf,59291.52368059987,1537523683115015009,2,1537523683115,20.3939,1,1537,0.61902,13.9784,14.039,0.057303,0.0037,307.9189112,17.4348917,0.614286,t17_f5_c3,,14.0306,0.0038,,False,True,True,correction_0.0.1,0.0,12.521929,0.002511153,0.014982662,,ZTF20acksbuv
ztf,59291.526215299964,1537526213115015010,2,1537526213115,20.4202,1,1537,0.549919,14.0418,14.0569,0.00552,0.0038,307.9189246,17.4349333,0.59,t17_f5_c3,,14.0506,0.0038,,False,True,True,correction_0.0.1,0.0,12.538152,100.0,0.0013819108,,ZTF20acksbuv
ztf,59291.528761600144,1537528763115015020,2,1537528763115,20.4307,1,1537,0.57834,14.0627,14.0523,0.005621,0.0037,307.918933,17.4349288,0.615714,t17_f5_c3,,14.0476,0.0038,,False,True,True,correction_0.0.1,0.0,12.543346,100.0,0.0013869861,,ZTF20acksbuv
ztf,59291.53130789986,1537531303115015012,2,1537531303115,20.416,1,1537,0.480774,13.9648,14.0326,0.052867,0.0037,307.9189224,17.4349638,0.577143,t17_f5_c3,,14.0291,0.0038,,False,True,True,correction_0.0.1,0.0,12.518356,100.0,0.013951067,,ZTF20acksbuv
