tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid,oid
ztf,59621.55848379992,1867558482215015008,2,1867558482215,19.2113,1,1867,1.47235,16.1955,16.5448,0.077909,0.0277,303.7648115,17.6764001,0.501429,t17_f5_c3,16.4148,0.0303,False,False,False,correction_1.0.6,0.0,1.868557962215015e+18,,,,,,ZTF22aaakasl
ztf,59621.55848379992,1867558482215025010,2,1867558482215,19.209,1,1867,1.4765,16.1929,16.542,0.078452,0.0276,303.7648129,17.6764,0.492857,t17_f5_c3,16.4117,0.0303,False,False,False,correction_1.0.6,0.0,1.873562502215015e+18,,,,,,ZTF22aaakasl
ztf,59621.560902799945,1867560902215015010,2,1867560902215,18.937,1,1867,0.979098,16.5325,16.5754,0.062567,0.0304,303.7646369,17.6764121,0.592857,t17_f5_c3,16.4746,0.0344,False,True,True,correction_1.0.6,0.0,1.868557962215015e+18,14.379241,100.0,0.008610768,,,ZTF22aaakasl
ztf,59621.560902799945,1867560902215025010,2,1867560902215,18.9383,1,1867,0.980516,16.5357,16.5756,0.062453,0.0304,303.7646368,17.6764115,0.6,t17_f5_c3,16.4731,0.0343,False,True,True,correction_1.0.6,0.0,1.873562502215015e+18,14.379681,100.0,0.008573253,,,ZTF22aaakasl
ztf,59621.56332179997,1867563322215015003,2,1867563322215,18.9538,1,1867,1.12709,16.3941,16.6255,0.078067,0.0356,303.7647616,17.6765411,0.621429,t17_f5_c3,16.52,0.0405,False,True,True,correction_1.0.6,0.0,1.868557962215015e+18,14.359114,100.0,0.011980446,,,ZTF22aaakasl
ztf,59621.56332179997,1867563322215025005,2,1867563322215,18.9543,1,1867,1.11754,16.3877,16.6203,0.079494,0.0354,303.7647588,17.6765414,0.57,t17_f5_c3,16.5144,0.0403,False,True,True,correction_1.0.6,0.0,1.873562502215015e+18,14.3581295,100.0,0.012260449,,,ZTF22aaakasl
ztf,59621.56574069988,1867565742215015004,2,1867565742215,18.6813,1,1867,0.261672,16.7534,16.6484,0.06768,0.044,303.7644813,17.6765512,0.652857,t17_f5_c3,16.7109,0.0587,False,True,True,correction_1.0.6,0.0,1.868557962215015e+18,14.407104,100.0,0.007797249,,,ZTF22aaakasl
ztf,59621.56574069988,1867565742215025004,2,1867565742215,18.6824,1,1867,0.254342,16.7552,16.6598,0.068238,0.0444,303.764481,17.6765536,0.652857,t17_f5_c3,16.7256,0.0595,False,True,True,correction_1.0.6,0.0,1.873562502215015e+18,14.4073105,100.0,0.007850019,,,ZTF22aaakasl
ztf,59621.568159699906,1867568152215015013,2,1867568152215,17.9909,1,1867,0.17438,16.4539,16.6143,0.064978,0.0513,303.764459,17.6765641,0.545714,t17_f5_c3,16.5241,0.06,False,True,True,correction_1.0.6,0.0,1.868557962215015e+18,14.36808,100.0,0.0095156515,,,ZTF22aaakasl
ztf,59621.568159699906,1867568152215025012,2,1867568152215,17.9962,1,1867,0.171491,16.4532,16.6099,0.066474,0.0509,303.7644538,17.6765629,0.56,t17_f5_c3,16.5147,0.0592,False,True,True,correction_1.0.6,0.0,1.873562502215015e+18,14.367977,100.0,0.009740089,,,ZTF22aaakasl
