tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,rbversion,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,oid
ztf,58292.31504630018,538315043115015011,2,538315043115,20.338911,1,538,3.4178503,19.786953,20.0419,0.21084353,0.3057,278.5553824,3.4185846,0.41333333,0.0,20.3272,0.5066,487120231.0,False,False,False,bulk_1.0.0,0.0,5.6734699311501504e+17,,,,,ZTF18abcsrdh
ztf,58294.31576390006,540315763115015008,2,540315763115,20.117786,1,540,3.3883572,19.570301,19.839,0.1957112,0.3176,278.5553866,3.4185932,0.39,0.0,19.4421,0.282,487120231.0,False,False,False,bulk_1.0.0,0.0,5.6734699311501504e+17,,,,,ZTF18abcsrdh
ztf,58298.33572919993,544335723115015009,2,544335723115,19.07115,1,544,3.2734494,18.842096,18.6502,0.17672527,0.2284,278.5554364,3.418485,0.35,0.0,18.6935,0.305,487120231.0,False,False,False,bulk_1.0.0,0.0,5.6734699311501504e+17,,,,,ZTF18abcsrdh
ztf,58302.35815969994,548358153115015001,2,548358153115,19.499735,1,548,3.3366423,18.515265,18.794,0.12987575,0.139,278.555341,3.4185853,0.40666667,0.0,18.9382,0.2029,487120231.0,False,False,False,bulk_1.0.0,0.0,5.6734699311501504e+17,,,,,ZTF18abcsrdh
ztf,58303.335185199976,549335183115015007,2,549335183115,20.675524,1,549,3.4108794,18.486635,18.6669,0.083639145,0.0699,278.5553627,3.4185858,0.5566667,0.0,18.6984,0.0901,487120231.0,False,False,False,bulk_1.0.0,0.0,5.6734699311501504e+17,,,,,ZTF18abcsrdh
ztf,58304.354039399885,550354033115015005,2,550354033115,20.648434,1,550,3.366431,18.325796,18.4439,0.09785325,0.0569,278.5553386,3.4186033,0.5366667,0.0,18.4224,0.0698,487120231.0,False,False,False,bulk_1.0.0,0.0,5.6734699311501504e+17,,,,,ZTF18abcsrdh
ztf,58305.357222199906,551357223115015005,2,551357223115,19.99074,1,551,3.4229977,18.242657,18.253,0.084339514,0.0687,278.5553785,3.4185628,0.57666665,0.0,18.3089,0.0915,487120231.0,False,False,False,bulk_1.0.0,0.0,5.6734699311501504e+17,,,,,ZTF18abcsrdh
ztf,58307.37740739994,553377403115015002,2,553377403115,20.80091,1,553,3.4204829,18.02167,18.1483,0.053936306,0.0413,278.5553815,3.4185732,0.6,0.0,18.2064,0.0535,487120231.0,False,False,False,bulk_1.0.0,0.0,5.6734699311501504e+17,,,,,ZTF18abcsrdh
ztf,58310.384120400064,556384123115015001,2,556384123115,19.930443,1,556,3.4093232,17.591928,17.7037,0.07427078,0.0456,278.5553575,3.4185918,0.57666665,0.0,17.6814,0.0563,487120231.0,False,False,False,bulk_1.0.0,0.0,5.6734699311501504e+17,,,,,ZTF18abcsrdh
ztf,58311.37693289993,557376933115015010,2,557376933115,20.38179,1,557,3.4468665,17.560972,17.6216,0.078483716,0.0344,278.5553711,3.4185879,0.6,0.0,17.6063,0.042,487120231.0,False,False,False,bulk_1.0.0,0.0,5.6734699311501504e+17,,,,,ZTF18abcsrdh
ztf,58312.35876160022,558358763115015009,1,558358763115,20.8077,1,558,3.51991,20.646,20.7259,0.304696,0.3692,278.5553087,3.4186183,0.37,,20.8879,0.5469,,False,False,False,bulk_1.0.0,0.0,5.6734699311501504e+17,t8_f5_c3,,,,ZTF18abcsrdh
ztf,58313.20655089989,559206553115015007,2,559206553115,20.682352,1,559,3.4367132,17.561598,17.7301,0.06192067,0.031,278.5553696,3.4185886,0.53,0.0,17.7573,0.039,487120231.0,False,False,False,bulk_1.0.0,0.0,5.6734699311501504e+17,,,,,ZTF18abcsrdh
