tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid,oid
ztf,59248.56509259995,1494565094515015003,2,1494565094515,19.5481,1,1494,0.958004,16.5843,14.438108,16.608,0.061746,100.0,0.0085532805,0.0278,288.5273802,13.5143,0.61,t17_f5_c3,16.5771,0.0328,False,True,False,correction_0.0.1,0.0,,,ZTF21aaobktg
ztf,59248.569861100055,1494569864515015003,2,1494569864515,19.4252,1,1494,0.903839,16.432,14.415693,16.521,0.154719,0.01806727,0.024155792,0.0285,288.527335,13.5142839,0.618571,t17_f5_c3,16.4671,0.0333,False,True,False,correction_0.0.1,0.0,,,ZTF21aaobktg
ztf,59248.57224539993,1494572244515015002,2,1494572244515,19.105,1,1494,0.834351,16.5072,14.427096,16.6141,0.091649,100.0,0.013492308,0.0354,288.527376,13.5143598,0.702857,t17_f5_c3,16.5614,0.0418,False,True,False,correction_0.0.1,0.0,,,ZTF21aaobktg
ztf,59249.563877299894,1495563874515015005,2,1495563874515,19.4152,1,1495,1.01816,16.6877,14.4518585,16.5918,0.037908,100.0,0.0048349723,0.0279,288.5273867,13.5142826,0.751429,t17_f5_c3,16.5383,0.0322,False,True,False,correction_0.0.1,0.0,,,ZTF21aaobktg
ztf,59249.563877299894,1495563874515015006,2,1495563874515,19.4152,1,1495,1.2806,16.7052,14.454075,16.7806,0.060902,100.0,0.0076591624,0.0322,288.5274139,13.5142049,0.652857,t17_f5_c3,16.7252,0.0379,False,True,False,correction_0.0.1,0.0,,,ZTF21aaobktg
ztf,59249.56626159977,1495566264515015005,2,1495566264515,19.0823,1,1495,1.04051,16.4383,14.416675,16.4661,0.077206,100.0,0.011995026,0.0265,288.5273981,13.5142859,0.604286,t17_f5_c3,16.4038,0.0306,False,True,False,correction_0.0.1,0.0,,,ZTF21aaobktg
ztf,59249.5686458,1495568644515015006,2,1495568644515,19.1194,1,1495,0.638633,16.6055,14.441021,16.5642,0.039911,100.0,0.005436273,0.0319,288.5273054,13.5143545,0.702857,t17_f5_c3,16.5549,0.0389,False,True,False,correction_0.0.1,0.0,,,ZTF21aaobktg
ztf,59249.5686458,1495568644515015007,2,1495568644515,19.1194,1,1495,1.14983,16.6712,14.449739,16.739,0.100685,100.0,0.013013097,0.0368,288.5274655,13.5143302,0.568571,t17_f5_c3,16.7122,0.0447,False,True,False,correction_0.0.1,0.0,,,ZTF21aaobktg
ztf,59249.571041699965,1495571044515015006,2,1495571044515,18.9594,1,1495,0.879113,16.4094,14.412134,16.4153,0.089101,100.0,0.014157149,0.0314,288.5273967,13.5143668,0.697143,t17_f5_c3,16.3812,0.0379,False,True,False,correction_0.0.1,0.0,,,ZTF21aaobktg
ztf,59250.56277780002,1496562774515015004,2,1496562774515,19.2698,1,1496,1.26354,16.6329,14.444713,16.6282,0.142047,0.009336137,0.018930282,0.0293,288.527453,13.5142521,0.492857,t17_f5_c3,16.5728,0.0338,False,True,False,correction_0.0.1,0.0,,,ZTF21aaobktg
ztf,59250.56515049981,1496565154515015003,2,1496565154515,19.151,1,1496,0.686874,16.3944,14.409737,16.5082,0.080421,100.0,0.012927193,0.0283,288.5273007,13.5143307,0.471429,t17_f5_c3,16.4421,0.0326,False,True,False,correction_0.0.1,0.0,,,ZTF21aaobktg
ztf,59250.56752309995,1496567524515015002,2,1496567524515,19.0641,1,1496,0.851793,16.7797,14.463167,16.5648,0.093076,100.0,0.0110211,0.0323,288.5274131,13.5144555,0.657143,t17_f5_c3,16.5185,0.0383,False,True,False,correction_0.0.1,0.0,,,ZTF21aaobktg
ztf,59251.56342589995,1497563424515015003,2,1497563424515,19.2119,1,1497,1.24836,16.4901,14.424562,16.566,0.089317,100.0,0.013326579,0.0273,288.5274582,13.5142657,0.617143,t17_f5_c3,16.5332,0.0322,False,True,False,correction_0.0.1,0.0,,,ZTF21aaobktg
