tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,drb,rfid,oid
ztf,60387.49552079989,2633495524815015016,2,2633495524815,19.4811,1,2633,1.53637,19.2984,19.1661,0.258184,0.2334,308.350793,64.9418239,0.441429,t17_f5_c3,19.5769,0.4421,False,False,True,23.12.x,0.0,2.633496006315015e+18,,,,,,ZTF24aahfkvq
ztf,60387.49600689998,2633496006315015000,2,2633496006315,19.707819,1,2633,0.6697478,19.172607,19.3443,0.14988163,0.2306,308.3506619,64.9419269,0.7657143,t17_f5_c3,18.8625,0.1933,True,True,False,23.12.x,0.0,,18.747763,0.09488086,0.10134684,0.93239725,829120263.0,ZTF24aahfkvq
ztf,60389.45645829989,2635456454815015008,1,2635456454815,19.689,1,2635,6.60802,19.917,19.4092,0.315802,0.2975,308.3506266,64.9418668,0.22,t17_f5_c3,19.6368,0.4753,False,False,True,23.12.x,0.0,2.635486964815015e+18,,,,,,ZTF24aahfkvq
ztf,60389.48696759995,2635486964815015008,2,2635486964815,20.088188,1,2635,1.2332386,19.380964,19.2017,0.16414444,0.1909,308.3505047,64.9418954,0.8385714,t17_f5_c3,19.5564,0.3485,True,True,False,23.12.x,0.0,,18.91252,0.09429795,0.10662243,0.9992657,828120248.0,ZTF24aahfkvq
ztf,60389.48792820005,2635487926315015000,2,2635487926315,20.310705,1,2635,0.78481185,19.19257,19.3117,0.11013382,0.1734,308.3506172,64.9419004,0.94857144,t17_f5_c3,19.0599,0.1831,True,True,False,23.12.x,0.0,,18.761219,0.06464601,0.07402539,0.98729503,829120263.0,ZTF24aahfkvq
ztf,60391.43474540021,2637434744815015020,2,2637434744815,19.333,1,2637,0.955108,19.2377,19.1464,0.224342,0.2981,308.3507706,64.9419866,0.81,t17_f5_c3,19.0034,0.3383,False,True,False,23.12.x,0.0,2.637472606315015e+18,18.817339,0.14534222,0.15232323,,,ZTF24aahfkvq
ztf,60391.47260419978,2637472606315015000,2,2637472606315,19.911201,1,2637,0.84082496,19.370447,19.1887,0.17399433,0.2116,308.3505843,64.9418887,0.7842857,t17_f5_c3,18.7815,0.1907,True,True,False,23.12.x,0.0,,18.87751,0.1029503,0.110499434,0.9708822,829120263.0,ZTF24aahfkvq
ztf,60403.49712960003,2649497124815015016,2,2649497124815,20.1221,1,2649,1.32897,19.7171,19.321,0.234766,0.1991,308.3506432,64.9418697,0.547143,t17_f5_c3,19.3279,0.2645,False,True,True,24.4.1,0.0,2.679472126315015e+18,19.11869,0.12117623,0.1352917,,,ZTF24aahfkvq
ztf,60403.49906249996,2649499066315015000,2,2649499066315,20.042,1,2649,0.968833,19.8125,19.7735,0.218646,0.2804,308.3505645,64.9418399,0.688571,t17_f5_c3,19.2817,0.2332,False,True,True,24.4.1,0.0,2.679472126315015e+18,19.13675,0.10569146,0.11733864,,,ZTF24aahfkvq
ztf,60407.474351900164,2653474354815015014,1,2653474354815,20.327,1,2653,6.19815,20.37,20.5194,0.398776,0.488,308.3506036,64.9417402,0.274286,t17_f5_c3,20.6361,0.7095,False,False,False,24.4.1,0.0,2.683408136315015e+18,,,,,,ZTF24aahfkvq
ztf,60407.47483799979,2653474836315015000,1,2653474836315,20.4368,1,2653,1.93794,20.6165,20.2663,0.333787,0.3465,308.3508159,64.9419734,0.371429,t17_f5_c3,19.96,0.3447,False,False,False,24.4.1,0.0,2.683408136315015e+18,,,,,,ZTF24aahfkvq
ztf,60407.49452550011,2653494524815015021,2,2653494524815,20.2545,1,2653,1.2371,19.7854,19.1461,0.210359,0.1628,308.3504837,64.9418902,0.265714,t17_f5_c3,19.3018,0.2489,False,True,True,24.4.1,0.0,2.683408136315015e+18,19.157524,0.100153886,0.11798059,,,ZTF24aahfkvq
ztf,60420.40540509997,2666405404815015010,2,2666405404815,19.8342,1,2666,0.919167,19.6711,19.0187,0.217821,0.1997,308.3505954,64.9419824,0.364286,t17_f5_c3,19.3176,0.3445,False,True,True,24.4.1,0.0,2.694391686315015e+18,19.091944,0.11348858,0.12777239,,,ZTF24aahfkvq
ztf,60423.446689799894,2669446684815015017,2,2669446684815,19.685,1,2669,1.06861,19.7609,19.0672,0.281688,0.2512,308.3506531,64.9419466,0.334286,t17_f5_c3,20.1277,0.8677,False,True,True,24.4.1,0.0,2.698411426315015e+18,19.143715,0.14719017,0.15954906,,,ZTF24aahfkvq
ztf,60424.48464119993,2670484646315015000,2,2670484646315,19.5557,1,2670,0.710606,19.8644,19.969,0.252972,0.5591,308.3507668,64.9418479,0.66,t17_f5_c3,19.357,0.4138,False,True,True,24.4.1,0.0,2.698411426315015e+18,19.164293,0.12202159,0.13274843,,,ZTF24aahfkvq
ztf,60429.384664400015,2675384664815015017,2,2675384664815,19.8147,1,2675,1.37429,19.6053,18.9791,0.25175,0.1842,308.3508753,64.9418832,0.335714,t17_f5_c3,18.6536,0.1791,False,True,True,24.4.1,0.0,2.703361726315015e+18,19.052864,0.14036155,0.15135433,,,ZTF24aahfkvq
ztf,60433.42737270007,2679427376315015000,2,2679427376315,20.775799,1,2679,0.93298095,19.578497,20.2353,0.14109164,0.2869,308.350496,64.9419042,0.56,t17_f5_c3,19.2735,0.1644,True,True,True,24.4.1,0.0,,19.004944,0.06987957,0.083191656,0.9167245,829120263.0,ZTF24aahfkvq
ztf,60433.47212960012,2679472126315015001,1,2679472126315,20.755968,1,2679,2.09561,20.56623,21.2599,0.1990931,0.679,308.350835,64.9419311,0.71,t17_f5_c3,20.5054,0.4538,True,False,False,24.4.1,0.0,,,,,0.9857626,829120163.0,ZTF24aahfkvq
ztf,60434.44533560006,2680445334815015021,1,2680445334815,20.7494,1,2680,7.20785,20.8145,19.9652,0.302908,0.2188,308.3504994,64.9420271,0.198571,t17_f5_c3,20.4104,0.4423,False,False,False,24.5.1,0.0,2.709412926315015e+18,,,,,,ZTF24aahfkvq
