tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,oid
ztf,58585.3327314998,831332732915015004,2,831332732915,19.90311,1,831,1.4790399,16.496145,16.4397,0.13906342,0.0246,231.3369277,-17.2185738,0.09428571,t15_f5_c3,0.0,16.3666,0.0262,327120229.0,False,False,False,bulk_1.0.0,0.0,8.31385592915015e+17,,,,ZTF19aapzlcs
ztf,58585.385590299964,831385592915015011,1,831385592915,20.140676,1,831,1.3883991,18.082285,17.9907,0.101345964,0.0589,231.3369895,-17.2184825,0.11857143,t15_f5_c3,0.0,17.8673,0.0619,327120129.0,False,True,False,bulk_1.0.0,0.0,8.44372282915015e+17,14.94206,100.0,0.0056197476,ZTF19aapzlcs
ztf,58585.385590299964,831385592915015012,1,831385592915,20.140676,1,831,1.49295,17.91523,17.9027,0.07648415,0.0569,231.3370582,-17.2183964,0.41428572,t15_f5_c3,0.0,17.8775,0.0636,327120129.0,False,False,True,bulk_1.0.0,0.0,8.44372282915015e+17,,,,ZTF19aapzlcs
ztf,58598.372280099895,844372282915015005,2,844372282915,19.91491,1,844,1.5411446,16.52445,16.8883,0.1535111,0.0363,231.3367885,-17.2186828,0.045714285,t15_f5_c3,0.0,16.906,0.042,327120229.0,True,False,False,bulk_1.0.0,0.0,0.0,,,,ZTF19aapzlcs
ztf,58634.29137729993,880291372915015004,2,880291372915,20.425,1,880,0.82389,16.4574,16.3516,0.037297,0.0221,231.3366106,-17.2185021,0.29,t17_f5_c3,,16.3923,0.0245,,False,True,True,bulk_1.0.0,0.0,8.92231572915015e+17,13.460059,100.0,0.002359053,ZTF19aapzlcs
ztf,58640.25298610004,886252982915015005,2,886252982915,20.065083,1,886,1.5767176,16.815666,16.6678,0.095056444,0.0281,231.3370179,-17.21852,0.29714286,t17_f5_c3,0.0,16.5972,0.0298,327120229.0,False,False,False,bulk_1.0.0,0.0,9.13190002915015e+17,,,,ZTF19aapzlcs
ztf,58646.23157409998,892231572915015001,2,892231572915,19.575258,1,892,1.0922943,16.283527,16.8893,0.15579943,0.043,231.3366663,-17.2185783,0.28,t17_f5_c3,0.0,16.8278,0.048,327120229.0,False,True,True,bulk_1.0.0,0.0,9.13190002915015e+17,13.448196,100.0,0.011440192,ZTF19aapzlcs
ztf,58646.23157409998,892231572915015002,2,892231572915,19.5753,1,892,0.759548,16.6775,16.4873,0.049518,0.0313,231.3365762,-17.2184789,0.372857,t17_f5_c3,,16.4732,0.0357,,False,True,True,bulk_1.0.0,0.0,9.13190002915015e+17,13.4727335,100.0,0.0025873587,ZTF19aapzlcs
ztf,58654.27260420006,900272602915015004,1,900272602915,19.411,1,900,0.579207,18.032,18.1779,0.197675,0.1213,231.3365298,-17.2184266,0.337143,t17_f5_c3,,18.1654,0.1481,,False,True,False,bulk_1.0.0,0.0,9.13190002915015e+17,14.939211,100.0,0.0114508085,ZTF19aapzlcs
ztf,58667.189999999944,913190002915015000,1,913190002915,20.2983,1,913,1.39792,17.9303,18.268,0.118327,0.0772,231.3368282,-17.2186426,0.218571,t17_f5_c3,,18.2508,0.0887,,False,True,False,bulk_1.0.0,0.0,9.41220712915015e+17,14.933052,100.0,0.0074848793,ZTF19aapzlcs
ztf,58667.189999999944,913190002915015001,1,913190002915,20.298271,1,913,0.7411333,18.023045,17.9945,0.086202346,0.0623,231.3366231,-17.2185048,0.6842857,t17_f5_c3,0.62303966,17.9531,0.0691,327120129.0,False,True,False,bulk_1.0.0,0.0,9.41220712915015e+17,14.93869,100.0,0.0050324234,ZTF19aapzlcs
ztf,58695.22071760008,941220712915015008,2,941220712915,19.503664,1,941,1.385186,16.747473,16.8846,0.05427075,0.0437,231.3366975,-17.2186576,0.32857144,t17_f5_c3,0.11583745,16.9177,0.0525,327120229.0,False,True,True,bulk_1.0.0,0.0,9.68166952915015e+17,13.476279,100.0,0.002667402,ZTF19aapzlcs
ztf,58722.16695600003,968166952915015000,1,968166952915,19.198515,1,968,1.0453422,17.439823,17.2822,0.12086679,0.0541,231.3367993,-17.2185429,0.6342857,t17_f5_c3,0.86293125,17.2745,0.0654,327120129.0,True,True,False,bulk_1.0.0,0.0,0.0,14.894525,100.0,0.011592777,ZTF19aapzlcs
ztf,58973.31328700017,1219313282915015000,2,1219313282915,19.49747,1,1219,0.9638185,15.746603,15.902,0.11500325,0.0178,231.336641,-17.218542,0.6528571,t17_f5_c3,0.95484585,15.8409,0.0198,327120229.0,False,True,True,bulk_1.0.0,0.0,1.239294212915015e+18,13.398356,0.0046261754,0.013225479,ZTF19aapzlcs
ztf,58973.31328700017,1219313282915015001,2,1219313282915,19.4975,1,1219,0.525992,15.7826,15.7891,0.021531,0.0165,231.3366051,-17.2184166,0.7,t17_f5_c3,,15.7767,0.019,,False,True,True,bulk_1.0.0,0.0,1.239294212915015e+18,13.402436,100.0,0.0024043557,ZTF19aapzlcs
ztf,58979.30824070005,1225308242915015001,2,1225308242915,19.0119,1,1225,0.428672,16.0718,16.3345,0.160302,0.0341,231.3366483,-17.2183937,0.354286,t17_f5_c3,,16.3253,0.0408,,False,True,True,bulk_1.0.0,0.0,1.239294212915015e+18,13.431165,0.0059368517,0.014082663,ZTF19aapzlcs
ztf,58987.248425900005,1233248422915015008,1,1233248422915,20.394781,1,1233,1.0119013,17.327044,17.4071,0.11201528,0.0343,231.3367591,-17.2185551,0.41142857,t17_f5_c3,0.5129066,17.4023,0.0391,327120129.0,False,True,False,bulk_1.0.0,0.0,1.260232912915015e+18,14.883185,100.0,0.011795975,ZTF19aapzlcs
ztf,58987.314085599966,1233314082915015008,2,1233314082915,20.4194,1,1233,1.85152,15.8826,16.6416,0.168518,0.0239,231.3364671,-17.2187691,0.17,t17_f5_c3,,16.513,0.0236,,False,False,False,bulk_1.0.0,0.0,1.260232912915015e+18,,,,ZTF19aapzlcs
ztf,58987.314085599966,1233314082915015010,2,1233314082915,20.4194,1,1233,0.324221,16.1428,16.0978,0.026119,0.0165,231.3366184,-17.2183632,0.341429,t17_f5_c3,,16.087,0.0173,,False,True,True,bulk_1.0.0,0.0,1.260232912915015e+18,13.43722,100.0,0.0021613473,ZTF19aapzlcs
ztf,58993.29421300022,1239294212915015003,2,1239294212915,20.160664,1,1239,1.2813435,15.820607,16.1323,0.08857969,0.0172,231.336638,-17.2186346,0.38,t17_f5_c3,0.6574013,16.1022,0.0186,327120229.0,False,True,True,bulk_1.0.0,0.0,1.260232912915015e+18,13.406614,100.0,0.009588201,ZTF19aapzlcs
ztf,58993.29421300022,1239294212915015004,2,1239294212915,20.1607,1,1239,0.5289,15.9908,15.9314,0.023807,0.0153,231.3366054,-17.2184204,0.53,t17_f5_c3,,15.9213,0.0164,,False,True,True,bulk_1.0.0,0.0,1.260232912915015e+18,13.423801,100.0,0.0022382336,ZTF19aapzlcs
ztf,58999.29407409998,1245294072915015000,2,1245294072915,19.4954,1,1245,0.347516,16.4156,16.6909,0.12081,0.03,231.3366149,-17.2183686,0.641429,t17_f5_c3,,16.618,0.0311,,False,True,True,bulk_1.0.0,0.0,1.260232912915015e+18,13.457367,100.0,0.007921541,ZTF19aapzlcs
ztf,59011.25270830002,1257252702915010005,2,1257252702915,20.0397,-1,1257,1.01555,16.0614,16.2378,0.13596,0.0191,231.3366932,-17.2179997,0.402857,t17_f5_c3,,16.242,0.021,,False,True,True,bulk_1.0.0,0.0,1.275232552915015e+18,13.642068,100.0,0.014644637,ZTF19aapzlcs
ztf,59014.19332179986,1260193322915015002,1,1260193322915,20.178844,1,1260,0.6956067,17.393776,17.1923,0.06750622,0.0297,231.3366555,-17.2184951,0.81,t17_f5_c3,0.93799686,17.2026,0.0347,327120129.0,False,True,False,bulk_1.0.0,0.0,1.266231222915015e+18,14.890022,100.0,0.0067273234,ZTF19aapzlcs
ztf,59014.23291670019,1260232912915015005,2,1260232912915,20.16618,1,1260,1.0063688,15.736832,15.855,0.14166817,0.0131,231.3366979,-17.2185491,0.5114286,t17_f5_c3,0.7702147,15.8303,0.0145,327120229.0,False,True,True,bulk_1.0.0,0.0,1.275232552915015e+18,13.397228,0.010793282,0.01642218,ZTF19aapzlcs
ztf,59020.192187500186,1266192182915015006,1,1266192182915,20.303844,1,1266,0.6312493,17.419657,17.3587,0.09253875,0.0327,231.3366871,-17.2184635,0.75,t17_f5_c3,0.71121573,17.3224,0.036,327120129.0,False,True,False,bulk_1.0.0,0.0,1.275232552915015e+18,14.892574,100.0,0.0090259,ZTF19aapzlcs
ztf,59020.23122690013,1266231222915015005,2,1266231222915,20.21825,1,1266,1.2592068,15.895953,15.9986,0.14373386,0.0149,231.3365974,-17.2186256,0.44714287,t17_f5_c3,0.79278004,15.8744,0.0146,327120229.0,False,True,True,bulk_1.0.0,0.0,1.275232552915015e+18,13.414522,0.007458633,0.014621328,ZTF19aapzlcs
ztf,59029.21157409996,1275211572915015002,2,1275211572915,19.403488,1,1275,1.3437983,16.86568,16.6851,0.06509487,0.0337,231.3365528,-17.2186425,0.6571429,t17_f5_c3,0.4898053,16.6241,0.0364,327120229.0,False,True,True,bulk_1.0.0,0.0,1.275232552915015e+18,13.481798,100.0,0.00288399,ZTF19aapzlcs
ztf,59029.232557899784,1275232552915015002,1,1275232552915,18.853615,1,1275,0.44587937,17.74264,18.1888,0.16777821,0.1115,231.3367123,-17.2183955,0.68714285,t17_f5_c3,0.9557849,18.1433,0.1323,327120129.0,True,True,False,bulk_1.0.0,0.0,0.0,14.920171,100.0,0.012466599,ZTF19aapzlcs
ztf,59216.56565969996,1462565652915010029,2,1462565652915,17.1728,-1,1462,0.154377,15.3673,15.6258,0.034894,0.057,231.3366184,-17.2182312,0.51,t17_f5_c3,,15.5729,0.069,,False,True,True,bulk_1.0.0,0.0,1.465565432915015e+18,13.752149,100.0,0.007882974,ZTF19aapzlcs
ztf,59218.55846060021,1464558462915015002,2,1464558462915,19.3966,1,1464,0.744931,16.0508,16.8216,0.194655,0.0379,231.3367109,-17.2184692,0.26,t17_f5_c3,,16.6974,0.0422,,False,True,True,bulk_1.0.0,0.0,1.465565432915015e+18,13.429303,0.011849347,0.017404713,ZTF19aapzlcs
ztf,59218.55846060021,1464558462915015003,2,1464558462915,19.3966,1,1464,0.489124,16.4585,16.3459,0.039857,0.027,231.3365854,-17.218402,0.46,t17_f5_c3,,16.3061,0.0303,,False,True,True,bulk_1.0.0,0.0,1.465565432915015e+18,13.460129,100.0,0.0025185815,ZTF19aapzlcs
ztf,59218.560925900005,1464560922915015001,2,1464560922915,19.3883,1,1464,1.5271,16.6178,16.5516,0.100591,0.0308,231.33681,-17.2186683,0.384286,t17_f5_c3,,16.3772,0.032,,False,False,False,bulk_1.0.0,0.0,1.465565432915015e+18,,,,ZTF19aapzlcs
ztf,59219.5582059999,1465558202915015000,2,1465558202915,19.3168,1,1465,0.513052,16.012,16.1764,0.109049,0.0226,231.3366378,-17.2184168,0.757143,t17_f5_c3,,16.1538,0.0255,,False,True,True,bulk_1.0.0,0.0,1.465565432915015e+18,13.425777,100.0,0.010072399,ZTF19aapzlcs
ztf,59219.56061339984,1465560612915015002,2,1465560612915,19.3989,1,1465,0.800382,15.9515,16.2032,0.107953,0.023,231.3367026,-17.2184883,0.477143,t17_f5_c3,,16.1496,0.0253,,False,True,True,bulk_1.0.0,0.0,1.465565432915015e+18,13.420046,100.0,0.010487042,ZTF19aapzlcs
ztf,59219.56303239986,1465563032915015000,2,1465563032915,19.361736,1,1465,0.8029464,16.01022,16.1877,0.10482119,0.0229,231.3368624,-17.2183061,0.69,t17_f5_c3,0.9471574,16.1677,0.0259,327120229.0,False,True,True,bulk_1.0.0,0.0,1.465565432915015e+18,13.4256115,100.0,0.009696299,ZTF19aapzlcs
ztf,59219.5654397998,1465565432915015001,2,1465565432915,19.331102,1,1465,1.298367,16.206036,16.2056,0.07469524,0.0231,231.3368844,-17.2185493,0.6085714,t17_f5_c3,0.24295664,16.1819,0.0261,327120229.0,True,True,True,bulk_1.0.0,0.0,0.0,13.442314,100.0,0.0058587394,ZTF19aapzlcs
ztf,59265.50263890019,1511502632915015004,1,1511502632915,20.045273,1,1511,0.75698036,18.02731,18.1623,0.10915674,0.0711,231.3366608,-17.2185074,0.81857145,t17_f5_c3,0.37761456,18.1509,0.0823,327120129.0,True,True,False,correction_0.0.1,0.0,,14.938938,100.0,0.0063489536,ZTF19aapzlcs
ztf,59267.52512730006,1513525122915015005,1,1513525122915,19.9863,1,1513,0.553664,17.8461,17.6328,0.140127,0.0448,231.3366517,-17.2184511,0.512857,t17_f5_c3,,17.6407,0.0529,,False,True,False,correction_0.0.1,0.0,,14.927528,100.0,0.009530005,ZTF19aapzlcs
