tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid,parent_candid,oid
ztf,59256.56528940005,1502565281015015000,2,1502565281015,19.1369,1,1502,0.973604,14.0621,12.40963,14.1141,0.036457,100.0,0.007957793,0.0054,297.9382257,8.6726921,0.591429,t17_f5_c3,14.0374,0.0059,False,True,False,correction_0.0.1,0.0,,,,ZTF20aaodzni
ztf,59262.55871530017,1508558711015015000,2,1508558711015,19.1814,1,1508,1.21346,14.6291,12.510591,14.9197,0.037114,100.0,0.0052739275,0.0091,297.9382965,8.6726819,0.685714,t17_f5_c3,14.6341,0.0087,False,True,False,correction_0.0.1,0.0,,,,ZTF20aaodzni
ztf,59262.561145800166,1508561141015015000,2,1508561141015,18.9848,1,1508,1.00166,14.6626,12.515288,14.8888,0.051101,100.0,0.007071393,0.0093,297.938252,8.6727371,0.651429,t17_f5_c3,14.6107,0.0089,False,True,False,correction_0.0.1,0.0,,,,ZTF20aaodzni
ztf,59262.561145800166,1508561141015015001,2,1508561141015,18.9848,1,1508,0.872424,14.526,12.49533,14.4945,0.010112,100.0,0.0015580055,0.0072,297.9382257,8.6727849,0.672857,t17_f5_c3,14.4791,0.0081,False,True,False,correction_0.0.1,0.0,,,,ZTF20aaodzni
ztf,59262.56356480019,1508563561015015007,2,1508563561015,18.7888,1,1508,1.10551,14.6276,12.510378,14.8503,0.039655,100.0,0.0056416877,0.0103,297.9382754,8.6727128,0.7,t17_f5_c3,14.577,0.01,False,True,False,correction_0.0.1,0.0,,,,ZTF20aaodzni
ztf,59263.56018520007,1509560181015015001,2,1509560181015,18.4967,1,1509,1.37577,14.7512,12.527126,14.6103,0.029199,100.0,0.003764772,0.0084,297.9383706,8.6728528,0.565714,t17_f5_c3,14.5759,0.0094,False,True,False,correction_0.0.1,0.0,,,,ZTF20aaodzni
ztf,59263.56503470009,1509565031015015002,2,1509565031015,18.1385,1,1509,0.879813,14.449,12.483105,14.5203,0.035825,100.0,0.005859058,0.0096,297.9382306,8.6728164,0.568571,t17_f5_c3,14.5126,0.0115,False,True,False,correction_0.0.1,0.0,,,,ZTF20aaodzni
ztf,59266.55866899993,1512558661015015008,2,1512558661015,18.078157,1,1512,1.985816,14.762226,,15.2098,0.035990585,,,0.0147,297.9385213,8.6729813,0.42,t17_f5_c3,15.1474,0.0165,True,False,True,correction_0.0.1,0.0,0.28688648,541120210.0,,ZTF20aaodzni
ztf,59670.50223380001,1916502231015015042,1,1916502231015,20.0361,1,1916,0.984277,15.8654,13.891636,16.3489,0.043194,100.0,0.0070132227,0.0147,297.9382356,8.6726971,0.465714,t17_f5_c3,16.2401,0.016,False,True,False,correction_1.0.6,0.0,,,1.931407091015015e+18,ZTF20aaodzni
ztf,59670.50223380001,1916502231015015043,1,1916502231015,20.0361,1,1916,0.659661,15.816,13.88346,15.851,0.014798,100.0,0.0024956705,0.011,297.9381279,8.6726968,0.685714,t17_f5_c3,15.8385,0.0121,False,True,False,correction_1.0.6,0.0,,,1.931407091015015e+18,ZTF20aaodzni
ztf,59673.47756939987,1919477561015015058,1,1919477561015,19.7709,1,1919,1.41394,16.2753,,16.4238,0.049989,,,0.0185,297.9383165,8.6725924,0.485714,t17_f5_c3,16.1382,0.0177,False,False,False,correction_1.0.6,0.0,,,1.922475671015015e+18,ZTF20aaodzni
ztf,59673.499479200225,1919499471015015007,2,1919499471015,19.7932,1,1919,0.753328,14.456,12.484246,14.8791,0.030928,100.0,0.005030952,0.0075,297.938114,8.6726565,0.545714,t17_f5_c3,14.6356,0.0071,False,True,False,correction_1.0.6,0.0,,,1.931407091015015e+18,ZTF20aaodzni
