tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,rbversion,oid
ztf,58282.45675930008,528456751215015024,2,528456751215,20.426315,1,528,2.142757,17.992258,17.8445,0.06472796,0.0612,303.8284755,30.7723963,0.39333335,0.0,17.8682,0.0704,687120212.0,True,False,False,bulk_1.0.0,0.0,0.0,,,,,ZTF18abakkck
ztf,58367.27737270016,613277371215015078,1,613277371215,20.984634,1,613,0.6762979,18.047798,18.2003,0.073567785,0.0562,303.8280067,30.7724004,0.51666665,0.0,18.2392,0.0632,687120112.0,True,True,False,bulk_1.0.0,0.0,0.0,14.955198,100.0,0.0042623384,t8_f5_c3,ZTF18abakkck
ztf,58367.27737270016,613277371215015098,1,613277371215,20.984634,1,613,1.2905788,17.99611,18.0903,0.07640017,0.0489,303.8282051,30.7723576,0.42333335,0.0,18.1954,0.059,687120112.0,True,True,False,bulk_1.0.0,0.0,0.0,14.952136,100.0,0.004629183,t8_f5_c3,ZTF18abakkck
ztf,58429.16313660005,675163131215015093,1,675163131215,20.901077,1,675,1.3068296,17.948172,18.0946,0.13487677,0.0536,303.8282246,30.7723891,0.47,0.0,18.2225,0.0659,687120112.0,True,True,False,bulk_1.0.0,0.0,0.0,14.94917,100.0,0.008517981,t8_f5_c3,ZTF18abakkck
ztf,59119.268124999944,1365268121215015011,1,1365268121215,20.0319,1,1365,0.770228,17.599,17.6404,0.109148,0.0517,303.8279583,30.7723143,0.722857,,17.6378,0.062,,False,True,False,bulk_1.0.0,0.0,1.3932818012150152e+18,14.923468,100.0,0.009285441,t17_f5_c3,ZTF18abakkck
ztf,59129.176365700085,1375176361215015055,1,1375176361215,19.1692,1,1375,0.436996,16.3754,16.4305,0.038184,0.0406,303.8278869,30.7723851,0.501429,,16.4281,0.0492,,False,True,False,bulk_1.0.0,0.0,1.3932818012150152e+18,14.746078,100.0,0.008514363,t17_f5_c3,ZTF18abakkck
ztf,59129.176365700085,1375176361215015170,1,1375176361215,19.1692,1,1375,0.335208,16.3954,16.4976,0.044475,0.0423,303.8278077,30.7723969,0.41,,16.495,0.0516,,False,True,False,bulk_1.0.0,0.0,1.3932818012150152e+18,14.750505,100.0,0.009775936,t17_f5_c3,ZTF18abakkck
ztf,59139.1828935002,1385182891215015026,1,1385182891215,20.9963,1,1385,0.613499,17.4847,17.5965,0.137793,0.0326,303.8279592,30.772372,0.447143,,17.6114,0.036,,False,True,False,bulk_1.0.0,0.0,1.3932818012150152e+18,14.913261,0.005255844,0.012901855,t17_f5_c3,ZTF18abakkck
ztf,59143.181261599995,1389181261215015015,1,1389181261215,20.7985,1,1389,0.712369,17.3428,17.6244,0.110255,0.0345,303.8279854,30.7723572,0.618571,,17.6149,0.038,,False,True,False,bulk_1.0.0,0.0,1.3932818012150152e+18,14.89916,100.0,0.011612942,t17_f5_c3,ZTF18abakkck
ztf,59147.28180560004,1393281801215015143,2,1393281801215,18.404293,1,1393,1.2739254,17.25488,17.3223,0.08099349,0.0691,303.8281963,30.7724354,0.40428573,0.01288915,17.1223,0.0718,687120212.0,False,True,True,bulk_1.0.0,0.0,1.413098271215015e+18,14.355141,100.0,0.0056047225,t17_f5_c3,ZTF18abakkck
ztf,59150.16180559993,1396161801215015023,1,1396161801215,19.7851,1,1396,0.570315,17.2665,17.4056,0.094469,0.0452,303.8279435,30.77238,0.85,,17.4314,0.0562,,False,True,False,bulk_1.0.0,0.0,1.413098271215015e+18,14.890866,100.0,0.010593406,t17_f5_c3,ZTF18abakkck
ztf,59150.205567100085,1396205561215015018,2,1396205561215,19.5588,1,1396,0.740326,16.9194,17.0492,0.09097,0.0403,303.8279978,30.7723944,0.762857,,17.0505,0.0486,,False,True,True,bulk_1.0.0,0.0,1.413098271215015e+18,14.328275,100.0,0.00836466,t17_f5_c3,ZTF18abakkck
ztf,59152.243506900035,1398243501215015009,1,1398243501215,19.3154,1,1398,0.491697,17.1731,17.5835,0.151759,0.0772,303.8278607,30.77236,0.374286,,17.5354,0.0923,,False,True,False,bulk_1.0.0,0.0,1.413098271215015e+18,14.879984,0.01437239,0.018361496,t17_f5_c3,ZTF18abakkck
ztf,59158.1176041998,1404117601215015015,2,1404117601215,20.206,1,1404,0.892578,16.8864,16.987,0.059658,0.0281,303.8279469,30.7722855,0.734286,,16.9961,0.0322,,False,True,True,bulk_1.0.0,0.0,1.413098271215015e+18,14.325198,100.0,0.005638814,t17_f5_c3,ZTF18abakkck
ztf,59164.20859949989,1410208591215015020,1,1410208591215,19.547,1,1410,0.778758,17.6534,17.8868,0.114728,0.0569,303.8279886,30.7723334,0.612857,,17.8505,0.065,,False,True,False,bulk_1.0.0,0.0,1.413098271215015e+18,14.927991,100.0,0.009321926,t17_f5_c3,ZTF18abakkck
ztf,59167.098275499884,1413098271215015035,2,1413098271215,19.876781,1,1413,1.8438905,17.133814,16.9589,0.09251813,0.0279,303.8282966,30.7722165,0.25714287,0.07743254,17.0937,0.0378,687120212.0,True,False,False,bulk_1.0.0,0.0,0.0,,,,t17_f5_c3,ZTF18abakkck
ztf,59621.55460650008,1867554601215015021,2,1867554601215,19.2988,1,1867,0.994213,17.2208,17.0419,0.128812,0.0401,303.8280019,30.7727026,0.49,,16.9973,0.0462,,False,True,True,correction_1.0.6,0.0,1.871546711215015e+18,14.352748,100.0,0.00917773,t17_f5_c3,ZTF18abakkck
ztf,59625.54671300016,1871546711215015019,2,1871546711215,18.796448,1,1871,1.247688,17.049767,17.1105,0.08806249,0.0578,303.8281934,30.7724923,0.5914286,0.5503314,17.1189,0.0723,687120212.0,True,True,True,correction_1.0.6,0.0,,14.339629,100.0,0.0072566466,t17_f5_c3,ZTF18abakkck
ztf,59684.42704859981,1930427041215015012,2,1930427041215,19.1887,1,1930,0.465483,16.5396,17.1709,0.165846,0.0575,303.8279376,30.7725078,0.395714,,17.1863,0.0716,,False,True,True,correction_1.0.6,0.0,1.954350941215015e+18,14.28725,0.011323598,0.020833623,t17_f5_c3,ZTF18abakkck
ztf,59690.4535069,1936453501215015020,1,1936453501215,19.7311,1,1936,0.599123,17.6396,17.8645,0.086648,0.07,303.8280078,30.7724668,0.904286,,17.8608,0.0847,,False,True,False,correction_1.0.6,0.0,1.954350941215015e+18,14.926863,100.0,0.0071230093,t17_f5_c3,ZTF18abakkck
ztf,59700.43085649982,1946430851215015015,2,1946430851215,19.9177,1,1946,0.513616,16.521,17.1093,0.150454,0.0346,303.8279537,30.7724729,0.372857,,17.086,0.0392,,False,True,True,correction_1.0.6,0.0,1.954350941215015e+18,14.284896,0.007973203,0.01918501,t17_f5_c3,ZTF18abakkck
ztf,59700.4650347,1946465031215015035,1,1946465031215,20.5095,1,1946,0.477547,17.3492,17.6075,0.106804,0.0377,303.8279649,30.7724594,0.804286,,17.6474,0.0439,,False,True,False,correction_1.0.6,0.0,1.954350941215015e+18,14.899833,100.0,0.011190274,t17_f5_c3,ZTF18abakkck
ztf,59708.35094910022,1954350941215015011,2,1954350941215,19.098866,1,1954,1.9437222,16.68894,17.3041,0.1423373,0.0432,303.8284189,30.7725427,0.37857142,0.08658516,17.2101,0.0473,687120212.0,True,False,False,correction_1.0.6,0.0,,,,,t17_f5_c3,ZTF18abakkck
