tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,drb,rfid,rbversion,oid
ztf,58271.45478009991,517454780015015060,2,517454780015,19.9593,1,517,0.27537,16.2577,12.467402,16.6964,0.029815,100.0,0.00090848125,0.0386,309.9232972,30.7982492,0.23,16.1193,0.029,False,True,False,bulk_1.0.0,0.0,5.3441245001501504e+17,,,,ZTF18abchebv
ztf,58279.40621529985,525406210015015010,2,525406210015,20.3019,1,525,1.01758,15.9132,12.455119,15.8184,0.021227,100.0,0.00087832677,0.0146,309.9231409,30.7985054,0.266667,15.3675,0.0156,False,True,False,bulk_1.0.0,0.0,5.3441245001501504e+17,,,,ZTF18abchebv
ztf,58279.44847219996,525448470015015045,1,525448470015,20.6179,1,525,0.435307,15.9826,13.145349,15.9128,0.01615,100.0,0.0011837822,0.0151,309.9233273,30.7982892,0.633333,15.8912,0.0153,False,True,False,bulk_1.0.0,0.0,5.3441245001501504e+17,,,,ZTF18abchebv
ztf,58284.402673599776,530402670015010311,1,530402670015,17.6643,-1,530,0.229985,14.4284,13.664449,14.4553,0.016684,100.0,0.008255051,0.0245,309.9231648,30.798169,0.643333,14.4575,0.0299,False,True,False,bulk_1.0.0,0.0,5.3441245001501504e+17,,,,ZTF18abchebv
ztf,58288.41245369986,534412450015015012,1,534412450015,20.307983,1,534,1.0439627,15.681802,13.120236,16.0027,0.14230849,100.0,0.013446352,0.0167,309.9234928,30.7983855,0.43,15.9742,0.0169,True,True,False,bulk_1.0.0,0.0,0.0,0.0,687120100.0,,ZTF18abchebv
ztf,58334.31258099992,580312581315015104,1,580312581315,20.7629,1,580,0.73123,16.0273,13.137405,16.0944,0.135066,100.0,0.009431663,0.0168,309.9233425,30.7980898,0.293333,16.0139,0.017,False,True,False,bulk_1.0.0,0.0,6.10184580015015e+17,,,t8_f5_c3,ZTF18abchebv
ztf,58337.37118060002,583371181315010023,1,583371181315,20.942,-1,583,0.35582,15.9623,13.306181,16.0768,0.091526,100.0,0.007926777,0.0161,309.9230408,30.7982007,0.496667,16.0715,0.0165,False,True,False,bulk_1.0.0,0.0,6.10184580015015e+17,,,t12_f5_c3,ZTF18abchebv
ztf,58338.364340300206,584364340015010021,1,584364340015,20.8013,-1,584,0.780072,16.3552,13.290709,16.5592,0.109039,100.0,0.0064831367,0.0259,309.9230045,30.7983645,0.266667,16.5713,0.027,False,True,False,bulk_1.0.0,0.0,6.10184580015015e+17,,,t12_f5_c3,ZTF18abchebv
ztf,58346.31998840021,592319980015010031,1,592319980015,20.8647,-1,592,0.645114,16.5553,13.279897,16.8095,0.127492,100.0,0.00624197,0.0334,309.9231131,30.7980615,0.346667,16.8231,0.0347,False,True,False,bulk_1.0.0,0.0,6.10184580015015e+17,,,t12_f5_c3,ZTF18abchebv
ztf,58349.3681481001,595368141315015070,1,595368141315,20.83051,1,595,1.7364784,15.879559,,15.9738,0.057975218,,,0.0144,309.9236828,30.7980379,0.28,16.0382,0.0166,False,False,True,bulk_1.0.0,0.0,6.10184580015015e+17,0.0,688120113.0,t8_f5_c3,ZTF18abchebv
ztf,58349.3681481001,595368141315015072,1,595368141315,20.8305,1,595,0.470775,16.0156,13.136584,15.9917,0.026706,100.0,0.0018836599,0.0162,309.9232607,30.798123,0.416667,15.9793,0.0165,False,True,False,bulk_1.0.0,0.0,6.10184580015015e+17,,,t12_f5_c3,ZTF18abchebv
