tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,rbversion,oid
ztf,58272.47252310021,518472524915015003,2,518472524915,20.007912,1,518,1.8791666,17.294573,17.3738,0.043956608,0.0501,317.0182223,57.9134951,0.30666667,0.0,17.1235,0.0457,801120249.0,True,False,False,bulk_1.0.0,0.0,0.0,,,,,ZTF18aaxvbxq
ztf,58282.40800930001,528408004915015012,1,528408004915,20.5387,1,528,0.340654,17.7735,17.7779,0.031243,0.0381,317.0190943,57.9136498,0.7,,17.7675,0.0439,,False,True,False,bulk_1.0.0,0.0,5.5837084491501504e+17,15.856318,100.0,0.005344165,,ZTF18aaxvbxq
ztf,58282.451053199824,528451054915015015,2,528451054915,20.4158,1,528,0.433088,15.608,15.6691,0.009869,0.011,317.0189711,57.9136478,0.633333,,15.6238,0.0112,,False,True,True,bulk_1.0.0,0.0,5.5837084491501504e+17,13.635408,100.0,0.0016041194,,ZTF18aaxvbxq
ztf,58283.43067129981,529430674915015016,1,529430674915,20.726,1,529,0.340308,17.8132,17.8816,0.028399,0.0357,317.0191269,57.9136499,0.78,,17.8545,0.0402,,False,True,False,bulk_1.0.0,0.0,5.5837084491501504e+17,15.863007,100.0,0.004712222,,ZTF18aaxvbxq
ztf,58285.4135532002,531413554915015020,2,531413554915,20.8638,1,531,0.438998,15.4535,15.5269,0.008153,0.009,317.0190711,57.9136257,0.476667,,15.4941,0.0091,,False,True,True,bulk_1.0.0,0.0,5.5837084491501504e+17,13.608751,100.0,0.0014907955,,ZTF18aaxvbxq
ztf,58285.42535880022,531425354915015014,1,531425354915,20.9043,1,531,0.200371,17.8247,18.0771,0.027259,0.0377,317.0190952,57.9136906,0.713333,,18.0489,0.0425,,False,True,False,bulk_1.0.0,0.0,5.5837084491501504e+17,15.864906,100.0,0.0044832476,,ZTF18aaxvbxq
ztf,58285.42535880022,531425354915015015,1,531425354915,20.9043,1,531,0.14815,17.8247,17.9053,0.027259,0.0344,317.0190298,57.9137311,0.846667,,17.9114,0.0393,,False,True,False,bulk_1.0.0,0.0,5.5837084491501504e+17,15.864906,100.0,0.0044832476,,ZTF18aaxvbxq
ztf,58286.42817129986,532428174915015019,1,532428174915,20.6573,1,532,0.18925,17.8091,17.8618,0.027702,0.0338,317.0190396,57.9137092,0.903333,,17.8462,0.0381,,False,True,False,bulk_1.0.0,0.0,5.5837084491501504e+17,15.862326,100.0,0.0046110684,,ZTF18aaxvbxq
ztf,58287.40689809993,533406894915015029,1,533406894915,20.6871,1,533,0.208915,17.6834,17.7692,0.026038,0.032,317.0190957,57.913687,0.83,,17.7477,0.036,,False,True,False,bulk_1.0.0,0.0,5.5837084491501504e+17,15.840366,100.0,0.00476864,,ZTF18aaxvbxq
ztf,58287.45013889996,533450134915015019,2,533450134915,20.5734,1,533,0.24542,15.4716,15.5256,0.008308,0.0092,317.0190344,57.9136893,0.596667,,15.4955,0.0094,,False,True,True,bulk_1.0.0,0.0,5.5837084491501504e+17,13.612039,100.0,0.0014985529,,ZTF18aaxvbxq
