tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,parent_candid,rbversion,oid
ztf,58292.3123031999,538312301015010007,2,538312301015,20.172653,-1,538,0.3792378,19.164282,19.207294,19.2405,0.13220927,0.11877639,0.13755211,0.1725,271.7107337,-12.8781608,0.59,0.0,18.9315,0.1673,383120210.0,False,True,False,bulk_1.0.0,0.0,5.6727457101501e+17,,ZTF18abcspyz
ztf,58304.35638889996,550356381015010006,2,550356381015,20.440771,-1,550,0.13443619,19.063038,19.323723,19.2468,0.105847344,0.11020708,0.13457185,0.139,271.7107909,-12.8781111,0.64,0.0,19.1203,0.1616,383120210.0,False,True,False,bulk_1.0.0,0.0,5.5135577101501e+17,,ZTF18abcspyz
ztf,58305.35577550018,551355771015010007,2,551355771015,19.572392,-1,551,0.19033146,19.062752,19.324087,18.9613,0.14759533,0.17113285,0.18776162,0.1645,271.710803,-12.8780675,0.54333335,0.0,19.0371,0.227,383120210.0,False,True,False,bulk_1.0.0,0.0,5.6727457101501e+17,,ZTF18abcspyz
ztf,58307.357847199775,553357841015010009,2,553357841015,20.344366,-1,553,0.1941432,19.086422,19.294703,18.9447,0.0990574,0.09352894,0.12000496,0.1132,271.7107791,-12.8781189,0.7133333,0.0,18.9896,0.1535,383120210.0,False,True,False,bulk_1.0.0,0.0,5.8222890101501e+17,,ZTF18abcspyz
ztf,58321.27457180014,567274571015010004,2,567274571015,19.913836,-1,567,0.15493594,18.83071,19.716188,19.2615,0.12206669,0.25267595,0.27592376,0.2173,271.7107899,-12.8781164,0.57,0.0,19.15,0.2536,383120210.0,False,True,False,bulk_1.0.0,0.0,5.9132255101501e+17,t8_f5_c3,ZTF18abcspyz
ztf,58334.340138900094,580340131015010006,2,580340131015,19.804832,-1,580,0.014072678,18.854805,19.663616,18.8648,0.116539486,0.221587,0.24546957,0.1607,271.7108353,-12.8781074,0.68,0.0,19.0588,0.2484,383120210.0,False,True,False,bulk_1.0.0,0.0,5.9132255101501e+17,t8_f5_c3,ZTF18abcspyz
ztf,58336.22890050011,582228901015010014,2,582228901015,20.419682,-1,582,0.1862937,18.759117,19.89786,19.0242,0.08100981,0.19050452,0.23122482,0.1108,271.7107832,-12.8781326,0.68,0.0,19.1891,0.1672,383120210.0,False,True,False,bulk_1.0.0,0.0,6.1114656101501e+17,t8_f5_c3,ZTF18abcspyz
ztf,58345.3225579001,591322551015010009,2,591322551015,19.824293,-1,591,0.22779548,18.710083,20.051386,18.791,0.10267203,0.31927577,0.35316128,0.1471,271.710773,-12.8780889,0.87,0.0,18.7894,0.19,383120210.0,False,True,False,bulk_1.0.0,0.0,6.1114656101501e+17,t8_f5_c3,ZTF18abcspyz
ztf,58365.146562499925,611146561015010015,2,611146561015,20.579134,-1,611,0.11220317,18.738855,19.957863,18.8166,0.089856185,0.23891619,0.27615377,0.0816,271.7108054,-12.8781006,0.67333335,0.0,18.9753,0.1245,383120210.0,False,True,False,bulk_1.0.0,0.0,6.1712252101501e+17,t8_f5_c3,ZTF18abcspyz
ztf,58371.122523100115,617122521015010014,2,617122521015,19.553637,-1,617,0.30790448,18.8758,19.620682,19.2266,0.13138574,0.24035588,0.26091614,0.2777,271.7107522,-12.8781479,0.71666664,0.0,19.3217,0.3906,383120210.0,False,True,False,bulk_1.0.0,0.0,6.1812636101501e+17,t8_f5_c3,ZTF18abcspyz
ztf,58372.126365699805,618126361015010012,2,618126361015,20.385263,-1,618,0.1030903,18.714865,20.035097,18.5889,0.0854782,0.24707118,0.2883687,0.0794,271.7108052,-12.8781077,0.68,0.0,18.2336,0.0749,383120210.0,True,True,False,bulk_1.0.0,0.0,0.0,t8_f5_c3,ZTF18abcspyz
ztf,58575.459016200155,821459011015010019,2,821459011015,20.35264,-1,821,0.20639071,18.83421,19.708319,19.1896,0.11811842,0.24020605,0.26421744,0.1387,271.7107771,-12.8780963,0.40857142,0.0,18.7751,0.1237,383120210.0,False,True,False,bulk_1.0.0,0.0,8.3939783101501e+17,t15_f5_c3,ZTF18abcspyz
ztf,58593.39783560019,839397831015010010,2,839397831015,19.432468,-1,839,0.16380721,18.620808,20.430582,19.1788,0.13885783,0.7034827,0.7353261,0.3234,271.7107949,-12.8780789,0.4457143,0.0,19.0778,0.3806,383120210.0,True,True,False,bulk_1.0.0,0.0,0.0,t15_f5_c3,ZTF18abcspyz
