tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,oid
ztf,60290.54733800003,2536547333715015006,2,2536547333715,19.849257,1,2536,2.708324,17.868055,17.7498,0.07734837,0.0599,214.0225667,-1.2598898,0.8157143,t17_f5_c3,0.99999785,17.7849,0.0769,426120237,True,False,False,23.12.x,0.0,ZTF23abtnhva
ztf,60290.54976850003,2536549763715015001,2,2536549763715,19.906252,1,2536,2.6486108,17.931551,17.8081,0.058164485,0.0632,214.0225557,-1.2599029,0.9142857,t17_f5_c3,0.9999999,17.8199,0.0793,426120237,True,False,False,23.12.x,0.0,ZTF23abtnhva
ztf,60290.552199100144,2536552193715015003,2,2536552193715,19.901094,1,2536,2.7296085,17.93175,18.0411,0.056554303,0.077,214.0225478,-1.2598596,0.91571426,t17_f5_c3,0.99999964,18.1569,0.1062,426120237,True,False,False,23.12.x,0.0,ZTF23abtnhva
ztf,60290.55464120023,2536554643715015005,2,2536554643715,19.95082,1,2536,2.8227913,17.888092,17.9794,0.059786484,0.0718,214.0225791,-1.259855,0.9114286,t17_f5_c3,0.9999995,18.0068,0.0914,426120237,True,False,False,23.12.x,0.0,ZTF23abtnhva
ztf,60290.55707179988,2536557073715015001,2,2536557073715,20.012152,1,2536,2.829166,17.948315,17.9869,0.059602395,0.0718,214.0225884,-1.2598604,0.94285715,t17_f5_c3,0.9999999,17.9514,0.0863,426120237,True,False,False,23.12.x,0.0,ZTF23abtnhva
ztf,60291.54770829994,2537547703715015003,2,2537547703715,19.858625,1,2537,2.75964,17.881687,17.8083,0.062092487,0.0615,214.0225729,-1.2598749,0.9142857,t17_f5_c3,0.99999905,17.8131,0.0767,426120237,True,False,False,23.12.x,0.0,ZTF23abtnhva
ztf,60291.550219899975,2537550213715015002,2,2537550213715,19.921669,1,2537,2.747721,17.876505,17.8407,0.05926876,0.0616,214.0225636,-1.2598692,0.91714287,t17_f5_c3,0.9999994,17.8897,0.0797,426120237,True,False,False,23.12.x,0.0,ZTF23abtnhva
ztf,60291.55271989992,2537552713715015002,2,2537552713715,19.870518,1,2537,2.7083335,17.87562,17.7427,0.07127489,0.0563,214.0225584,-1.2598802,0.81857145,t17_f5_c3,0.9999888,17.7627,0.0709,426120237,True,False,False,23.12.x,0.0,ZTF23abtnhva
ztf,60291.55523149995,2537555233715015005,2,2537555233715,19.767323,1,2537,2.6695807,17.823263,17.7485,0.06905334,0.0573,214.0225622,-1.2599013,0.8857143,t17_f5_c3,0.9999982,17.768,0.0721,426120237,True,False,False,23.12.x,0.0,ZTF23abtnhva
ztf,60291.557731499895,2537557733715015003,2,2537557733715,19.765741,1,2537,2.8285573,17.865004,17.9095,0.058745865,0.0665,214.0225764,-1.2598495,0.88714284,t17_f5_c3,0.99999964,17.9441,0.0853,426120237,True,False,False,23.12.x,0.0,ZTF23abtnhva
ztf,60292.55151619995,2538551513715015004,2,2538551513715,19.945644,1,2538,2.894933,17.89447,17.9938,0.061787046,0.0781,214.0225867,-1.259833,0.9342857,t17_f5_c3,0.9999994,18.1522,0.1123,426120237,True,False,False,23.12.x,0.0,ZTF23abtnhva
ztf,60292.554004599806,2538554003715015011,2,2538554003715,19.961195,1,2538,2.80245,17.899288,17.8808,0.06331663,0.0666,214.022569,-1.2598523,0.93,t17_f5_c3,0.9999924,17.8993,0.0841,426120237,True,False,False,23.12.x,0.0,ZTF23abtnhva
ztf,60292.55649309978,2538556493715015007,2,2538556493715,19.98588,1,2538,2.8222196,17.88666,17.9206,0.05001077,0.0696,214.0225684,-1.2598434,0.9085714,t17_f5_c3,0.9999995,17.9317,0.0875,426120237,True,False,False,23.12.x,0.0,ZTF23abtnhva
ztf,60292.5589815001,2538558983715015005,2,2538558983715,20.064425,1,2538,2.8160362,17.876183,17.8203,0.056328923,0.0622,214.0225684,-1.259846,0.9342857,t17_f5_c3,0.99999166,17.8206,0.0772,426120237,True,False,False,23.12.x,0.0,ZTF23abtnhva
ztf,60292.561481500044,2538561483715015003,2,2538561483715,19.884823,1,2538,2.775092,17.884706,17.8059,0.061884098,0.066,214.0225687,-1.2598579,0.92714286,t17_f5_c3,0.9999932,17.8331,0.0844,426120237,True,False,False,23.12.x,0.0,ZTF23abtnhva
ztf,60311.4672801001,2557467283715015004,1,2557467283715,19.295906,1,2557,3.05354,19.353584,19.1617,0.180476,0.3041,214.0227143,-1.2599073,0.7942857,t17_f5_c3,0.9994065,19.406,0.4852,426120137,True,False,False,23.12.x,0.0,ZTF23abtnhva
ztf,60311.536886599846,2557536883715015001,2,2557536883715,19.948395,1,2557,2.849321,18.56613,18.8882,0.10041412,0.169,214.0225623,-1.2598258,0.9142857,t17_f5_c3,0.9999993,18.7535,0.1866,426120237,True,False,False,23.12.x,0.0,ZTF23abtnhva
