tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magap,sigmapsf,sigmagap,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,step_id_corr,phase,magpsf_corr,sigmapsf_corr,sigmapsf_corr_ext,oid
ztf,60398.32841440011,2644328414315015005,1,2644328414315,19.833908,1,2644,2.703608,18.859125,18.7851,0.10544787,0.138,217.7256627,40.7142521,0.93285716,t17_f5_c3,0.99998635,18.911,0.1974,719120143,True,False,False,23.12.x,0.0,,,,ZTF24aaejrzs
ztf,60398.40559029998,2644405594315015007,2,2644405594315,19.96022,1,2644,0.97937834,17.779966,17.8526,0.05762806,0.0542,217.7257027,40.7142338,0.9557143,t17_f5_c3,0.99999815,17.8145,0.0661,719120243,True,True,False,23.12.x,0.0,17.371576,0.017613225,0.03956197,ZTF24aaejrzs
ztf,60404.4114351999,2650411434315015010,1,2650411434315,20.68014,1,2650,2.828802,18.937927,18.955,0.09051743,0.0824,217.7256145,40.714258,0.9114286,t17_f5_c3,0.999532,18.9742,0.1049,719120143,True,False,False,23.12.x,0.0,,,,ZTF24aaejrzs
ztf,60408.338356500026,2654338354315015019,1,2654338354315,20.728594,1,2654,2.6696367,19.009838,19.1236,0.111508526,0.104,217.7256608,40.7142281,0.9442857,t17_f5_c3,0.9998486,19.1446,0.1327,719120143,True,False,False,23.12.x,0.0,,,,ZTF24aaejrzs
ztf,60417.426840300206,2663426844315015019,1,2663426844315,20.6439,1,2663,2.786475,19.175564,19.1289,0.1073898,0.1138,217.7256332,40.7142596,0.9342857,t17_f5_c3,0.9973388,19.0969,0.1388,719120143,True,False,False,24.4.1,0.0,,,,ZTF24aaejrzs
ztf,60419.302476900164,2665302474315015006,1,2665302474315,20.029587,1,2665,2.7096674,19.196117,19.0386,0.12200092,0.1687,217.7256521,40.7142402,0.9557143,t17_f5_c3,0.99978536,19.08,0.2234,719120143,True,False,False,24.4.1,0.0,,,,ZTF24aaejrzs
ztf,60421.34146990022,2667341464315015004,1,2667341464315,19.70964,1,2667,2.4360611,19.308525,19.6194,0.1633642,0.3736,217.7257237,40.7141754,0.9357143,t17_f5_c3,0.9991905,19.4602,0.4128,719120143,True,False,False,24.4.1,0.0,,,,ZTF24aaejrzs
ztf,60429.32155090012,2675321554315015013,1,2675321554315,20.661663,1,2675,2.7861693,19.4914,19.5852,0.10357292,0.1684,217.7256223,40.7142431,0.94714284,t17_f5_c3,0.9999646,19.5064,0.1974,719120143,True,False,False,24.4.1,0.0,,,,ZTF24aaejrzs
ztf,60433.36369210016,2679363694315015018,1,2679363694315,20.937893,1,2679,2.7666764,19.66172,19.476,0.13972118,0.1305,217.7256382,40.7142547,0.9114286,t17_f5_c3,0.9995832,19.3511,0.1446,719120143,True,False,False,24.4.1,0.0,,,,ZTF24aaejrzs
ztf,60437.30534720002,2683305344315015016,1,2683305344315,20.546968,1,2683,2.729353,19.764069,19.8548,0.2036192,0.2157,217.7256377,40.7142306,0.9028571,t17_f5_c3,0.9998925,19.7424,0.245,719120143,True,False,False,24.4.1,0.0,,,,ZTF24aaejrzs
ztf,60438.32185189985,2684321854315015014,1,2684321854315,20.674715,1,2684,2.6456888,19.65834,19.7283,0.1487348,0.1809,217.7256933,40.7142604,0.94,t17_f5_c3,0.9999676,19.7022,0.2215,719120143,True,False,False,24.4.1,0.0,,,,ZTF24aaejrzs
ztf,60439.34234949993,2685342344315015016,1,2685342344315,20.59081,1,2685,2.7817082,19.790932,19.9263,0.16190544,0.2318,217.7256268,40.7142472,0.93,t17_f5_c3,0.9998795,19.7766,0.2543,719120143,True,False,False,24.4.1,0.0,,,,ZTF24aaejrzs
ztf,60441.34861110011,2687348614315015033,1,2687348614315,20.599812,1,2687,2.622289,19.844889,19.7832,0.11896674,0.1989,217.7256644,40.714203,0.87285715,t17_f5_c3,0.99996984,19.8241,0.2593,719120143,True,False,False,24.4.1,0.0,,,,ZTF24aaejrzs
ztf,60443.32807870023,2689328074315015030,1,2689328074315,20.587269,1,2689,2.9525542,20.0481,20.5309,0.12884527,0.4003,217.7255685,40.7142662,0.7728571,t17_f5_c3,0.99938047,20.6392,0.5587,719120143,True,False,False,24.4.1,0.0,,,,ZTF24aaejrzs
ztf,60445.41252310015,2691412524315015020,1,2691412524315,20.661213,1,2691,2.5033839,20.131763,20.2404,0.15950392,0.3099,217.72573,40.7142281,0.86714286,t17_f5_c3,0.99993443,19.9096,0.2867,719120143,True,False,False,24.4.1,0.0,,,,ZTF24aaejrzs
