tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magap,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,ra,dec,rb,rbversion,magapbig,sigmagapbig,has_stamp,corrected,dubious,step_id_corr,phase,drb,rfid,oid
ztf,59248.513553199824,1494513550215015009,1,1494513550215,19.1889,1,1494,0.076118,18.4038,16.577566,18.5413,0.149052,0.024889637,0.027723258,0.164,280.9174839,22.6273439,0.77,t17_f5_c3,18.4925,0.1997,False,True,False,correction_0.0.1,0.0,,,ZTF20aahhdga
ztf,59248.551562500186,1494551565615015000,2,1494551565615,19.9858,1,1494,0.215054,17.719,15.634802,17.7891,0.091273,0.0074921264,0.013386376,0.0556,280.9174798,22.6272995,0.872857,t17_f5_c3,17.8039,0.0697,False,True,False,correction_0.0.1,0.0,,,ZTF20aahhdga
ztf,59248.554583299905,1494554585615015000,2,1494554585615,20.094,1,1494,0.653438,17.7255,15.635753,17.7951,0.068919,100.0,0.010056339,0.053,280.9175649,22.6271918,0.915714,t17_f5_c3,17.7771,0.0641,False,True,False,correction_0.0.1,0.0,,,ZTF20aahhdga
ztf,59248.55760420021,1494557605615015000,2,1494557605615,19.9175,1,1494,0.567245,17.7937,15.645441,17.7093,0.064402,100.0,0.0089042215,0.0538,280.9175593,22.627214,0.922857,t17_f5_c3,17.7178,0.0672,False,True,False,correction_0.0.1,0.0,,,ZTF20aahhdga
ztf,59248.56061339984,1494560615615015000,2,1494560615615,19.8337,1,1494,0.240181,17.8515,15.653252,17.7266,0.097966,0.0063248943,0.012935287,0.0569,280.9175213,22.6272998,0.96,t17_f5_c3,17.7816,0.0744,False,True,False,correction_0.0.1,0.0,,,ZTF20aahhdga
ztf,59248.56362270005,1494563625615015001,2,1494563625615,20.0426,1,1494,0.531964,17.852,15.653317,17.8321,0.06376,100.0,0.008415414,0.0569,280.917564,22.6272269,0.9,t17_f5_c3,17.9027,0.0749,False,True,False,correction_0.0.1,0.0,,,ZTF20aahhdga
ztf,59249.55009259982,1495550095615015000,2,1495550095615,19.8907,1,1495,0.264575,17.9633,15.66737,18.2277,0.17719,0.018070893,0.021382919,0.0847,280.9175574,22.6273249,0.764286,t17_f5_c3,18.2792,0.1102,False,True,False,correction_0.0.1,0.0,,,ZTF20aahhdga
ztf,59249.5530555998,1495553055615015000,2,1495553055615,19.8109,1,1495,0.591465,18.164,15.689712,18.1838,0.076588,100.0,0.007842338,0.0828,280.9175736,22.6272107,0.942857,t17_f5_c3,18.1662,0.1013,False,True,False,correction_0.0.1,0.0,,,ZTF20aahhdga
ztf,59249.55601850012,1495556015615015001,2,1495556015615,19.7988,1,1495,0.35012,17.9855,15.670025,18.0792,0.087566,100.0,0.010378759,0.0756,280.9175705,22.6272987,0.94,t17_f5_c3,18.075,0.0936,False,True,False,correction_0.0.1,0.0,,,ZTF20aahhdga
ztf,59249.56194439996,1495561945615015000,2,1495561945615,19.772,1,1495,0.342904,18.0831,15.681145,18.2853,0.11058,0.0035289724,0.012103052,0.0932,280.9175906,22.6273676,0.895714,t17_f5_c3,18.303,0.1181,False,True,False,correction_0.0.1,0.0,,,ZTF20aahhdga
